
/Volumes/macOS Mojave/System/Library/Frameworks/Python.framework/Versions/2.7/Python (for architecture i386):
000acc04 (__TEXT,__text) external _AEDesc_Convert
000e206e (__TEXT,__const) external __Py_islower__doc__
000e1e68 (__TEXT,__const) external __Py_isspace__doc__
000e2188 (__TEXT,__const) external __Py_istitle__doc__
000e20fb (__TEXT,__const) external __Py_isupper__doc__
000690a3 (__TEXT,__text) external __Py_keyword
000e226e (__TEXT,__const) external __Py_lower__doc__
00002295 (__TEXT,__text) external __Py_mergebitset
000022bc (__TEXT,__text) external __Py_meta_grammar
000021d6 (__TEXT,__text) external __Py_newbitset
000025fe (__TEXT,__text) external __Py_newgrammar
000a6095 (__TEXT,__text) external __Py_parse_inf_or_nan
00002d78 (__TEXT,__text) external __Py_pgen
00002264 (__TEXT,__text) external __Py_samebitset
0009cae3 (__TEXT,__text) external __Py_set_387controlword
000e243f (__TEXT,__const) external __Py_swapcase__doc__
000e2328 (__TEXT,__const) external __Py_title__doc__
000029ae (__TEXT,__text) external __Py_translatelabels
000e22cb (__TEXT,__const) external __Py_upper__doc__
         (undefined) external ___assert_rtn (from libSystem)
         (undefined) external ___bzero (from libSystem)
         (undefined) external ___divdi3 (from libSystem)
         (undefined) external ___error (from libSystem)
         (undefined) external ___maskrune (from libSystem)
         (undefined) external ___memcpy_chk (from libSystem)
         (undefined) external ___memmove_chk (from libSystem)
         (undefined) external ___sprintf_chk (from libSystem)
         (undefined) external ___srget (from libSystem)
         (undefined) external ___stack_chk_fail (from libSystem)
         (undefined) external ___stack_chk_guard (from libSystem)
         (undefined) external ___stderrp (from libSystem)
         (undefined) external ___stdinp (from libSystem)
         (undefined) external ___stdoutp (from libSystem)
         (undefined) external ___strcat_chk (from libSystem)
         (undefined) external ___strcpy_chk (from libSystem)
         (undefined) external ___strncat_chk (from libSystem)
         (undefined) external ___strncpy_chk (from libSystem)
         (undefined) external ___tolower (from libSystem)
         (undefined) external ___toupper (from libSystem)
         (undefined) external ___udivdi3 (from libSystem)
         (undefined) external ___vsnprintf_chk (from libSystem)
         (undefined) external __exit (from libSystem)
         (undefined) external _abort (from libSystem)
         (undefined) external _access (from libSystem)
         (undefined) external _alarm (from libSystem)
00075054 (__TEXT,__text) external _asdl_int_seq_new
00074fed (__TEXT,__text) external _asdl_seq_new
         (undefined) external _atan2 (from libSystem)
         (undefined) external _atoi (from libSystem)
         (undefined) external _btowc (from libSystem)
         (undefined) external _chdir (from libSystem)
         (undefined) external _chflags (from libSystem)
         (undefined) external _chmod$UNIX2003 (from libSystem)
         (undefined) external _chown (from libSystem)
         (undefined) external _chroot (from libSystem)
         (undefined) external _clearerr (from libSystem)
         (undefined) external _clock$UNIX2003 (from libSystem)
         (undefined) external _close$UNIX2003 (from libSystem)
         (undefined) external _closedir$UNIX2003 (from libSystem)
         (undefined) external _confstr$UNIX2003 (from libSystem)
         (undefined) external _cos (from libSystem)
         (undefined) external _ctermid_r (from libSystem)
         (undefined) weak external _dispatch_once_f (from libSystem)
         (undefined) external _dladdr (from libSystem)
         (undefined) external _dlerror (from libSystem)
         (undefined) external _dlopen (from libSystem)
         (undefined) external _dlsym (from libSystem)
         (undefined) external _dup (from libSystem)
         (undefined) external _dup2 (from libSystem)
         (undefined) external _endpwent (from libSystem)
         (undefined) external _execv (from libSystem)
         (undefined) external _execve (from libSystem)
         (undefined) external _exit (from libSystem)
         (undefined) external _exp (from libSystem)
         (undefined) external _fchdir (from libSystem)
         (undefined) external _fchmod$UNIX2003 (from libSystem)
         (undefined) external _fchown (from libSystem)
         (undefined) external _fclose (from libSystem)
         (undefined) external _fcntl$UNIX2003 (from libSystem)
         (undefined) external _fdopen$DARWIN_EXTSN (from libSystem)
         (undefined) external _feof (from libSystem)
         (undefined) external _ferror (from libSystem)
         (undefined) external _fflush (from libSystem)
         (undefined) external _fgets (from libSystem)
         (undefined) external _fileno (from libSystem)
         (undefined) external _flockfile (from libSystem)
         (undefined) external _fmaxl (from libSystem)
         (undefined) external _fmod (from libSystem)
         (undefined) external _fopen (from libSystem)
         (undefined) external _fopen$DARWIN_EXTSN (from libSystem)
         (undefined) external _fork (from libSystem)
         (undefined) external _forkpty (from libSystem)
         (undefined) external _fpathconf (from libSystem)
         (undefined) external _fprintf (from libSystem)
         (undefined) external _fputc (from libSystem)
         (undefined) external _fputs$UNIX2003 (from libSystem)
         (undefined) external _fread (from libSystem)
         (undefined) external _free (from libSystem)
         (undefined) external _frexp (from libSystem)
         (undefined) external _fseek (from libSystem)
         (undefined) external _fseeko (from libSystem)
         (undefined) external _fstat$INODE64 (from libSystem)
         (undefined) weak external _fstatvfs (from libSystem)
         (undefined) external _fsync$UNIX2003 (from libSystem)
         (undefined) external _ftell (from libSystem)
         (undefined) external _ftello (from libSystem)
         (undefined) external _ftruncate (from libSystem)
         (undefined) external _funlockfile (from libSystem)
         (undefined) external _fwrite$UNIX2003 (from libSystem)
         (undefined) external _getc (from libSystem)
         (undefined) external _getcwd (from libSystem)
         (undefined) external _getegid (from libSystem)
         (undefined) external _getenv (from libSystem)
         (undefined) external _geteuid (from libSystem)
         (undefined) external _getgid (from libSystem)
         (undefined) external _getgroups$DARWIN_EXTSN (from libSystem)
         (undefined) external _getitimer (from libSystem)
         (undefined) external _getloadavg (from libSystem)
         (undefined) external _getlogin (from libSystem)
         (undefined) external _getpgid (from libSystem)
         (undefined) external _getpgrp (from libSystem)
         (undefined) external _getpid (from libSystem)
         (undefined) external _getppid (from libSystem)
         (undefined) external _getpwent (from libSystem)
         (undefined) external _getpwnam (from libSystem)
         (undefined) external _getpwuid (from libSystem)
         (undefined) external _getsid (from libSystem)
         (undefined) external _getuid (from libSystem)
         (undefined) external _hypot (from libSystem)
0006915a (__TEXT,__text) external _init_ast
000c0912 (__TEXT,__text) external _init_codecs
000b9fa4 (__TEXT,__text) external _init_sre
000c3d1a (__TEXT,__text) external _init_symtable
000c1dae (__TEXT,__text) external _init_weakref
000b925e (__TEXT,__text) external _initerrno
000b06b5 (__TEXT,__text) external _initgc
         (undefined) external _initgroups (from libSystem)
000963b7 (__TEXT,__text) external _initimp
000b3c52 (__TEXT,__text) external _initposix
000b9c56 (__TEXT,__text) external _initpwd
000b27c8 (__TEXT,__text) external _initsignal
000b1968 (__TEXT,__text) external _initthread
000c4000 (__TEXT,__text) external _initxxsubtype
000c2058 (__TEXT,__text) external _initzipimport
         (undefined) external _isatty (from libSystem)
         (undefined) external _kill$UNIX2003 (from libSystem)
         (undefined) external _killpg$UNIX2003 (from libSystem)
         (undefined) external _lchflags (from libSystem)
         (undefined) external _lchmod (from libSystem)
         (undefined) weak external _lchown$UNIX2003 (from libSystem)
         (undefined) external _ldexp (from libSystem)
         (undefined) external _link (from libSystem)
         (undefined) external _localeconv (from libSystem)
         (undefined) external _log (from libSystem)
         (undefined) external _logbl (from libSystem)
         (undefined) external _lseek (from libSystem)
         (undefined) external _lstat$INODE64 (from libSystem)
         (undefined) external _malloc (from libSystem)
         (undefined) external _memchr (from libSystem)
         (undefined) external _memcmp (from libSystem)
         (undefined) external _memcpy (from libSystem)
         (undefined) external _memmove (from libSystem)
         (undefined) external _memset (from libSystem)
         (undefined) external _mkdir (from libSystem)
         (undefined) external _mkfifo (from libSystem)
         (undefined) external _mknod (from libSystem)
         (undefined) external _mktime$UNIX2003 (from libSystem)
         (undefined) external _mmap$UNIX2003 (from libSystem)
         (undefined) external _modf (from libSystem)
         (undefined) external _munmap$UNIX2003 (from libSystem)
         (undefined) external _nice$UNIX2003 (from libSystem)
         (undefined) external _nl_langinfo (from libSystem)
         (undefined) external _open$UNIX2003 (from libSystem)
         (undefined) external _opendir$INODE64$UNIX2003 (from libSystem)
         (undefined) external _openpty (from libSystem)
         (undefined) external _pathconf (from libSystem)
         (undefined) external _pause$UNIX2003 (from libSystem)
         (undefined) external _pclose (from libSystem)
         (undefined) external _perror (from libSystem)
         (undefined) external _pipe (from libSystem)
         (undefined) external _popen$DARWIN_EXTSN (from libSystem)
         (undefined) external _pow (from libSystem)
         (undefined) external _printf (from libSystem)
         (undefined) external _pthread_attr_destroy (from libSystem)
         (undefined) external _pthread_attr_init (from libSystem)
         (undefined) external _pthread_attr_setscope (from libSystem)
         (undefined) external _pthread_attr_setstacksize (from libSystem)
         (undefined) external _pthread_cond_destroy (from libSystem)
         (undefined) external _pthread_cond_init$UNIX2003 (from libSystem)
         (undefined) external _pthread_cond_signal (from libSystem)
         (undefined) external _pthread_cond_wait$UNIX2003 (from libSystem)
         (undefined) external _pthread_create (from libSystem)
         (undefined) external _pthread_detach (from libSystem)
         (undefined) external _pthread_getspecific (from libSystem)
         (undefined) external _pthread_key_create (from libSystem)
         (undefined) external _pthread_mutex_destroy (from libSystem)
         (undefined) external _pthread_mutex_init (from libSystem)
         (undefined) external _pthread_mutex_lock (from libSystem)
         (undefined) external _pthread_mutex_trylock (from libSystem)
         (undefined) external _pthread_mutex_unlock (from libSystem)
         (undefined) external _pthread_once (from libSystem)
         (undefined) external _pthread_self (from libSystem)
         (undefined) external _pthread_setspecific (from libSystem)
         (undefined) external _putc (from libSystem)
         (undefined) external _putchar (from libSystem)
         (undefined) external _putenv$UNIX2003 (from libSystem)
         (undefined) external _puts (from libSystem)
         (undefined) external _qsort (from libSystem)
         (undefined) external _read$UNIX2003 (from libSystem)
         (undefined) external _readdir$INODE64 (from libSystem)
         (undefined) external _readlink (from libSystem)
         (undefined) external _realloc (from libSystem)
         (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
         (undefined) external _rename (from libSystem)
         (undefined) external _rewind (from libSystem)
         (undefined) external _rmdir (from libSystem)
         (undefined) external _rootless_restricted_environment (from libSystem)
         (undefined) external _round (from libSystem)
         (undefined) external _scalbnl (from libSystem)
         (undefined) external _setbuf (from libSystem)
         (undefined) external _setegid (from libSystem)
         (undefined) external _seteuid (from libSystem)
         (undefined) external _setgid (from libSystem)
         (undefined) external _setgroups (from libSystem)
         (undefined) external _setitimer (from libSystem)
         (undefined) external _setlocale (from libSystem)
         (undefined) external _setpgid (from libSystem)
         (undefined) external _setpgrp$UNIX2003 (from libSystem)
         (undefined) external _setpwent (from libSystem)
         (undefined) external _setregid$UNIX2003 (from libSystem)
         (undefined) external _setreuid$UNIX2003 (from libSystem)
         (undefined) external _setsid (from libSystem)
         (undefined) external _setuid (from libSystem)
         (undefined) external _setvbuf (from libSystem)
         (undefined) external _sigaction (from libSystem)
         (undefined) external _siginterrupt (from libSystem)
         (undefined) external _sin (from libSystem)
         (undefined) external _sscanf (from libSystem)
         (undefined) external _stat$INODE64 (from libSystem)
         (undefined) weak external _statvfs (from libSystem)
         (undefined) external _strchr (from libSystem)
         (undefined) external _strcmp (from libSystem)
         (undefined) external _strcpy (from libSystem)
         (undefined) external _strdup (from libSystem)
         (undefined) external _strerror$UNIX2003 (from libSystem)
         (undefined) external _strlen (from libSystem)
         (undefined) external _strncmp (from libSystem)
         (undefined) external _strncpy (from libSystem)
         (undefined) external _strpbrk (from libSystem)
         (undefined) external _strrchr (from libSystem)
         (undefined) external _strstr (from libSystem)
         (undefined) external _strtok (from libSystem)
         (undefined) external _strtol (from libSystem)
         (undefined) external _strtoul (from libSystem)
         (undefined) external _symlink (from libSystem)
         (undefined) external _sysconf (from libSystem)
         (undefined) external _system$UNIX2003 (from libSystem)
         (undefined) external _tcgetpgrp (from libSystem)
         (undefined) external _tcsetpgrp (from libSystem)
         (undefined) external _tempnam$UNIX2003 (from libSystem)
         (undefined) external _times (from libSystem)
         (undefined) external _tmpfile (from libSystem)
         (undefined) external _tmpnam (from libSystem)
         (undefined) external _ttyname (from libSystem)
         (undefined) external _umask (from libSystem)
         (undefined) external _uname (from libSystem)
         (undefined) external _ungetc (from libSystem)
         (undefined) external _unlink (from libSystem)
         (undefined) external _unsetenv$UNIX2003 (from libSystem)
         (undefined) external _utime (from libSystem)
         (undefined) external _utimes (from libSystem)
         (undefined) external _vfprintf (from libSystem)
         (undefined) external _wait$UNIX2003 (from libSystem)
         (undefined) external _wait3 (from libSystem)
         (undefined) external _wait4 (from libSystem)
         (undefined) external _waitpid$UNIX2003 (from libSystem)
         (undefined) external _write$UNIX2003 (from libSystem)
         (undefined) external dyld_stub_binder (from libSystem)

/Volumes/macOS Mojave/System/Library/Frameworks/Python.framework/Versions/2.7/Python (for architecture x86_64):
00000000000b13bd (__TEXT,__text) external _AEDesc_Convert
00000000000b1305 (__TEXT,__text) external _AEDesc_New
00000000000b1361 (__TEXT,__text) external _AEDesc_NewBorrowed
00000000000b1aac (__TEXT,__text) external _BMObj_Convert
00000000000b1a50 (__TEXT,__text) external _BMObj_New
00000000000b22b5 (__TEXT,__text) external _CFArrayRefObj_Convert
00000000000b2314 (__TEXT,__text) external _CFArrayRefObj_New
00000000000b242b (__TEXT,__text) external _CFDictionaryRefObj_Convert
00000000000b248a (__TEXT,__text) external _CFDictionaryRefObj_New
00000000000b2370 (__TEXT,__text) external _CFMutableArrayRefObj_Convert
00000000000b23cf (__TEXT,__text) external _CFMutableArrayRefObj_New
00000000000b24e6 (__TEXT,__text) external _CFMutableDictionaryRefObj_Convert
00000000000b2545 (__TEXT,__text) external _CFMutableDictionaryRefObj_New
00000000000b21fa (__TEXT,__text) external _CFMutableStringRefObj_Convert
00000000000b2259 (__TEXT,__text) external _CFMutableStringRefObj_New
00000000000b1fc9 (__TEXT,__text) external _CFObj_Convert
00000000000b2028 (__TEXT,__text) external _CFObj_New
00000000000b213f (__TEXT,__text) external _CFStringRefObj_Convert
00000000000b219e (__TEXT,__text) external _CFStringRefObj_New
00000000000b2084 (__TEXT,__text) external _CFTypeRefObj_Convert
00000000000b20e3 (__TEXT,__text) external _CFTypeRefObj_New
00000000000b25a1 (__TEXT,__text) external _CFURLRefObj_Convert
00000000000b265f (__TEXT,__text) external _CFURLRefObj_New
00000000000b1533 (__TEXT,__text) external _CmpInstObj_Convert
00000000000b14d7 (__TEXT,__text) external _CmpInstObj_New
00000000000b1478 (__TEXT,__text) external _CmpObj_Convert
00000000000b141c (__TEXT,__text) external _CmpObj_New
00000000000b15ee (__TEXT,__text) external _CtlObj_Convert
00000000000b1592 (__TEXT,__text) external _CtlObj_New
00000000000b16a9 (__TEXT,__text) external _DlgObj_Convert
00000000000b164d (__TEXT,__text) external _DlgObj_New
00000000000b1708 (__TEXT,__text) external _DlgObj_WhichDialog
00000000000b17c0 (__TEXT,__text) external _DragObj_Convert
00000000000b1764 (__TEXT,__text) external _DragObj_New
00000000000b1c22 (__TEXT,__text) external _GWorldObj_Convert
00000000000b1bc6 (__TEXT,__text) external _GWorldObj_New
00000000000b19f1 (__TEXT,__text) external _GrafObj_Convert
00000000000b1995 (__TEXT,__text) external _GrafObj_New
00000000000b187b (__TEXT,__text) external _ListObj_Convert
00000000000b181f (__TEXT,__text) external _ListObj_New
00000000000b1936 (__TEXT,__text) external _MenuObj_Convert
00000000000b18da (__TEXT,__text) external _MenuObj_New
00000000000b1d98 (__TEXT,__text) external _OptResObj_Convert
00000000000b1d3c (__TEXT,__text) external _OptResObj_New
00000000000b2600 (__TEXT,__text) external _OptionalCFURLRefObj_Convert
000000000006e326 (__TEXT,__text) external _PyAST_Check
000000000008aed6 (__TEXT,__text) external _PyAST_Compile
00000000000772c8 (__TEXT,__text) external _PyAST_FromNode
000000000006dc96 (__TEXT,__text) external _PyAST_mod2obj
000000000006ddb4 (__TEXT,__text) external _PyAST_obj2mod
00000000000a1276 (__TEXT,__text) external _PyArena_AddPyObject
00000000000a1184 (__TEXT,__text) external _PyArena_Free
00000000000a11c7 (__TEXT,__text) external _PyArena_Malloc
