00007ffb0ac7c9f0 (__TEXT,__text) external _ARMCompilationCallback
00007ffb0b03cb50 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_15CastClass_matchINS0_7bind_tyINS_5ValueEEELj33EEENS0_14specificval_tyELj23EE5matchIS4_EEbPT_
00007ffb0b03cde0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_15CastClass_matchINS0_7bind_tyINS_5ValueEEELj33EEENS3_INS_11ConstantIntEEELj20EE5matchINS_8ConstantEEEbPT_
00007ffb0b03ccd0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_15CastClass_matchINS0_7bind_tyINS_5ValueEEELj33EEENS3_INS_11ConstantIntEEELj20EE5matchIS4_EEbPT_
00007ffb0b03c9a0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_15CastClass_matchINS0_7bind_tyINS_5ValueEEELj33EEENS3_INS_8ConstantEEELj23EE5matchINS_14BinaryOperatorEEEbPT_
00007ffb0b03c890 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_15CastClass_matchINS0_7bind_tyINS_5ValueEEELj34EEENS3_INS_11ConstantIntEEELj21EE5matchIS4_EEbPT_
00007ffb0b04aa30 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_15CastClass_matchINS0_7bind_tyINS_5ValueEEELj42EEES6_Lj24EE5matchINS_11InstructionEEEbPT_
00007ffb0b03c440 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_15CastClass_matchINS0_7bind_tyINS_5ValueEEELj44EEENS3_INS_11ConstantIntEEELj21EE5matchIS4_EEbPT_
00007ffb0b124cc0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_16match_combine_orINS0_10match_zeroENS0_14match_neg_zeroEEENS0_14specificval_tyELj11EE5matchINS_5ValueEEEbPT_
00007ffb0b124da0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_16match_combine_orINS0_10match_zeroENS0_14match_neg_zeroEEENS0_7bind_tyINS_5ValueEEELj11EE5matchIS7_EEbPT_
00007ffb0b126bc0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_11ConstantIntEEENS0_11class_matchINS_5ValueEEELj14EE5matchIS6_EEbPT_
00007ffb0b0255b0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS0_14specificval_tyELj23EE5matchIS3_EEbPT_
00007ffb0b025450 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS0_14specificval_tyELj8EE5matchIS3_EEbPT_
00007ffb0b0258a0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS0_9neg_matchIS4_EELj12EE5matchIS3_EEbPT_
00007ffb0b02fe40 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS0_9not_matchINS0_14specificval_tyEEELj24EE5matchIS3_EEbPT_
00007ffb0b04b340 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS0_9not_matchIS4_EELj23EE5matchIS3_EEbPT_
00007ffb0b0252c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS2_INS_11ConstantIntEEELj21EE5matchIS3_EEbPT_
00007ffb0b025350 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS2_INS_11ConstantIntEEELj22EE5matchIS3_EEbPT_
00007ffb0b024fd0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS2_INS_11ConstantIntEEELj23EE5matchIS3_EEbPT_
00007ffb0b024f40 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS2_INS_11ConstantIntEEELj25EE5matchIS3_EEbPT_
00007ffb0b052b20 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS2_INS_11ConstantIntEEELj8EE5matchIS3_EEbPT_
00007ffb0b025c90 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS2_INS_8ConstantEEELj12EE5matchIS3_EEbPT_
00007ffb0b025690 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS2_INS_8ConstantEEELj15EE5matchIS3_EEbPT_
00007ffb0b052f40 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS2_INS_8ConstantEEELj16EE5matchIS3_EEbPT_
00007ffb0b025170 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS2_INS_8ConstantEEELj8EE5matchIS3_EEbPT_
00007ffb0b025530 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEES4_Lj10EE5matchIS3_EEbPT_
00007ffb0b1b0b40 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEES4_Lj12EE5matchIS3_EEbPT_
00007ffb0b025720 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEES4_Lj20EE5matchIS3_EEbPT_
00007ffb0b1b09e0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_5ValueEEES4_Lj23EE5matchIS3_EEbPT_
00007ffb0b025d20 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_8ConstantEEENS2_INS_5ValueEEELj12EE5matchIS5_EEbPT_
00007ffb0b052fd0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_7bind_tyINS_8ConstantEEENS2_INS_5ValueEEELj16EE5matchIS5_EEbPT_
00007ffb0b025a70 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_9neg_matchINS0_7bind_tyINS_5ValueEEEEES5_Lj12EE5matchIS4_EEbPT_
00007ffb0b02fcc0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS0_9not_matchINS0_14specificval_tyEEENS0_7bind_tyINS_5ValueEEELj24EE5matchIS6_EEbPT_
00007ffb0b0529a0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS1_INS0_7bind_tyINS_5ValueEEENS2_INS_8ConstantEEELj20EEES6_Lj12EE5matchINS_14BinaryOperatorEEEbPT_
00007ffb0b04ade0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14BinaryOp_matchINS1_INS0_7bind_tyINS_5ValueEEES4_Lj8EEENS2_INS_11ConstantIntEEELj8EE5matchIS3_EEbPT_
00007ffb0b052c50 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14specific_fpval5matchINS_5ValueEEEbPT_
00007ffb0b052e50 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch14specific_fpval5matchINS_8ConstantEEEbPT_
00007ffb0b04b710 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch15CastClass_matchINS0_12OneUse_matchINS0_14BinaryOp_matchINS0_7bind_tyINS_5ValueEEENS0_20bind_const_intval_tyELj21EEEEELj33EE5matchIS5_EEbPT_
00007ffb0b036310 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch15CastClass_matchINS0_17match_combine_andINS0_17IntrinsicID_matchENS0_14Argument_matchINS0_7bind_tyINS_5ValueEEEEEEELj33EE5matchIS6_EEbPT_
00007ffb0b02fc60 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch15CastClass_matchINS0_7bind_tyINS_5ValueEEELj33EE5matchIS3_EEbPT_
00007ffb0b025200 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch15CastClass_matchINS0_7bind_tyINS_5ValueEEELj34EE5matchIS3_EEbPT_
00007ffb0b025260 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch15CastClass_matchINS0_7bind_tyINS_5ValueEEELj35EE5matchIS3_EEbPT_
00007ffb0b025060 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch17SelectClass_matchINS0_7bind_tyINS_5ValueEEES4_S4_E5matchIS3_EEbPT_
00007ffb0b036250 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch17match_combine_andINS0_17IntrinsicID_matchENS0_14Argument_matchINS0_7bind_tyINS_5ValueEEEEEE5matchIS5_EEbPT_
00007ffb0b02f310 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_14BinaryOperatorENS0_14BinaryOp_matchINS0_7bind_tyINS_5ValueEEES6_Lj23EEEEEbPT_RKT0_
00007ffb0b02f290 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_14BinaryOperatorENS0_14BinaryOp_matchINS0_7bind_tyINS_5ValueEEES6_Lj24EEEEEbPT_RKT0_
00007ffb0b125d20 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_11Exact_matchINS0_12BinOp2_matchINS0_7bind_tyIS2_EENS0_14specificval_tyELj21ELj22EEEEEEEbPT_RKT0_
00007ffb0b0491d0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_11cst_pred_tyINS0_6is_oneEEEEEbPT_RKT0_
00007ffb0b05c350 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_12BinOp2_matchINS0_7bind_tyIS2_EENS0_14specificval_tyELj21ELj22EEEEEbPT_RKT0_
00007ffb0b125e30 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_12MaxMin_matchINS_8ICmpInstENS0_7bind_tyIS2_EES6_NS0_12smax_pred_tyEEEEEbPT_RKT0_
00007ffb0b125ef0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_12MaxMin_matchINS_8ICmpInstENS0_7bind_tyIS2_EES6_NS0_12smin_pred_tyEEEEEbPT_RKT0_
00007ffb0b126060 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_12MaxMin_matchINS_8ICmpInstENS0_7bind_tyIS2_EES6_NS0_12umax_pred_tyEEEEEbPT_RKT0_
00007ffb0b126120 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_12MaxMin_matchINS_8ICmpInstENS0_7bind_tyIS2_EES6_NS0_12umin_pred_tyEEEEEbPT_RKT0_
00007ffb0b0493c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_12OneUse_matchINS0_14BinaryOp_matchINS0_7bind_tyIS2_EES6_Lj23EEEEEEEbPT_RKT0_
00007ffb0b028d20 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_14specificval_tyENS0_7bind_tyINS_11ConstantIntEEELj23EEEEEbPT_RKT0_
00007ffb0b02e2e0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_14specificval_tyENS0_7bind_tyIS2_EELj24EEEEEbPT_RKT0_
00007ffb0b021c80 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_14specificval_tyES4_Lj23EEEEEbPT_RKT0_
00007ffb0b021b00 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EENS0_14specificval_tyELj10EEEEEbPT_RKT0_
00007ffb0b02e270 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EENS0_14specificval_tyELj24EEEEEbPT_RKT0_
00007ffb0b049140 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EENS4_INS_11ConstantIntEEELj23EEEEEbPT_RKT0_
00007ffb0b02ddc0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EENS4_INS_11ConstantIntEEELj24EEEEEbPT_RKT0_
00007ffb0b02dc30 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EENS4_INS_11ConstantIntEEELj25EEEEEbPT_RKT0_
00007ffb0b0494b0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EENS4_INS_11ConstantIntEEELj8EEEEEbPT_RKT0_
00007ffb0b0219c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EES5_Lj12EEEEEbPT_RKT0_
00007ffb0b051760 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EES5_Lj16EEEEEbPT_RKT0_
00007ffb0b02dcc0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EES5_Lj23EEEEEbPT_RKT0_
00007ffb0b02a600 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EES5_Lj24EEEEEbPT_RKT0_
00007ffb0b021c00 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EES5_Lj25EEEEEbPT_RKT0_
00007ffb0b02dd40 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_14BinaryOp_matchINS0_7bind_tyIS2_EES5_Lj8EEEEEbPT_RKT0_
00007ffb0b124840 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_15CastClass_matchINS0_7bind_tyIS2_EELj33EEEEEbPT_RKT0_
00007ffb0b049450 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_15CastClass_matchINS0_7bind_tyIS2_EELj34EEEEEbPT_RKT0_
00007ffb0b02a770 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_15CastClass_matchINS0_7bind_tyIS2_EELj35EEEEEbPT_RKT0_
00007ffb0b0238d0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_15CastClass_matchINS0_7bind_tyIS2_EELj42EEEEEbPT_RKT0_
00007ffb0b023930 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_15CastClass_matchINS3_INS0_7bind_tyIS2_EELj42EEELj33EEEEEbPT_RKT0_
00007ffb0b022170 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_16match_combine_orINS0_10match_zeroENS0_14match_neg_zeroEEEEEbPT_RKT0_
00007ffb0b02e350 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_17SelectClass_matchINS0_7bind_tyIS2_EES5_S5_EEEEbPT_RKT0_
00007ffb0b1ac900 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_9neg_matchINS0_14specificval_tyEEEEEbPT_RKT0_
00007ffb0b02a680 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_9not_matchINS0_14BinaryOp_matchINS0_7bind_tyIS2_EES6_Lj23EEEEEEEbPT_RKT0_
00007ffb0b02e1f0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_9not_matchINS0_14specificval_tyEEEEEbPT_RKT0_
00007ffb0b021a40 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch5matchINS_5ValueENS0_9not_matchINS0_7bind_tyIS2_EEEEEEbPT_RKT0_
00007ffb0b02ff50 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch9not_matchINS0_11class_matchINS_5ValueEEEE5matchIS3_EEbPT_
00007ffb0b02ffb0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch9not_matchINS0_15CastClass_matchINS0_7bind_tyINS_5ValueEEELj35EEEE5matchIS4_EEbPT_
00007ffb0b03cc50 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch9not_matchINS0_7bind_tyINS_5ValueEEEE5matchINS_14BinaryOperatorEEEbPT_
00007ffb0b030100 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PatternMatch9not_matchINS0_7bind_tyINS_5ValueEEEE5matchIS3_EEbPT_
00007ffb0b3beec0 (__TEXT,__text) external __ZN4llvm12PluginLoader13getNumPluginsEv
00007ffb0b3befa0 (__TEXT,__text) external __ZN4llvm12PluginLoader9getPluginEj
00007ffb0b3bec20 (__TEXT,__text) external __ZN4llvm12PluginLoaderaSERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00007ffb0b2aeaa0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PredIteratorIKNS_10BasicBlockENS_18value_use_iteratorIKNS_4UserEEEEC1EPS2_
00007ffb0b0b0d10 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PredIteratorINS_10BasicBlockENS_18value_use_iteratorINS_4UserEEEEC1EPS1_
00007ffb0af18680 (__TEXT,__text) external __ZN4llvm12PressureDiff17addPressureChangeEjbPKNS_19MachineRegisterInfoE
00007ffb0b201b70 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PrintDomTreeINS_10BasicBlockEEEvPKNS_15DomTreeNodeBaseIT_EERNS_11raw_ostreamEj
00007ffb0ae8c720 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PrintDomTreeINS_17MachineBasicBlockEEEvPKNS_15DomTreeNodeBaseIT_EERNS_11raw_ostreamEj
00007ffb0b2786c0 (__TEXT,__text) external __ZN4llvm12PtrToIntInstC1EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_10BasicBlockE
00007ffb0b277640 (__TEXT,__text) external __ZN4llvm12PtrToIntInstC1EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_11InstructionE
00007ffb0b27b1b0 (__TEXT,__text) external __ZN4llvm12PtrToIntInstC2EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_10BasicBlockE
00007ffb0b27b0e0 (__TEXT,__text) external __ZN4llvm12PtrToIntInstC2EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_11InstructionE
00007ffb0b27f470 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PtrToIntInstD0Ev
00007ffb0b27f460 (__TEXT,__text) non-external (was a private external) __ZN4llvm12PtrToIntInstD1Ev
00007ffb0aef6540 (__TEXT,__text) external __ZN4llvm12RegAllocBase12seedLiveRegsEv
00007ffb43d9c779 (__DATA,__common) external __ZN4llvm12RegAllocBase13VerifyEnabledE
00007ffb0b731640 (__TEXT,__const) external __ZN4llvm12RegAllocBase14TimerGroupNameE
00007ffb0aef66a0 (__TEXT,__text) external __ZN4llvm12RegAllocBase16allocatePhysRegsEv
00007ffb0aef64f0 (__TEXT,__text) external __ZN4llvm12RegAllocBase4initERNS_10VirtRegMapERNS_13LiveIntervalsERNS_13LiveRegMatrixE
00007ffb0aef64e0 (__TEXT,__text) external __ZN4llvm12RegAllocBase6anchorEv
00007ffb0b414510 (__TEXT,__text) non-external (was a private external) __ZN4llvm12RegAllocBaseD0Ev
00007ffb0b414500 (__TEXT,__text) non-external (was a private external) __ZN4llvm12RegAllocBaseD1Ev
00007ffb0aef7fb0 (__TEXT,__text) non-external (was a private external) __ZN4llvm12RegAllocBaseD2Ev
00007ffb0af1d010 (__TEXT,__text) external __ZN4llvm12RegScavenger11getRegsUsedERNS_9BitVectorEb
00007ffb0af1c330 (__TEXT,__text) external __ZN4llvm12RegScavenger12initRegStateEv
00007ffb0af1c5c0 (__TEXT,__text) external __ZN4llvm12RegScavenger15enterBasicBlockEPNS_17MachineBasicBlockE
00007ffb0af1d450 (__TEXT,__text) external __ZN4llvm12RegScavenger15findSurvivorRegENS_17MachineBasicBlock15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS3_EEEERNS_9BitVectorEjRS6_
00007ffb0af1d380 (__TEXT,__text) external __ZN4llvm12RegScavenger16getRegsAvailableEPKNS_19TargetRegisterClassE
00007ffb0af1db70 (__TEXT,__text) external __ZN4llvm12RegScavenger16scavengeRegisterEPKNS_19TargetRegisterClassENS_17MachineBasicBlock15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS6_EEEEi
00007ffb0af1c6c0 (__TEXT,__text) external __ZN4llvm12RegScavenger17addRegWithSubRegsERNS_9BitVectorEj
00007ffb0af1c720 (__TEXT,__text) external __ZN4llvm12RegScavenger21determineKillsAndDefsEv
00007ffb0af1cd70 (__TEXT,__text) external __ZN4llvm12RegScavenger7forwardEv
00007ffb0af1c130 (__TEXT,__text) external __ZN4llvm12RegScavenger7setUsedEj
00007ffb0af1cb00 (__TEXT,__text) external __ZN4llvm12RegScavenger9unprocessEv
00007ffb0b1676a0 (__TEXT,__text) external __ZN4llvm12SCEVCastExprC1ENS_19FoldingSetNodeIDRefEjPKNS_4SCEVEPNS_4TypeE
00007ffb0b167670 (__TEXT,__text) external __ZN4llvm12SCEVCastExprC2ENS_19FoldingSetNodeIDRefEjPKNS_4SCEVEPNS_4TypeE
00007ffb0b19aef0 (__TEXT,__text) external __ZN4llvm12SCEVExpander10hoistIVIncEPNS_11InstructionES2_
00007ffb0b197130 (__TEXT,__text) external __ZN4llvm12SCEVExpander11InsertBinopENS_11Instruction9BinaryOpsEPNS_5ValueES4_
00007ffb0b19b0a0 (__TEXT,__text) external __ZN4llvm12SCEVExpander11expandIVIncEPNS_7PHINodeEPNS_5ValueEPKNS_4LoopEPNS_4TypeES9_b
00007ffb0b19a0a0 (__TEXT,__text) external __ZN4llvm12SCEVExpander12visitAddExprEPKNS_11SCEVAddExprE
00007ffb0b19a6c0 (__TEXT,__text) external __ZN4llvm12SCEVExpander12visitMulExprEPKNS_11SCEVMulExprE
00007ffb0b1994e0 (__TEXT,__text) external __ZN4llvm12SCEVExpander13expandCodeForEPKNS_4SCEVEPNS_4TypeE
00007ffb0b19be40 (__TEXT,__text) external __ZN4llvm12SCEVExpander13expandCodeForEPKNS_4SCEVEPNS_4TypeEPNS_11InstructionE
00007ffb0b19d7e0 (__TEXT,__text) external __ZN4llvm12SCEVExpander13visitSMaxExprEPKNS_12SCEVSMaxExprE
00007ffb0b19aa70 (__TEXT,__text) external __ZN4llvm12SCEVExpander13visitUDivExprEPKNS_12SCEVUDivExprE
00007ffb0b19d970 (__TEXT,__text) external __ZN4llvm12SCEVExpander13visitUMaxExprEPKNS_12SCEVUMaxExprE
00007ffb0b197530 (__TEXT,__text) external __ZN4llvm12SCEVExpander14expandAddToGEPEPKPKNS_4SCEVES5_PNS_11PointerTypeEPNS_4TypeEPNS_5ValueE
00007ffb0b19acc0 (__TEXT,__text) external __ZN4llvm12SCEVExpander15getIVIncOperandEPNS_11InstructionES2_b
00007ffb0b199b70 (__TEXT,__text) external __ZN4llvm12SCEVExpander15getRelevantLoopEPKNS_4SCEVE
00007ffb0b19c7d0 (__TEXT,__text) external __ZN4llvm12SCEVExpander15visitAddRecExprEPKNS_14SCEVAddRecExprE
00007ffb0b196bb0 (__TEXT,__text) external __ZN4llvm12SCEVExpander17ReuseOrCreateCastEPNS_5ValueEPNS_4TypeENS_11Instruction7CastOpsENS_14ilist_iteratorIS5_EE
00007ffb0b19d600 (__TEXT,__text) external __ZN4llvm12SCEVExpander17visitTruncateExprEPKNS_16SCEVTruncateExprE
00007ffb0b196eb0 (__TEXT,__text) external __ZN4llvm12SCEVExpander18InsertNoopCastOfToEPNS_5ValueEPNS_4TypeE
00007ffb0b196d50 (__TEXT,__text) external __ZN4llvm12SCEVExpander19rememberInstructionEPNS_5ValueE
00007ffb0b19de10 (__TEXT,__text) external __ZN4llvm12SCEVExpander19replaceCongruentIVsEPNS_4LoopEPKNS_13DominatorTreeERNS_15SmallVectorImplINS_6WeakVHEEEPKNS_19TargetTransformInfoE
00007ffb0b19d740 (__TEXT,__text) external __ZN4llvm12SCEVExpander19visitSignExtendExprEPKNS_18SCEVSignExtendExprE
00007ffb0b19d6a0 (__TEXT,__text) external __ZN4llvm12SCEVExpander19visitZeroExtendExprEPKNS_18SCEVZeroExtendExprE
00007ffb0b19aba0 (__TEXT,__text) external __ZN4llvm12SCEVExpander21isNormalAddRecExprPHIEPNS_7PHINodeEPNS_11InstructionEPKNS_4LoopE
00007ffb0b19b040 (__TEXT,__text) external __ZN4llvm12SCEVExpander23isExpandedAddRecExprPHIEPNS_7PHINodeEPNS_11InstructionEPKNS_4LoopE
00007ffb0b19be80 (__TEXT,__text) external __ZN4llvm12SCEVExpander25expandAddRecExprLiterallyEPKNS_14SCEVAddRecExprE
