00000001ecb2c140 (__DATA,__data) non-external _.compoundliteral
00000001e53045e4 (__TEXT,__text) non-external (was a private external) _glpCompilerSetRequiresOutputPoints
00000001e5304350 (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00000001e5357524 (__TEXT,__text) non-external (was a private external) _glpConstantFold
00000001e5335628 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00000001e5335630 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00000001e5335638 (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00000001e5357274 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00000001e5335b40 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00000001e5335b50 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00000001e531e7cc (__TEXT,__text) non-external (was a private external) _glpConvert
00000001e530c424 (__TEXT,__text) non-external _glpCopyContextState
00000001e530738c (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00000001e5328950 (__TEXT,__text) non-external (was a private external) _glpCopyString
00000001e532e660 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00000001e532e6a8 (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00000001e5359a8c (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00000001e52d90d0 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00000001e539ed4c (__TEXT,__text) non-external _glpCreateDoublesTelemetry.cold.1
00000001ecb308d8 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00000001e52d9234 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00000001e539ed9c (__TEXT,__text) non-external _glpCreateNVFragment2Telemetry.cold.1
00000001ecb308f8 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00000001e52d91fc (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00000001e539ed88 (__TEXT,__text) non-external _glpCreateNVFragmentProgramTelemetry.cold.1
00000001ecb308f0 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00000001e52d918c (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00000001e539ed60 (__TEXT,__text) non-external _glpCreateNVVertex2Telemetry.cold.1
00000001ecb308e0 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00000001e52d91c4 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00000001e539ed74 (__TEXT,__text) non-external _glpCreateNVVertex3Telemetry.cold.1
00000001ecb308e8 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00000001e530cad4 (__TEXT,__text) non-external _glpCreateShaderByteCode
00000001e52d9108 (__TEXT,__text) non-external _glpCreateTelemetry
00000001e52da8a4 (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00000001e52da6b4 (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00000001e5328ef8 (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00000001e5365e5c (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00000001e5334f00 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00000001e5328f6c (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00000001e533894c (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00000001e5338954 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00000001e533902c (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00000001e5339038 (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00000001e5324404 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00000001e533b68c (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00000001e533bab0 (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00000001e52dd710 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00000001e530ca58 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00000001e53032cc (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00000001e5323f20 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00000001e52d9f34 (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00000001e52e2404 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00000001e5307444 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00000001e530c4b0 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00000001e53096d4 (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00000001e53168dc (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00000001e5316d90 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00000001e52d9b3c (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00000001e52db6ac (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00000001e53234c4 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00000001e5328b24 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00000001e52d96c0 (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00000001e53296dc (__TEXT,__text) non-external (was a private external) _glpDestroyType
00000001e52da2f0 (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00000001e5376ce0 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00000001e53524cc (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00000001e532a8d0 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00000001e532c274 (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00000001e5329af0 (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00000001e531e0b8 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00000001e531d500 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00000001e53364b0 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00000001e531fea4 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00000001e5320084 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00000001e53383ec (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00000001e53383f8 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00000001e5306860 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00000001e5306924 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00000001e53063f8 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00000001e5306838 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00000001e53357b8 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00000001e53357c4 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00000001e53357d0 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00000001e53378f8 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00000001e5337904 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00000001e5337910 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00000001e530730c (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00000001e5331fd0 (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00000001e52fbc64 (__TEXT,__text) non-external _glpFindGep
00000001e5306a90 (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00000001e53219dc (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00000001e5398e70 (__TEXT,__text) external _glpFragmentStateToPPStream
00000001e5386854 (__TEXT,__text) external _glpFreePPShaderLinearize
00000001e5335924 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00000001e5335918 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00000001e533592c (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00000001e533761c (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00000001e5337604 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00000001e5337628 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00000001e5337610 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00000001e5336eb0 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00000001e5336e34 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00000001e5336df4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00000001e5336de8 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00000001e5336e90 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00000001e5336e88 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00000001e5336e1c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00000001e5336e04 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00000001e5336eb8 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00000001e5336dfc (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00000001e5336ea0 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00000001e5336e28 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00000001e5336e10 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00000001e532966c (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00000001e5358538 (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00000001e53062b8 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00000001e5306198 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00000001e5306280 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00000001e5306380 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00000001e5306258 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00000001e530cb14 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00000001e532bde4 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00000001e5306f10 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00000001ecb30d14 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00000001e5309520 (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00000001e52f405c (__TEXT,__text) non-external _glpGetComponentCount
00000001e52e4b6c (__TEXT,__text) non-external _glpGetConstantInt32
00000001e52fb6ec (__TEXT,__text) non-external _glpGetConstantOffset
00000001e531e428 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00000001e5369c7c (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00000001e5365e3c (__TEXT,__text) non-external (was a private external) _glpGetFilename
00000001e5303e6c (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00000001e5305940 (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00000001e5365e44 (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00000001e531e3a0 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00000001e52f40ac (__TEXT,__text) non-external _glpGetPConst
00000001e5329d70 (__TEXT,__text) external _glpGetPrimitiveType
00000001e532c44c (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00000001e5305fe4 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00000001e52fcf90 (__TEXT,__text) non-external _glpGetTextureSize
00000001e52ffb14 (__TEXT,__text) non-external _glpGetVectorSwizzle
00000001e531904c (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00000001e5338248 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00000001e5338258 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00000001e5338250 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00000001e5338264 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00000001e5319f88 (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00000001e531e198 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00000001e5369948 (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00000001e532b7c4 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00000001e531a6ec (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00000001e5320f98 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00000001e5339270 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00000001e5339268 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00000001e533927c (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
