00007ffb0de19a52 (__TEXT,__text) non-external _DiToMD5
00007ffb0de2c714 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.3
00007ffb0de2c734 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.4
00007ffb0de2c75b (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.5
00007ffb0de18574 (__TEXT,__text) external __ZN21IOStateReporter_IVars17handleSwapPrepareEi
00007ffb0de2c665 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapPrepareEi.cold.1
00007ffb0de2c67e (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapPrepareEi.cold.2
00007ffb0de19216 (__TEXT,__text) external __ZN21IOStateReporter_IVars19updateChannelValuesEi
00007ffb0de2c7ea (__TEXT,__text) non-external __ZN21IOStateReporter_IVars19updateChannelValuesEi.cold.1
00007ffb0de18746 (__TEXT,__text) external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString
00007ffb0de2c690 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
00007ffb0de2c6a9 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
00007ffb0de2c6c2 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
00007ffb0de18f06 (__TEXT,__text) external __ZN21IOStateReporter_IVars23handleSetStateByIndicesEiiyy
00007ffb0de2c7d1 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars23handleSetStateByIndicesEiiyy.cold.1
00007ffb0de18b60 (__TEXT,__text) external __ZN21IOStateReporter_IVars35handleOverrideChannelStateByIndicesEiiyyy
00007ffb0de18c8e (__TEXT,__text) external __ZN21IOStateReporter_IVars36handleIncrementChannelStateByIndicesEiiyyy
00007ffb0de1846e (__TEXT,__text) external __ZN21IOStateReporter_IVarsC1EP9IOService19IOReportChannelTypeytx
00007ffb0de1849c (__TEXT,__text) external __ZN21IOStateReporter_IVarsC2EP9IOService19IOReportChannelTypeytx
00007ffb0de1854e (__TEXT,__text) external __ZN21IOStateReporter_IVarsD0Ev
00007ffb0de18544 (__TEXT,__text) external __ZN21IOStateReporter_IVarsD1Ev
00007ffb0de184ca (__TEXT,__text) external __ZN21IOStateReporter_IVarsD2Ev
00007ffb0de2c5d7 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.1
00007ffb0de2c5fe (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.2
00007ffb0de2c61e (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.3
00007ffb0de2c645 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.4
00007ffb0de267da (__TEXT,__text) external __ZN21IOTimerDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0de268de (__TEXT,__text) external __ZN21IOTimerDispatchSource10WakeAtTimeEyyyPFiP15OSMetaClassBase5IORPCE
00007ffb0de05ae8 (__TEXT,__text) external __ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ffb0de0576c (__TEXT,__text) external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_
00007ffb0de2b5c4 (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.1
00007ffb0de2b5e7 (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.2
00007ffb0de26620 (__TEXT,__text) external __ZN21IOTimerDispatchSource13Create_InvokeE5IORPCPFiP15IODispatchQueuePPS_E
00007ffb0de26a1e (__TEXT,__text) external __ZN21IOTimerDispatchSource13TimerOccurredE5IORPCP8OSActionyPFiP15OSMetaClassBaseS0_E
00007ffb0de059ae (__TEXT,__text) external __ZN21IOTimerDispatchSource15SetHandler_ImplEP8OSAction
00007ffb0de05be2 (__TEXT,__text) external __ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy
00007ffb0de05d96 (__TEXT,__text) external __ZN21IOTimerDispatchSource17CheckForWork_ImplE5IORPCb
00007ffb0de26404 (__TEXT,__text) external __ZN21IOTimerDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffb0de264b4 (__TEXT,__text) external __ZN21IOTimerDispatchSource17WakeAtTime_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyE
00007ffb0de05dee (__TEXT,__text) external __ZN21IOTimerDispatchSource18TimerOccurred_ImplEP8OSActiony
00007ffb0de26530 (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyE
00007ffb0de26a7e (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyEPK11OSMetaClass
00007ffb0de059f2 (__TEXT,__text) external __ZN21IOTimerDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ffb0de05a60 (__TEXT,__text) external __ZN21IOTimerDispatchSource4freeEv
00007ffb0de05a02 (__TEXT,__text) external __ZN21IOTimerDispatchSource4initEv
00007ffb0de266da (__TEXT,__text) external __ZN21IOTimerDispatchSource6CreateEP15IODispatchQueuePPS_
00007ffb0de261a8 (__TEXT,__text) external __ZN21IOTimerDispatchSource8DispatchE5IORPC
00007ffb0de261b2 (__TEXT,__text) external __ZN21IOTimerDispatchSource9_DispatchEPS_5IORPC
00007ffb0de26b16 (__TEXT,__text) external __ZN21IOUserClientMetaClass3NewEP8OSObject
00007ffb0de26ef2 (__TEXT,__text) external __ZN21IOUserClientMetaClass8DispatchE5IORPC
00007ffb0de279fc (__TEXT,__text) external __ZN21IOUserServerMetaClass3NewEP8OSObject
00007ffb0de27cd4 (__TEXT,__text) external __ZN21IOUserServerMetaClass8DispatchE5IORPC
00007ffb0de2916a (__TEXT,__text) external __ZN21OSCollectionMetaClass3NewEP8OSObject
00007ffb0de291e8 (__TEXT,__text) external __ZN21OSDictionaryMetaClass3NewEP8OSObject
00007ffb0de29226 (__TEXT,__text) external __ZN21OSMappedFileMetaClass3NewEP8OSObject
00007ffb0de29808 (__TEXT,__text) external __ZN21OSOrderedSetMetaClass3NewEP8OSObject
00007ffb0de29a14 (__TEXT,__text) external __ZN21_IOBlockStorageDevice16DoAsyncReadWriteEP18IOMemoryDescriptoryyP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0de29b2a (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyProducerDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00007ffb0de29c98 (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyReceiverDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00007ffb0de29f06 (__TEXT,__text) external __ZN21_IOBlockStorageDevice23DoAsyncReadWrite_InvokeE5IORPCP15OSMetaClassBasePFiS2_P18IOMemoryDescriptoryyP8OSActionE
00007ffb0de29968 (__TEXT,__text) external __ZN21_IOBlockStorageDevice26DoAsyncReadWriteCompletionEP8OSActioniyPFiP15OSMetaClassBase5IORPCE
00007ffb0de2a002 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyProducerDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
00007ffb0de2a080 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyReceiverDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
00007ffb0de29e06 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CreateActionKernelCompletionEmPP8OSAction
00007ffb0de29e70 (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyE
00007ffb0de29e7c (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyEPK11OSMetaClass
00007ffb0de29902 (__TEXT,__text) external __ZN21_IOBlockStorageDevice8DispatchE5IORPC
00007ffb0de29924 (__TEXT,__text) external __ZN21_IOBlockStorageDevice9_DispatchEPS_5IORPC
00007ffb0de1ac58 (__TEXT,__text) external __ZN22IOCommandPoolMetaClass3NewEP8OSObject
00007ffb0de17b8a (__TEXT,__text) non-external (was a private external) __ZN22IOSimpleReporter_IVarsD0Ev
00007ffb0de17b80 (__TEXT,__text) non-external (was a private external) __ZN22IOSimpleReporter_IVarsD1Ev
00007ffb0de1fdd0 (__TEXT,__text) external __ZN23IOReportLegendMetaClass3NewEP8OSObject
00007ffb0de1ab18 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor13Create_InvokeE5IORPCPFiyyyPPS_E
00007ffb0de06540 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor15GetAddressRangeEP16IOAddressSegment
00007ffb0de1aba2 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor16SetLength_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0de064e0 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4freeEv
00007ffb0de0645c (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4initEv
00007ffb0de1a8b4 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor6CreateEyyyPPS_
00007ffb0de1a84e (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor8DispatchE5IORPC
00007ffb0de1a9e2 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor9SetLengthEyPFiP15OSMetaClassBase5IORPCE
00007ffb0de1a870 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor9_DispatchEPS_5IORPC
00007ffb0de1c5d6 (__TEXT,__text) external __ZN24IODispatchQueueMetaClass3NewEP8OSObject
00007ffb0de1c638 (__TEXT,__text) external __ZN24IODispatchQueueMetaClass8DispatchE5IORPC
00007ffb0de1fd70 (__TEXT,__text) external __ZN24IOStateReporterMetaClass3NewEP8OSObject
00007ffb0de29846 (__TEXT,__text) external __ZN24OSSerializationMetaClass3NewEP8OSObject
00007ffb0de1bb8c (__TEXT,__text) external __ZN25IODataQueueDispatchSource10CopyMemoryEPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffb0de0521c (__TEXT,__text) external __ZN25IODataQueueDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ffb0de1c06c (__TEXT,__text) external __ZN25IODataQueueDispatchSource12DataServicedEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0de1c102 (__TEXT,__text) external __ZN25IODataQueueDispatchSource13Create_InvokeE5IORPCPFiyP15IODispatchQueuePPS_E
00007ffb0de1bfd6 (__TEXT,__text) external __ZN25IODataQueueDispatchSource13DataAvailableEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0de0569c (__TEXT,__text) external __ZN25IODataQueueDispatchSource14CanEnqueueDataEj
00007ffb0de056ac (__TEXT,__text) external __ZN25IODataQueueDispatchSource14CanEnqueueDataEjj
00007ffb0de05230 (__TEXT,__text) external __ZN25IODataQueueDispatchSource15IsDataAvailableEv
00007ffb0de05102 (__TEXT,__text) external __ZN25IODataQueueDispatchSource16SendDataServicedEv
00007ffb0de050a0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17CheckForWork_ImplE5IORPCb
00007ffb0de1c320 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17CopyMemory_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP18IOMemoryDescriptorE
00007ffb0de050ac (__TEXT,__text) external __ZN25IODataQueueDispatchSource17SendDataAvailableEv
00007ffb0de1c528 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007ffb0de1c534 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007ffb0de05378 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DequeueWithCoalesceEPbU13block_pointerFvPKvmE
00007ffb0de0550a (__TEXT,__text) external __ZN25IODataQueueDispatchSource19EnqueueWithCoalesceEjPbU13block_pointerFvPvmE
00007ffb0de1c49a (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007ffb0de1c4a6 (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007ffb0de1ba88 (__TEXT,__text) external __ZN25IODataQueueDispatchSource22SetDataServicedHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0de1be68 (__TEXT,__text) external __ZN25IODataQueueDispatchSource23CopyDataServicedHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0de1b984 (__TEXT,__text) external __ZN25IODataQueueDispatchSource23SetDataAvailableHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0de1bcfa (__TEXT,__text) external __ZN25IODataQueueDispatchSource24CopyDataAvailableHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0de05760 (__TEXT,__text) external __ZN25IODataQueueDispatchSource27GetDataQueueEntryHeaderSizeEv
00007ffb0de05166 (__TEXT,__text) external __ZN25IODataQueueDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ffb0de1c270 (__TEXT,__text) external __ZN25IODataQueueDispatchSource29SetDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffb0de1c41c (__TEXT,__text) external __ZN25IODataQueueDispatchSource30CopyDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
00007ffb0de1c1c0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource30SetDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffb0de1c39e (__TEXT,__text) external __ZN25IODataQueueDispatchSource31CopyDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
00007ffb0de0524e (__TEXT,__text) external __ZN25IODataQueueDispatchSource4PeekEU13block_pointerFvPKvmE
00007ffb0de05176 (__TEXT,__text) external __ZN25IODataQueueDispatchSource4freeEv
00007ffb0de04f2e (__TEXT,__text) external __ZN25IODataQueueDispatchSource4initEv
00007ffb0de2b55f (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.1
00007ffb0de2b580 (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.2
00007ffb0de1b880 (__TEXT,__text) external __ZN25IODataQueueDispatchSource6CreateEyP15IODispatchQueuePPS_
00007ffb0de05338 (__TEXT,__text) external __ZN25IODataQueueDispatchSource7DequeueEU13block_pointerFvPKvmE
00007ffb0de054ca (__TEXT,__text) external __ZN25IODataQueueDispatchSource7EnqueueEjU13block_pointerFvPvmE
00007ffb0de1b7c2 (__TEXT,__text) external __ZN25IODataQueueDispatchSource8DispatchE5IORPC
00007ffb0de1b7cc (__TEXT,__text) external __ZN25IODataQueueDispatchSource9_DispatchEPS_5IORPC
00007ffb0de1ca42 (__TEXT,__text) external __ZN25IODispatchSourceMetaClass3NewEP8OSObject
00007ffb0de1cb86 (__TEXT,__text) external __ZN25IODispatchSourceMetaClass8DispatchE5IORPC
00007ffb0de1812e (__TEXT,__text) external __ZN25IOHistogramReporter_IVars18handleCreateLegendEv
00007ffb0de2c5bd (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVars18handleCreateLegendEv.cold.1
00007ffb0de17d0c (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsC1EP9IOService19IOReportChannelTypeyPK8OSStringtyiP24IOHistogramSegmentConfig
00007ffb0de17d16 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsC2EP9IOService19IOReportChannelTypeyPK8OSStringtyiP24IOHistogramSegmentConfig
00007ffb0de18108 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD0Ev
00007ffb0de180fe (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD1Ev
00007ffb0de18080 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD2Ev
00007ffb0de2c52f (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.1
00007ffb0de2c556 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.2
00007ffb0de2c576 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.3
00007ffb0de2c59d (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.4
00007ffb0de1ec24 (__TEXT,__text) external __ZN25IOInterruptDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0de046e2 (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ffb0de2b4b0 (__TEXT,__text) non-external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE.cold.1
00007ffb0de1e9da (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Create_CallEP9IOServicejP15IODispatchQueuePPS_
00007ffb0de1eefa (__TEXT,__text) external __ZN25IOInterruptDispatchSource13Create_InvokeE5IORPCPFiP9IOServicejP15IODispatchQueuePPS_E
00007ffb0de043d0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource15SetHandler_ImplEP8OSAction
00007ffb0de1eb20 (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetInterruptTypeEP9IOServicejPy
00007ffb0de1ed28 (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetLastInterruptEPyS0_PFiP15OSMetaClassBase5IORPCE
00007ffb0de04816 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17CheckForWork_ImplE5IORPCb
00007ffb0de1ee96 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17InterruptOccurredE5IORPCP8OSActionyyPFiP15OSMetaClassBaseS0_E
00007ffb0de1e8fc (__TEXT,__text) external __ZN25IOInterruptDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffb0de04852 (__TEXT,__text) external __ZN25IOInterruptDispatchSource22InterruptOccurred_ImplEP8OSActionyy
00007ffb0de1eff2 (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetInterruptType_InvokeE5IORPCPFiP9IOServicejPyE
00007ffb0de1f0a0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetLastInterrupt_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_E
00007ffb0de1e9ac (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyE
00007ffb0de1f118 (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyEPK11OSMetaClass
00007ffb0de04414 (__TEXT,__text) external __ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ffb0de04346 (__TEXT,__text) external __ZN25IOInterruptDispatchSource4freeEv
00007ffb0de042e8 (__TEXT,__text) external __ZN25IOInterruptDispatchSource4initEv
00007ffb0de042aa (__TEXT,__text) external __ZN25IOInterruptDispatchSource6CreateEP9IOServicejP15IODispatchQueuePPS_
00007ffb0de1e6ea (__TEXT,__text) external __ZN25IOInterruptDispatchSource8DispatchE5IORPC
00007ffb0de1e6f4 (__TEXT,__text) external __ZN25IOInterruptDispatchSource9_DispatchEPS_5IORPC
00007ffb0de1fd40 (__TEXT,__text) external __ZN25IOSimpleReporterMetaClass3NewEP8OSObject
00007ffb0de1f1c2 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass3NewEP8OSObject
00007ffb0de1f224 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass8DispatchE5IORPC
00007ffb0de1fda0 (__TEXT,__text) external __ZN28IOHistogramReporterMetaClass3NewEP8OSObject
00007ffb0de1d916 (__TEXT,__text) external __ZN29IOExtensiblePaniclogMetaClass3NewEP8OSObject
00007ffb0de1d982 (__TEXT,__text) external __ZN29IOExtensiblePaniclogMetaClass8DispatchE5IORPC
00007ffb0de2618a (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass3NewEP8OSObject
00007ffb0de2653c (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass8DispatchE5IORPC
00007ffb0de298e4 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass3NewEP8OSObject
00007ffb0de29946 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass8DispatchE5IORPC
00007ffb0de1a830 (__TEXT,__text) external __ZN33IOBufferMemoryDescriptorMetaClass3NewEP8OSObject
00007ffb0de1a892 (__TEXT,__text) external __ZN33IOBufferMemoryDescriptorMetaClass8DispatchE5IORPC
00007ffb0de1b7a4 (__TEXT,__text) external __ZN34IODataQueueDispatchSourceMetaClass3NewEP8OSObject
00007ffb0de1b85e (__TEXT,__text) external __ZN34IODataQueueDispatchSourceMetaClass8DispatchE5IORPC
00007ffb0de1e6cc (__TEXT,__text) external __ZN34IOInterruptDispatchSourceMetaClass3NewEP8OSObject
00007ffb0de1e9b8 (__TEXT,__text) external __ZN34IOInterruptDispatchSourceMetaClass8DispatchE5IORPC
00007ffb0de253ca (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0de04a1a (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ffb0de252ae (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource11Create_CallEP12OSDictionaryyP15IODispatchQueuePPS_
00007ffb0de2571a (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource13Create_InvokeE5IORPCPFiP12OSDictionaryyP15IODispatchQueuePPS_E
00007ffb0de04b06 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource17CheckForWork_ImplE5IORPCb
00007ffb0de25808 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffb0de25564 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource20CopyNextNotificationEPyPP9IOServiceS0_PFiP15OSMetaClassBase5IORPCE
00007ffb0de04b12 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE
00007ffb0de254ce (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource24ServiceNotificationReadyEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0de25946 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource27CopyNextNotification_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyPP9IOServiceS3_E
00007ffb0de04978 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ffb0de258b8 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource31ServiceNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007ffb0de258c4 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource31ServiceNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007ffb0de04910 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource4freeEv
00007ffb0de0488e (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource4initEv
00007ffb0de04858 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource6CreateEP12OSDictionaryyP15IODispatchQueuePPS_
00007ffb0de2b4d3 (__TEXT,__text) non-external __ZN35IOServiceNotificationDispatchSource6CreateEP12OSDictionaryyP15IODispatchQueuePPS_.cold.1
00007ffb0de251f0 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource8DispatchE5IORPC
00007ffb0de251fa (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource9_DispatchEPS_5IORPC
00007ffb0de27976 (__TEXT,__text) external __ZN38OSAction_IOUserClient_KernelCompletion8DispatchE5IORPC
