00000001ec7e3798 (__DATA,__bss) non-external _AGCPrinter
00000001a8c8ca08 (__TEXT,__const) non-external __ZL27texFormatASTC8x4sRGBA_UNORM.15034
00000001a8c90c68 (__TEXT,__const) non-external __ZL27texFormatASTC8x4sRGBA_UNORM.15257
00000001a8c58028 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM
00000001a8c5c2e8 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM.12589
00000001a8c60cc8 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM.12813
00000001a8c66068 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM.13056
00000001a8c6b8e8 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM.13326
00000001a8c712e8 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM.13614
00000001a8c76c88 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM.13909
00000001a8c7c5c8 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM.14204
00000001a8c826e8 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM.14498
00000001a8c88808 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM.14812
00000001a8c8ca68 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM.15035
00000001a8c90cc8 (__TEXT,__const) non-external __ZL27texFormatASTC8x5sRGBA_UNORM.15258
00000001a8c58088 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM
00000001a8c5c348 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM.12590
00000001a8c60d28 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM.12814
00000001a8c660c8 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM.13057
00000001a8c6b948 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM.13327
00000001a8c71348 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM.13615
00000001a8c76ce8 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM.13910
00000001a8c7c628 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM.14205
00000001a8c82748 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM.14499
00000001a8c88868 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM.14813
00000001a8c8cac8 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM.15036
00000001a8c90d28 (__TEXT,__const) non-external __ZL27texFormatASTC8x6sRGBA_UNORM.15259
00000001a8c580e8 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM
00000001a8c5c3a8 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM.12591
00000001a8c60d88 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM.12815
00000001a8c66128 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM.13058
00000001a8c6b9a8 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM.13328
00000001a8c713a8 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM.13616
00000001a8c76d48 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM.13911
00000001a8c7c688 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM.14206
00000001a8c827a8 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM.14500
00000001a8c888c8 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM.14814
00000001a8c8cb28 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM.15037
00000001a8c90d88 (__TEXT,__const) non-external __ZL27texFormatASTC8x8sRGBA_UNORM.15260
00000001a8c5bbc8 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED
00000001a8c60068 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED.12790
00000001a8c652e8 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED.13019
00000001a8c6a268 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED.13269
00000001a8c6fae8 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED.13539
00000001a8c754e8 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED.13827
00000001a8c7ae88 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED.14122
00000001a8c807c8 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED.14417
00000001a8c868e8 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED.14711
00000001a8c88ce8 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED.14825
00000001a8c8cf48 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED.15048
00000001a8c94ec8 (__TEXT,__const) non-external __ZL27texFormatRG10_1PLANE_PACKED.15471
00000001a8c5a0c8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE
00000001a8c5e388 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE.12685
00000001a8c62d68 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE.12909
00000001a8c68108 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE.13152
00000001a8c6d988 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE.13422
00000001a8c73388 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE.13710
00000001a8c78d28 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE.14005
00000001a8c7e668 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE.14300
00000001a8c84788 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE.14594
00000001a8c8ad88 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE.14921
00000001a8c8efe8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE.15144
00000001a8c92d68 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_420_2PLANE.15354
00000001a8c5a128 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE
00000001a8c5e3e8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE.12686
00000001a8c62dc8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE.12910
00000001a8c68168 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE.13153
00000001a8c6d9e8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE.13423
00000001a8c733e8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE.13711
00000001a8c78d88 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE.14006
00000001a8c7e6c8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE.14301
00000001a8c847e8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE.14595
00000001a8c8ade8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE.14922
00000001a8c8f048 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE.15145
00000001a8c92dc8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_422_2PLANE.15355
00000001a8c5a068 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE
00000001a8c5e328 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE.12684
00000001a8c62d08 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE.12908
00000001a8c680a8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE.13151
00000001a8c6d928 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE.13421
00000001a8c73328 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE.13709
00000001a8c78cc8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE.14004
00000001a8c7e608 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE.14299
00000001a8c84728 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE.14593
00000001a8c8ad28 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE.14920
00000001a8c8ef88 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE.15143
00000001a8c92d08 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_1PLANE.15353
00000001a8c5a188 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE
00000001a8c5e448 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE.12687
00000001a8c62e28 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE.12911
00000001a8c681c8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE.13154
00000001a8c6da48 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE.13424
00000001a8c73448 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE.13712
00000001a8c78de8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE.14007
00000001a8c7e728 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE.14302
00000001a8c84848 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE.14596
00000001a8c8ae48 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE.14923
00000001a8c8f0a8 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE.15146
00000001a8c92e28 (__TEXT,__const) non-external __ZL27texFormatYCBCR10_444_2PLANE.15356
00000001a8c648c8 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_420_2PLANE
00000001a8c69c68 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_420_2PLANE.13253
00000001a8c6f4e8 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_420_2PLANE.13523
00000001a8c74ee8 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_420_2PLANE.13811
00000001a8c7a888 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_420_2PLANE.14106
00000001a8c801c8 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_420_2PLANE.14401
00000001a8c862e8 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_420_2PLANE.14695
00000001a8c948c8 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_420_2PLANE.15455
00000001a8c64928 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_422_2PLANE
00000001a8c69cc8 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_422_2PLANE.13254
00000001a8c6f548 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_422_2PLANE.13524
00000001a8c74f48 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_422_2PLANE.13812
00000001a8c7a8e8 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_422_2PLANE.14107
00000001a8c80228 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_422_2PLANE.14402
00000001a8c86348 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_422_2PLANE.14696
00000001a8c94928 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_422_2PLANE.15456
00000001a8c64988 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_444_2PLANE
00000001a8c69d28 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_444_2PLANE.13255
00000001a8c6f5a8 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_444_2PLANE.13525
00000001a8c74fa8 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_444_2PLANE.13813
00000001a8c7a948 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_444_2PLANE.14108
00000001a8c80288 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_444_2PLANE.14403
00000001a8c863a8 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_444_2PLANE.14697
00000001a8c94988 (__TEXT,__const) non-external __ZL27texFormatYCBCR12_444_2PLANE.15457
00000001a8c5a248 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE
00000001a8c5e508 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE.12689
00000001a8c62ee8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE.12913
00000001a8c68288 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE.13156
00000001a8c6db08 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE.13426
00000001a8c73508 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE.13714
00000001a8c78ea8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE.14009
00000001a8c7e7e8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE.14304
00000001a8c84908 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE.14598
00000001a8c8af08 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE.14925
00000001a8c8f168 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE.15148
00000001a8c92ee8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_420_2PLANE.15358
00000001a8c5a1e8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE
00000001a8c5e4a8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE.12688
00000001a8c62e88 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE.12912
00000001a8c68228 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE.13155
00000001a8c6daa8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE.13425
00000001a8c734a8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE.13713
00000001a8c78e48 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE.14008
00000001a8c7e788 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE.14303
00000001a8c848a8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE.14597
00000001a8c8aea8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE.14924
00000001a8c8f108 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE.15147
00000001a8c92e88 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_1PLANE.15357
00000001a8c5a2a8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE
00000001a8c5e568 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE.12690
00000001a8c62f48 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE.12914
00000001a8c682e8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE.13157
00000001a8c6db68 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE.13427
00000001a8c73568 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE.13715
00000001a8c78f08 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE.14010
00000001a8c7e848 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE.14305
00000001a8c84968 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE.14599
00000001a8c8af68 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE.14926
00000001a8c8f1c8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE.15149
00000001a8c92f48 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_422_2PLANE.15359
00000001a8c5a308 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE
00000001a8c5e5c8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE.12691
00000001a8c62fa8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE.12915
00000001a8c68348 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE.13158
00000001a8c6dbc8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE.13428
00000001a8c735c8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE.13716
00000001a8c78f68 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE.14011
00000001a8c7e8a8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE.14306
00000001a8c849c8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE.14600
00000001a8c8afc8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE.14927
00000001a8c8f228 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE.15150
00000001a8c92fa8 (__TEXT,__const) non-external __ZL27texFormatsYCBCR8_444_2PLANE.15360
00000001a8c57630 (__TEXT,__const) non-external __ZL27universal_datalayout_string
00000001e8ebf4a8 (__DATA_CONST,__const) non-external __ZL28_agcVertexElementTypeStrings
00000001a8a82fa0 (__TEXT,__text) non-external __ZL28generateInternalErrorMessageRPKc15_AGCStreamToken
00000001a8c96a88 (__TEXT,__const) non-external __ZL28texFormatARGB10_UNORM_PACKED
00000001a8c58148 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM
00000001a8c5c408 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM.12592
00000001a8c60de8 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM.12816
00000001a8c66188 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM.13059
00000001a8c6ba08 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM.13329
00000001a8c71408 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM.13617
00000001a8c76da8 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM.13912
00000001a8c7c6e8 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM.14207
00000001a8c82808 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM.14501
00000001a8c88928 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM.14815
00000001a8c8cb88 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM.15038
00000001a8c90de8 (__TEXT,__const) non-external __ZL28texFormatASTC10x5sRGBA_UNORM.15261
00000001a8c581a8 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM
00000001a8c5c468 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM.12593
00000001a8c60e48 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM.12817
00000001a8c661e8 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM.13060
00000001a8c6ba68 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM.13330
00000001a8c71468 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM.13618
00000001a8c76e08 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM.13913
00000001a8c7c748 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM.14208
00000001a8c82868 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM.14502
00000001a8c88988 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM.14816
00000001a8c8cbe8 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM.15039
00000001a8c90e48 (__TEXT,__const) non-external __ZL28texFormatASTC10x6sRGBA_UNORM.15262
00000001a8c58208 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM
00000001a8c5c4c8 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM.12594
00000001a8c60ea8 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM.12818
00000001a8c66248 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM.13061
00000001a8c6bac8 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM.13331
00000001a8c714c8 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM.13619
00000001a8c76e68 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM.13914
00000001a8c7c7a8 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM.14209
00000001a8c828c8 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM.14503
00000001a8c889e8 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM.14817
00000001a8c8cc48 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM.15040
00000001a8c90ea8 (__TEXT,__const) non-external __ZL28texFormatASTC10x8sRGBA_UNORM.15263
00000001a8c96f08 (__TEXT,__const) non-external __ZL28texFormatR10UI_1PLANE_PACKED
00000001a8c5b448 (__TEXT,__const) non-external __ZL28texFormatYCBCR8A8_444_1PLANE
00000001a8c5f708 (__TEXT,__const) non-external __ZL28texFormatYCBCR8A8_444_1PLANE.12759
00000001a8c640e8 (__TEXT,__const) non-external __ZL28texFormatYCBCR8A8_444_1PLANE.12983
00000001a8c69488 (__TEXT,__const) non-external __ZL28texFormatYCBCR8A8_444_1PLANE.13226
00000001a8c6ed08 (__TEXT,__const) non-external __ZL28texFormatYCBCR8A8_444_1PLANE.13496
00000001a8c74708 (__TEXT,__const) non-external __ZL28texFormatYCBCR8A8_444_1PLANE.13784
00000001a8c7a0a8 (__TEXT,__const) non-external __ZL28texFormatYCBCR8A8_444_1PLANE.14079
00000001a8c7f9e8 (__TEXT,__const) non-external __ZL28texFormatYCBCR8A8_444_1PLANE.14374
00000001a8c85b08 (__TEXT,__const) non-external __ZL28texFormatYCBCR8A8_444_1PLANE.14668
00000001a8c940e8 (__TEXT,__const) non-external __ZL28texFormatYCBCR8A8_444_1PLANE.15428
00000001a8c5a3c8 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE
00000001a8c5e688 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE.12693
00000001a8c63068 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE.12917
00000001a8c68408 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE.13160
00000001a8c6dc88 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE.13430
00000001a8c73688 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE.13718
00000001a8c79028 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE.14013
00000001a8c7e968 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE.14308
00000001a8c84a88 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE.14602
00000001a8c8b088 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE.14929
00000001a8c8f2e8 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE.15152
00000001a8c93068 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_420_2PLANE.15362
00000001a8c5a428 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE
00000001a8c5e6e8 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE.12694
00000001a8c630c8 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE.12918
00000001a8c68468 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE.13161
00000001a8c6dce8 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE.13431
00000001a8c736e8 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE.13719
00000001a8c79088 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE.14014
00000001a8c7e9c8 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE.14309
00000001a8c84ae8 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE.14603
00000001a8c8b0e8 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE.14930
00000001a8c8f348 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE.15153
00000001a8c930c8 (__TEXT,__const) non-external __ZL28texFormatsYCBCR10_422_2PLANE.15363
