00000001ad53ae50 (__TEXT,__text) non-external +[Caller current]
00000001eca56230 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsEvaluation
00000001eca56320 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsPasscodeFallbackPeriod
                 (undefined) external _OBJC_CLASS_$_LACAnalyticsData (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACAuditToken (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACBiometryHelper (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACClientInfoProvider (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACConcurrencyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACInstalledAppsCache (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACPolicyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACXPCClient (from LocalAuthenticationCore)
00000001ed677188 (__AUTH,__objc_data) external _OBJC_CLASS_$_LADFROwnerToken
                 (undefined) external _OBJC_CLASS_$_LAErrorHelper (from SharedUtils)
00000001ed677570 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASIORemoteCall
00000001ed677610 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIO
00000001ed677458 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOArchive
00000001ed677368 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOAsset
00000001ed6775c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOCommunication
00000001ed6773e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIODisplay
00000001ed677160 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOHelper
00000001ed6774d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOLocal
00000001ed6776d8 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOLoggingHelper
00000001ed677480 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOScene
00000001ed677520 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOServer
00000001ed677660 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOTouchBarView
00000001ed6773b8 (__AUTH,__objc_data) external _OBJC_CLASS_$_LASecureIOUtils
                 (undefined) external _OBJC_CLASS_$_LAUtils (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCache (from CoreFoundation)
                 (undefined) weak external _OBJC_CLASS_$_NSColor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSCustomTouchBarItem (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHashTable (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSImage (from AppKit)
                 (undefined) weak external _OBJC_CLASS_$_NSImageView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSTouchBar (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) weak external _OBJC_CLASS_$_NSView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
00000001eca56500 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NotificationCenterInvalidationSource
00000001eca56370 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCache
00000001ed677200 (__AUTH,__objc_data) external _OBJC_CLASS_$_PreflightCacheAssertion
00000001ed677278 (__AUTH,__objc_data) external _OBJC_CLASS_$_PreflightCacheBypassAssertion
00000001eca56460 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCacheInvalidationSource
00000001eca563c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PushButtonMonitor
00000001eca56208 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_Request
00000001eca561e0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StorageRequest
00000001eca561b8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrustedAccessoryHelper
00000001ed6772a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_UserPasswordInvalidationSource
00000001ed6772f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_WatchInvalidationSource
00000001eca56190 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_WatchMonitor
00000001ea943adc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._asid
00000001ea943ae4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._auditToken
00000001ea943ae0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._connection
00000001ea943ad8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._euid
00000001ea943ad0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._path
00000001ea943ad4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._pid
00000001ea943a38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DarwinNotificationInvalidationSource._notificationName
00000001ea943a34 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DarwinNotificationInvalidationSource._token
00000001ea943abc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._client
00000001ea943ac0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._clientInfo
00000001ea943ac4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._contextID
00000001ea943acc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._options
00000001ea943ac8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._originatorId
00000001ea943a78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._acl
00000001ea943a7c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._aclOperation
00000001ea943a98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._analytics
00000001ea943a70 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._callback
00000001ea943a84 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._client
00000001ea943a88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._clientInfo
00000001ea943a68 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._contextID
00000001ea943a5c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._customUI
00000001ea943a60 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._evaluationUserId
00000001ea943a8c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._externalizedContext
00000001ea943a80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._options
00000001ea943a6c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._originatorId
00000001ea943a9c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._pausedEvents
00000001ea943aa0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._payload
00000001ea943a74 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._policy
00000001ea943a90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._purpose
00000001ea943a94 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._retryingForError
00000001ea943a64 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest.analyticsData
00000001ea943a58 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest.immediateSuccess
00000001ea9439fc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._allowsMultipleCollections
00000001ea943a00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._eventName
00000001ea943a04 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._storage
00000001ea9439f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._wasSent
00000001ea943988 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._authenticationTypes
00000001ea9439a4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryAttempts
00000001ea9439a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryFailures
00000001ea9439ac (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryNoMatches
00000001ea943998 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryResult
00000001ea94398c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryStarted
00000001ea943984 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryType
00000001ea943980 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._continuity
00000001ea943994 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._continuityEvent
00000001ea9439b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeAttempts
00000001ea9439b4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeFailures
00000001ea94399c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeResult
00000001ea943990 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeStarted
00000001ea943978 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._policy
00000001ea94397c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._request
00000001ea9439a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._result
00000001ea943964 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._biometryAttempts
00000001ea943968 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._biometrySuccessTime
00000001ea943960 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._passcodeCount
00000001ea94395c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._passcodePresentedTime
00000001ea943958 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._policyGroup
00000001ea943b8c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._callID
00000001ea943b88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._command
00000001ea943ba4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._payload
00000001ea943b98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._requestData
00000001ea943b9c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._responseData
00000001ea943ba0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._responseError
00000001ea943b90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._semaphore
00000001ea943b94 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._version
00000001ea943bc4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIO._client
00000001ea943bc8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIO._delegate
00000001ea943b00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._action
00000001ea943b1c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._assetCatalogButtonDisabledKey
00000001ea943b24 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._assetCatalogButtonPressedKey
00000001ea943b20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._assetCatalogButtonUnpressedKey
00000001ea943b0c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._assetCatalogImageKey
00000001ea943b10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._buttonDisabled
00000001ea943b18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._buttonPressed
00000001ea943b14 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._buttonUnpressed
00000001ea943ae8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._disabled
00000001ea943b04 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._format
00000001ea943af8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._height
00000001ea943b08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._image
00000001ea943b28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._name
00000001ea943b30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._remoteAssetKey
00000001ea943b2c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._renderedText
00000001ea943afc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._type
00000001ea943af4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._width
00000001ea943aec (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._x
00000001ea943af0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOAsset._y
00000001ea943bbc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._client
00000001ea943ba8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._currentCalls
00000001ea943bc0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._delegate
00000001ea943bac (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._queue
