00007ff8004449e0 (__TEXT,__text) external _NSAddImage
00007ff8004464d0 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff80045657a (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff80045708f (__TEXT,__text) non-external ____Z16withRemoteObjectI14mach_header_64EvjyPiU13block_pointerFvT_E_block_invoke
00007ff800461f87 (__TEXT,__text) non-external ____Z28macho_best_slice_fd_internaliN5dyld38PlatformERKNS_11GradedArchsES3_bU13block_pointerFvPK11mach_headerymE_block_invoke
00007ff800454f9a (__TEXT,__text) non-external ____ZL18defaultFileManagerv_block_invoke
00007ff800456efe (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800457aa3 (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff8004440a0 (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke
00007ff800455ad1 (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke.3
00007ff800456b1c (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800456e0d (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.18
00007ff80045764a (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff8004579b2 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.25
00007ff80045570e (__TEXT,__text) non-external ____ZN22dyld_process_info_base8copyPathEjy_block_invoke
00007ff800461854 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base10disconnectEv_block_invoke
00007ff8004618c9 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base7releaseEv_block_invoke
00007ff800461506 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke
00007ff800461751 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
00007ff80045b86a (__TEXT,__text) non-external ____ZN3lsl9Allocator16defaultAllocatorEv_block_invoke
00007ff800447099 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
00007ff800446ee5 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
00007ff800447433 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
00007ff8004471f4 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
00007ff800446409 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke
00007ff8004464e9 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke.3
00007ff80044998e (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
00007ff800449ddb (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
00007ff80044a539 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
00007ff8004622c2 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
00007ff80044a786 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
00007ff8004622e5 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
00007ff800449f07 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke
00007ff80046229f (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke.cold.1
00007ff80044a352 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke_2
00007ff800448d19 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
00007ff8004541b3 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke
00007ff80045424b (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke_2
00007ff800454368 (__TEXT,__text) non-external ____ZNK15DyldSharedCache7inCacheEPKvmRb_block_invoke
00007ff8004440f0 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
00007ff800458684 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff8004582c0 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
00007ff800458583 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
00007ff8004588cb (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
00007ff8004432d9 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
00007ff8004585ce (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
00007ff800443e45 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
00007ff80044cd13 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_8clEv_block_invoke
00007ff80044cd25 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_9clEv_block_invoke
00007ff80044c37e (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke
00007ff80044c5c2 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke_2
00007ff80044c5db (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke
00007ff80044c81f (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke_2
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff800455e71 (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff840032478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840032840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400328d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840032a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840032f78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840033068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400330e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840032990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840032ec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.102
00007ff840032ef0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00007ff8400329c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff8400324d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff840032ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff840032508 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840032538 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840032b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840032568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840032870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840032b30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff840032a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8400328a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840032b60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840032b90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840032bc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff840032bf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff840032c20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff840033088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840033118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840032900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840032a60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840032598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff8400325b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff8400325d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840032d60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ff840032930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff8400330a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff8400325f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840032628 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff840032658 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff840032688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ff840032dc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff8400324a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8400330c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840032df0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ff8400326a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8400326c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff8400326e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840032960 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840032708 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff840032728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff840032748 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ff840032e30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ff840032e60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ff840032e90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00007ff8400329e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840032e10 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840032f98 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libsystem_platform)
00007ff8004431b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff800453c00 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff80044a366 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff8004542df (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00007ff800446f64 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff80045ae40 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00007ff800453eb0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff8004582e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff80045adf4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff800456fcc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00007ff80044659b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00007ff800453ed0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff800454329 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00007ff800446f9c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff80045ae8a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00007ff800455734 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff800458318 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff8004543a6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff80045703a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff800454a46 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00007ff8004549aa (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00007ff800454f00 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00007ff800454837 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00007ff80045490b (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00007ff800461c0e (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00007ff843801798 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00007ff800444a19 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00007ff800443ff9 (__TEXT,__text) external __dyld_atfork_parent
00007ff800443fe4 (__TEXT,__text) external __dyld_atfork_prepare
00007ff800444a2d (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00007ff800444e7b (__TEXT,__text) external __dyld_dlopen_atfork_child
00007ff800444e66 (__TEXT,__text) external __dyld_dlopen_atfork_parent
00007ff800444e51 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00007ff800444d82 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00007ff800444e2d (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00007ff800444d61 (__TEXT,__text) external __dyld_find_protocol_conformance
00007ff800444e09 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00007ff800443f21 (__TEXT,__text) external __dyld_find_unwind_sections
00007ff8004435e4 (__TEXT,__text) external __dyld_for_each_objc_class
00007ff8004433fb (__TEXT,__text) external __dyld_for_each_objc_protocol
00007ff800444f54 (__TEXT,__text) external __dyld_for_objc_header_opt_ro
00007ff800444f3f (__TEXT,__text) external __dyld_for_objc_header_opt_rw
00007ff800444787 (__TEXT,__text) external __dyld_fork_child
00007ff800444db8 (__TEXT,__text) external __dyld_get_dlopen_image_header
00007ff80044354e (__TEXT,__text) external __dyld_get_image_header
00007ff800444ab6 (__TEXT,__text) external __dyld_get_image_header_containing_address
00007ff800443537 (__TEXT,__text) external __dyld_get_image_name
00007ff800443b36 (__TEXT,__text) external __dyld_get_image_slide
00007ff800443fc6 (__TEXT,__text) external __dyld_get_image_uuid
00007ff80044400e (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00007ff8004431eb (__TEXT,__text) external __dyld_get_objc_selector
00007ff800444d07 (__TEXT,__text) external __dyld_get_prog_image_header
00007ff8004431d0 (__TEXT,__text) external __dyld_get_shared_cache_range
00007ff80044357a (__TEXT,__text) external __dyld_get_shared_cache_uuid
00007ff800444c79 (__TEXT,__text) external __dyld_has_fix_for_radar
00007ff800444dee (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00007ff800444a35 (__TEXT,__text) external __dyld_image_containing_address
00007ff800443525 (__TEXT,__text) external __dyld_image_count
00007ff800443b70 (__TEXT,__text) external __dyld_images_for_addresses
00007ff800444069 (__TEXT,__text) external __dyld_initializer
00007ff80044344f (__TEXT,__text) external __dyld_is_memory_immutable
00007ff800444c5c (__TEXT,__text) external __dyld_is_objc_constant
00007ff800444f25 (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
00007ff800444c47 (__TEXT,__text) external __dyld_launch_mode
00007ff800444a05 (__TEXT,__text) external __dyld_launched_prebound
00007ff800444a50 (__TEXT,__text) external __dyld_lookup_and_bind
00007ff800444a95 (__TEXT,__text) external __dyld_lookup_and_bind_fully
00007ff800444a71 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00007ff800444e90 (__TEXT,__text) external __dyld_lookup_section_info
00007ff800444c32 (__TEXT,__text) external __dyld_missing_symbol_abort
00007ff800444d37 (__TEXT,__text) external __dyld_objc_class_count
00007ff800443182 (__TEXT,__text) external __dyld_objc_notify_register
00007ff800444dd3 (__TEXT,__text) external __dyld_objc_register_callbacks
00007ff800444d4c (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00007ff8004449fd (__TEXT,__text) external __dyld_present
00007ff800455cf2 (__TEXT,__text) external __dyld_process_info_create
00007ff800456550 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00007ff800456510 (__TEXT,__text) external __dyld_process_info_for_each_image
00007ff80045655a (__TEXT,__text) external __dyld_process_info_for_each_segment
00007ff8004564d4 (__TEXT,__text) external __dyld_process_info_get_aot_cache
00007ff8004564bb (__TEXT,__text) external __dyld_process_info_get_cache
00007ff8004564f6 (__TEXT,__text) external __dyld_process_info_get_platform
00007ff8004564a2 (__TEXT,__text) external __dyld_process_info_get_state
00007ff800461963 (__TEXT,__text) external __dyld_process_info_notify
00007ff8004619dc (__TEXT,__text) external __dyld_process_info_notify_main
00007ff800461a1c (__TEXT,__text) external __dyld_process_info_notify_release
00007ff800461a12 (__TEXT,__text) external __dyld_process_info_notify_retain
00007ff8004564ff (__TEXT,__text) external __dyld_process_info_release
00007ff8004564ed (__TEXT,__text) external __dyld_process_info_retain
00007ff800444f0a (__TEXT,__text) external __dyld_pseudodylib_deregister
00007ff800444ecb (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
00007ff800444ee6 (__TEXT,__text) external __dyld_pseudodylib_register
00007ff800444eb0 (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
00007ff800444c17 (__TEXT,__text) external __dyld_register_driverkit_main
00007ff800443419 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00007ff800444085 (__TEXT,__text) external __dyld_register_for_image_loads
00007ff800442fc0 (__TEXT,__text) external __dyld_register_func_for_add_image
00007ff8004435b0 (__TEXT,__text) external __dyld_register_func_for_remove_image
00007ff800444caf (__TEXT,__text) external __dyld_shared_cache_contains_path
00007ff800444c02 (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00007ff800444bed (__TEXT,__text) external __dyld_shared_cache_optimized
00007ff800444c94 (__TEXT,__text) external __dyld_shared_cache_real_path
00007ff800444da3 (__TEXT,__text) external __dyld_swift_optimizations_version
00007ff800444d1c (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff800443f72 (__TEXT,__text) external __tlv_atexit
00007ff800444ad7 (__TEXT,__text) external __tlv_bootstrap
00007ff800444025 (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort_report_np (from libsystem_c)
00007ff841ae9f9c (__DATA,__data) non-external _bufferSize32
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00007ff800443fab (__TEXT,__text) external _dladdr
00007ff800443f5a (__TEXT,__text) external _dlclose
00007ff80044403a (__TEXT,__text) external _dlerror
00007ff80044362f (__TEXT,__text) external _dlopen
00007ff800444cea (__TEXT,__text) external _dlopen_audited
00007ff800444cca (__TEXT,__text) external _dlopen_from
00007ff800443f90 (__TEXT,__text) external _dlopen_preflight
00007ff800443658 (__TEXT,__text) external _dlsym
00007ff800464ec8 (__TEXT,__const) external _dyldVersionNumber
00007ff800464ea0 (__TEXT,__const) external _dyldVersionString
00007ff800444ad1 (__TEXT,__text) external _dyld_dynamic_interpose
00007ff8004549b9 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00007ff80045491a (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
00007ff8004433d1 (__TEXT,__text) external _dyld_get_active_platform
00007ff80044404f (__TEXT,__text) external _dyld_get_base_platform
00007ff800444bb1 (__TEXT,__text) external _dyld_get_image_versions
00007ff800444538 (__TEXT,__text) external _dyld_get_min_os_version
00007ff800443b06 (__TEXT,__text) external _dyld_get_program_min_os_version
00007ff800443206 (__TEXT,__text) external _dyld_get_program_sdk_version
00007ff800443f3f (__TEXT,__text) external _dyld_get_sdk_version
00007ff80044361a (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00007ff800454b45 (__TEXT,__text) external _dyld_image_content_for_section
00007ff800454b3b (__TEXT,__text) external _dyld_image_content_for_segment
00007ff800454b4f (__TEXT,__text) external _dyld_image_copy_uuid
00007ff800454bc9 (__TEXT,__text) external _dyld_image_for_each_section_info
00007ff800454bbf (__TEXT,__text) external _dyld_image_for_each_segment_info
00007ff800454bdd (__TEXT,__text) external _dyld_image_get_file_path
00007ff800454bd3 (__TEXT,__text) external _dyld_image_get_installname
00007ff800443946 (__TEXT,__text) external _dyld_image_header_containing_address
00007ff800454d4a (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
00007ff800443595 (__TEXT,__text) external _dyld_image_path_containing_address
00007ff800444b40 (__TEXT,__text) external _dyld_is_simulator_platform
00007ff800444b78 (__TEXT,__text) external _dyld_minos_at_least
00007ff800444bcf (__TEXT,__text) external _dyld_need_closure
00007ff80045455d (__TEXT,__text) external _dyld_process_create_for_current_task
00007ff80045441a (__TEXT,__text) external _dyld_process_create_for_task
00007ff800454572 (__TEXT,__text) external _dyld_process_dispose
00007ff841ae9ff8 (__DATA,__common) external _dyld_process_has_objc_patches
00007ff800443565 (__TEXT,__text) external _dyld_process_is_restricted
00007ff8004545ba (__TEXT,__text) external _dyld_process_register_for_event_notification
00007ff800454596 (__TEXT,__text) external _dyld_process_register_for_image_notifications
00007ff8004545e8 (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00007ff800454679 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
00007ff800463a76 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
00007ff800463a97 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00007ff8004547a5 (__TEXT,__text) external _dyld_process_snapshot_dispose
00007ff8004547dc (__TEXT,__text) external _dyld_process_snapshot_for_each_image
00007ff800454846 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00007ff8004545de (__TEXT,__text) external _dyld_process_unregister_for_notification
00007ff800444b96 (__TEXT,__text) external _dyld_program_minos_at_least
00007ff800443b1b (__TEXT,__text) external _dyld_program_sdk_at_least
00007ff800444b5a (__TEXT,__text) external _dyld_sdk_at_least
00007ff8004548a0 (__TEXT,__text) external _dyld_shared_cache_copy_uuid
00007ff800444b0a (__TEXT,__text) external _dyld_shared_cache_file_path
00007ff800444b1f (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00007ff8004548bb (__TEXT,__text) external _dyld_shared_cache_for_each_file
00007ff8004548c5 (__TEXT,__text) external _dyld_shared_cache_for_each_image
00007ff800454be7 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
00007ff800454a55 (__TEXT,__text) external _dyld_shared_cache_for_file
00007ff800454882 (__TEXT,__text) external _dyld_shared_cache_get_base_address
00007ff80045488c (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00007ff800454896 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
00007ff800444aec (__TEXT,__text) external _dyld_shared_cache_iterate_text
00007ff80045486e (__TEXT,__text) external _dyld_shared_cache_pin_mapping
00007ff8004433e6 (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00007ff800454878 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00007ff800454bf1 (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00007ff843801790 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
00007ff841ae9f98 (__DATA,__data) non-external _features_hi32
00007ff841ae9f94 (__DATA,__data) non-external _features_lo32
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00007ff841ae9fb8 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
00007ff841ae9fa0 (__DATA,__data) non-external _hasXSave
                 (undefined) external _host_info (from libsystem_kernel)
00007ff841ae9f90 (__DATA,__data) non-external _inited
00007ff800444698 (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
