00000001cdb43854 (__TEXT,__text) non-external +[Cube initialize]
00000001cd99b1fc (__TEXT,__text) non-external -[MPEffect(AppleScript) removeObjectFromSlidesAtIndex:]
00000001cd99b310 (__TEXT,__text) non-external -[MPEffect(AppleScript) removeObjectFromTextsAtIndex:]
00000001cd99b468 (__TEXT,__text) non-external -[MPEffect(AppleScript) replaceObjectInFiltersAtIndex:withObject:]
00000001cd99b240 (__TEXT,__text) non-external -[MPEffect(AppleScript) replaceObjectInSlidesAtIndex:withObject:]
00000001cd99b354 (__TEXT,__text) non-external -[MPEffect(AppleScript) replaceObjectInTextsAtIndex:withObject:]
00000001cd99b644 (__TEXT,__text) non-external -[MPEffect(AppleScript) scriptingAnimations]
00000001cd99b5ac (__TEXT,__text) non-external -[MPEffect(AppleScript) setHeight:]
00000001cd99b908 (__TEXT,__text) non-external -[MPEffect(AppleScript) setScriptingAnimations:]
00000001cd99b5f8 (__TEXT,__text) non-external -[MPEffect(AppleScript) setWidth:]
00000001cd99b4e0 (__TEXT,__text) non-external -[MPEffect(AppleScript) setXPosition:]
00000001cd99b548 (__TEXT,__text) non-external -[MPEffect(AppleScript) setYPosition:]
00000001cd99bb40 (__TEXT,__text) non-external -[MPEffect(AppleScript) setupDefaultDurations:]
00000001cd99b5f4 (__TEXT,__text) non-external -[MPEffect(AppleScript) width]
00000001cd99b4dc (__TEXT,__text) non-external -[MPEffect(AppleScript) xPosition]
00000001cd99b52c (__TEXT,__text) non-external -[MPEffect(AppleScript) yPosition]
00000001cd99917c (__TEXT,__text) non-external -[MPEffect(Internal) _effectAttributes]
00000001cd9992a8 (__TEXT,__text) non-external -[MPEffect(Internal) applyFormattedAttributes]
00000001cd999e28 (__TEXT,__text) non-external -[MPEffect(Internal) cleanup]
00000001cd999cc0 (__TEXT,__text) non-external -[MPEffect(Internal) copyAnimationPaths:]
00000001cd999ddc (__TEXT,__text) non-external -[MPEffect(Internal) copyAudioPlaylist:]
00000001cd999b90 (__TEXT,__text) non-external -[MPEffect(Internal) copyFilters:]
00000001cd999930 (__TEXT,__text) non-external -[MPEffect(Internal) copySecondarySlides:]
00000001cd999800 (__TEXT,__text) non-external -[MPEffect(Internal) copySlides:]
00000001cd999a60 (__TEXT,__text) non-external -[MPEffect(Internal) copyTexts:]
00000001cd99972c (__TEXT,__text) non-external -[MPEffect(Internal) copyVars:]
00000001cd9991f0 (__TEXT,__text) non-external -[MPEffect(Internal) formattedAttributes]
00000001cd99ada4 (__TEXT,__text) non-external -[MPEffect(Internal) hasMovies]
00000001cd99ae94 (__TEXT,__text) non-external -[MPEffect(Internal) hasPanoramasInDocument:]
00000001cd999128 (__TEXT,__text) non-external -[MPEffect(Internal) isLive]
00000001cd99af8c (__TEXT,__text) non-external -[MPEffect(Internal) nearestLayerGroup]
00000001cd9996f0 (__TEXT,__text) non-external -[MPEffect(Internal) nearestPlug]
00000001cd99aa74 (__TEXT,__text) non-external -[MPEffect(Internal) needsParallelizer]
00000001cd999694 (__TEXT,__text) non-external -[MPEffect(Internal) objectID]
00000001cd9996c4 (__TEXT,__text) non-external -[MPEffect(Internal) parentDocument]
00000001cd99966c (__TEXT,__text) non-external -[MPEffect(Internal) plugID]
00000001cd99ab78 (__TEXT,__text) non-external -[MPEffect(Internal) scaleMainDuration]
00000001cd99a344 (__TEXT,__text) non-external -[MPEffect(Internal) setContainer:]
00000001cd99aa2c (__TEXT,__text) non-external -[MPEffect(Internal) setParentContainer:]
00000001cd999f4c (__TEXT,__text) non-external -[MPEffect(Internal) setPlug:]
00000001cd999160 (__TEXT,__text) non-external -[MPEffect(Internal) setSkipEffectTiming:]
00000001cd99afb4 (__TEXT,__text) non-external -[MPEffect(Internal) slideForMCSlide:]
00000001cd999354 (__TEXT,__text) non-external -[MPEffect(Internal) slideInformationWithDocument:]
00000001cd99934c (__TEXT,__text) non-external -[MPEffect(Internal) supportsEffectTiming]
00000001cd9995dc (__TEXT,__text) non-external -[MPEffect(Internal) updateEffectAttributes]
00000001cd999170 (__TEXT,__text) non-external -[MPEffect(Internal) updateTimingForExport]
00000001cd999168 (__TEXT,__text) non-external -[MPEffect(Internal) updateTiming]
00000001cd9996bc (__TEXT,__text) non-external -[MPEffect(Internal) uuid]
00000001cd998340 (__TEXT,__text) non-external -[MPEffect(Private) container]
00000001cd9989dc (__TEXT,__text) non-external -[MPEffect(Private) createSecondarySlidesWithPaths:]
00000001cd9988c8 (__TEXT,__text) non-external -[MPEffect(Private) createSlidesWithPaths:]
00000001cd998350 (__TEXT,__text) non-external -[MPEffect(Private) createTextsWithDefaultStrings]
00000001cd99860c (__TEXT,__text) non-external -[MPEffect(Private) createTextsWithStrings:secondLineFactor:]
00000001cd998614 (__TEXT,__text) non-external -[MPEffect(Private) createTextsWithStrings:secondLineFactor:fillIn:]
00000001cd998cb8 (__TEXT,__text) non-external -[MPEffect(Private) dump]
00000001cd9990cc (__TEXT,__text) non-external -[MPEffect(Private) effectPresetID]
00000001cd998ce8 (__TEXT,__text) non-external -[MPEffect(Private) fullDebugLog]
00000001cd998330 (__TEXT,__text) non-external -[MPEffect(Private) liveIndex]
00000001cd9982e0 (__TEXT,__text) non-external -[MPEffect(Private) maxNumberOfSecondarySlides]
00000001cd998290 (__TEXT,__text) non-external -[MPEffect(Private) maxNumberOfSlides]
00000001cd998348 (__TEXT,__text) non-external -[MPEffect(Private) plug]
00000001cd998ae8 (__TEXT,__text) non-external -[MPEffect(Private) reconfigureSlides]
00000001cd99844c (__TEXT,__text) non-external -[MPEffect(Private) replaceTextsWitStrings:]
00000001cd998338 (__TEXT,__text) non-external -[MPEffect(Private) setLiveIndex:]
00000001cd998fbc (__TEXT,__text) non-external -[MPEffect(Private) videoPaths]
00000001cd99c4f4 (__TEXT,__text) non-external -[MPEffectContainer addEffect:]
00000001cd99c574 (__TEXT,__text) non-external -[MPEffectContainer addEffects:]
00000001cd99d218 (__TEXT,__text) non-external -[MPEffectContainer addFilter:]
00000001cd99d278 (__TEXT,__text) non-external -[MPEffectContainer addFilters:]
00000001cd99d8c4 (__TEXT,__text) non-external -[MPEffectContainer audioPlaylist]
00000001cd99dcec (__TEXT,__text) non-external -[MPEffectContainer backgroundCGColor]
00000001cd99d770 (__TEXT,__text) non-external -[MPEffectContainer backgroundColor]
00000001cd99c3b8 (__TEXT,__text) non-external -[MPEffectContainer copyWithZone:]
00000001cd99c42c (__TEXT,__text) non-external -[MPEffectContainer dealloc]
00000001cd99bcac (__TEXT,__text) non-external -[MPEffectContainer description]
00000001cd99dcf4 (__TEXT,__text) non-external -[MPEffectContainer duration]
00000001cd99c4ec (__TEXT,__text) non-external -[MPEffectContainer effects]
00000001cd99bdd4 (__TEXT,__text) non-external -[MPEffectContainer encodeWithCoder:]
00000001cd99d210 (__TEXT,__text) non-external -[MPEffectContainer filters]
00000001cd99d9dc (__TEXT,__text) non-external -[MPEffectContainer index]
00000001cd99bf44 (__TEXT,__text) non-external -[MPEffectContainer initWithCoder:]
00000001cd99bc4c (__TEXT,__text) non-external -[MPEffectContainer init]
00000001cd99c5c8 (__TEXT,__text) non-external -[MPEffectContainer insertEffects:atIndex:]
00000001cd99d2cc (__TEXT,__text) non-external -[MPEffectContainer insertFilters:atIndex:]
00000001cd99dc74 (__TEXT,__text) non-external -[MPEffectContainer introTransitionDuration]
00000001cd99cd3c (__TEXT,__text) non-external -[MPEffectContainer moveEffectsFromIndices:toIndex:]
00000001cd99d694 (__TEXT,__text) non-external -[MPEffectContainer moveFiltersFromIndices:toIndex:]
00000001cd99dcd8 (__TEXT,__text) non-external -[MPEffectContainer outroTransitionDuration]
00000001cd99da74 (__TEXT,__text) non-external -[MPEffectContainer parentLayer]
00000001cd99ccb8 (__TEXT,__text) non-external -[MPEffectContainer removeAllEffects]
00000001cd99d610 (__TEXT,__text) non-external -[MPEffectContainer removeAllFilters]
00000001cd99c9f0 (__TEXT,__text) non-external -[MPEffectContainer removeEffectsAtIndices:]
00000001cd99d50c (__TEXT,__text) non-external -[MPEffectContainer removeFiltersAtIndices:]
00000001cd99d8cc (__TEXT,__text) non-external -[MPEffectContainer setAudioPlaylist:]
00000001cd99d80c (__TEXT,__text) non-external -[MPEffectContainer setBackgroundCGColor:]
00000001cd99d784 (__TEXT,__text) non-external -[MPEffectContainer setBackgroundColor:]
00000001cd99d7c8 (__TEXT,__text) non-external -[MPEffectContainer setBackgroundColorString:]
00000001cd99da84 (__TEXT,__text) non-external -[MPEffectContainer setDuration:]
00000001cd99cf34 (__TEXT,__text) non-external -[MPEffectContainer setTransition:]
00000001cd99da7c (__TEXT,__text) non-external -[MPEffectContainer startTime]
00000001cd99cf2c (__TEXT,__text) non-external -[MPEffectContainer transition]
00000001cd99f75c (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) countOfEffects]
00000001cd99f870 (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) countOfFilters]
00000001cd99f76c (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) insertObject:inEffectsAtIndex:]
00000001cd99f880 (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) insertObject:inFiltersAtIndex:]
00000001cd99f764 (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) objectInEffectsAtIndex:]
00000001cd99f878 (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) objectInFiltersAtIndex:]
00000001cd99fb6c (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) objectSpecifier]
00000001cd99f7b8 (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) removeObjectFromEffectsAtIndex:]
00000001cd99f8cc (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) removeObjectFromFiltersAtIndex:]
00000001cd99f7fc (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) replaceObjectInEffectsAtIndex:withObject:]
00000001cd99f910 (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) replaceObjectInFiltersAtIndex:withObject:]
00000001cd99f984 (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) scriptingTransition]
00000001cd99fa54 (__TEXT,__text) non-external -[MPEffectContainer(AppleScript) setScriptingTransition:]
00000001cd99e554 (__TEXT,__text) non-external -[MPEffectContainer(Internal) adjustPhasesWithDuration:]
00000001cd99f0bc (__TEXT,__text) non-external -[MPEffectContainer(Internal) calculateDurationToSmallest:]
00000001cd99e6f0 (__TEXT,__text) non-external -[MPEffectContainer(Internal) cleanup]
00000001cd99ef5c (__TEXT,__text) non-external -[MPEffectContainer(Internal) convertFromEffectContainerToParallelizer]
00000001cd99ee08 (__TEXT,__text) non-external -[MPEffectContainer(Internal) convertFromParallelizerToEffectContainer]
00000001cd99e508 (__TEXT,__text) non-external -[MPEffectContainer(Internal) copyAudioPlaylist:]
00000001cd99e25c (__TEXT,__text) non-external -[MPEffectContainer(Internal) copyEffects:]
00000001cd99e38c (__TEXT,__text) non-external -[MPEffectContainer(Internal) copyFilters:]
00000001cd99e4bc (__TEXT,__text) non-external -[MPEffectContainer(Internal) copyTransition:]
00000001cd99e1fc (__TEXT,__text) non-external -[MPEffectContainer(Internal) copyVars:]
00000001cd99f6ec (__TEXT,__text) non-external -[MPEffectContainer(Internal) nearestLayerGroup]
00000001cd99e1c4 (__TEXT,__text) non-external -[MPEffectContainer(Internal) objectID]
00000001cd99e1d4 (__TEXT,__text) non-external -[MPEffectContainer(Internal) parentDocument]
00000001cd99e1bc (__TEXT,__text) non-external -[MPEffectContainer(Internal) plugID]
00000001cd99ec48 (__TEXT,__text) non-external -[MPEffectContainer(Internal) setContainerEffect:]
00000001cd99eb94 (__TEXT,__text) non-external -[MPEffectContainer(Internal) setContainerParallelizer:]
00000001cd99e740 (__TEXT,__text) non-external -[MPEffectContainer(Internal) setContainerPlug:]
00000001cd99ec94 (__TEXT,__text) non-external -[MPEffectContainer(Internal) setParentLayer:]
00000001cd99ece0 (__TEXT,__text) non-external -[MPEffectContainer(Internal) setStartTime:]
00000001cd99f494 (__TEXT,__text) non-external -[MPEffectContainer(Internal) setUserInfoAttribute:forKey:]
00000001cd99ece8 (__TEXT,__text) non-external -[MPEffectContainer(Internal) shouldBeParallelizer]
00000001cd99f4fc (__TEXT,__text) non-external -[MPEffectContainer(Internal) slideCount]
00000001cd99f5f4 (__TEXT,__text) non-external -[MPEffectContainer(Internal) textCount]
00000001cd99f4f4 (__TEXT,__text) non-external -[MPEffectContainer(Internal) userInfoAttributeForKey:]
00000001cd99e1cc (__TEXT,__text) non-external -[MPEffectContainer(Internal) uuid]
00000001cd99dcfc (__TEXT,__text) non-external -[MPEffectContainer(Private) container]
00000001cd99de30 (__TEXT,__text) non-external -[MPEffectContainer(Private) disconnectTransition]
00000001cd99dd44 (__TEXT,__text) non-external -[MPEffectContainer(Private) dump]
00000001cd99dd74 (__TEXT,__text) non-external -[MPEffectContainer(Private) findMinDuration]
00000001cd99df84 (__TEXT,__text) non-external -[MPEffectContainer(Private) fullDebugLog]
00000001cd99df74 (__TEXT,__text) non-external -[MPEffectContainer(Private) isTransitionConnected]
00000001cd99dd3c (__TEXT,__text) non-external -[MPEffectContainer(Private) plug]
00000001cd99decc (__TEXT,__text) non-external -[MPEffectContainer(Private) reconnectTransition]
00000001cd9a07ac (__TEXT,__text) non-external -[MPEffectManager allCategoryIDs]
00000001cd9a07a4 (__TEXT,__text) non-external -[MPEffectManager allEffectIDs]
00000001cd9a1620 (__TEXT,__text) non-external -[MPEffectManager aspectRatioForEffectID:]
00000001cd9a0a4c (__TEXT,__text) non-external -[MPEffectManager attributesForEffectID:andPresetID:]
00000001cd9a01b8 (__TEXT,__text) non-external -[MPEffectManager categoryIDsForEffectID:]
00000001cd9a0528 (__TEXT,__text) non-external -[MPEffectManager controlForAttribute:forEffectID:]
00000001cd99fd3c (__TEXT,__text) non-external -[MPEffectManager dealloc]
00000001cd9a11f4 (__TEXT,__text) non-external -[MPEffectManager defaultDurationsForEffectID:phaseInDuration:mainDuration:phaseOutDuration:]
00000001cd9a118c (__TEXT,__text) non-external -[MPEffectManager defaultMainDurationForEffectID:]
00000001cd9a1158 (__TEXT,__text) non-external -[MPEffectManager defaultPhaseInDurationForEffectID:]
00000001cd9a11c0 (__TEXT,__text) non-external -[MPEffectManager defaultPhaseOutDurationForEffectID:]
00000001cd9a1464 (__TEXT,__text) non-external -[MPEffectManager defaultPosterFrameTimeForEffect:]
00000001cd9a13b0 (__TEXT,__text) non-external -[MPEffectManager defaultPosterFrameTimeForEffectID:andPresetID:]
00000001cd9a0968 (__TEXT,__text) non-external -[MPEffectManager defaultStringForTextInEffectID:presetID:atIndex:]
00000001cd9a0b70 (__TEXT,__text) non-external -[MPEffectManager descriptionForEffectID:]
00000001cd9a01ec (__TEXT,__text) non-external -[MPEffectManager effectIDsForCategoryID:]
00000001cd9a0678 (__TEXT,__text) non-external -[MPEffectManager effectsWithNumOfImages:]
00000001cd9a111c (__TEXT,__text) non-external -[MPEffectManager imageInputInfoForEffectID:]
00000001cd9a0154 (__TEXT,__text) non-external -[MPEffectManager imageResourceForEffectID:withFileName:]
00000001cd9a0370 (__TEXT,__text) non-external -[MPEffectManager localizedCategoryNameFromCategoryID:]
00000001cd9a0334 (__TEXT,__text) non-external -[MPEffectManager localizedEffectNameForEffectID:]
00000001cd9a1678 (__TEXT,__text) non-external -[MPEffectManager localizedFontsForEffectID:]
00000001cd9a04e0 (__TEXT,__text) non-external -[MPEffectManager localizedSettingsUITitleForTitleKey:inEffect:]
00000001cd9a0498 (__TEXT,__text) non-external -[MPEffectManager localizedString:forEffectID:]
00000001cd9a0970 (__TEXT,__text) non-external -[MPEffectManager maxFontSizeInEffectID:presetID:atIndex:]
00000001cd9a0e88 (__TEXT,__text) non-external -[MPEffectManager mediaAspectRatioForEffectID:usingAttributes:atIndex:defaultAspectRatio:]
00000001cd9a0c68 (__TEXT,__text) non-external -[MPEffectManager mediaAspectRatioForEffectID:usingPresetID:atIndex:]
00000001cd9a0da4 (__TEXT,__text) non-external -[MPEffectManager mediaAspectRatioForEffectID:usingPresetID:atIndex:defaultAspectRatio:]
00000001cd9a0b78 (__TEXT,__text) non-external -[MPEffectManager mediaAspectRatiosForEffectID:usingPresetID:]
00000001cd9a0cc8 (__TEXT,__text) non-external -[MPEffectManager mediaAspectRatiosForEffectID:usingPresetID:defaultAspectRatio:]
00000001cd99ff1c (__TEXT,__text) non-external -[MPEffectManager numOfImagesForEffectID:]
00000001cd9a00b4 (__TEXT,__text) non-external -[MPEffectManager numOfTextsForEffectID:]
00000001cd9a15a8 (__TEXT,__text) non-external -[MPEffectManager numberOfSecondarySlidesForEffectID:]
00000001cd9a14fc (__TEXT,__text) non-external -[MPEffectManager numberOfSlidesForEffectID:]
00000001cd9a15ec (__TEXT,__text) non-external -[MPEffectManager orientationForEffectID:]
00000001cd9a0a14 (__TEXT,__text) non-external -[MPEffectManager presetIDsForEffectID:]
00000001cd9a0644 (__TEXT,__text) non-external -[MPEffectManager settingsUIControlDescriptionsForEffect:]
00000001cd9a00e4 (__TEXT,__text) non-external -[MPEffectManager thumbnailForEffectID:]
00000001cd99fee8 (__TEXT,__text) non-external -[MPEffectManager versionOfEffectID:]
00000001cd9a2bf4 (__TEXT,__text) non-external -[MPEffectManager(Internal) allowTextCustomizationForEffectID:presetID:forTextAtIndex:]
00000001cd9a1dec (__TEXT,__text) non-external -[MPEffectManager(Internal) defaultFullDurationForEffectID:]
00000001cd9a16f0 (__TEXT,__text) non-external -[MPEffectManager(Internal) defaultStringForTextInEffectID:presetID:atIndex:needsNSConversion:]
00000001cd9a2af8 (__TEXT,__text) non-external -[MPEffectManager(Internal) durationPaddingForEffectID:]
00000001cd9a2158 (__TEXT,__text) non-external -[MPEffectManager(Internal) effectDoesAccumulate:]
00000001cd9a2120 (__TEXT,__text) non-external -[MPEffectManager(Internal) effectNeedsPanoInformation:]
00000001cd9a20e8 (__TEXT,__text) non-external -[MPEffectManager(Internal) effectNeedsRandomSeedInformation:]
00000001cd9a1ed0 (__TEXT,__text) non-external -[MPEffectManager(Internal) maxNumOfImagesPerEffectInList:]
00000001cd9a27fc (__TEXT,__text) non-external -[MPEffectManager(Internal) mediaAspectRatioForEffectID:usingAttributes:atIndex:defaultAspectRatio:imageAspectRatio:]
