00007ff80974b090 (__TEXT,__const) non-external _A1_Table
00007ff840c893e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff840c89410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff840c89440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840c88990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840c896b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840c89780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840c8a710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840c8af70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840c8b170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840c8b3f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840c8b650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840c8bc50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840c89470 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff840c894a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ff840c894d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ff840c896d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840c897b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840c8a730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840c8af90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840c8b410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840c8b670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840c8bc70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840c889b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840c897e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840c8a750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840c8afb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840c8b430 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840c8b690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840c8bc90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840c97770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840c98a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840c888d0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840c894f0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840c8d440 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ff808c67830 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff808cf0250 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff808d56a90 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_16_48r
00007ff808d32800 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_16_48r56r
00007ff808d5b6e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_16_64r
00007ff808e0f210 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_16_64r72r80r88r
00007ff808d58800 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_16_80r
00007ff808e0d710 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_16_80r88r
00007ff808e07f50 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_16_96r
00007ff808e09090 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_16_96r104r
00007ff808d2e060 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_32_176r184r
00007ff808d29f20 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_32_80r
00007ff808d29940 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_32_96r
00007ff808d1bac0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff808d36270 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff808e0d1d0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r
00007ff808d56ab0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_48r
00007ff808d32840 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_48r56r
00007ff808d5b700 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_64r
00007ff808e0f270 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_64r72r80r88r
00007ff808d58820 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_80r
00007ff808e0d750 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_80r88r
00007ff808e07f70 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_96r
00007ff808e090d0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_96r104r
00007ff808d2e0b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_32_176r184r
00007ff808d29f40 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_32_80r
00007ff808d29960 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_32_96r
00007ff808d1bae0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff808d362b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff808e0d230 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00007ff808c97670 (__TEXT,__text) non-external ___detectJ137_block_invoke
                 (undefined) external ___extendhfsf2 (from libSystem)
00007ff808cf1df0 (__TEXT,__text) non-external ___get_asl_client_block_invoke
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
00007ff808d47770 (__TEXT,__text) non-external ___sClip_Planar_Float_block_invoke
00007ff808d4ba50 (__TEXT,__text) non-external ___sConvert_16SToF_preCV_block_invoke
00007ff808d4cd50 (__TEXT,__text) non-external ___sConvert_16UToF_preCV_block_invoke
00007ff808d3a1b0 (__TEXT,__text) non-external ___sConvert_16UToPlanar8_preCV_block_invoke
00007ff808d4c4c0 (__TEXT,__text) non-external ___sConvert_FTo16S_preCV_block_invoke
00007ff808d4d7a0 (__TEXT,__text) non-external ___sConvert_FTo16U_preCV_block_invoke
00007ff808d3af70 (__TEXT,__text) non-external ___sConvert_Planar16FtoPlanarF_preCV_block_invoke
00007ff808d3a790 (__TEXT,__text) non-external ___sConvert_Planar8To16U_preCV_block_invoke
00007ff808d3b580 (__TEXT,__text) non-external ___sConvert_PlanarFtoPlanar16F_preCV_block_invoke
00007ff808d48890 (__TEXT,__text) non-external ___sFloatPixelTo32BitPixel_block_invoke
00007ff808d39bc0 (__TEXT,__text) non-external ___sPermuteChannels_ARGB8888_block_invoke
00007ff808d375c0 (__TEXT,__text) non-external ___sRGB565toARGB8888_block_invoke
00007ff808e3f390 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke
00007ff808e3f450 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke_2
00007ff808e3f510 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke_3
00007ff808e3f620 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke_4
00007ff808e3b880 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke
00007ff808e3ba50 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke_2
00007ff808e3bc20 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke_3
00007ff808e3cf90 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke_4
00007ff808e39f80 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke
00007ff808e3a040 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke_2
00007ff808e3a100 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke_3
00007ff808e3a210 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke_4
00007ff808d3e510 (__TEXT,__text) non-external ___sSelectChannels_ARGB8888_block_invoke
00007ff808d3eeb0 (__TEXT,__text) non-external ___sSelectChannels_ARGBFFFF_block_invoke
                 (undefined) external ___sprintf_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___truncsfhf2 (from libSystem)
00007ff808d574f0 (__TEXT,__text) non-external ___vARGB1555toARGB8888_block_invoke
00007ff808d60020 (__TEXT,__text) non-external ___vARGB1555toPlanar8_block_invoke
00007ff808d5d8a0 (__TEXT,__text) non-external ___vARGB8888toARGB1555_block_invoke
00007ff808d5bfd0 (__TEXT,__text) non-external ___vARGB8888toRGB565_block_invoke
00007ff808d29830 (__TEXT,__text) non-external ___vFillBy16_AVX_block_invoke
00007ff808d5b580 (__TEXT,__text) non-external ___vFillBy16_block_invoke
00007ff808d20eb0 (__TEXT,__text) non-external ___vImageByteSwap_Planar16U_block_invoke
00007ff808e0ef30 (__TEXT,__text) non-external ___vImageContrastStretch_ARGBFFFF_block_invoke
00007ff808e0f2c0 (__TEXT,__text) non-external ___vImageContrastStretch_ARGBFFFF_block_invoke.4
00007ff808e0cf50 (__TEXT,__text) non-external ___vImageContrastStretch_PlanarF_block_invoke
00007ff808e0d280 (__TEXT,__text) non-external ___vImageContrastStretch_PlanarF_block_invoke.1
00007ff808d26090 (__TEXT,__text) non-external ___vImageConvert_16Fto16U_block_invoke
00007ff808d25ff0 (__TEXT,__text) non-external ___vImageConvert_16Uto16F_block_invoke
00007ff808d1c630 (__TEXT,__text) non-external ___vImageConvert_ARGB1555toRGB565_block_invoke
00007ff808d20590 (__TEXT,__text) non-external ___vImageConvert_ARGB16UToARGB8888_block_invoke
00007ff808d1b720 (__TEXT,__text) non-external ___vImageConvert_ARGB16UtoARGB8888_dithered_block_invoke
00007ff808d20380 (__TEXT,__text) non-external ___vImageConvert_ARGB16UtoPlanar16U_block_invoke
00007ff808d1fa90 (__TEXT,__text) non-external ___vImageConvert_ARGB16UtoRGB16U_block_invoke
00007ff808f62d80 (__TEXT,__text) non-external ___vImageConvert_ARGB2101010ToRGB16U_block_invoke
00007ff808f62660 (__TEXT,__text) non-external ___vImageConvert_ARGB2101010ToRGB888_block_invoke
00007ff808f634a0 (__TEXT,__text) non-external ___vImageConvert_ARGB2101010ToRGBFFF_block_invoke
00007ff808d20870 (__TEXT,__text) non-external ___vImageConvert_ARGB8888ToARGB16U_block_invoke
00007ff808d20e10 (__TEXT,__text) non-external ___vImageConvert_ARGB8888ToRGB16U_block_invoke
00007ff808d1aca0 (__TEXT,__text) non-external ___vImageConvert_ARGBFFFFtoARGB8888_dithered_block_invoke
00007ff808f77f40 (__TEXT,__text) non-external ___vImageConvert_AnyToAny_block_invoke
00007ff808d1ff70 (__TEXT,__text) non-external ___vImageConvert_BGRA16UtoRGB16U_block_invoke
00007ff808d20010 (__TEXT,__text) non-external ___vImageConvert_Planar16UtoARGB16U_block_invoke
00007ff808d1af40 (__TEXT,__text) non-external ___vImageConvert_Planar16UtoPlanar8_dithered_block_invoke
00007ff808d204a0 (__TEXT,__text) non-external ___vImageConvert_Planar16UtoRGB16U_block_invoke
00007ff808d223d0 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar1_block_invoke
00007ff808d22470 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar1_block_invoke.45
00007ff808d22a40 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar2_block_invoke
00007ff808d22ae0 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar2_block_invoke.48
00007ff808d230a0 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar4_block_invoke
00007ff808d23140 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar4_block_invoke.51
00007ff808d1a6b0 (__TEXT,__text) non-external ___vImageConvert_PlanarFtoPlanar8_dithered_block_invoke
00007ff808f63110 (__TEXT,__text) non-external ___vImageConvert_RGB16UToARGB2101010_block_invoke
00007ff808d20b50 (__TEXT,__text) non-external ___vImageConvert_RGB16UToARGB8888_block_invoke
00007ff808d1f5a0 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoARGB16U_block_invoke
00007ff808d1f9a0 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoBGRA16U_block_invoke
00007ff808d1b1c0 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoRGB888_dithered_block_invoke
00007ff808d1f690 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoRGBA16U_block_invoke
00007ff808d1ca50 (__TEXT,__text) non-external ___vImageConvert_RGB565toARGB1555_block_invoke
00007ff808d1c3b0 (__TEXT,__text) non-external ___vImageConvert_RGB565toRGB888_block_invoke
00007ff808d1c810 (__TEXT,__text) non-external ___vImageConvert_RGB565toRGBA5551_block_invoke
00007ff808f629f0 (__TEXT,__text) non-external ___vImageConvert_RGB888ToARGB2101010_block_invoke
00007ff808d1fd00 (__TEXT,__text) non-external ___vImageConvert_RGBA16UtoRGB16U_block_invoke
00007ff808d1c4f0 (__TEXT,__text) non-external ___vImageConvert_RGBA5551toRGB565_block_invoke
00007ff808f63830 (__TEXT,__text) non-external ___vImageConvert_RGBFFFToARGB2101010_block_invoke
00007ff808d1a970 (__TEXT,__text) non-external ___vImageConvert_RGBFFFtoRGB888_dithered_block_invoke
00007ff808f62290 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB16F_block_invoke
00007ff808f61af0 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB16Q12_block_invoke
00007ff808f61730 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB16U_block_invoke
00007ff808f61370 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB8888_block_invoke
00007ff808f61ec0 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGBFFFF_block_invoke
00007ff808d877f0 (__TEXT,__text) non-external ___vImageConvolveMultiKernel_ARGB8888_block_invoke
00007ff808d88bb0 (__TEXT,__text) non-external ___vImageConvolveMultiKernel_ARGBFFFF_block_invoke
00007ff808c8dba0 (__TEXT,__text) non-external ___vImageConvolveWithBias_Planar8_block_invoke
00007ff808d874b0 (__TEXT,__text) non-external ___vImageConvolveWithBias_PlanarF_block_invoke
00007ff808d865c0 (__TEXT,__text) non-external ___vImageConvolve_block_invoke
00007ff808cd5550 (__TEXT,__text) non-external ___vImageCopyBuffer_block_invoke
00007ff808e330b0 (__TEXT,__text) non-external ___vImageDilate_ARGB8888_block_invoke
00007ff808e35010 (__TEXT,__text) non-external ___vImageDilate_ARGBFFFF_block_invoke
00007ff808e30240 (__TEXT,__text) non-external ___vImageDilate_Planar8_block_invoke
00007ff808e31150 (__TEXT,__text) non-external ___vImageDilate_PlanarF_block_invoke
00007ff808e26350 (__TEXT,__text) non-external ___vImageEndsInContrastStretch_ARGBFFFF_block_invoke
00007ff808e24e70 (__TEXT,__text) non-external ___vImageEndsInContrastStretch_PlanarF_block_invoke
00007ff808e08e90 (__TEXT,__text) non-external ___vImageEqualization_ARGBFFFF_block_invoke
00007ff808e07d00 (__TEXT,__text) non-external ___vImageEqualization_PlanarF_block_invoke
00007ff808e32b80 (__TEXT,__text) non-external ___vImageErode_ARGB8888_block_invoke
00007ff808e34ae0 (__TEXT,__text) non-external ___vImageErode_ARGBFFFF_block_invoke
00007ff808e30130 (__TEXT,__text) non-external ___vImageErode_Planar8_block_invoke
00007ff808e30c20 (__TEXT,__text) non-external ___vImageErode_PlanarF_block_invoke
00007ff808d1e1c0 (__TEXT,__text) non-external ___vImageExtractChannel_ARGB16U_block_invoke
00007ff808d1e0e0 (__TEXT,__text) non-external ___vImageExtractChannel_ARGB8888_block_invoke
00007ff808d1e2a0 (__TEXT,__text) non-external ___vImageExtractChannel_ARGBFFFF_block_invoke
00007ff808d51ee0 (__TEXT,__text) non-external ___vImageFlatten_ARGB16Q12_block_invoke
00007ff808d21160 (__TEXT,__text) non-external ___vImageFlatten_ARGB16U_block_invoke
00007ff808d1e520 (__TEXT,__text) non-external ___vImageFlatten_ARGB8888ToRGB888_block_invoke
00007ff808d51b10 (__TEXT,__text) non-external ___vImageFlatten_ARGB8888_block_invoke
00007ff808d1ee10 (__TEXT,__text) non-external ___vImageFlatten_ARGBFFFFToRGBFFF_block_invoke
00007ff808d216c0 (__TEXT,__text) non-external ___vImageFlatten_ARGBFFFF_block_invoke
00007ff808d1eb00 (__TEXT,__text) non-external ___vImageFlatten_BGRA8888ToRGB888_block_invoke
00007ff808d1f470 (__TEXT,__text) non-external ___vImageFlatten_BGRAFFFFToRGBFFF_block_invoke
00007ff808d52210 (__TEXT,__text) non-external ___vImageFlatten_RGBA16Q12_block_invoke
00007ff808d21410 (__TEXT,__text) non-external ___vImageFlatten_RGBA16U_block_invoke
00007ff808d1e810 (__TEXT,__text) non-external ___vImageFlatten_RGBA8888ToRGB888_block_invoke
00007ff808d51bb0 (__TEXT,__text) non-external ___vImageFlatten_RGBA8888_block_invoke
00007ff808d1f140 (__TEXT,__text) non-external ___vImageFlatten_RGBAFFFFToRGBFFF_block_invoke
00007ff808d21970 (__TEXT,__text) non-external ___vImageFlatten_RGBAFFFF_block_invoke
00007ff808e45e90 (__TEXT,__text) non-external ___vImageGamma_PlanarF_block_invoke
00007ff808e45f40 (__TEXT,__text) non-external ___vImageGamma_PlanarF_block_invoke_2
00007ff808e45340 (__TEXT,__text) non-external ___vImageGamma_PlanarFtoPlanar8_block_invoke
00007ff808e0b8f0 (__TEXT,__text) non-external ___vImageHistogramSpecification_ARGBFFFF_block_invoke
00007ff808e09c60 (__TEXT,__text) non-external ___vImageHistogramSpecification_PlanarF_block_invoke
00007ff808dfa9b0 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGB16S_block_invoke
00007ff808dfa650 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGB16U_block_invoke
00007ff808dfa2f0 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGB8888_block_invoke
00007ff808dfaca0 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGBFFFF_block_invoke
00007ff808df9d00 (__TEXT,__text) non-external ___vImageHorizontalReflect_Planar16U_block_invoke
