0000000180447a00 (__TEXT,__text) external _NSAddImage
0000000180463e14 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
000000018045e588 (__TEXT,__text) non-external ____ZN3lsl9Allocator16defaultAllocatorEv_block_invoke
000000018044a58c (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
000000018044a36c (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
000000018044aa18 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
000000018044a6f0 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
00000001804497bc (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke
000000018044994c (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke.3
000000018044cbcc (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
000000018044cf8c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
000000018044d7f8 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
0000000180464b9c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
000000018044da6c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
0000000180464bc8 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
000000018044d190 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke
0000000180464b70 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke.cold.1
000000018044d61c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke_2
000000018044c150 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
0000000180456e80 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke
0000000180456f58 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke_2
0000000180457124 (__TEXT,__text) non-external ____ZNK15DyldSharedCache7inCacheEPKvmRb_block_invoke
0000000180446ef4 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
000000018045b76c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
000000018045b410 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
000000018045b64c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
000000018045b990 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
0000000180445cd0 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
000000018045b698 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
0000000180446af8 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
000000018044fc68 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_8clEv_block_invoke
000000018044fc7c (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_9clEv_block_invoke
000000018044f350 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke
000000018044f560 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke_2
000000018044f578 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke
000000018044f788 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke_2
0000000180458fbc (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00000001d3915e48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d3915e68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001daad8300 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001daad8588 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001daad8618 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001daad8728 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001daad8bd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001daad8a20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.117
00000001daad8a50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.122
00000001daad8a80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.125
00000001daad86a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.13
00000001daad8360 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.14
00000001daad86d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001daad8788 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001d3915c98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00000001daad8390 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001daad85b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001daad83c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.19
00000001daad8758 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001daad85e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.21
00000001daad87b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.21
00000001daad83f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000001daad87e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.25
00000001daad8818 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.27
00000001daad8848 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.29
00000001d3915e88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001daad8c08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.3
00000001daad8878 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.32
00000001daad88a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.36
00000001daad88d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.39
00000001d3915cb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000001d3915b58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001daad8940 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.46
00000001d3915ea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001d3915b78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00000001d3915b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001daad8420 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
00000001daad8450 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
00000001d3915ec8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001daad8330 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001daad8648 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001daad8970 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.60
00000001daad8480 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
00000001d3915bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001d3915e28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00000001d3915bd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001d3915bf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00000001d3915c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001d3915c38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001d3915c58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001d3915c78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00000001daad89c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.87
00000001daad8678 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001daad89f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.90
00000001daad8708 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001daad89a0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001daad8b08 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libcompiler_rt)
000000018044d630 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000180457074 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
000000018044a410 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
000000018044a85c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
0000000180456bd0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
000000018044988c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
000000018045b9ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
000000018045a09c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
0000000180449a10 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
000000018044d640 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001804570d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
000000018044a460 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
000000018044a8bc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
0000000180456be0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001804498dc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
0000000180449a70 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
000000018045a11c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
0000000180457914 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
0000000180457840 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
0000000180457df8 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
0000000180457670 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
000000018045776c (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00000001804643cc (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00000001d6c2d850 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
0000000180447a84 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
0000000180446d14 (__TEXT,__text) external __dyld_atfork_parent
0000000180446ce0 (__TEXT,__text) external __dyld_atfork_prepare
0000000180447ac4 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00000001804483d0 (__TEXT,__text) external __dyld_dlopen_atfork_child
000000018044839c (__TEXT,__text) external __dyld_dlopen_atfork_parent
0000000180448368 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00000001804481c4 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
0000000180448324 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
0000000180448184 (__TEXT,__text) external __dyld_find_protocol_conformance
00000001804482e0 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
0000000180446b60 (__TEXT,__text) external __dyld_find_unwind_sections
00000001804461c4 (__TEXT,__text) external __dyld_for_each_objc_class
0000000180445ea0 (__TEXT,__text) external __dyld_for_each_objc_protocol
000000018044859c (__TEXT,__text) external __dyld_for_objc_header_opt_ro
0000000180448568 (__TEXT,__text) external __dyld_for_objc_header_opt_rw
00000001804474f8 (__TEXT,__text) external __dyld_fork_child
0000000180448238 (__TEXT,__text) external __dyld_get_dlopen_image_header
00000001804460b0 (__TEXT,__text) external __dyld_get_image_header
0000000180447bc8 (__TEXT,__text) external __dyld_get_image_header_containing_address
0000000180446080 (__TEXT,__text) external __dyld_get_image_name
000000018044674c (__TEXT,__text) external __dyld_get_image_slide
0000000180446ca4 (__TEXT,__text) external __dyld_get_image_uuid
0000000180446d48 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
0000000180445b9c (__TEXT,__text) external __dyld_get_objc_selector
00000001804480b0 (__TEXT,__text) external __dyld_get_prog_image_header
0000000180445b64 (__TEXT,__text) external __dyld_get_shared_cache_range
0000000180446114 (__TEXT,__text) external __dyld_get_shared_cache_uuid
0000000180447f8c (__TEXT,__text) external __dyld_has_fix_for_radar
00000001804482a8 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
0000000180447acc (__TEXT,__text) external __dyld_image_containing_address
0000000180446054 (__TEXT,__text) external __dyld_image_count
000000018044679c (__TEXT,__text) external __dyld_images_for_addresses
0000000180446e10 (__TEXT,__text) external __dyld_initializer
0000000180445f48 (__TEXT,__text) external __dyld_is_memory_immutable
0000000180447f50 (__TEXT,__text) external __dyld_is_objc_constant
0000000180448530 (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
0000000180447f1c (__TEXT,__text) external __dyld_launch_mode
0000000180447a44 (__TEXT,__text) external __dyld_launched_prebound
0000000180447b04 (__TEXT,__text) external __dyld_lookup_and_bind
0000000180447b88 (__TEXT,__text) external __dyld_lookup_and_bind_fully
0000000180447b44 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
0000000180448404 (__TEXT,__text) external __dyld_lookup_section_info
0000000180447ee8 (__TEXT,__text) external __dyld_missing_symbol_abort
000000018044811c (__TEXT,__text) external __dyld_objc_class_count
0000000180445b24 (__TEXT,__text) external __dyld_objc_notify_register
0000000180448270 (__TEXT,__text) external __dyld_objc_register_callbacks
0000000180448150 (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
0000000180447a3c (__TEXT,__text) external __dyld_present
0000000180458e14 (__TEXT,__text) external __dyld_process_info_create
00000001804596d0 (__TEXT,__text) external __dyld_process_info_for_each_aot_image
0000000180459670 (__TEXT,__text) external __dyld_process_info_for_each_image
00000001804596d4 (__TEXT,__text) external __dyld_process_info_for_each_segment
0000000180459628 (__TEXT,__text) external __dyld_process_info_get_aot_cache
0000000180459614 (__TEXT,__text) external __dyld_process_info_get_cache
0000000180459650 (__TEXT,__text) external __dyld_process_info_get_platform
00000001804595f8 (__TEXT,__text) external __dyld_process_info_get_state
00000001804640a0 (__TEXT,__text) external __dyld_process_info_notify
000000018046412c (__TEXT,__text) external __dyld_process_info_notify_main
0000000180464180 (__TEXT,__text) external __dyld_process_info_notify_release
0000000180464170 (__TEXT,__text) external __dyld_process_info_notify_retain
0000000180459658 (__TEXT,__text) external __dyld_process_info_release
0000000180459644 (__TEXT,__text) external __dyld_process_info_retain
00000001804484f8 (__TEXT,__text) external __dyld_pseudodylib_deregister
000000018044847c (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
00000001804484b4 (__TEXT,__text) external __dyld_pseudodylib_register
0000000180448444 (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
0000000180447eb0 (__TEXT,__text) external __dyld_register_driverkit_main
0000000180445edc (__TEXT,__text) external __dyld_register_for_bulk_image_loads
0000000180446e54 (__TEXT,__text) external __dyld_register_for_image_loads
00000001804458f0 (__TEXT,__text) external __dyld_register_func_for_add_image
0000000180446184 (__TEXT,__text) external __dyld_register_func_for_remove_image
0000000180447ffc (__TEXT,__text) external __dyld_shared_cache_contains_path
0000000180447e7c (__TEXT,__text) external __dyld_shared_cache_is_locally_built
0000000180447e48 (__TEXT,__text) external __dyld_shared_cache_optimized
0000000180447fc4 (__TEXT,__text) external __dyld_shared_cache_real_path
0000000180448204 (__TEXT,__text) external __dyld_swift_optimizations_version
00000001804480e4 (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
0000000180446c04 (__TEXT,__text) external __tlv_atexit
0000000180447c04 (__TEXT,__text) external __tlv_bootstrap
0000000180446d78 (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort_report_np (from libsystem_c)
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
0000000180446c70 (__TEXT,__text) external _dladdr
0000000180446bd4 (__TEXT,__text) external _dlclose
0000000180446dac (__TEXT,__text) external _dlerror
0000000180446264 (__TEXT,__text) external _dlopen
0000000180448074 (__TEXT,__text) external _dlopen_audited
0000000180448034 (__TEXT,__text) external _dlopen_from
0000000180446c40 (__TEXT,__text) external _dlopen_preflight
00000001804462a8 (__TEXT,__text) external _dlsym
00000001804685a8 (__TEXT,__const) external _dyldVersionNumber
0000000180468580 (__TEXT,__const) external _dyldVersionString
0000000180447c00 (__TEXT,__text) external _dyld_dynamic_interpose
0000000180457850 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
000000018045777c (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
0000000180445e38 (__TEXT,__text) external _dyld_get_active_platform
0000000180446dd8 (__TEXT,__text) external _dyld_get_base_platform
0000000180447dd0 (__TEXT,__text) external _dyld_get_image_versions
0000000180447390 (__TEXT,__text) external _dyld_get_min_os_version
00000001804466e0 (__TEXT,__text) external _dyld_get_program_min_os_version
0000000180445bd4 (__TEXT,__text) external _dyld_get_program_sdk_version
0000000180446b9c (__TEXT,__text) external _dyld_get_sdk_version
0000000180446230 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
0000000180457a18 (__TEXT,__text) external _dyld_image_content_for_section
0000000180457a14 (__TEXT,__text) external _dyld_image_content_for_segment
0000000180457a1c (__TEXT,__text) external _dyld_image_copy_uuid
0000000180457ac8 (__TEXT,__text) external _dyld_image_for_each_section_info
0000000180457ac4 (__TEXT,__text) external _dyld_image_for_each_segment_info
0000000180457ad0 (__TEXT,__text) external _dyld_image_get_file_path
0000000180457acc (__TEXT,__text) external _dyld_image_get_installname
00000001804465e8 (__TEXT,__text) external _dyld_image_header_containing_address
0000000180457c30 (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
000000018044614c (__TEXT,__text) external _dyld_image_path_containing_address
0000000180447ce8 (__TEXT,__text) external _dyld_is_simulator_platform
0000000180447d5c (__TEXT,__text) external _dyld_minos_at_least
0000000180447e0c (__TEXT,__text) external _dyld_need_closure
0000000180457320 (__TEXT,__text) external _dyld_process_create_for_current_task
00000001804571a8 (__TEXT,__text) external _dyld_process_create_for_task
0000000180457334 (__TEXT,__text) external _dyld_process_dispose
00000001d5ab0088 (__DATA,__common) external _dyld_process_has_objc_patches
00000001804460e0 (__TEXT,__text) external _dyld_process_is_restricted
0000000180457394 (__TEXT,__text) external _dyld_process_register_for_event_notification
0000000180457364 (__TEXT,__text) external _dyld_process_register_for_image_notifications
00000001804573c8 (__TEXT,__text) external _dyld_process_snapshot_create_for_process
000000018045746c (__TEXT,__text) external _dyld_process_snapshot_create_from_data
0000000180466980 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
00000001804669ac (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00000001804575a4 (__TEXT,__text) external _dyld_process_snapshot_dispose
00000001804575e8 (__TEXT,__text) external _dyld_process_snapshot_for_each_image
0000000180457680 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00000001804573c4 (__TEXT,__text) external _dyld_process_unregister_for_notification
0000000180447d98 (__TEXT,__text) external _dyld_program_minos_at_least
0000000180446714 (__TEXT,__text) external _dyld_program_sdk_at_least
0000000180447d20 (__TEXT,__text) external _dyld_sdk_at_least
00000001804576d0 (__TEXT,__text) external _dyld_shared_cache_copy_uuid
0000000180447c74 (__TEXT,__text) external _dyld_shared_cache_file_path
0000000180447ca8 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00000001804576fc (__TEXT,__text) external _dyld_shared_cache_for_each_file
0000000180457700 (__TEXT,__text) external _dyld_shared_cache_for_each_image
0000000180457ad4 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
0000000180457924 (__TEXT,__text) external _dyld_shared_cache_for_file
00000001804576c4 (__TEXT,__text) external _dyld_shared_cache_get_base_address
00000001804576c8 (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00000001804576cc (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
0000000180447c38 (__TEXT,__text) external _dyld_shared_cache_iterate_text
00000001804576bc (__TEXT,__text) external _dyld_shared_cache_pin_mapping
0000000180445e6c (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00000001804576c0 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
0000000180457ad8 (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00000001d6c2d848 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00000001d5ab0048 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getfsstat (from libsystem_kernel)
00000001804474b8 (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
0000000180464188 (__TEXT,__text) external _macho_arch_name_for_cpu_type
00000001804641c0 (__TEXT,__text) external _macho_arch_name_for_mach_header
00000001804643fc (__TEXT,__text) external _macho_best_slice
0000000180464460 (__TEXT,__text) external _macho_best_slice_in_fd
0000000180464184 (__TEXT,__text) external _macho_cpu_type_for_arch_name
00000001804648dc (__TEXT,__text) external _macho_dylib_install_name
0000000180464208 (__TEXT,__text) external _macho_for_each_slice
000000018046426c (__TEXT,__text) external _macho_for_each_slice_in_fd
                 (undefined) external _malloc (from libsystem_malloc)
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _openbyid_np (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libsystem_platform)
                 (undefined) external _os_unfair_lock_assert_owner (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock_forked_child (from libsystem_platform)
                 (undefined) external _pid_for_task (from libsystem_kernel)
                 (undefined) external _pread (from libsystem_kernel)
                 (undefined) external _proc_regionfilename (from libsystem_kernel)
                 (undefined) external _pthread_create (from libsystem_pthread)
                 (undefined) external _pthread_detach (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _readdir_r (from libsystem_c)
                 (undefined) external _realpath$DARWIN_EXTSN (from libsystem_c)
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strlcat (from libsystem_c)
                 (undefined) external _strlcpy (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncmp (from libsystem_c)
                 (undefined) external _strncpy (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
                 (undefined) external _strstr (from libsystem_c)
                 (undefined) external _task_dyld_process_info_notify_deregister (from libsystem_kernel)
                 (undefined) external _task_dyld_process_info_notify_register (from libsystem_kernel)
                 (undefined) external _task_info (from libsystem_kernel)
                 (undefined) external _task_map_corpse_info_64 (from libsystem_kernel)
0000000180446620 (__TEXT,__text) non-external (was a private external) _tlv_get_addr
                 (undefined) external _usleep (from libsystem_c)
                 (undefined) external _uuid_is_null (from libsystem_c)
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_copy (from libsystem_kernel)
