                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000219404028 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020af124f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMapping14ZeroCopySourceC1EPS2_Pvm
000000020af12488 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMapping14ZeroCopySourceC2EPS2_Pvm
000000020af12388 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMapping17AddRangeReferenceEPvm
000000020af122a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMapping23_DetachReferencedRangesEv
000000020af12384 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMappingD1Ev
000000020af12248 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_FileMappingD2Ev
000000020af191d4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile12_WriteFieldsERNS1_7_WriterE
000000020af21294 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile15_IsKnownSectionEPKc
000000020af194d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile15_WriteFieldSetsERNS1_7_WriterE
000000020af17388 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile17_AddDeferredSpecsEv
000000020af15cf0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile20_DeleteValueHandlersEv
000000020af13448 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile23GetSoftwareVersionTokenEv
000000020af13854 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile23_DoAllTypeRegistrationsEv
000000020af1a6c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile27_BuildDecompressedPathsImplERKNSt3__16vectorIjNS2_9allocatorIjEEEERKNS3_IiNS4_IiEEEESC_mNS_7SdfPathERNS_14WorkDispatcherE
000000020af17fbc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile29_ClearValueHandlerDedupTablesEv
000000020af12fc8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile4OpenERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020af21444 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile4SpecC1ERKNS1_10Spec_0_0_1E
000000020af21430 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile4SpecC2ERKNS1_10Spec_0_0_1E
000000020af16820 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6Packer5CloseEv
000000020af17168 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6PackerC1EOS2_
000000020af17158 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6PackerC2EOS2_
000000020af171c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6PackerD1Ev
000000020af17188 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6PackerD2Ev
000000020af17178 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6PackeraSEOS2_
000000020af16b34 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile6_WriteEv
000000020af1262c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile7CanReadERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020af18a94 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile8_AddPathERKNS_7SdfPathE
000000020af183a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile8_AddSpecERKNS_7SdfPathENS_11SdfSpecTypeERKNSt3__16vectorINS6_4pairINS_7TfTokenENS_7VtValueEEENS6_9allocatorISB_EEEE
000000020af17ec4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile8_SectionC1EPKcxx
000000020af21500 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile8_SectionC2EPKcxx
000000020af12b2c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile9CreateNewEv
000000020af17c08 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile9_AddFieldERKNSt3__14pairINS_7TfTokenENS_7VtValueEEE
000000020af16740 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile9_AddTokenERKNS_7TfTokenE
000000020af13e14 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile9_InitMMapEv
000000020af12e40 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFile9_MmapFileEPKcP7__sFILE
000000020af13444 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC1ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERKNS2_10shared_ptrINS_7ArAssetEEE
000000020af1343c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC1ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEESA_N5boost13intrusive_ptrINS1_12_FileMappingEEERKNS2_10shared_ptrINS_7ArAssetEEE
000000020af13440 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC1ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEESA_ONS1_10_FileRangeERKNS2_10shared_ptrINS_7ArAssetEEE
000000020af12c0c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC1Eb
000000020af14da4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC2ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERKNS2_10shared_ptrINS_7ArAssetEEE
000000020af13b70 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC2ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEESA_N5boost13intrusive_ptrINS1_12_FileMappingEEERKNS2_10shared_ptrINS_7ArAssetEEE
000000020af1462c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC2ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEESA_ONS1_10_FileRangeERKNS2_10shared_ptrINS_7ArAssetEEE
000000020af135b8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileC2Eb
000000020af16404 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileD1Ev
000000020af156dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFile9CrateFileD2Ev
000000020af21598 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFilelsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEENS0_8ValueRepE
000000020af21614 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFilelsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEERKNS0_11TimeSamplesE
000000020af21674 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Usd_CrateFilelsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEERKNS0_5IndexE
000000020aca5c68 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13Vt_HashDetail28_IssueUnimplementedHashErrorERKSt9type_info
000000020ac98d44 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EE11GetTypeNameEv
000000020ac98e34 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EE11ManufactureERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020b671bd0 (__TEXT,__const) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EE1NE
000000020ac98dac (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EE3NewEv
000000020ac98e04 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EEC1Ev
000000020ac98f84 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EEC2Ev
000000020ac98d04 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EED0Ev
000000020ac98cc8 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EED1Ev
000000020ac98c8c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi1EED2Ev
000000020ac9906c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EE11GetTypeNameEv
000000020ac9915c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EE11ManufactureERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020b671bd4 (__TEXT,__const) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EE1NE
000000020ac990d4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EE3NewEv
000000020ac9912c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EEC1Ev
000000020ac992ac (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EEC2Ev
000000020ac9902c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EED0Ev
000000020ac98ff0 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EED1Ev
000000020ac98fb4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi2EED2Ev
000000020ac99394 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EE11GetTypeNameEv
000000020ac99484 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EE11ManufactureERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020b671bd8 (__TEXT,__const) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EE1NE
000000020ac993fc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EE3NewEv
000000020ac99454 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EEC1Ev
000000020ac995d4 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EEC2Ev
000000020ac99354 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EED0Ev
000000020ac99318 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EED1Ev
000000020ac992dc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi3EED2Ev
000000020ac996bc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EE11GetTypeNameEv
000000020ac997ac (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EE11ManufactureERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
000000020b671bdc (__TEXT,__const) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EE1NE
000000020ac99724 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EE3NewEv
000000020ac9977c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EEC1Ev
000000020ac998fc (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EEC2Ev
000000020ac9967c (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EED0Ev
000000020ac99640 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EED1Ev
000000020ac99604 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__13_TestPlugBaseILi4EED2Ev
000000020abef2cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14ArchFileAdviseEP7__sFILExmNS_14ArchFileAdviceE
000000020abf16f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14ArchMallocHook10InitializeEPFPvmPKvEPFS1_S1_mS3_EPFS1_mmS3_EPFvS1_S3_EPNSt3__112basic_stringIcNSC_11char_traitsIcEENSC_9allocatorIcEEEE
000000020abf16c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14ArchMallocHook13IsInitializedEv
000000020b3b9320 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdBufferSourceD0Ev
000000020b3b931c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdBufferSourceD1Ev
000000020b3b9318 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdBufferSourceD2Ev
0000000219651858 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdCameraTokensE
000000020b40eda4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdGetValueDataERKNS_7VtValueE
000000020b3d2590 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopology16ComputeNumPointsERKNS_7VtArrayIiEE
000000020b3d2a44 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopology17IsEnabledAdaptiveEv
000000020b3d262c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC1ERKNS_17PxOsdMeshTopologyEi
000000020b3d2854 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC1ERKNS_7TfTokenES3_RKNS_7VtArrayIiEES7_S7_i
000000020b3d2740 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC1ERKNS_7TfTokenES3_RKNS_7VtArrayIiEES7_i
000000020b3d247c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC1ERKS0_i
000000020b3d2304 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC1Ev
000000020b3d2480 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC2ERKNS_17PxOsdMeshTopologyEi
000000020b3d2744 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC2ERKNS_7TfTokenES3_RKNS_7VtArrayIiEES7_S7_i
000000020b3d2630 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC2ERKNS_7TfTokenES3_RKNS_7VtArrayIiEES7_i
000000020b3d2308 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC2ERKS0_i
000000020b3d2204 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyC2Ev
000000020b3d2938 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyD0Ev
000000020b3d2934 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyD1Ev
000000020b3d2858 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyD2Ev
000000020b3d2960 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdMeshTopologyaSERKS0_
00000002196518d0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdOptionTokensE
000000020b3e7eb4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBuffer4SyncEPNS_15HdSceneDelegateEPNS_13HdRenderParamEPj
000000020b3e7fd8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBuffer8FinalizeEPNS_13HdRenderParamE
000000020b3e7e6c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBufferC2ERKNS_7SdfPathE
000000020b3e7ea8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBufferD0Ev
000000020b3e7ea4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBufferD1Ev
000000020b3e7ea0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderBufferD2Ev
000000020b3f7b0c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread10StopRenderEv
000000020b3f76e8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread10StopThreadEv
000000020b3f7afc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread11IsRenderingEv
000000020b3f7b84 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread11PauseRenderEv
000000020b3f7a78 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread11StartRenderEv
000000020b3f77f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread11StartThreadEv
000000020b3f7934 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread11_RenderLoopEv
000000020b3f7bf0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread12IsPauseDirtyEv
000000020b3f7b9c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread12ResumeRenderEv
000000020b3f7bb4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread15IsStopRequestedEv
000000020b3f7a68 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread15IsThreadRunningEv
000000020b3f7c00 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread15LockFramebufferEv
000000020b3f7be0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread16IsPauseRequestedEv
000000020b3f7770 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread17SetRenderCallbackENSt3__18functionIFvvEEE
000000020b3f77e8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread19SetShutdownCallbackENSt3__18functionIFvvEEE
000000020b3f7544 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread22_DefaultRenderCallbackEv
000000020b3f759c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThread24_DefaultShutdownCallbackEv
000000020b3f75a0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThreadC1Ev
000000020b3f7498 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThreadC2Ev
000000020b3f776c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThreadD1Ev
000000020b3f764c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdRenderThreadD2Ev
00000002196518a8 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14HdShaderTokensE
000000020b3c9b80 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hd_FlatNormals18ComputeFlatNormalsEPKNS_14HdMeshTopologyEPKNS_7GfVec3dE
000000020b3c9a08 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hd_FlatNormals18ComputeFlatNormalsEPKNS_14HdMeshTopologyEPKNS_7GfVec3fE
000000020b3c9e70 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hd_FlatNormals24ComputeFlatNormalsPackedEPKNS_14HdMeshTopologyEPKNS_7GfVec3dE
000000020b3c9cf8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hd_FlatNormals24ComputeFlatNormalsPackedEPKNS_14HdMeshTopologyEPKNS_7GfVec3fE
000000020b3aa254 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hf_PluginEntry10SetFactoryERNS_6TfTypeERNSt3__18functionIFPNS_12HfPluginBaseEvEEE
000000020b3aa0cc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hf_PluginEntry11DecRefCountEv
000000020b3a9fec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hf_PluginEntry11IncRefCountEv
000000020b3a9e8c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hf_PluginEntryC1EOS0_
000000020b3a9d40 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hf_PluginEntryC1ERKNS_6TfTypeERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEEi
000000020b3a9e50 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hf_PluginEntryC2EOS0_
000000020b3a9cfc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hf_PluginEntryC2ERKNS_6TfTypeERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEEi
000000020b3a9e4c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hf_PluginEntryD1Ev
000000020b3a9d84 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hf_PluginEntryD2Ev
000000020b3a9ec8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Hf_PluginEntryaSEOS0_
000000020aeaad5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14PcpInstanceKeyC1ERKNS_12PcpPrimIndexE
000000020aeaa6dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14PcpInstanceKeyC1Ev
000000020aeaa6f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14PcpInstanceKeyC2ERKNS_12PcpPrimIndexE
000000020aeaa6c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14PcpInstanceKeyC2Ev
000000020aeb99c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14PcpMapFunction15IdentityPathMapEv
000000020aeb9b84 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14PcpMapFunction4SwapERS0_
000000020aeb906c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14PcpMapFunction6CreateERKNSt3__13mapINS_7SdfPathES3_NS3_12FastLessThanENS1_9allocatorINS1_4pairIKS3_S3_EEEEEERKNS_14SdfLayerOffsetE
000000020aeb9434 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14PcpMapFunction8IdentityEv
000000020aeb9040 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14PcpMapFunctionC1EPKNSt3__14pairINS_7SdfPathES3_EES6_NS_14SdfLayerOffsetEb
000000020aeb9014 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14PcpMapFunctionC2EPKNSt3__14pairINS_7SdfPathES3_EES6_NS_14SdfLayerOffsetEb
000000020aea8e8c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14PcpRaiseErrorsERKNSt3__16vectorINS0_10shared_ptrINS_12PcpErrorBaseEEENS0_9allocatorIS4_EEEE
000000020ae73b94 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__14Pcp_FormatSiteERKNS_17PcpLayerStackSiteE
