000000023aa1a320 (__TEXT,__const) external _ModelManagerServicesVersionNumber
0000000273aa3c18 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20ModelManagerServices28TaskCancellingXPCPeerHandler
0000000273aa35a0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20ModelManagerServices30RunningBoardSelfAssertionToken
0000000273aa3c80 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20ModelManagerServices32TaskCancellingXPCReceivedMessage
0000000273aa3d30 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20ModelManagerServices37InferenceProviderXPCRequestDispatcher
0000000273aa3f80 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20ModelManagerServices47PerRequestInferenceProviderXPCRequestDispatcher
0000000273aa3450 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20ModelManagerServices7Session
0000000273aa2890 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC20ModelManagerServices9Assertion
0000000273aa3e88 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCC20ModelManagerServices37InferenceProviderXPCRequestDispatcher24StreamExclusivityWrapper
0000000273aa2980 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCC20ModelManagerServices9Assertion10Collection
0000000273aa3b50 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCCV20ModelManagerServices16InferenceMonitor17DaemonEventSource7Handler
0000000273aa39c8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCV20ModelManagerServices16InferenceMonitor13AsyncIterator
0000000273aa3aa0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCV20ModelManagerServices16InferenceMonitor17DaemonEventSource
0000000273aa2e30 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCV20ModelManagerServices24InferenceProviderAdapter13StreamAdapter
0000000273aa3650 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA_MMAssertion
0000000273aa3050 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices11_OSActivity
0000000273aa2fc0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices14ModelXPCSender
0000000273aa3128 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices14OneShotRequest
0000000273aa31d8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices16StreamingRequest
0000000273aa3848 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices18ModelServiceClient
0000000273aa40e8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices20OSEligibilityChecker
0000000273aa3288 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices21ModelXPCCachedSession
0000000273aa2ee8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices26InferenceProviderXPCSender
0000000273aa4010 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices26RunningBoardSelfAssertions
0000000273aa3558 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices30RunningBoardSelfAssertionToken
0000000273aa3ce8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices37InferenceProviderXPCRequestDispatcher
0000000273aa3f38 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices47PerRequestInferenceProviderXPCRequestDispatcher
0000000273aa3408 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices7Session
0000000273aa2848 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC20ModelManagerServices9Assertion
0000000273aa3378 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCC20ModelManagerServices21ModelXPCCachedSession25CancellationHandlerHandle
0000000273aa3e40 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCC20ModelManagerServices37InferenceProviderXPCRequestDispatcher24StreamExclusivityWrapper
0000000273aa2938 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCC20ModelManagerServices9Assertion10Collection
0000000273aa3b08 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCCV20ModelManagerServices16InferenceMonitor17DaemonEventSource7Handler
0000000273aa3980 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCV20ModelManagerServices16InferenceMonitor13AsyncIterator
0000000273aa3a58 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCV20ModelManagerServices16InferenceMonitor17DaemonEventSource
0000000273aa2de8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCV20ModelManagerServices24InferenceProviderAdapter13StreamAdapter
0000000273aa2c58 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
0000000273aa2a68 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
0000000273aa2c38 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
0000000273aa2ca0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
0000000273aa2a50 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_OS_os_activity
000000026b4d2e08 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
000000026b4d2df8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_OS_os_activity
000000026f3a1d40 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
000000026f3a1c58 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_OS_os_activity
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
000000023a910a5c (__TEXT,__text) non-external (was a private external) ___swift_allocate_boxed_opaque_existential_1
000000023a92af50 (__TEXT,__text) non-external ___swift_allocate_boxed_opaque_existential_1Tm
000000023a92af50 (__TEXT,__text) non-external ___swift_allocate_boxed_opaque_existential_1Tm
000000023a910a5c (__TEXT,__text) non-external (was a private external) ___swift_allocate_boxed_opaque_existential_2
000000023a910d48 (__TEXT,__text) non-external (was a private external) ___swift_allocate_value_buffer
000000023a929afc (__TEXT,__text) non-external (was a private external) ___swift_assign_boxed_opaque_existential_1
000000023a99bbe0 (__TEXT,__text) non-external (was a private external) ___swift_deallocate_boxed_opaque_existential_2
000000023a910ad8 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_1
000000023a910ad8 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
000000023a910ad8 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
000000023a910ad8 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
000000023a910ad8 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
000000023a90ff5c (__TEXT,__text) non-external (was a private external) ___swift_getEnumTagSinglePayload
000000023a90dfd4 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledName
000000023a90e304 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledNameAbstract
000000023a91d9f0 (__TEXT,__text) non-external (was a private external) ___swift_instantiateGenericMetadata
000000023a917b68 (__TEXT,__text) non-external (was a private external) ___swift_memcpy0_1
000000023a943574 (__TEXT,__text) non-external (was a private external) ___swift_memcpy112_8
000000023a910240 (__TEXT,__text) non-external (was a private external) ___swift_memcpy16_8
000000023a9e4a34 (__TEXT,__text) non-external (was a private external) ___swift_memcpy17_8
000000023a910304 (__TEXT,__text) non-external (was a private external) ___swift_memcpy1_1
000000023a9101d4 (__TEXT,__text) non-external (was a private external) ___swift_memcpy32_4
000000023a928e8c (__TEXT,__text) non-external (was a private external) ___swift_memcpy32_8
000000023a929f0c (__TEXT,__text) non-external (was a private external) ___swift_memcpy33_8
000000023a929d2c (__TEXT,__text) non-external (was a private external) ___swift_memcpy40_8
000000023a9a8f3c (__TEXT,__text) non-external (was a private external) ___swift_memcpy41_8
000000023a9175f0 (__TEXT,__text) non-external (was a private external) ___swift_memcpy49_8
000000023a9a6aac (__TEXT,__text) non-external (was a private external) ___swift_memcpy64_8
000000023a9afd14 (__TEXT,__text) non-external (was a private external) ___swift_memcpy65_8
000000023a945124 (__TEXT,__text) non-external (was a private external) ___swift_memcpy72_8
000000023a9a8bf0 (__TEXT,__text) non-external (was a private external) ___swift_memcpy8_8
000000023a9988c4 (__TEXT,__text) non-external (was a private external) ___swift_memcpy9_8
000000023a90f1a4 (__TEXT,__text) non-external (was a private external) ___swift_mutable_project_boxed_opaque_existential_1
000000023a9101d0 (__TEXT,__text) non-external (was a private external) ___swift_noop_void_return
000000023a90defc (__TEXT,__text) non-external (was a private external) ___swift_project_boxed_opaque_existential_1
000000023a90defc (__TEXT,__text) non-external ___swift_project_boxed_opaque_existential_1Tm
000000023a90defc (__TEXT,__text) non-external ___swift_project_boxed_opaque_existential_1Tm
000000023a90df40 (__TEXT,__text) non-external (was a private external) ___swift_project_value_buffer
000000023aa1c3c0 (__TEXT,__const) non-external (was a private external) ___swift_reflection_version
000000023a90e018 (__TEXT,__text) non-external (was a private external) ___swift_storeEnumTagSinglePayload
0000000273a9c4f0 (__AUTH_CONST,__const) non-external ___unnamed_2
0000000273aa21c8 (__AUTH_CONST,__const) non-external ___unnamed_3
000000023aa29298 (__TEXT,__const) non-external ___unnamed_4
0000000273a9bbe8 (__AUTH_CONST,__const) non-external ___unnamed_4
0000000273a9f3b0 (__AUTH_CONST,__const) non-external ___unnamed_4
000000023aa22920 (__TEXT,__const) non-external ___unnamed_6
0000000273aa2280 (__AUTH_CONST,__const) non-external ___unnamed_7
000000023aa229a0 (__TEXT,__const) non-external ___unnamed_9
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_activity_create (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __swiftEmptyArrayStorage (from libswiftCore)
                 (undefined) external __swiftEmptyDictionarySingleton (from libswiftCore)
                 (undefined) external __swiftEmptySetSingleton (from libswiftCore)
                 (undefined) external __swiftImmortalRefCount (from libswiftCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
000000026b4d2bb8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreFoundation_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDarwin (from libswiftDarwin)
000000026b4d2b58 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDarwin_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
000000026b4d2ba0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDispatch_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFoundation (from Foundation)
000000026b4d2bb0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFoundation_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
000000026b4d2bc0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftIOKit_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftMetal (from libswiftMetal)
000000026b4d2be0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftMetal_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
000000026b4d2ba8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftObjectiveC_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftQuartzCore (from libswiftQuartzCore)
000000026b4d2bd0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftQuartzCore_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers (from libswiftUniformTypeIdentifiers)
000000026b4d2bd8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
000000026b4d2b50 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftXPC_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_Builtin_float (from libswift_Builtin_float)
000000026b4d2b98 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_Builtin_float_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_errno (from libswift_errno)
000000026b4d2b70 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_errno_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_math (from libswift_math)
000000026b4d2b90 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_math_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_signal (from libswift_signal)
000000026b4d2b80 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_signal_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_stdio (from libswift_stdio)
000000026b4d2b88 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_stdio_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_time (from libswift_time)
000000026b4d2b68 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swift_time_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
000000026b4d2bc8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftos_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsys_time (from libswiftsys_time)
000000026b4d2b78 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftsys_time_$_ModelManagerServices
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftunistd (from libswiftunistd)
000000026b4d2b60 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftunistd_$_ModelManagerServices
                 (undefined) external __swift_stdlib_bridgeErrorToNSError (from libswiftCore)
000000023a910a58 (__TEXT,__text) non-external __swift_stdlib_malloc_size
000000023aa157d0 (__TEXT,__text) non-external __swift_stdlib_malloc_size
                 (undefined) external __swift_stdlib_reportUnimplementedInitializer (from libswiftCore)
000000023aa31d50 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA18InstanceCodingKeys33_016BF6378B495E128CCC320027BA0973LLOSHAASQ
000000023aa32230 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA18InstanceCodingKeys33_016BF6378B495E128CCC320027BA0973LLOs0G3KeyAAs23CustomStringConvertible
000000023aa32228 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA18InstanceCodingKeys33_016BF6378B495E128CCC320027BA0973LLOs0G3KeyAAs28CustomDebugStringConvertible
000000023aa31e88 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA8InstanceV10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOSHAASQ
000000023aa31ee0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA8InstanceV10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOs0G3KeyAAs23CustomStringConvertible
000000023aa31ed8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA8InstanceV10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOs0G3KeyAAs28CustomDebugStringConvertible
000000023aa31e80 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA8InstanceV8ResponseV10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOSHAASQ
000000023aa31ef0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA8InstanceV8ResponseV10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOs0H3KeyAAs23CustomStringConvertible
000000023aa31ee8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA8InstanceV8ResponseV10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOs0H3KeyAAs28CustomDebugStringConvertible
000000023aa31b32 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA8InstanceVAA0D8ProtocolAA7RequestAaFP_SE
000000023aa31b2a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA8InstanceVAA0D8ProtocolAA7RequestAaFP_Se
000000023aa31b42 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA8InstanceVAA0D8ProtocolAA8ResponseAaFP_SE
000000023aa31b3a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO05FetchA8InstanceVAA0D8ProtocolAA8ResponseAaFP_Se
000000023aa31de0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOSHAASQ
000000023aa32260 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOs0E3KeyAAs23CustomStringConvertible
000000023aa32258 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOs0E3KeyAAs28CustomDebugStringConvertible
000000023aa31e20 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO13CancelRequestV10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOSHAASQ
000000023aa32060 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO13CancelRequestV10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOs0G3KeyAAs23CustomStringConvertible
000000023aa32058 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO13CancelRequestV10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOs0G3KeyAAs28CustomDebugStringConvertible
000000023aa32070 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20ModelManagerServices0A10XPCRequestO13CancelRequestV8ResponseV10CodingKeys33_016BF6378B495E128CCC320027BA0973LLOs0H3KeyAAs23CustomStringConvertible
