00007ffa0704c38c (__TEXT,__text) non-external +[Cube initialize]
00007ffa070138a4 (__TEXT,__text) non-external -[MREffectPortfolio _cleanup]
00007ffa07019705 (__TEXT,__text) non-external -[MREffectPortfolio _drawBreakXLAtTime:inContext:withArguments:]
00007ffa0701855d (__TEXT,__text) non-external -[MREffectPortfolio _drawFrame:index:leftCount:time:inContext:withArguments:]
00007ffa0701b495 (__TEXT,__text) non-external -[MREffectPortfolio _drawIndex:time:context:arguments:size:position:]
00007ffa0701ae83 (__TEXT,__text) non-external -[MREffectPortfolio _drawLandscapeBreakForPortraitAtTime:duration:inContext:withArguments:]
00007ffa070183a6 (__TEXT,__text) non-external -[MREffectPortfolio _drawPagesAtTime:inContext:withArguments:]
00007ffa07018491 (__TEXT,__text) non-external -[MREffectPortfolio _drawPagesCreaseWithHeight:atTime:inContext:withArguments:]
00007ffa0701a1a0 (__TEXT,__text) non-external -[MREffectPortfolio _drawPortraitBreakForLandscapeAtTime:duration:onePage:inContext:withArguments:]
00007ffa0701a5fd (__TEXT,__text) non-external -[MREffectPortfolio _drawPortraitBreakForPortraitAtTime:duration:inContext:withArguments:]
00007ffa0701907e (__TEXT,__text) non-external -[MREffectPortfolio _rectForSlideAtIndex:frame:leftCount:movie:localAspectRatio:]
00007ffa0701b288 (__TEXT,__text) non-external -[MREffectPortfolio _renderLandscapeBreakPageAtIndex:atTime:inContext:withArguments:]
00007ffa0701ac75 (__TEXT,__text) non-external -[MREffectPortfolio _renderPortraitBreakForPortraitPageAtIndex:atTime:inContext:withArguments:]
00007ffa0701a9d6 (__TEXT,__text) non-external -[MREffectPortfolio _renderPortraitBreakPageAtIndex:flipped:onePage:atTime:inContext:withArguments:]
00007ffa07019e34 (__TEXT,__text) non-external -[MREffectPortfolio _renderXLPageAtIndex:flipped:atTime:inContext:withArguments:]
00007ffa0701c166 (__TEXT,__text) non-external -[MREffectPortfolio _updateSizes:]
00007ffa0701be84 (__TEXT,__text) non-external -[MREffectPortfolio beginMorphingToAspectRatio:withDuration:]
00007ffa0701b5c2 (__TEXT,__text) non-external -[MREffectPortfolio elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0701bffb (__TEXT,__text) non-external -[MREffectPortfolio endMorphing]
00007ffa0701bb3d (__TEXT,__text) non-external -[MREffectPortfolio getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa0701b7ff (__TEXT,__text) non-external -[MREffectPortfolio getVerticesCoordinates:withMatrix:forElement:]
00007ffa0701b84d (__TEXT,__text) non-external -[MREffectPortfolio hasMoreSlidesFromTime:backwards:startTime:duration:]
00007ffa070136f3 (__TEXT,__text) non-external -[MREffectPortfolio initWithEffectID:]
00007ffa0701ba27 (__TEXT,__text) non-external -[MREffectPortfolio interestingTimeForElement:]
00007ffa0701b971 (__TEXT,__text) non-external -[MREffectPortfolio interestingTimeForTime:]
00007ffa07013d8f (__TEXT,__text) non-external -[MREffectPortfolio isLoadedForTime:]
00007ffa07013fd8 (__TEXT,__text) non-external -[MREffectPortfolio prerenderForTime:inContext:withArguments:]
00007ffa07016592 (__TEXT,__text) non-external -[MREffectPortfolio renderAtTime:inContext:withArguments:]
00007ffa07013b42 (__TEXT,__text) non-external -[MREffectPortfolio setPixelSize:]
00007ffa0701cdae (__TEXT,__text) non-external -[MREffectPortfolio(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0701d0a0 (__TEXT,__text) non-external -[MREffectPortfolio(MRLoadable) _unload]
00007ffa06ee81bb (__TEXT,__text) non-external -[MREffectReflections _applySizeScripts:]
00007ffa06ee79bf (__TEXT,__text) non-external -[MREffectReflections _cleanup]
00007ffa06ee9227 (__TEXT,__text) non-external -[MREffectReflections _tXForTime:layout:]
00007ffa06ee9324 (__TEXT,__text) non-external -[MREffectReflections _yOffsetForTime:layout:size:position:aspectRatio:]
00007ffa06ee9085 (__TEXT,__text) non-external -[MREffectReflections _yRotationForTime:layout:]
00007ffa06eeade4 (__TEXT,__text) non-external -[MREffectReflections beginMorphingToAspectRatio:withDuration:]
00007ffa06ee9d29 (__TEXT,__text) non-external -[MREffectReflections elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa06eeae48 (__TEXT,__text) non-external -[MREffectReflections endMorphing]
00007ffa06eeaea2 (__TEXT,__text) non-external -[MREffectReflections getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa06ee9f66 (__TEXT,__text) non-external -[MREffectReflections getVerticesCoordinates:withMatrix:forElement:]
00007ffa06ee7796 (__TEXT,__text) non-external -[MREffectReflections initWithEffectID:]
00007ffa06ee7bee (__TEXT,__text) non-external -[MREffectReflections isLoadedForTime:]
00007ffa06ee7c54 (__TEXT,__text) non-external -[MREffectReflections prerenderForTime:inContext:withArguments:]
00007ffa06ee8555 (__TEXT,__text) non-external -[MREffectReflections renderAtTime:inContext:withArguments:]
00007ffa06ee9479 (__TEXT,__text) non-external -[MREffectReflections renderKey:size:position:yRot:tX:time:inContext:withArguments:flipped:shadow:]
00007ffa06ee9fb4 (__TEXT,__text) non-external -[MREffectReflections renderStuffAtTime:alpha:inContext:withArguments:]
00007ffa06ee7b59 (__TEXT,__text) non-external -[MREffectReflections setAttributes:]
00007ffa06ee7a83 (__TEXT,__text) non-external -[MREffectReflections setPixelSize:]
00007ffa06eeaee0 (__TEXT,__text) non-external -[MREffectReflections(MRLoadable) _unload]
00007ffa06eeb25b (__TEXT,__text) non-external -[MREffectReflectionsBackground _cleanup]
00007ffa06eeb772 (__TEXT,__text) non-external -[MREffectReflectionsBackground beginMorphingToAspectRatio:withDuration:]
00007ffa06eeb78f (__TEXT,__text) non-external -[MREffectReflectionsBackground endMorphing]
00007ffa06eeb167 (__TEXT,__text) non-external -[MREffectReflectionsBackground initWithEffectID:]
00007ffa06eeb2f1 (__TEXT,__text) non-external -[MREffectReflectionsBackground isLoadedForTime:]
00007ffa06eeb30e (__TEXT,__text) non-external -[MREffectReflectionsBackground prerenderForTime:inContext:withArguments:]
00007ffa06eeb649 (__TEXT,__text) non-external -[MREffectReflectionsBackground renderAtTime:inContext:withArguments:]
00007ffa06eeb37d (__TEXT,__text) non-external -[MREffectReflectionsBackground setAttributes:]
00007ffa06eeb294 (__TEXT,__text) non-external -[MREffectReflectionsBackground setPixelSize:]
00007ffa06eeb7ac (__TEXT,__text) non-external -[MREffectReflectionsBackground(MRLoadable) _unload]
00007ffa06eeb873 (__TEXT,__text) non-external -[MREffectReflectionsSubtitle _cleanup]
00007ffa06eebe39 (__TEXT,__text) non-external -[MREffectReflectionsSubtitle _loadForTime:inContext:withArguments:]
00007ffa06eeb90a (__TEXT,__text) non-external -[MREffectReflectionsSubtitle _maxLinesForTextElement:]
00007ffa06eeb8ef (__TEXT,__text) non-external -[MREffectReflectionsSubtitle _maxSizeForTextElement:]
00007ffa06eeb915 (__TEXT,__text) non-external -[MREffectReflectionsSubtitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa06eeb945 (__TEXT,__text) non-external -[MREffectReflectionsSubtitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa06eeb81c (__TEXT,__text) non-external -[MREffectReflectionsSubtitle initWithEffectID:]
00007ffa06eeb9a8 (__TEXT,__text) non-external -[MREffectReflectionsSubtitle isLoadedForTime:]
00007ffa06eeba2a (__TEXT,__text) non-external -[MREffectReflectionsSubtitle renderAtTime:inContext:withArguments:]
00007ffa06eec705 (__TEXT,__text) non-external -[MREffectReflectionsTitle _applySizeScripts:]
00007ffa06eec3de (__TEXT,__text) non-external -[MREffectReflectionsTitle _cleanup]
00007ffa06eeecf5 (__TEXT,__text) non-external -[MREffectReflectionsTitle _loadForTime:inContext:withArguments:]
00007ffa06eeca01 (__TEXT,__text) non-external -[MREffectReflectionsTitle _maxLinesForTextElement:]
00007ffa06eec9e6 (__TEXT,__text) non-external -[MREffectReflectionsTitle _maxSizeForTextElement:]
00007ffa06eef36a (__TEXT,__text) non-external -[MREffectReflectionsTitle _unload]
00007ffa06eef145 (__TEXT,__text) non-external -[MREffectReflectionsTitle cacheRenderedWords]
00007ffa06eeea6a (__TEXT,__text) non-external -[MREffectReflectionsTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa06eeeca7 (__TEXT,__text) non-external -[MREffectReflectionsTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa06eec118 (__TEXT,__text) non-external -[MREffectReflectionsTitle initWithEffectID:]
00007ffa06eeca0c (__TEXT,__text) non-external -[MREffectReflectionsTitle isLoadedForTime:]
00007ffa06eec8d8 (__TEXT,__text) non-external -[MREffectReflectionsTitle prerenderForTime:inContext:withArguments:]
00007ffa06eeda48 (__TEXT,__text) non-external -[MREffectReflectionsTitle render1SlideAtTime:inContext:withArguments:scale:tilt:phaseOutType:direction:]
00007ffa06eecafd (__TEXT,__text) non-external -[MREffectReflectionsTitle renderAtTime:inContext:withArguments:]
00007ffa06eee08f (__TEXT,__text) non-external -[MREffectReflectionsTitle renderKey:size:position:yRot:tX:time:inContext:withArguments:light:shadow:]
00007ffa06eed1c1 (__TEXT,__text) non-external -[MREffectReflectionsTitle renderTextAtTime:inContext:withArguments:scale:]
00007ffa06eec843 (__TEXT,__text) non-external -[MREffectReflectionsTitle setAttributes:]
00007ffa06eec648 (__TEXT,__text) non-external -[MREffectReflectionsTitle setPixelSize:]
00007ffa0703ec45 (__TEXT,__text) non-external -[MREffectScrapbook _cleanup]
00007ffa0704408f (__TEXT,__text) non-external -[MREffectScrapbook _drawBlendedFrame:info:index:rect:zIndex:zRotation:subtract:time:inContext:withArguments:]
00007ffa07045268 (__TEXT,__text) non-external -[MREffectScrapbook _drawBreakFrame:index:rect:rotation:forcedAspectRatio:layout:offset:time:inContext:withArguments:]
00007ffa07047311 (__TEXT,__text) non-external -[MREffectScrapbook _drawBreakFrameInRect:frameWidth:time:inContext:withArguments:]
00007ffa07044a2c (__TEXT,__text) non-external -[MREffectScrapbook _drawBreakTwoPartFrame:index:rect:rotation:forcedAspectRatio:time:inContext:withArguments:]
00007ffa0704365d (__TEXT,__text) non-external -[MREffectScrapbook _drawFrame:info:index:rect:zIndex:zRotation:subtract:time:inContext:withArguments:]
00007ffa070425fa (__TEXT,__text) non-external -[MREffectScrapbook _drawFrame:info:rect:stretch:zIndex:zRotation:subtract:key:time:inContext:withArguments:]
00007ffa07045a76 (__TEXT,__text) non-external -[MREffectScrapbook _drawLandscapePanoBackgroundInRect:paperType:subtract:inTime:inContext:withArguments:]
00007ffa07042f53 (__TEXT,__text) non-external -[MREffectScrapbook _drawMask:index:rect:zIndex:zRotation:subtract:time:inContext:withArguments:]
00007ffa07046671 (__TEXT,__text) non-external -[MREffectScrapbook _drawPortraitPanoBackgroundInRect:flippedRect:paperType:subtract:inTime:inContext:withArguments:]
00007ffa07042334 (__TEXT,__text) non-external -[MREffectScrapbook _drawTextWithInfo:rect:zIndex:zRotation:time:inContext:withArguments:]
00007ffa07041f1a (__TEXT,__text) non-external -[MREffectScrapbook elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0704227f (__TEXT,__text) non-external -[MREffectScrapbook getCurrentCenter:scale:rotation:isMain:forElement:]
00007ffa07047f3a (__TEXT,__text) non-external -[MREffectScrapbook getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa070421e7 (__TEXT,__text) non-external -[MREffectScrapbook getVerticesCoordinates:withMatrix:forElement:]
00007ffa070478dc (__TEXT,__text) non-external -[MREffectScrapbook hasMoreSlidesFromTime:backwards:startTime:duration:]
00007ffa0703ebb9 (__TEXT,__text) non-external -[MREffectScrapbook initWithEffectID:]
00007ffa07047dab (__TEXT,__text) non-external -[MREffectScrapbook interestingTimeForElement:]
00007ffa07047bc3 (__TEXT,__text) non-external -[MREffectScrapbook interestingTimeForTime:]
00007ffa0703f121 (__TEXT,__text) non-external -[MREffectScrapbook isAlphaFriendly]
00007ffa0703ee20 (__TEXT,__text) non-external -[MREffectScrapbook isLoadedForTime:]
00007ffa0703f129 (__TEXT,__text) non-external -[MREffectScrapbook isOpaque]
00007ffa0703f2d3 (__TEXT,__text) non-external -[MREffectScrapbook prerenderForTime:inContext:withArguments:]
00007ffa07040b0e (__TEXT,__text) non-external -[MREffectScrapbook renderAtTime:inContext:withArguments:]
00007ffa0703ef64 (__TEXT,__text) non-external -[MREffectScrapbook setPixelSize:]
00007ffa070481ea (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0704869e (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _maxLinesForTextElement:]
00007ffa07048673 (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _maxSizeForTextElement:]
00007ffa070486a9 (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _unload]
00007ffa06efa585 (__TEXT,__text) non-external -[MREffectScrapbookTitle _cleanup]
00007ffa06efa6a1 (__TEXT,__text) non-external -[MREffectScrapbookTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa06efa9e7 (__TEXT,__text) non-external -[MREffectScrapbookTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa06ef9a0b (__TEXT,__text) non-external -[MREffectScrapbookTitle initWithEffectID:]
00007ffa06efabb7 (__TEXT,__text) non-external -[MREffectScrapbookTitle isAlphaFriendly]
00007ffa06efab2d (__TEXT,__text) non-external -[MREffectScrapbookTitle isLoadedForTime:]
00007ffa06efabaf (__TEXT,__text) non-external -[MREffectScrapbookTitle isOpaque]
00007ffa06efabbf (__TEXT,__text) non-external -[MREffectScrapbookTitle prerenderForTime:inContext:withArguments:]
00007ffa06efac48 (__TEXT,__text) non-external -[MREffectScrapbookTitle renderAtTime:inContext:withArguments:]
00007ffa06efa5f0 (__TEXT,__text) non-external -[MREffectScrapbookTitle setPixelSize:]
00007ffa06efc32e (__TEXT,__text) non-external -[MREffectScrapbookTitle(Effects) renderEffectTitle2AtTime:inContext:withArguments:]
00007ffa06efb12c (__TEXT,__text) non-external -[MREffectScrapbookTitle(Effects) renderEffectTitleAtTime:inContext:withArguments:]
00007ffa06efad31 (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa06efb064 (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _maxLinesForTextElement:]
00007ffa06efb002 (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _maxSizeForTextElement:]
00007ffa06efb06f (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _unload]
00007ffa06ef12be (__TEXT,__text) non-external -[MREffectScrapbook_Old _cleanup]
00007ffa06ef179c (__TEXT,__text) non-external -[MREffectScrapbook_Old elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa06ef1a4a (__TEXT,__text) non-external -[MREffectScrapbook_Old getVerticesCoordinates:withMatrix:forElement:]
00007ffa06eef633 (__TEXT,__text) non-external -[MREffectScrapbook_Old initWithEffectID:]
00007ffa06ef13fd (__TEXT,__text) non-external -[MREffectScrapbook_Old isAlphaFriendly]
00007ffa06ef13f5 (__TEXT,__text) non-external -[MREffectScrapbook_Old isOpaque]
00007ffa06ef1405 (__TEXT,__text) non-external -[MREffectScrapbook_Old prerenderForTime:inContext:withArguments:]
00007ffa06ef148e (__TEXT,__text) non-external -[MREffectScrapbook_Old renderAtTime:inContext:withArguments:]
00007ffa06ef1344 (__TEXT,__text) non-external -[MREffectScrapbook_Old setPixelSize:]
00007ffa06ef8a7b (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect10AtTime:inContext:withArguments:]
00007ffa06ef1b2d (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect1AtTime:inContext:withArguments:]
00007ffa06ef27db (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect2AtTime:movieVersion:inContext:withArguments:]
00007ffa06ef34fd (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect3AtTime:movieVersion:inContext:withArguments:]
00007ffa06ef457c (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect4AtTime:movieVersion:inContext:withArguments:]
00007ffa06ef565d (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect5AtTime:movieVersion:inContext:withArguments:]
00007ffa06ef64fc (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect6AtTime:movieVersion:inContext:withArguments:]
00007ffa06ef6f96 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect7AtTime:inContext:withArguments:]
00007ffa06ef7b6d (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect8AtTime:inContext:withArguments:]
00007ffa06ef7fec (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect9AtTime:inContext:withArguments:]
00007ffa06ef9128 (__TEXT,__text) non-external -[MREffectScrapbook_Old(MRLoadable) _unload]
00007ffa07051139 (__TEXT,__text) non-external -[MREffectShadedColors _unload]
00007ffa07051111 (__TEXT,__text) non-external -[MREffectShadedColors beginMorphingToAspectRatio:withDuration:]
00007ffa0705107e (__TEXT,__text) non-external -[MREffectShadedColors elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa070510ae (__TEXT,__text) non-external -[MREffectShadedColors getVerticesCoordinates:withMatrix:forElement:]
00007ffa07050dd3 (__TEXT,__text) non-external -[MREffectShadedColors prerenderForTime:inContext:withArguments:]
00007ffa07050ddb (__TEXT,__text) non-external -[MREffectShadedColors renderAtTime:inContext:withArguments:]
00007ffa07050a67 (__TEXT,__text) non-external -[MREffectShadedColors setAttributes:]
00007ffa07070cc5 (__TEXT,__text) non-external -[MREffectShatter _cleanup]
00007ffa070724be (__TEXT,__text) non-external -[MREffectShatter elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa070726fb (__TEXT,__text) non-external -[MREffectShatter getVerticesCoordinates:withMatrix:forElement:]
00007ffa07070c14 (__TEXT,__text) non-external -[MREffectShatter initWithEffectID:]
00007ffa07070de7 (__TEXT,__text) non-external -[MREffectShatter isLoadedForTime:]
00007ffa07072484 (__TEXT,__text) non-external -[MREffectShatter patchworkAtTime:inContext:withArguments:]
00007ffa07070df2 (__TEXT,__text) non-external -[MREffectShatter prerenderForTime:inContext:withArguments:]
00007ffa07071748 (__TEXT,__text) non-external -[MREffectShatter renderAtTime:inContext:withArguments:]
00007ffa07070db8 (__TEXT,__text) non-external -[MREffectShatter setPixelSize:]
00007ffa07072749 (__TEXT,__text) non-external -[MREffectShatter(MRLoadable) _unload]
00007ffa07074be2 (__TEXT,__text) non-external -[MREffectShatterText _cleanup]
