00000001e47496a8 (__DATA,__data) non-external _.compoundliteral
00000001db9e0aa0 (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00000001dba36208 (__TEXT,__text) non-external (was a private external) _glpConstantFold
00000001dba13108 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00000001dba13110 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00000001dba13118 (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00000001dba35f58 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00000001dba13630 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00000001dba13640 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00000001db9fbea4 (__TEXT,__text) non-external (was a private external) _glpConvert
00000001db9e8d4c (__TEXT,__text) non-external _glpCopyContextState
00000001db9e3be4 (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00000001dba062b4 (__TEXT,__text) non-external (was a private external) _glpCopyString
00000001dba0bff8 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00000001dba0c040 (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00000001dba38b10 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00000001db9b7cb0 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00000001e474dd38 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00000001db9b7e04 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00000001e474dd58 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00000001db9b7dd0 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00000001e474dd50 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00000001db9b7d68 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00000001e474dd40 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00000001db9b7d9c (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00000001e474dd48 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00000001db9e9400 (__TEXT,__text) non-external _glpCreateShaderByteCode
00000001db9b7ce4 (__TEXT,__text) non-external _glpCreateTelemetry
00000001db9b94a4 (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00000001db9b92b0 (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00000001dba0685c (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00000001dba452b0 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00000001dba129f4 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00000001dba068d0 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00000001dba16424 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00000001dba1642c (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00000001dba16b14 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00000001dba16b20 (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00000001dba01e38 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00000001dba19190 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00000001dba195e8 (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00000001db9bc514 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00000001db9e9384 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00000001db9df9ec (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00000001dba0193c (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00000001db9b8b1c (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00000001db9c1274 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00000001db9e3c9c (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00000001db9e8ddc (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00000001db9e610c (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00000001db9f3104 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00000001db9f3598 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00000001db9b871c (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00000001db9ba32c (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00000001dba00e94 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00000001dba06488 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00000001db9b8294 (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00000001dba0700c (__TEXT,__text) non-external (was a private external) _glpDestroyType
00000001db9b8ee4 (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00000001dba572f8 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00000001dba30ee0 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00000001dba08278 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00000001dba09bfc (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00000001dba0742c (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00000001db9fb790 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00000001db9fabc4 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00000001dba13f20 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00000001db9fd590 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00000001db9fd770 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00000001dba15e84 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00000001dba15e90 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00000001db9e2fcc (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00000001db9e3134 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00000001db9e2b60 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00000001db9e2fa0 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00000001dba13298 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00000001dba132a4 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00000001dba132b0 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00000001dba15368 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00000001dba15374 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00000001dba15380 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00000001db9e3b64 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00000001dba0f8f0 (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00000001db9d89cc (__TEXT,__text) non-external _glpFindGep
00000001db9e32e4 (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00000001db9ff0d4 (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00000001dba7b61c (__TEXT,__text) external _glpFragmentStateToPPStream
00000001dba67db0 (__TEXT,__text) external _glpFreePPShaderLinearize
00000001dba13408 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00000001dba133fc (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00000001dba13410 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00000001dba1508c (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00000001dba15074 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00000001dba15098 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00000001dba15080 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00000001dba14920 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00000001dba148a4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00000001dba14864 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00000001dba14858 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00000001dba14900 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00000001dba148f8 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00000001dba1488c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00000001dba14874 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00000001dba14928 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00000001dba1486c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00000001dba14910 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00000001dba14898 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00000001dba14880 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00000001dba06f9c (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00000001dba37348 (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00000001db9e2a2c (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00000001db9e2908 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00000001db9e29f4 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00000001db9e2adc (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00000001db9e29c8 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00000001db9e9440 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00000001dba0976c (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00000001db9e3764 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00000001e474e174 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00000001db9e5f60 (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00000001db9d19d0 (__TEXT,__text) non-external _glpGetComponentCount
00000001db9c368c (__TEXT,__text) non-external _glpGetConstantInt32
00000001db9d865c (__TEXT,__text) non-external _glpGetConstantOffset
00000001db9fbb00 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00000001dba494f0 (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00000001dba45290 (__TEXT,__text) non-external (was a private external) _glpGetFilename
00000001db9e05b8 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00000001db9e20a0 (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00000001dba45298 (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00000001db9fba78 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00000001db9d1a20 (__TEXT,__text) non-external _glpGetPConst
00000001dba07704 (__TEXT,__text) external _glpGetPrimitiveType
00000001dba09dd4 (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00000001db9e2750 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00000001db9d9e24 (__TEXT,__text) non-external _glpGetTextureSize
00000001db9dc7ec (__TEXT,__text) non-external _glpGetVectorSwizzle
00000001db9f59d8 (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00000001dba15cd8 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00000001dba15ce8 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00000001dba15ce0 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00000001dba15cf4 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00000001db9f74f8 (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00000001db9fb870 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00000001dba491e4 (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00000001dba09148 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00000001db9f7c6c (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00000001db9fe674 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00000001dba16d44 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00000001dba16d3c (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00000001dba16d50 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00000001dba142f8 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00000001dba14328 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00000001dba14310 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
00000001dba14304 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetCondition
00000001dba14334 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetElseExpr
00000001dba1431c (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetIfExpr
00000001dba160e8 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetCond
00000001dba16118 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetElseStatement
00000001dba16100 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetIfStatement
