00000001c15c2c74 (__TEXT,__text) non-external +[DDLog addLogger:]
                 (undefined) external _OBJC_CLASS_$_NSTimer (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) external _OBJC_EHTYPE_$_NSException (from CoreFoundation)
00000001ebfb1a48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDAbstractLogger.formatter
00000001ebfb1a4c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDAbstractLogger.loggerQueue
00000001ebfb1a88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.currentLogFileHandle
00000001ebfb1a90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.currentLogFileInfo
00000001ebfb1a80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.droppedMessageCount
00000001ebfb1a84 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.logFileManager
00000001ebfb1a78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.maximumFileSize
00000001ebfb1a7c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.rollingFrequency
00000001ebfb1a8c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.rollingTimer
00000001ebfb1a74 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileFormatterDefault.dateFormatter
00000001ebfb1aa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.creationDate
00000001ebfb1a9c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileAttributes
00000001ebfb1a98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileName
00000001ebfb1a94 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.filePath
00000001ebfb1aa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileSize
00000001ebfb1aa4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.modificationDate
00000001ebfb1a70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileManagerDefault._logsDirectory
00000001ebfb1a6c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileManagerDefault.maximumNumberOfLogFiles
00000001ebfb1a28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.file
00000001ebfb1a2c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.function
00000001ebfb1a30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.lineNumber
00000001ebfb1a1c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logContext
00000001ebfb1a18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logFlag
00000001ebfb1a14 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logLevel
00000001ebfb1a20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logMsg
00000001ebfb1a34 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.machThreadID
00000001ebfb1a44 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.options
00000001ebfb1a38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.queueLabel
00000001ebfb1a40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.tag
00000001ebfb1a3c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.threadName
00000001ebfb1a24 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.timestamp
00000001ebfb1a10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLoggerNode.logger
00000001ebfb1a0c (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLoggerNode.loggerQueue
00000001ebfb1abc (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.app
00000001ebfb1ab8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.appLen
00000001ebfb1ab4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.appName
00000001ebfb1aac (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.calendar
00000001ebfb1ab0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.calendarUnitFlags
00000001ebfb1ac8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.pid
00000001ebfb1ac4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.pidLen
00000001ebfb1ac0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.processID
00000001ebfb1928 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.buffer
00000001ebfb1944 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.bufferOwner
00000001ebfb1930 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.bytesDone
00000001ebfb1934 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.maxLength
00000001ebfb1948 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.originalBufferLength
00000001ebfb193c (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.readLength
00000001ebfb192c (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.startOffset
00000001ebfb194c (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.tag
00000001ebfb1940 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.term
00000001ebfb1938 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.timeout
00000001ebfb1964 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.file
00000001ebfb196c (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.length
00000001ebfb1968 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.offset
00000001ebfb19e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.IsOnSocketQueueOrTargetQueueKey
00000001ebfb19a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.accept4Source
00000001ebfb19a4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.accept6Source
00000001ebfb19a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.acceptuSource
00000001ebfb19f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.allowAnyRootWhenEvaluatingPeerTrust
00000001ebfb1a00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.allowExpiredCertsWhenEvaluatingPeerTrust
00000001ebfb19fc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.allowExpiredRootsWhenEvaluatingPeerTrust
00000001ebfb1978 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.config
00000001ebfb1990 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectIndex
00000001ebfb1994 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectInterface4
00000001ebfb1998 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectInterface6
00000001ebfb19ac (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectTimer
00000001ebfb19f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.countedBytesWritten
00000001ebfb19c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.currentRead
00000001ebfb19cc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.currentWrite
00000001ebfb197c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.delegate
00000001ebfb1980 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.delegateQueue
00000001ebfb1a08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.delegateWillEvaluatePeerTrust
00000001ebfb1974 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.flags
00000001ebfb19d4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.preBuffer
00000001ebfb19c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.readQueue
00000001ebfb19b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.readSource
00000001ebfb19b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.readTimer
00000001ebfb19f4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.rootsToTrustWhenEvaluatingPeerTrust
00000001ebfb1a04 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.skipEvaluatingPeerTrust
00000001ebfb1984 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socket4FD
00000001ebfb1988 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socket6FD
00000001ebfb19d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socketFDBytesAvailable
00000001ebfb199c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socketQueue
00000001ebfb198c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socketuFD
00000001ebfb19d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslContext
00000001ebfb19e4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslErrCode
00000001ebfb19dc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslPreBuffer
00000001ebfb19e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslWriteCachedLength
00000001ebfb19ec (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.userData
00000001ebfb19c4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.writeQueue
00000001ebfb19b4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.writeSource
00000001ebfb19bc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.writeTimer
00000001ebfb1918 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSocketPreBuffer.preBuffer
00000001ebfb191c (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSocketPreBuffer.preBufferSize
00000001ebfb1920 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSocketPreBuffer.readPointer
00000001ebfb1924 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSocketPreBuffer.writePointer
00000001ebfb1970 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSpecialPacket.tlsSettings
00000001ebfb1950 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncWritePacket.buffer
00000001ebfb1954 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncWritePacket.bytesDone
00000001ebfb1960 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncWritePacket.countBytesWritten
00000001ebfb1958 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncWritePacket.tag
00000001ebfb195c (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncWritePacket.timeout
00000001ebfb18bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.aborted
00000001ebfb18a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.connection
00000001ebfb18c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.data
00000001ebfb18c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.fileFD
00000001ebfb18b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.fileLength
00000001ebfb18b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.fileOffset
00000001ebfb18ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.filePath
00000001ebfb18c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readBuffer
00000001ebfb18d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readBufferOffset
00000001ebfb18cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readBufferSize
00000001ebfb18b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readOffset
00000001ebfb18d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readQueue
00000001ebfb18d4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readRequestLength
00000001ebfb18dc (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readSource
00000001ebfb18e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAsyncFileResponse.readSourceSuspended
00000001ebfb17b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.base64Credentials
00000001ebfb17d4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.cnonce
00000001ebfb17b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.isBasic
00000001ebfb17b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.isDigest
00000001ebfb17d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.nc
00000001ebfb17c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.nonce
00000001ebfb17cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.qop
00000001ebfb17c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.realm
00000001ebfb17d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.response
00000001ebfb17c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.uri
00000001ebfb17bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPAuthenticationRequest.username
00000001ebfb1840 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConfig.documentRoot
00000001ebfb1844 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConfig.queue
00000001ebfb183c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConfig.server
00000001ebfb17e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.asyncSocket
00000001ebfb17e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.config
00000001ebfb17dc (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.connectionQueue
00000001ebfb1834 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.disconnectAfterResponding
00000001ebfb1800 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.httpResponse
00000001ebfb1830 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.ignoreBodyData
00000001ebfb17fc (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.lastNC
00000001ebfb17f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.nonce
00000001ebfb17f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.numHeaderLines
00000001ebfb1828 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.posthumousCountedBytesWritten
00000001ebfb1810 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.rangeIndex
00000001ebfb1804 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.ranges
00000001ebfb180c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.ranges_boundry
00000001ebfb1808 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.ranges_headers
00000001ebfb182c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.replyStarted
00000001ebfb17ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.request
00000001ebfb1838 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.requestBodyState
00000001ebfb181c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.requestChunkSize
00000001ebfb1820 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.requestChunkSizeReceived
00000001ebfb1814 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.requestContentLength
00000001ebfb1818 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.requestContentLengthReceived
00000001ebfb1824 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.responseDataSizes
00000001ebfb17f4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.sentResponseHeaders
00000001ebfb17e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPConnection.started
00000001ebfb1854 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_HTTPData.data
00000001ebfb1848 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_HTTPData.file
00000001ebfb1850 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_HTTPData.length
00000001ebfb184c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_HTTPData.offset
00000001ebfb18e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPDataResponse.data
00000001ebfb18e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPDataResponse.offset
00000001ebfb18f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPDynamicFileResponse.replacementDict
00000001ebfb18ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPDynamicFileResponse.separator
00000001ebfb1a68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPErrorResponse._status
00000001ebfb1904 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.aborted
00000001ebfb190c (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.buffer
00000001ebfb1910 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.bufferSize
00000001ebfb18f4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.connection
00000001ebfb1908 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.fileFD
00000001ebfb18fc (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.fileLength
00000001ebfb1900 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.fileOffset
00000001ebfb18f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPFileResponse.filePath
00000001ebfb1858 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPMessage.message
00000001ebfb1914 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPRedirectResponse.redirectPath
00000001ebfb1a60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_HTTPSendFileResponse.aborted
