0000000180184370 (__TEXT,__text) non-external K256
00000001edd3d038 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform4tvOSE
0000000180197890 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch10spring2025E
000000018019787c (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2015E
0000000180197880 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2019E
0000000180197884 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2020E
0000000180197888 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2021E
000000018019788c (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2022E
0000000180197894 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2025E
00000001edd3d018 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform5macOSE
000000018018caec (__TEXT,__text) non-external (was a private external) __ZN6mach_o8Platform7currentEv
00000001edd3d048 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform7watchOSE
00000001edd3d058 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform8bridgeOSE
00000001edd3d0b8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform8visionOSE
00000001edd3d0a8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform9driverKitE
000000018018c8b4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC1Ej
000000018018c85c (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC2Ej
0000000180195484 (__TEXT,__text) non-external __ZN6mach_o8PlatformC2Ej.cold.1
000000018018f454 (__TEXT,__text) non-external (was a private external) __ZN6mach_o9Universal11isUniversalENSt3__14spanIKhLm18446744073709551615EEE
000000018019162c (__TEXT,__text) non-external __ZN6mach_oL12appendNumberERPcj
00000001ed3c66d8 (__DATA,__data) non-external __ZN6mach_oL12archs_arm64eE
0000000180188724 (__TEXT,__text) non-external __ZN6mach_oL14stringOverflowEPK12load_commandjj
00000001ed3c66e0 (__DATA,__data) non-external __ZN6mach_oL20archs_arm64e_keysOffE
00000001edd3d320 (__DATA_CONST,__const) non-external __ZN6mach_oL2p1E
00000001edd3d3c0 (__DATA_CONST,__const) non-external __ZN6mach_oL2p2E
00000001edd3d458 (__DATA_CONST,__const) non-external __ZN6mach_oL2p3E
00000001edd3d4f0 (__DATA_CONST,__const) non-external __ZN6mach_oL2p4E
00000001edd3d588 (__DATA_CONST,__const) non-external __ZN6mach_oL2p5E
00000001edd3d628 (__DATA_CONST,__const) non-external __ZN6mach_oL2p6E
00000001edd3d6d8 (__DATA_CONST,__const) non-external __ZN6mach_oL2p7E
00000001edd3d770 (__DATA_CONST,__const) non-external __ZN6mach_oL2p8E
00000001edd3d820 (__DATA_CONST,__const) non-external __ZN6mach_oL2p9E
00000001edd3d8d0 (__DATA_CONST,__const) non-external __ZN6mach_oL3p10E
00000001edd3d968 (__DATA_CONST,__const) non-external __ZN6mach_oL3p11E
00000001edd3da18 (__DATA_CONST,__const) non-external __ZN6mach_oL3p12E
00000001edd3da20 (__DATA_CONST,__const) non-external __ZN6mach_oL3p13E
00000001edd3da28 (__DATA_CONST,__const) non-external __ZN6mach_oL3p14E
00000001ed3c7740 (__DATA,__bss) non-external __ZN6mach_oL8sHandlerE
0000000180142b24 (__TEXT,__text) non-external (was a private external) __ZNK10AAREncoder10encodeFileERKNS_4FileER10ByteStream
000000018019422c (__TEXT,__text) non-external __ZNK10AAREncoder10encodeFileERKNS_4FileER10ByteStream.cold.1
0000000180142df4 (__TEXT,__text) non-external (was a private external) __ZNK10AAREncoder10encodeLinkERKNS_4LinkER10ByteStream
0000000180142ab0 (__TEXT,__text) non-external (was a private external) __ZNK10AAREncoder10headerSizeERKNS_4FileE
0000000180143098 (__TEXT,__text) non-external (was a private external) __ZNK10AAREncoder6encodeER10ByteStream
000000018013d2a0 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable14imageHasClientEjj
000000018013d24c (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable20patchableExportCountEj
000000018013d338 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable22forEachPatchableExportEjU13block_pointerFvjPKc9PatchKindE
000000018013da60 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable30forEachPatchableGOTUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
000000018013d668 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable32forEachPatchableCacheUseOfExportEjjyU13block_pointerFyjEU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
000000018013d41c (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE
0000000180171f44 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics12errorMessageEv
000000018010b25c (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics13assertNoErrorEv
0000000180171f0c (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics7noErrorEv
000000018010bc08 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics8hasErrorEv
000000018015e97c (__TEXT,__text) non-external (was a private external) __ZNK11FileIdTuple4fsIDEv
000000018015e974 (__TEXT,__text) non-external (was a private external) __ZNK11FileIdTuple5inodeEv
000000018015e984 (__TEXT,__text) non-external (was a private external) __ZNK11FileIdTuple7getPathEPc
000000018015e90c (__TEXT,__text) non-external (was a private external) __ZNK11FileIdTuplecvbEv
000000018013d2c0 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV214imageHasClientEjj
000000018013d354 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV222forEachPatchableExportEjU13block_pointerFvjPKc9PatchKindE
000000018013dd3c (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV231clientsExportsForImageAndClientEjj
000000018013d694 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV232forEachPatchableCacheUseOfExportEjjyU13block_pointerFyjEU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
000000018013d448 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV234forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE
000000018013da84 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV330forEachPatchableGOTUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
000000018013dbfc (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV430forEachPatchableGOTUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
000000018013d894 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV432forEachPatchableCacheUseOfExportEjjyU13block_pointerFyjEU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
000000018013d578 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV434forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE
00000001801721a8 (__TEXT,__text) non-external (was a private external) __ZNK12PropertyList4DatassERKS0_
00000001801722f0 (__TEXT,__text) non-external (was a private external) __ZNK12PropertyList6String11emitUnicodeEhyR10ByteStream
000000018015f0b4 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor10MethodList10numMethodsEv
0000000180194618 (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList10numMethodsEv.cold.1
000000018015f0ec (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor10MethodList19usesRelativeOffsetsEv
0000000180194644 (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList19usesRelativeOffsetsEv.cold.1
000000018015f128 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor10MethodList9getMethodERKNS_7VisitorEj
0000000180194670 (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList9getMethodERKNS_7VisitorEj.cold.1
000000018019469c (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList9getMethodERKNS_7VisitorEj.cold.2
000000018015f3b4 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor12ProtocolList12numProtocolsERKNS_7VisitorE
0000000180194778 (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList12numProtocolsERKNS_7VisitorE.cold.1
000000018015f40c (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy
00000001801947a4 (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy.cold.1
00000001801947d0 (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy.cold.2
00000001801947fc (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy.cold.3
000000018015f4b0 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor12ProtocolList4dumpERKNS_7VisitorE
000000018015ed1c (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class12getClassDataERKNS_7VisitorE
000000018015edf4 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class14getBaseMethodsERKNS_7VisitorE
000000018015ecb0 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class6getISAERKNS_7VisitorERb
000000018015f1d4 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor6Method12getNameFieldERKNS_7VisitorE
00000001801946c8 (__TEXT,__text) non-external __ZNK12objc_visitor6Method12getNameFieldERKNS_7VisitorE.cold.1
00000001801946f4 (__TEXT,__text) non-external __ZNK12objc_visitor6Method12getNameFieldERKNS_7VisitorE.cold.2
000000018015f308 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor6Method13getNameVMAddrERKNS_7VisitorE
000000018019474c (__TEXT,__text) non-external __ZNK12objc_visitor6Method13getNameVMAddrERKNS_7VisitorE.cold.1
000000018015f25c (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor6Method7getNameERKNS_7VisitorE
0000000180194720 (__TEXT,__text) non-external __ZNK12objc_visitor6Method7getNameERKNS_7VisitorE.cold.1
000000018015f5fc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor7Visitor11findSectionENSt3__14spanIPKcLm18446744073709551615EEES4_
000000018015fdbc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor7Visitor24forEachSelectorReferenceEU13block_pointerFv9VMAddressS1_PKcE
000000018015fcf0 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor7Visitor24forEachSelectorReferenceEU13block_pointerFvRN16metadata_visitor13ResolvedValueEE
00000001801948ac (__TEXT,__text) non-external __ZNK12objc_visitor7Visitor24forEachSelectorReferenceEU13block_pointerFvRN16metadata_visitor13ResolvedValueEE.cold.1
000000018015eee4 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Category15getClassMethodsERKNS_7VisitorE
000000018015ee70 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Category18getInstanceMethodsERKNS_7VisitorE
000000018015ef58 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol15getClassMethodsERKNS_7VisitorE
000000018015eee4 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol18getInstanceMethodsERKNS_7VisitorE
000000018015f040 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol23getOptionalClassMethodsERKNS_7VisitorE
000000018015efcc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol26getOptionalInstanceMethodsERKNS_7VisitorE
0000000180156558 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable18getPotentialTargetI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEjRKT_PKh
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable18getPotentialTargetI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEjRKT_PKh.cold.1
00000001801558c8 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable18getPotentialTargetI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable18getPotentialTargetI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
00000001801558c8 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable18getPotentialTargetI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable18getPotentialTargetI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
0000000180155a08 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable18getPotentialTargetI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable18getPotentialTargetI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh.cold.1
0000000180129378 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable4hashI26PointerHashTableBuilderKeyEEjRKT_PKh
00000001801291ec (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable4hashI39SwiftTypeProtocolConformanceLocationKeyEEjRKT_PKh
00000001801291ec (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable4hashI43SwiftMetadataProtocolConformanceLocationKeyEEjRKT_PKh
0000000180129294 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable4hashI44SwiftForeignTypeProtocolConformanceLookupKeyEEjRKT_PKh
00000001801293f8 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable5equalI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEbRKT0_RKT_PKh
0000000180129268 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable5equalI39SwiftTypeProtocolConformanceLocationKeyS1_EEbRKT0_RKT_PKh
0000000180129268 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable5equalI43SwiftMetadataProtocolConformanceLocationKeyS1_EEbRKT0_RKT_PKh
000000018012930c (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable5equalI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEbRKT0_RKT_PKh
00000001801565b4 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEjRKT_PKh
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEjRKT_PKh.cold.1
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEjRKT_PKh.cold.2
0000000180155924 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.2
0000000180155924 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.2
0000000180155a64 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh.cold.1
00000001801938c0 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh.cold.2
0000000180129444 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI26PointerHashTableBuilderKeyEEhRKT_PKh
0000000180129280 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI39SwiftTypeProtocolConformanceLocationKeyEEhRKT_PKh
0000000180129280 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI43SwiftMetadataProtocolConformanceLocationKeyEEhRKT_PKh
0000000180129360 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI44SwiftForeignTypeProtocolConformanceLookupKeyEEhRKT_PKh
000000018015d134 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10mappedSizeEv
000000018015d2a4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10oldObjcOptEv
000000018015d63c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10patchTableEv
000000018015cff0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache11imagesCountEv
000000018015cb90 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachCacheEU13block_pointerFvPKS_RbE
000000018015ce8c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachDylibEU13block_pointerFvPKN6mach_o6HeaderEPKcjyyRbE
000000018015e2b0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachImageEU13block_pointerFvPKN6mach_o6HeaderEPKcE
000000018015cc6c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE
000000018010ba78 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12hasImagePathEPKcRj
000000018015c8bc (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12numSubCachesEv
000000018015e8b0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13DynamicRegion13osCryptexPathEv
