00000001804642d0 (__TEXT,__text) external _NSAddImage
00000001804688ac (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessD2Ev
0000000180472744 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils16concatenatePathsEPcPKcm
00000001804726cc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils7strrstrEPKcS2_
00000001e52cc000 (__TPRO_CONST,__dyld4) non-external (was a private external) __ZN5dyld45gDyldE
000000018047288c (__TEXT,__text) non-external __ZN5dyld4L21finalizeListTLV_thunkEPv
000000018045f878 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11BindOpcodesC1EPKhmb
000000018045f878 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11BindOpcodesC2EPKhmb
00000001804581f0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11GenericTrieC2EPKhm
0000000180457a68 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12ArchitectureC1EPK11mach_header
00000001e3454048 (__DATA,__data) non-external (was a private external) __ZN6mach_o12PlatformInfo18knownPlatformInfosE
00000001804581f0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12SplitSegInfoC1EPKhm
0000000180458b54 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12read_sleb128ERPKhS1_Rb
0000000180458af8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12read_uleb128ERPKhS1_Rb
000000018045ea3c (__TEXT,__text) non-external (was a private external) __ZN6mach_o13ChainedFixups13PointerFormat4makeEt
000000018045e6bc (__TEXT,__text) non-external (was a private external) __ZN6mach_o13ChainedFixupsC1EPK26dyld_chained_fixups_headerm
00000001804581fc (__TEXT,__text) non-external (was a private external) __ZN6mach_o13CompactUnwindC1ENS_12ArchitectureEPKhm
00000001804583f0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o13RebaseOpcodesC1EPKhmb
00000001804581f0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o14FunctionStartsC1EPKhm
0000000180460294 (__TEXT,__text) non-external (was a private external) __ZN6mach_o16NListSymbolTableC1EjPK5nlistjPKcjjjj
00000001804602b4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o16NListSymbolTableC1EyPK8nlist_64jPKcjjjj
00000001e6428ca0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o16PlatformInfo_iOS9singletonE
00000001e6428d60 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o17PlatformInfo_tvOS9singletonE
0000000180457a1c (__TEXT,__text) non-external (was a private external) __ZN6mach_o17hasWarningHandlerEv
00000001e6428c40 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o18PlatformInfo_macOS9singletonE
00000001e64290c0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o18PlatformInfo_sepOS9singletonE
0000000180457d58 (__TEXT,__text) non-external (was a private external) __ZN6mach_o19PlatformAndVersions3zipERKS0_
00000001e6428ee0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o20PlatformInfo_watchOS9singletonE
00000001e6428fa0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_bridgeOS9singletonE
00000001e6429060 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_firmware9singletonE
00000001e6429420 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_visionOS9singletonE
00000001e6428e80 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_zippered9singletonE
00000001e6429000 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o22PlatformInfo_driverKit9singletonE
00000001e6428e20 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o24PlatformInfo_macCatalyst9singletonE
00000001e6429600 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o26PlatformInfo_iOS_kernelKit9singletonE
00000001e6428d00 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o26PlatformInfo_iOS_simulator9singletonE
00000001e6429240 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_iOS_exclaveKit9singletonE
00000001e6429660 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_tvOS_kernelKit9singletonE
00000001e6428dc0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_tvOS_simulator9singletonE
00000001e64291e0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_iOS_exclaveCore9singletonE
00000001e64295a0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_macOS_kernelKit9singletonE
00000001e6429300 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_tvOS_exclaveKit9singletonE
00000001e6429180 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o29PlatformInfo_macOS_exclaveKit9singletonE
00000001e64292a0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o29PlatformInfo_tvOS_exclaveCore9singletonE
00000001e6429120 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_macOS_exclaveCore9singletonE
00000001e64296c0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_watchOS_kernelKit9singletonE
00000001e6428f40 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_watchOS_simulator9singletonE
00000001e6429780 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_bridgeOS_kernelKit9singletonE
00000001e6429720 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_visionOS_kernelKit9singletonE
00000001e6429480 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_visionOS_simulator9singletonE
00000001e64293c0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_watchOS_exclaveKit9singletonE
00000001e6429540 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o32PlatformInfo_visionOS_exclaveKit9singletonE
00000001e6429360 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o32PlatformInfo_watchOS_exclaveCore9singletonE
00000001e64294e0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o33PlatformInfo_visionOS_exclaveCore9singletonE
0000000180458be8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorC1EOS0_
0000000180458c0c (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorC1EPKcz
0000000180456140 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorD1Ev
0000000180458bfc (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErroraSEOS0_
00000001804613f0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeBindOpcodesEv
0000000180461160 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeExportsTrieEv
00000001804611e0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeSymbolTableEv
0000000180461670 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image16makeSplitSegInfoEv
0000000180461570 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image17makeChainedFixupsEv
0000000180461370 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image17makeRebaseOpcodesEv
00000001804615f0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image18makeFunctionStartsEv
0000000180461470 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image19makeLazyBindOpcodesEv
00000001804614f0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image19makeWeakBindOpcodesEv
00000001804617f8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC1EPK11mach_header
00000001804616f0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC1EPKvmNS0_11MappingKindE
00000001804616f4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC2EPK11mach_header
0000000180460f30 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC2EPKvmNS0_11MappingKindE
000000018045c904 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Header22loadCommandToDylibKindEPK13dylib_command
000000018047adc4 (__TEXT,__text) non-external __ZN6mach_o6Header22loadCommandToDylibKindEPK13dylib_command.cold.1
000000018045cf78 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Header6name16EPKc
00000001804582dc (__TEXT,__text) non-external (was a private external) __ZN6mach_o6PolicyC1ENS_12ArchitectureENS_19PlatformAndVersionsEjbb
0000000180458250 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6PolicyC2ENS_12ArchitectureENS_19PlatformAndVersionsEjbb
000000018045d80c (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol12makeAltEntryE7CStringyhNS0_5ScopeEbbb
000000018045d908 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol12makeReExportE7CStringiPKcNS0_5ScopeE
000000018045d92c (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol13makeUndefinedE7CStringib
000000018045d6b4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol16makeRegularLocalE7CStringyhbb
000000018045d954 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol16makeTentativeDefE7CStringyhbb
000000018045d8e4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeAbsoluteLocalE7CStringyb
000000018045d634 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeRegularExportE7CStringyhbbb
000000018045d678 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeRegularHiddenE7CStringyhbb
000000018045d71c (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeWeakDefExportE7CStringyhbb
000000018045d794 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeWeakDefHiddenE7CStringyhbb
000000018045d8b8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol18makeAbsoluteExportE7CStringyb
000000018045d848 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol19makeDynamicResolverE7CStringhyy
000000018045d758 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol19makeWeakDefAutoHideE7CStringyhbb
000000018045d870 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol21makeThreadLocalExportE7CStringyhbbb
000000018045d998 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol22makeHiddenTentativeDefE7CStringyhbb
000000018045d6e8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol27makeRegularWasPrivateExternE7CStringyhbb
000000018045d7d0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol27makeWeakDefWasPrivateExternE7CStringyhbb
0000000180457a30 (__TEXT,__text) non-external (was a private external) __ZN6mach_o7warningEPKvPKcz
00000001df92d2f8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform13iOS_simulatorE
00000001df92d300 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform14tvOS_simulatorE
00000001df92d308 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform17watchOS_simulatorE
00000001df92d2e0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform3iOSE
00000001df92d2e8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform4tvOSE
000000018047bb60 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2015E
000000018047bb64 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2018E
000000018047bb68 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2019E
000000018047bb6c (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2020E
000000018047bb70 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2021E
000000018047bb74 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2023E
000000018047bb78 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2024E
00000001df92d2d8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform5macOSE
00000001df92d2f0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform7watchOSE
00000001df92d310 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform9driverKitE
0000000180457c90 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC1Ej
0000000180457c40 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC2Ej
000000018047ad14 (__TEXT,__text) non-external __ZN6mach_o8PlatformC2Ej.cold.1
000000018045ab04 (__TEXT,__text) non-external __ZN6mach_oL14stringOverflowEPK12load_commandjj
00000001e6429d90 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p1E
00000001e6429e20 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p2E
00000001e6429ea8 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p3E
00000001e6429f30 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p4E
00000001e6429fb8 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p5E
00000001e642a048 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p6E
00000001e642a0e8 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p7E
00000001e642a170 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p8E
00000001e642a210 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p9E
00000001e642a2b0 (__AUTH_CONST,__const) non-external __ZN6mach_oL3p10E
00000001e642a338 (__AUTH_CONST,__const) non-external __ZN6mach_oL3p11E
00000001e642a3d8 (__AUTH_CONST,__const) non-external __ZN6mach_oL3p12E
00000001e3454180 (__DATA,__bss) non-external __ZN6mach_oL8sHandlerE
0000000180457198 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics12errorMessageEv
0000000180456120 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics13assertNoErrorEv
000000018047ae48 (__TEXT,__text) non-external __ZNK11Diagnostics13assertNoErrorEv.cold.1
0000000180457198 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics16errorMessageCStrEv
000000018045692c (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics7noErrorEv
00000001804568e8 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics8hasErrorEv
0000000180472c20 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachCacheEU13block_pointerFvPKS_RbE
0000000180472b8c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE
000000018047299c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13forEachRegionEU13block_pointerFvPKvyyjjyRbE
00000001804565d4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache7inCacheEPKvmRb
00000001804747fc (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base14forEachSegmentEyU13block_pointerFvyyPKcE
000000018047478c (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base15forEachAotImageEU13block_pointerFbyyyPhmE
0000000180479b58 (__TEXT,__text) non-external (was a private external) __ZNK29dyld_process_info_notify_base13setNotifyMainEU13block_pointerFvvE
000000018046b888 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE14const_iteratorssERKSA_
00000001804725c8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE8NodeCoreILj31ELj15EE17lower_bound_indexERKS5_S8_
000000018046ba2c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process19ProcessUpdateRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE14const_iteratorssERKSE_
0000000180470340 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process19ProcessUpdateRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE4findERKS7_
000000018046ba80 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE14const_iteratorssERKSE_
0000000180470eb4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE4findERKS7_
000000018046ba2c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE14const_iteratorssERKSB_
00000001804786c8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE4findERKS4_
000000018046b888 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE14const_iteratorssERKS5_
000000018046b748 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorssERKS5_
000000018046d238 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIiNSt3__14lessIiEELb0EE4findERKi
0000000180476d20 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs5gradeEjjb
0000000180456f20 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsyU13block_pointerFvjjPKvyRbE
0000000180476968 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsybU13block_pointerFvjjPKvyRbE
0000000180456f2c (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12isValidSliceER11Diagnosticsyjjjyy
00000001804771c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11installNameEv
000000018045714c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11pointerSizeEv
0000000180456dd4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13hasMachOMagicEv
0000000180456a14 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE
000000018045693c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE
0000000180476e38 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb
0000000180456804 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16isMainExecutableEv
0000000180455f78 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile18forEachLoadCommandER11DiagnosticsU13block_pointerFvPK12load_commandRbE
0000000180456b4c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4_
0000000180476f78 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19loadableIntoProcessENS_8PlatformEPKcb
