                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFErrorCreateWithUserInfoKeysAndValues (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
00007ffc03d6a275 (__TEXT,__text) external _DRBufferAsResource
00007ffc03d55256 (__TEXT,__text) non-external (was a private external) __ZN2re29xpc_array_create_unless_emptyINS_19CreateDirectTextureEEEPU24objcproto13OS_xpc_object8NSObjectRKNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffc03d55296 (__TEXT,__text) non-external (was a private external) __ZN2re29xpc_array_create_unless_emptyINS_19UpdateDirectTextureEEEPU24objcproto13OS_xpc_object8NSObjectRKNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffc03d580f3 (__TEXT,__text) non-external (was a private external) __ZN2re4loadERKNS_16CreateDirectMeshERNS_20DirectResourceLoaderE
00007ffc03d5822c (__TEXT,__text) non-external (was a private external) __ZN2re4loadERKNS_16UpdateDirectMeshERNS_20DirectResourceLoaderE
00007ffc03d58463 (__TEXT,__text) non-external (was a private external) __ZN2re4loadERKNS_18CreateDirectBufferERNS_20DirectResourceLoaderE
00007ffc03d58530 (__TEXT,__text) non-external (was a private external) __ZN2re4loadERKNS_18UpdateDirectBufferERNS_20DirectResourceLoaderE
00007ffc03d582fb (__TEXT,__text) non-external (was a private external) __ZN2re4loadERKNS_19CreateDirectTextureERNS_20DirectResourceLoaderE
00007ffc03d583b4 (__TEXT,__text) non-external (was a private external) __ZN2re4loadERKNS_19UpdateDirectTextureERNS_20DirectResourceLoaderE
00007ffc03d585c6 (__TEXT,__text) non-external (was a private external) __ZN2re4loadERKNS_22DirectResourceCommandsEONSt3__18functionIFPNS_20DirectMemoryResourceERKNS_16DirectResourceIdEEEE
00007ffc03d66c1a (__TEXT,__text) non-external (was a private external) __ZN2re4make6shared6objectINS_13DirectTextureEJRKNS_24DirectTextureDescriptionEEEENS_9SharedPtrIT_EEDpOT0_
00007ffc03d66ca2 (__TEXT,__text) non-external (was a private external) __ZN2re4make6shared6objectINS_13DirectTextureEJRNS_24DirectTextureDescriptionEEEENS_9SharedPtrIT_EEDpOT0_
00007ffc03d5302c (__TEXT,__text) non-external (was a private external) __ZN2re4make6shared6objectINS_22DirectResourceCommandsEJEEENS_9SharedPtrIT_EEDpOT0_
00007ffc03d6930a (__TEXT,__text) non-external __ZN2re4make6shared6objectINS_23DirectTextureDescriptorEJEEENS_9SharedPtrIT_EEDpOT0_
00007ffc03d64808 (__TEXT,__text) non-external (was a private external) __ZN2re4make6shared6objectINS_29DirectResourcesResolvedCommitEJRKyRyEEENS_9SharedPtrIT_EEDpOT0_
00007ffc03d64808 (__TEXT,__text) non-external (was a private external) __ZN2re4make6shared6objectINS_29DirectResourcesResolvedCommitEJRKyyEEENS_9SharedPtrIT_EEDpOT0_
00007ffc03d4fc4f (__TEXT,__text) non-external (was a private external) __ZN2re8toStringENS_18DirectResourceTypeE
00007ffc03d4fc73 (__TEXT,__text) non-external (was a private external) __ZN2re8toStringENS_22DirectResourceSlotTypeE
00007ffc03d4fb5e (__TEXT,__text) non-external (was a private external) __ZN2re8toStringERA16_Kh
00007ffc03d64774 (__TEXT,__text) non-external (was a private external) __ZN2re9SharedPtrINS_10DirectMeshEE5resetEPS1_
00007ffc03d64774 (__TEXT,__text) non-external (was a private external) __ZN2re9SharedPtrINS_12DirectBufferEE5resetEPS1_
00007ffc03d64774 (__TEXT,__text) non-external (was a private external) __ZN2re9SharedPtrINS_13DirectTextureEE5resetEPS1_
00007ffc03d64774 (__TEXT,__text) non-external (was a private external) __ZN2re9SharedPtrINS_20DirectMemoryResourceEE5resetEPS1_
00007ffc03d64774 (__TEXT,__text) non-external (was a private external) __ZN2re9SharedPtrINS_29DirectResourcesResolvedCommitEE5resetEPS1_
00007ffc03d50afa (__TEXT,__text) non-external (was a private external) __ZN2re9XPCObject6retainEPU24objcproto13OS_xpc_object8NSObject
00007ffc03d4f9d4 (__TEXT,__text) non-external (was a private external) __ZN2re9XPCObject8setValueEPv
00007ffc03d4f9b0 (__TEXT,__text) non-external (was a private external) __ZN2re9XPCObjectD1Ev
00007ffc03d4fa04 (__TEXT,__text) non-external (was a private external) __ZN2re9XPCObjectaSEOS0_
00007ffc03d69cc4 (__TEXT,__text) non-external __ZN2reL5toApiINS_14DirectResourceEvEENS_13bridge_to_apiIT_E4typeERKNS_10UnownedPtrIS3_EE
00007ffc4031cd18 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector10s_kswizzleE
00007ffc4031cc28 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector11s_kcontentsE
00007ffc4031cd38 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector12s_keventPortE
00007ffc4031cd50 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector12s_kioSurfaceE
00007ffc03d6d338 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector12s_knamedepthE
00007ffc03d6d453 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector12s_knamelabelE
00007ffc03d6d718 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector12s_knameusageE
00007ffc03d6d71e (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector12s_knamewidthE
00007ffc4031ccc8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector12s_ksetDepth_E
00007ffc4031cd08 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector12s_ksetUsage_E
00007ffc4031cd10 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector12s_ksetWidth_E
00007ffc03d6d3ce (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector13s_knamedeviceE
00007ffc03d6d3f0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector13s_knameheightE
00007ffc4031ccd0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector13s_ksetHeight_E
00007ffc4031cc20 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_karrayLengthE
00007ffc4031cc50 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_kisShareableE
00007ffc03d6d3b4 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector14s_knameswizzleE
00007ffc4031ccb8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_kpixelFormatE
00007ffc4031ccf8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_ksetSwizzle_E
00007ffc4031cd20 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_ktextureTypeE
00007ffc03d6d30f (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector15s_knamecontentsE
00007ffc4031cc18 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector16s_kallocatedSizeE
00007ffc03d6d3e4 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knameeventPortE
00007ffc03d6d438 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knameioSurfaceE
00007ffc03d6d650 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knamesetDepth_E
00007ffc03d6d6c0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knamesetUsage_E
00007ffc03d6d6ca (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knamesetWidth_E
00007ffc03d6d65a (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector17s_knamesetHeight_E
00007ffc4031cc80 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector17s_knewSharedEventE
00007ffc4031cc40 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_kdidModifyRange_E
00007ffc03d6d383 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knamearrayLengthE
00007ffc03d6d447 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knameisShareableE
00007ffc03d6d61e (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knamepixelFormatE
00007ffc03d6d6b0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knamesetSwizzle_E
00007ffc03d6d70c (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knametextureTypeE
00007ffc4031ccc0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetArrayLength_E
00007ffc4031cce0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetPixelFormat_E
00007ffc4031ccf0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetStorageMode_E
00007ffc4031cd00 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetTextureType_E
00007ffc4031cc60 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector19s_kmipmapLevelCountE
00007ffc03d6d2d5 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector20s_knameallocatedSizeE
00007ffc03d6d54d (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector21s_knamenewSharedEventE
00007ffc03d6d350 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamedidModifyRange_E
00007ffc03d6d370 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetArrayLength_E
00007ffc03d6d2f0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetPixelFormat_E
00007ffc03d6d390 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetStorageMode_E
00007ffc03d6d320 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetTextureType_E
00007ffc4031cce8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector22s_ksetResourceOptions_E
00007ffc4031cc10 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector23s_kaddCompletedHandler_E
00007ffc03d6d480 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector23s_knamemipmapLevelCountE
00007ffc4031cc88 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector23s_knewSharedEventHandleE
00007ffc4031ccd8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector23s_ksetMipmapLevelCount_E
00007ffc4031cc90 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector25s_knewSharedTextureHandleE
00007ffc03d6d690 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector26s_knamesetResourceOptions_E
00007ffc4031cd48 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector26s_knewBufferWithIOSurface_E
00007ffc4031cd58 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector27s_kinitWithIOSurface_label_E
00007ffc03d6d290 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector27s_knameaddCompletedHandler_E
00007ffc03d6d560 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector27s_knamenewSharedEventHandleE
00007ffc03d6d670 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector27s_knamesetMipmapLevelCount_E
00007ffc4031cca8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector28s_knewTextureWithDescriptor_E
00007ffc03d6d5a0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector29s_knamenewSharedTextureHandleE
00007ffc03d6d510 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector30s_knamenewBufferWithIOSurface_E
00007ffc4031cd60 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector30s_knewSharedEventWithMachPort_E
00007ffc4031cca0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector30s_knewSharedTextureWithHandle_E
00007ffc4031cd40 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector30s_ksupportsBufferWithIOSurfaceE
00007ffc03d6d410 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector31s_knameinitWithIOSurface_label_E
00007ffc4031cc78 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector31s_knewBufferWithLength_options_E
00007ffc03d6d5e0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector32s_knamenewTextureWithDescriptor_E
00007ffc4031ccb0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector32s_knotifyListener_atValue_block_E
00007ffc03d6d580 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector34s_knamenewSharedEventWithMachPort_E
00007ffc03d6d5c0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector34s_knamenewSharedTextureWithHandle_E
00007ffc03d6d6f0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector34s_knamesupportsBufferWithIOSurfaceE
00007ffc4031cc98 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector34s_knewSharedTextureWithDescriptor_E
00007ffc03d6d530 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector35s_knamenewBufferWithLength_options_E
00007ffc03d6d600 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector36s_knamenotifyListener_atValue_block_E
00007ffc4031cc68 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector37s_knewBufferWithBytes_length_options_E
00007ffc03d6d2b0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector38s_knamenewSharedTextureWithDescriptor_E
00007ffc03d6d4a0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector41s_knamenewBufferWithBytes_length_options_E
00007ffc4031cc70 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector55s_knewBufferWithBytesNoCopy_length_options_deallocator_E
00007ffc03d6d4d0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector59s_knamenewBufferWithBytesNoCopy_length_options_deallocator_E
00007ffc4031cc30 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector8s_kdepthE
00007ffc4031cc58 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector8s_klabelE
00007ffc4031cd28 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector8s_kusageE
00007ffc4031cd30 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector8s_kwidthE
00007ffc4031cc38 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector9s_kdeviceE
00007ffc4031cc48 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector9s_kheightE
00007ffc03d65168 (__TEXT,__text) non-external (was a private external) __ZNK15ArcSharedObject11descriptionEv
00007ffc03d65186 (__TEXT,__text) non-external (was a private external) __ZNK15ArcSharedObject16debugDescriptionEv
00007ffc03d67920 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh10readBufferEmPN3MTL13CommandBufferE
00007ffc03d6766e (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh10readBufferEmU13block_pointerFvPKvmE
00007ffc03d67b48 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
00007ffc03d67944 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh11readIndicesEPN3MTL13CommandBufferE
00007ffc03d676d2 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh11readIndicesEU13block_pointerFvPKvmE
00007ffc03d672a0 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh12indexPayloadEv
00007ffc03d672ae (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh12partsPayloadEv
00007ffc03d672bc (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh13vertexPayloadEm
00007ffc03d67240 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh18isAttachedToDeviceEv
00007ffc03d67baa (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh4typeEv
00007ffc03d672d4 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh5partsEv
00007ffc03d67262 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh7payloadENS_18DirectResourceSlotE
00007ffc03d69cc4 (__TEXT,__text) non-external __ZNK2re10UnownedPtrINS_21DirectResourceContextEEcvNS_13bridge_to_apiIT_E4typeEIS1_vEEv
00007ffc03d4ed12 (__TEXT,__text) non-external (was a private external) __ZNK2re11DirectFence11descriptionEv
00007ffc03d500de (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
00007ffc03d50114 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer16isValidBytesUsedEm
00007ffc03d4fed6 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer18isAttachedToDeviceEv
00007ffc03d50240 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer4readEPN3MTL13CommandBufferE
00007ffc03d50174 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer4readEU13block_pointerFvPKvmE
00007ffc03d502a8 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer4typeEv
00007ffc03d4fef4 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer7payloadENS_18DirectResourceSlotE
00007ffc03d5a39e (__TEXT,__text) non-external (was a private external) __ZNK2re12ULockCounter14compareAndWaitEyj
00007ffc03d6693a (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture10newPayloadENS_18DirectResourceSlotEPN3MTL6DeviceE
00007ffc03d66a66 (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
00007ffc03d66a9c (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture11readTextureEv
00007ffc03d66704 (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture15allocatePayloadEPN3MTL6DeviceEb
00007ffc03d667c4 (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture18isAttachedToDeviceEv
00007ffc03d66c0e (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture4typeEv
00007ffc03d6698a (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture7payloadENS_18DirectResourceSlotE
00007ffc03d662c8 (__TEXT,__text) non-external (was a private external) __ZNK2re14DirectResource10newPayloadENS_18DirectResourceSlotEPN3MTL6DeviceE
00007ffc03d59398 (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
00007ffc03d59438 (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate12vertexUpdateEm
00007ffc03d592ee (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate4typeEv
00007ffc03d593fa (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate7payloadENS_18DirectResourceSlotE
00007ffc03d594ce (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate8validateEPKNS_14DirectResourceE
00007ffc03d59a30 (__TEXT,__text) non-external (was a private external) __ZNK2re18DirectBufferUpdate4typeEv
