00007ff80b594510 (__TEXT,__const) non-external _A1_Table
00007ff80ab287a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_32_96r
00007ff80ab1a840 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff80ab35310 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff80ac128b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r
00007ff80ab54da0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_48r
00007ff80ab318d0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_48r56r
00007ff80ab599c0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_64r
00007ff80ac14960 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_64r72r80r88r
00007ff80ab56b70 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_80r
00007ff80ac12e30 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_80r88r
00007ff80ac0d700 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_96r
00007ff80ac0e830 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_16_96r104r
00007ff80ab2d0d0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_32_176r184r
00007ff80ab28da0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_32_80r
00007ff80ab287c0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_32_96r
00007ff80ab1a860 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff80ab35350 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff80ac12910 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00007ff80aa95bd0 (__TEXT,__text) non-external ___detectJ137_block_invoke
                 (undefined) external ___extendhfsf2 (from libSystem)
00007ff80aaf09d0 (__TEXT,__text) non-external ___get_asl_client_block_invoke
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
00007ff80ab45860 (__TEXT,__text) non-external ___sClip_Planar_Float_block_invoke
00007ff80ab49ba0 (__TEXT,__text) non-external ___sConvert_16SToF_preCV_block_invoke
00007ff80ab4ae90 (__TEXT,__text) non-external ___sConvert_16UToF_preCV_block_invoke
00007ff80ab39580 (__TEXT,__text) non-external ___sConvert_16UToPlanar8_preCV_block_invoke
00007ff80ab4a610 (__TEXT,__text) non-external ___sConvert_FTo16S_preCV_block_invoke
00007ff80ab4b8d0 (__TEXT,__text) non-external ___sConvert_FTo16U_preCV_block_invoke
00007ff80ab3a3a0 (__TEXT,__text) non-external ___sConvert_Planar16FtoPlanarF_preCV_block_invoke
00007ff80ab39b20 (__TEXT,__text) non-external ___sConvert_Planar8To16U_preCV_block_invoke
00007ff80ab3a9b0 (__TEXT,__text) non-external ___sConvert_PlanarFtoPlanar16F_preCV_block_invoke
00007ff80ab466c0 (__TEXT,__text) non-external ___sFloatPixelTo32BitPixel_block_invoke
00007ff80ab38fe0 (__TEXT,__text) non-external ___sPermuteChannels_ARGB8888_block_invoke
00007ff80ab365c0 (__TEXT,__text) non-external ___sRGB565toARGB8888_block_invoke
00007ff80ac45fc0 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke
00007ff80ac46080 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke_2
00007ff80ac46140 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke_3
00007ff80ac46250 (__TEXT,__text) non-external ___sRotate_90_ARGB_16U_block_invoke_4
00007ff80ac43690 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke
00007ff80ac43850 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke_2
00007ff80ac43a10 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke_3
00007ff80ac44490 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt16_block_invoke_4
00007ff80ac41dc0 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke
00007ff80ac41e80 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke_2
00007ff80ac41f40 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke_3
00007ff80ac42040 (__TEXT,__text) non-external ___sRotate_90_Planar_UInt8_block_invoke_4
00007ff80ab3d8e0 (__TEXT,__text) non-external ___sSelectChannels_ARGB8888_block_invoke
00007ff80ab3e270 (__TEXT,__text) non-external ___sSelectChannels_ARGBFFFF_block_invoke
                 (undefined) external ___sprintf_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___truncsfhf2 (from libSystem)
00007ff80ab557e0 (__TEXT,__text) non-external ___vARGB1555toARGB8888_block_invoke
00007ff80ab5e300 (__TEXT,__text) non-external ___vARGB1555toPlanar8_block_invoke
00007ff80ab5bb60 (__TEXT,__text) non-external ___vARGB8888toARGB1555_block_invoke
00007ff80ab5a290 (__TEXT,__text) non-external ___vARGB8888toRGB565_block_invoke
00007ff80ab28690 (__TEXT,__text) non-external ___vFillBy16_AVX_block_invoke
00007ff80ab59840 (__TEXT,__text) non-external ___vFillBy16_block_invoke
00007ff80ab1fcf0 (__TEXT,__text) non-external ___vImageByteSwap_Planar16U_block_invoke
00007ff80ac14620 (__TEXT,__text) non-external ___vImageContrastStretch_ARGBFFFF_block_invoke
00007ff80ac149b0 (__TEXT,__text) non-external ___vImageContrastStretch_ARGBFFFF_block_invoke.4
00007ff80ac12650 (__TEXT,__text) non-external ___vImageContrastStretch_PlanarF_block_invoke
00007ff80ac12960 (__TEXT,__text) non-external ___vImageContrastStretch_PlanarF_block_invoke.1
00007ff80ab24e40 (__TEXT,__text) non-external ___vImageConvert_16Fto16U_block_invoke
00007ff80ab24da0 (__TEXT,__text) non-external ___vImageConvert_16Uto16F_block_invoke
00007ff80ab1b400 (__TEXT,__text) non-external ___vImageConvert_ARGB1555toRGB565_block_invoke
00007ff80ab1f3c0 (__TEXT,__text) non-external ___vImageConvert_ARGB16UToARGB8888_block_invoke
00007ff80ab1a4a0 (__TEXT,__text) non-external ___vImageConvert_ARGB16UtoARGB8888_dithered_block_invoke
00007ff80ab1f1b0 (__TEXT,__text) non-external ___vImageConvert_ARGB16UtoPlanar16U_block_invoke
00007ff80ab1e8e0 (__TEXT,__text) non-external ___vImageConvert_ARGB16UtoRGB16U_block_invoke
00007ff80ad712c0 (__TEXT,__text) non-external ___vImageConvert_ARGB2101010ToRGB16U_block_invoke
00007ff80ad70ba0 (__TEXT,__text) non-external ___vImageConvert_ARGB2101010ToRGB888_block_invoke
00007ff80ad719e0 (__TEXT,__text) non-external ___vImageConvert_ARGB2101010ToRGBFFF_block_invoke
00007ff80ab1f6a0 (__TEXT,__text) non-external ___vImageConvert_ARGB8888ToARGB16U_block_invoke
00007ff80ab1fc50 (__TEXT,__text) non-external ___vImageConvert_ARGB8888ToRGB16U_block_invoke
00007ff80ab19a00 (__TEXT,__text) non-external ___vImageConvert_ARGBFFFFtoARGB8888_dithered_block_invoke
00007ff80ad87ba0 (__TEXT,__text) non-external ___vImageConvert_AnyToAny_block_invoke
00007ff80ab1eda0 (__TEXT,__text) non-external ___vImageConvert_BGRA16UtoRGB16U_block_invoke
00007ff80ab1ee40 (__TEXT,__text) non-external ___vImageConvert_Planar16UtoARGB16U_block_invoke
00007ff80ab19ca0 (__TEXT,__text) non-external ___vImageConvert_Planar16UtoPlanar8_dithered_block_invoke
00007ff80ab1f2d0 (__TEXT,__text) non-external ___vImageConvert_Planar16UtoRGB16U_block_invoke
00007ff80ab21260 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar1_block_invoke
00007ff80ab21300 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar1_block_invoke.45
00007ff80ab218f0 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar2_block_invoke
00007ff80ab21990 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar2_block_invoke.48
00007ff80ab21f60 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar4_block_invoke
00007ff80ab22000 (__TEXT,__text) non-external ___vImageConvert_Planar8toPlanar4_block_invoke.51
00007ff80ab19400 (__TEXT,__text) non-external ___vImageConvert_PlanarFtoPlanar8_dithered_block_invoke
00007ff80ad71650 (__TEXT,__text) non-external ___vImageConvert_RGB16UToARGB2101010_block_invoke
00007ff80ab1f980 (__TEXT,__text) non-external ___vImageConvert_RGB16UToARGB8888_block_invoke
00007ff80ab1e3e0 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoARGB16U_block_invoke
00007ff80ab1e7f0 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoBGRA16U_block_invoke
00007ff80ab19f20 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoRGB888_dithered_block_invoke
00007ff80ab1e4d0 (__TEXT,__text) non-external ___vImageConvert_RGB16UtoRGBA16U_block_invoke
00007ff80ab1b860 (__TEXT,__text) non-external ___vImageConvert_RGB565toARGB1555_block_invoke
00007ff80ab1b160 (__TEXT,__text) non-external ___vImageConvert_RGB565toRGB888_block_invoke
00007ff80ab1b600 (__TEXT,__text) non-external ___vImageConvert_RGB565toRGBA5551_block_invoke
00007ff80ad70f30 (__TEXT,__text) non-external ___vImageConvert_RGB888ToARGB2101010_block_invoke
00007ff80ab1eb40 (__TEXT,__text) non-external ___vImageConvert_RGBA16UtoRGB16U_block_invoke
00007ff80ab1b2b0 (__TEXT,__text) non-external ___vImageConvert_RGBA5551toRGB565_block_invoke
00007ff80ad71d70 (__TEXT,__text) non-external ___vImageConvert_RGBFFFToARGB2101010_block_invoke
00007ff80ab196c0 (__TEXT,__text) non-external ___vImageConvert_RGBFFFtoRGB888_dithered_block_invoke
00007ff80ad707d0 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB16F_block_invoke
00007ff80ad70010 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB16Q12_block_invoke
00007ff80ad6fc40 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB16U_block_invoke
00007ff80ad6f870 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGB8888_block_invoke
00007ff80ad703f0 (__TEXT,__text) non-external ___vImageConvert_XRGB2101010_A8ToARGBFFFF_block_invoke
00007ff80ab86e20 (__TEXT,__text) non-external ___vImageConvolveMultiKernel_ARGB8888_block_invoke
00007ff80ab881c0 (__TEXT,__text) non-external ___vImageConvolveMultiKernel_ARGBFFFF_block_invoke
00007ff80aa8bfa0 (__TEXT,__text) non-external ___vImageConvolveWithBias_Planar8_block_invoke
00007ff80ab86ae0 (__TEXT,__text) non-external ___vImageConvolveWithBias_PlanarF_block_invoke
00007ff80ab85bb0 (__TEXT,__text) non-external ___vImageConvolve_block_invoke
00007ff80aad3820 (__TEXT,__text) non-external ___vImageCopyBuffer_block_invoke
00007ff80ac3ac20 (__TEXT,__text) non-external ___vImageDilate_ARGB8888_block_invoke
00007ff80ac3cb60 (__TEXT,__text) non-external ___vImageDilate_ARGBFFFF_block_invoke
00007ff80ac37dd0 (__TEXT,__text) non-external ___vImageDilate_Planar8_block_invoke
00007ff80ac38ce0 (__TEXT,__text) non-external ___vImageDilate_PlanarF_block_invoke
00007ff80ac2bbd0 (__TEXT,__text) non-external ___vImageEndsInContrastStretch_ARGBFFFF_block_invoke
00007ff80ac2a6d0 (__TEXT,__text) non-external ___vImageEndsInContrastStretch_PlanarF_block_invoke
00007ff80ac0e5f0 (__TEXT,__text) non-external ___vImageEqualization_ARGBFFFF_block_invoke
00007ff80ac0d4a0 (__TEXT,__text) non-external ___vImageEqualization_PlanarF_block_invoke
00007ff80ac3a6f0 (__TEXT,__text) non-external ___vImageErode_ARGB8888_block_invoke
00007ff80ac3c630 (__TEXT,__text) non-external ___vImageErode_ARGBFFFF_block_invoke
00007ff80ac37cc0 (__TEXT,__text) non-external ___vImageErode_Planar8_block_invoke
00007ff80ac387b0 (__TEXT,__text) non-external ___vImageErode_PlanarF_block_invoke
00007ff80ab1d010 (__TEXT,__text) non-external ___vImageExtractChannel_ARGB16U_block_invoke
00007ff80ab1cf40 (__TEXT,__text) non-external ___vImageExtractChannel_ARGB8888_block_invoke
00007ff80ab1d0e0 (__TEXT,__text) non-external ___vImageExtractChannel_ARGBFFFF_block_invoke
00007ff80ab50170 (__TEXT,__text) non-external ___vImageFlatten_ARGB16Q12_block_invoke
00007ff80ab1ffa0 (__TEXT,__text) non-external ___vImageFlatten_ARGB16U_block_invoke
00007ff80ab1d360 (__TEXT,__text) non-external ___vImageFlatten_ARGB8888ToRGB888_block_invoke
00007ff80ab4fda0 (__TEXT,__text) non-external ___vImageFlatten_ARGB8888_block_invoke
00007ff80ab1dc50 (__TEXT,__text) non-external ___vImageFlatten_ARGBFFFFToRGBFFF_block_invoke
00007ff80ab20500 (__TEXT,__text) non-external ___vImageFlatten_ARGBFFFF_block_invoke
00007ff80ab1d940 (__TEXT,__text) non-external ___vImageFlatten_BGRA8888ToRGB888_block_invoke
00007ff80ab1e2b0 (__TEXT,__text) non-external ___vImageFlatten_BGRAFFFFToRGBFFF_block_invoke
00007ff80ab504a0 (__TEXT,__text) non-external ___vImageFlatten_RGBA16Q12_block_invoke
00007ff80ab20250 (__TEXT,__text) non-external ___vImageFlatten_RGBA16U_block_invoke
00007ff80ab1d650 (__TEXT,__text) non-external ___vImageFlatten_RGBA8888ToRGB888_block_invoke
00007ff80ab4fe40 (__TEXT,__text) non-external ___vImageFlatten_RGBA8888_block_invoke
00007ff80ab1df80 (__TEXT,__text) non-external ___vImageFlatten_RGBAFFFFToRGBFFF_block_invoke
00007ff80ab207b0 (__TEXT,__text) non-external ___vImageFlatten_RGBAFFFF_block_invoke
00007ff80ac4cc60 (__TEXT,__text) non-external ___vImageGamma_PlanarF_block_invoke
00007ff80ac4cd10 (__TEXT,__text) non-external ___vImageGamma_PlanarF_block_invoke_2
00007ff80ac4c0c0 (__TEXT,__text) non-external ___vImageGamma_PlanarFtoPlanar8_block_invoke
00007ff80ac10fc0 (__TEXT,__text) non-external ___vImageHistogramSpecification_ARGBFFFF_block_invoke
00007ff80ac0f400 (__TEXT,__text) non-external ___vImageHistogramSpecification_PlanarF_block_invoke
00007ff80abfb700 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGB16S_block_invoke
00007ff80abfb370 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGB16U_block_invoke
00007ff80abfafe0 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGB8888_block_invoke
00007ff80abfba10 (__TEXT,__text) non-external ___vImageHorizontalReflect_ARGBFFFF_block_invoke
00007ff80abfa9b0 (__TEXT,__text) non-external ___vImageHorizontalReflect_Planar16U_block_invoke
00007ff80abfa5b0 (__TEXT,__text) non-external ___vImageHorizontalReflect_Planar8_block_invoke
00007ff80abfacd0 (__TEXT,__text) non-external ___vImageHorizontalReflect_PlanarF_block_invoke
00007ff80abf7300 (__TEXT,__text) non-external ___vImageHorizontalShearD_ARGB16S_block_invoke
00007ff80abf7280 (__TEXT,__text) non-external ___vImageHorizontalShearD_ARGB16U_block_invoke
00007ff80abf7200 (__TEXT,__text) non-external ___vImageHorizontalShearD_ARGB8888_block_invoke
00007ff80abf7670 (__TEXT,__text) non-external ___vImageHorizontalShearD_ARGBFFFF_block_invoke
00007ff80abf49d0 (__TEXT,__text) non-external ___vImageHorizontalShearD_CbCr16U_block_invoke
00007ff80abf70d0 (__TEXT,__text) non-external ___vImageHorizontalShearD_Planar8_block_invoke
00007ff80abf7180 (__TEXT,__text) non-external ___vImageHorizontalShearD_PlanarF_block_invoke
00007ff80abf4c80 (__TEXT,__text) non-external ___vImageHorizontalShear_ARGB16S_block_invoke
00007ff80abf4bf0 (__TEXT,__text) non-external ___vImageHorizontalShear_ARGB16U_block_invoke
00007ff80abf4b60 (__TEXT,__text) non-external ___vImageHorizontalShear_ARGB8888_block_invoke
00007ff80abf4d10 (__TEXT,__text) non-external ___vImageHorizontalShear_ARGBFFFF_block_invoke
00007ff80aac72a0 (__TEXT,__text) non-external ___vImageHorizontalShear_CbCr8_block_invoke
00007ff80abf41e0 (__TEXT,__text) non-external ___vImageHorizontalShear_Planar16S_block_invoke
00007ff80abf4400 (__TEXT,__text) non-external ___vImageHorizontalShear_Planar16U_block_invoke
00007ff80aabf0c0 (__TEXT,__text) non-external ___vImageHorizontalShear_Planar8_block_invoke
00007ff80abf4620 (__TEXT,__text) non-external ___vImageHorizontalShear_PlanarF_block_invoke
00007ff80abf4da0 (__TEXT,__text) non-external ___vImageHorizontalShear_XRGB2101010W_block_invoke
00007ff80ac4e210 (__TEXT,__text) non-external ___vImageLookupTable_8to64U_block_invoke
00007ff80ac4d7e0 (__TEXT,__text) non-external ___vImageLookupTable_Planar8toPlanar16_block_invoke
00007ff80ac4d920 (__TEXT,__text) non-external ___vImageLookupTable_Planar8toPlanarF_block_invoke
00007ff80ac4df70 (__TEXT,__text) non-external ___vImageLookupTable_PlanarFtoPlanar8_block_invoke
00007ff80ac49f60 (__TEXT,__text) non-external ___vImageMatrixMultiply_ARGB8888ToPlanar8_block_invoke
00007ff80aab9f40 (__TEXT,__text) non-external ___vImageMatrixMultiply_ARGB8888_block_invoke
00007ff80ac4a0c0 (__TEXT,__text) non-external ___vImageMatrixMultiply_ARGBFFFFToPlanarF_block_invoke
00007ff80ac4ae80 (__TEXT,__text) non-external ___vImageMatrixMultiply_ARGBFFFF_block_invoke
00007ff80ac49dd0 (__TEXT,__text) non-external ___vImageMatrixMultiply_Planar8_block_invoke
00007ff80ac3b570 (__TEXT,__text) non-external ___vImageMax_ARGB8888_block_invoke
00007ff80ac3d4a0 (__TEXT,__text) non-external ___vImageMax_ARGBFFFF_block_invoke
00007ff80ac37f50 (__TEXT,__text) non-external ___vImageMax_Planar8_block_invoke
00007ff80ac39630 (__TEXT,__text) non-external ___vImageMax_PlanarF_block_invoke
00007ff80ac3bfe0 (__TEXT,__text) non-external ___vImageMin_ARGB8888_block_invoke
00007ff80ac3df00 (__TEXT,__text) non-external ___vImageMin_ARGBFFFF_block_invoke
00007ff80ac38170 (__TEXT,__text) non-external ___vImageMin_Planar8_block_invoke
00007ff80ac3a0a0 (__TEXT,__text) non-external ___vImageMin_PlanarF_block_invoke
00007ff80ac4eb90 (__TEXT,__text) non-external ___vImagePiecewisePolynomial_Planar8toPlanarF_block_invoke
00007ff80ac4e5d0 (__TEXT,__text) non-external ___vImagePiecewisePolynomial_PlanarF_block_invoke
00007ff80ac4ec50 (__TEXT,__text) non-external ___vImagePiecewisePolynomial_PlanarFtoPlanar8_block_invoke
00007ff80ac4f410 (__TEXT,__text) non-external ___vImagePiecewiseRational_PlanarF_block_invoke
