00007ff841e9f718 (__DATA,__data) non-external _C
00007ff8002c8df6 (__TEXT,__text) external _ttyname
00007ff841ea1ee0 (__DATA,__bss) non-external _ttyname_init
00007ff841ea1ee8 (__DATA,__bss) non-external _ttyname_key
00007ff841e9f808 (__DATA,__data) non-external _ttyname_lock
00007ff8002c8ee8 (__TEXT,__text) external _ttyname_r
00007ff8002ea63a (__TEXT,__text) external _ttyslot
00007ff800306c2e (__TEXT,__text) external _twalk
00007ff8002a00b5 (__TEXT,__text) non-external _typesequiv
00007ff80029f032 (__TEXT,__text) non-external _tzload
00007ff843a39ae0 (__DATA_DIRTY,__data) external _tzname
00007ff80029f9ea (__TEXT,__text) non-external _tzparse
00007ff8002a45e1 (__TEXT,__text) external _tzset
00007ff8003000a0 (__TEXT,__text) external _tzsetwall
00007ff80029ee4c (__TEXT,__text) non-external _tzsetwall_basic
00007ff8002ea642 (__TEXT,__text) external _ualarm
00007ff841e9f9c8 (__DATA,__data) non-external _uglue
00007ff8002ea6bb (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff8002d9c25 (__TEXT,__text) external _umaskx_np
00007ff8002adc63 (__TEXT,__text) external _uname
00007ff800319060 (__TEXT,__const) non-external _unbound_variable_str
00007ff8002c0ea3 (__TEXT,__text) external _ungetc
00007ff8002f84ea (__TEXT,__text) external _ungetwc
00007ff8002f8550 (__TEXT,__text) external _ungetwc_l
00007ff841ea2450 (__DATA,__bss) non-external _union_arg_queue
00007ff841ea1689 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff8002bf5c4 (__TEXT,__text) external _unlockpt
00007ff80029c46a (__TEXT,__text) external _unsetenv
00007ff8002ea7fc (__TEXT,__text) external _unvis
00007ff800316610 (__TEXT,__text) non-external _unvis.cold.1
00007ff800316633 (__TEXT,__text) non-external _unvis.cold.2
00007ff8002adb1c (__TEXT,__text) external _uselocale
00007ff8002a5a4b (__TEXT,__text) external _usleep
00007ff8002eb088 (__TEXT,__text) external _usleep$NOCANCEL
00007ff843a3aa40 (__DATA_DIRTY,__bss) non-external _usual
00007ff843a39c70 (__DATA_DIRTY,__bss) non-external _usual_extra
00007ff8002eb0c3 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff840026820 (__DATA_CONST,__const) non-external _utmpx_types
00007ff80030c505 (__TEXT,__text) external _utmpxname
00007ff80029e9a7 (__TEXT,__text) external _uuid_clear
00007ff8002a46a7 (__TEXT,__text) external _uuid_compare
00007ff80029c15c (__TEXT,__text) external _uuid_copy
00007ff8002aa4a3 (__TEXT,__text) external _uuid_generate
00007ff8002a6754 (__TEXT,__text) external _uuid_generate_random
00007ff8002d9745 (__TEXT,__text) external _uuid_generate_time
00007ff841ea1d48 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff841ea1d40 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff8002aa3c1 (__TEXT,__text) external _uuid_is_null
00007ff8002a54df (__TEXT,__text) external _uuid_pack
00007ff8002a51a8 (__TEXT,__text) external _uuid_parse
00007ff8002a4740 (__TEXT,__text) external _uuid_unpack
00007ff8002aa3de (__TEXT,__text) external _uuid_unparse
00007ff8002c3e67 (__TEXT,__text) external _uuid_unparse_lower
00007ff8002a49ce (__TEXT,__text) external _uuid_unparse_upper
00007ff840026b60 (__DATA_CONST,__const) non-external _validlist
00007ff800296c68 (__TEXT,__text) external _vasprintf
00007ff8002a5a2c (__TEXT,__text) external _vasprintf_l
00007ff8002cadbb (__TEXT,__text) external _vasxprintf
00007ff8002d9302 (__TEXT,__text) external _vasxprintf_exec
00007ff8002c94a5 (__TEXT,__text) external _vdprintf
00007ff8002c9487 (__TEXT,__text) external _vdprintf_l
00007ff8002d8a76 (__TEXT,__text) external _vdxprintf
00007ff8002d931c (__TEXT,__text) external _vdxprintf_exec
00007ff80031611c (__TEXT,__text) external _verr
00007ff80031604a (__TEXT,__text) external _verrc
00007ff80031621a (__TEXT,__text) external _verrx
00007ff8002d9aeb (__TEXT,__text) external _vfork
00007ff8002ce071 (__TEXT,__text) external _vfprintf
00007ff8002a9ec4 (__TEXT,__text) external _vfprintf_l
00007ff8002f89ec (__TEXT,__text) external _vfscanf
00007ff8002f8a4c (__TEXT,__text) external _vfscanf_l
00007ff8002fc8c4 (__TEXT,__text) external _vfwprintf
00007ff8002f8adc (__TEXT,__text) external _vfwprintf_l
00007ff8002fd10c (__TEXT,__text) external _vfwscanf
00007ff8002ff284 (__TEXT,__text) external _vfwscanf_l
00007ff8002d8a8d (__TEXT,__text) external _vfxprintf
00007ff8002d9335 (__TEXT,__text) external _vfxprintf_exec
00007ff8002cd9f3 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff8002c923c (__TEXT,__text) external _vprintf
00007ff8002ff303 (__TEXT,__text) external _vprintf_l
00007ff8002ff320 (__TEXT,__text) external _vscanf
00007ff8002ff382 (__TEXT,__text) external _vscanf_l
00007ff80029ba4b (__TEXT,__text) external _vsnprintf
00007ff8002a45a7 (__TEXT,__text) external _vsnprintf_l
00007ff8002a484a (__TEXT,__text) external _vsprintf
00007ff8002a4878 (__TEXT,__text) external _vsprintf_l
00007ff8002ff3e9 (__TEXT,__text) external _vsscanf
00007ff8002a14ba (__TEXT,__text) external _vsscanf_l
00007ff8002ff62b (__TEXT,__text) external _vswprintf
00007ff8002ff417 (__TEXT,__text) external _vswprintf_l
00007ff8002ff82d (__TEXT,__text) external _vswscanf
00007ff8002ff659 (__TEXT,__text) external _vswscanf_l
00007ff8002d8aa5 (__TEXT,__text) external _vsxprintf
00007ff8002d934f (__TEXT,__text) external _vsxprintf_exec
00007ff800316415 (__TEXT,__text) external _vwarn
00007ff800316370 (__TEXT,__text) external _vwarnc
00007ff800316570 (__TEXT,__text) external _vwarnx
00007ff8002ff85b (__TEXT,__text) external _vwprintf
00007ff8002ff893 (__TEXT,__text) external _vwprintf_l
00007ff8002ff8b0 (__TEXT,__text) external _vwscanf
00007ff8002ff8e8 (__TEXT,__text) external _vwscanf_l
00007ff8002d8ad3 (__TEXT,__text) external _vxprintf
00007ff8002d937d (__TEXT,__text) external _vxprintf_exec
00007ff8002c8298 (__TEXT,__text) external _wait
00007ff8002eb62e (__TEXT,__text) external _wait$NOCANCEL
00007ff8002eb644 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff8002c46dc (__TEXT,__text) external _waitpid
00007ff8002eb65b (__TEXT,__text) external _waitpid$NOCANCEL
00007ff8003162b9 (__TEXT,__text) external _warn
00007ff800316438 (__TEXT,__text) external _warnc
00007ff8003164d2 (__TEXT,__text) external _warnx
00007ff800300964 (__TEXT,__text) external _wcpcpy
00007ff80030098a (__TEXT,__text) external _wcpncpy
00007ff8002eec83 (__TEXT,__text) external _wcrtomb
00007ff8002c3d39 (__TEXT,__text) external _wcrtomb_l
00007ff800300a6f (__TEXT,__text) external _wcscasecmp
00007ff8003009e7 (__TEXT,__text) external _wcscasecmp_l
00007ff800300a97 (__TEXT,__text) external _wcscat
00007ff8002c07d8 (__TEXT,__text) external _wcschr
00007ff800300abd (__TEXT,__text) external _wcscmp
00007ff800301116 (__TEXT,__text) external _wcscoll
00007ff800300ad9 (__TEXT,__text) external _wcscoll_l
00007ff80030113e (__TEXT,__text) external _wcscpy
00007ff800301d08 (__TEXT,__text) external _wcscspn
00007ff800301d51 (__TEXT,__text) external _wcsdup
00007ff8002eeef0 (__TEXT,__text) external _wcsftime
00007ff8002eecdc (__TEXT,__text) external _wcsftime_l
00007ff800301d91 (__TEXT,__text) external _wcslcat
00007ff800301e1f (__TEXT,__text) external _wcslcpy
00007ff8002c02c8 (__TEXT,__text) external _wcslen
00007ff800301f3f (__TEXT,__text) external _wcsncasecmp
00007ff800301e86 (__TEXT,__text) external _wcsncasecmp_l
00007ff800301f67 (__TEXT,__text) external _wcsncat
00007ff800301fb2 (__TEXT,__text) external _wcsncmp
00007ff800301fe5 (__TEXT,__text) external _wcsncpy
00007ff800302038 (__TEXT,__text) external _wcsnlen
00007ff8002eef5c (__TEXT,__text) external _wcsnrtombs
00007ff8002eef18 (__TEXT,__text) external _wcsnrtombs_l
00007ff800302056 (__TEXT,__text) external _wcspbrk
00007ff800302092 (__TEXT,__text) external _wcsrchr
00007ff8002ef279 (__TEXT,__text) external _wcsrtombs
00007ff8002ef22e (__TEXT,__text) external _wcsrtombs_l
00007ff8003020aa (__TEXT,__text) external _wcsspn
00007ff8003023ac (__TEXT,__text) external _wcsstr
00007ff8002ef56a (__TEXT,__text) external _wcstod
00007ff8002ef32d (__TEXT,__text) external _wcstod_l
00007ff8002ef7dd (__TEXT,__text) external _wcstof
00007ff8002ef5a0 (__TEXT,__text) external _wcstof_l
00007ff8002efa16 (__TEXT,__text) external _wcstoimax
00007ff8002ef810 (__TEXT,__text) external _wcstoimax_l
00007ff800302417 (__TEXT,__text) external _wcstok
00007ff8002efc44 (__TEXT,__text) external _wcstol
00007ff8002efa3e (__TEXT,__text) external _wcstol_l
00007ff8002efe88 (__TEXT,__text) external _wcstold
00007ff8002efc70 (__TEXT,__text) external _wcstold_l
00007ff8002f00b6 (__TEXT,__text) external _wcstoll
00007ff8002efeb0 (__TEXT,__text) external _wcstoll_l
00007ff8002f0188 (__TEXT,__text) external _wcstombs
00007ff8002f00de (__TEXT,__text) external _wcstombs_l
00007ff8002f0439 (__TEXT,__text) external _wcstoul
00007ff8002f0246 (__TEXT,__text) external _wcstoul_l
00007ff8002f0654 (__TEXT,__text) external _wcstoull
00007ff8002f0461 (__TEXT,__text) external _wcstoull_l
00007ff8002f086f (__TEXT,__text) external _wcstoumax
00007ff8002f067c (__TEXT,__text) external _wcstoumax_l
00007ff800302507 (__TEXT,__text) external _wcswidth
00007ff80030248d (__TEXT,__text) external _wcswidth_l
00007ff8003026bb (__TEXT,__text) external _wcsxfrm
00007ff80030252f (__TEXT,__text) external _wcsxfrm_l
00007ff8002cf830 (__TEXT,__text) external _wctob
00007ff8002cf858 (__TEXT,__text) external _wctob_l
00007ff8002c07f9 (__TEXT,__text) external _wctomb
00007ff8002f0897 (__TEXT,__text) external _wctomb_l
00007ff8002f09c6 (__TEXT,__text) external _wctrans
00007ff8002f0a73 (__TEXT,__text) external _wctrans_l
00007ff8002f0b2c (__TEXT,__text) external _wctype
00007ff8002f0a7d (__TEXT,__text) external _wctype_l
00007ff840026f00 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff8002f0b54 (__TEXT,__text) external _wcwidth
00007ff8002f0bd5 (__TEXT,__text) external _wcwidth_l
00007ff800301cb2 (__TEXT,__text) non-external _we_read_fully
00007ff800318f00 (__TEXT,__const) non-external _wildabbr
00007ff8003026e3 (__TEXT,__text) external _wmemchr
00007ff800302700 (__TEXT,__text) external _wmemcmp
00007ff80030272b (__TEXT,__text) external _wmemcpy
00007ff800302739 (__TEXT,__text) external _wmemmove
00007ff800302747 (__TEXT,__text) external _wmemset
00007ff800300025 (__TEXT,__text) non-external _wmemstream_close
00007ff8002fff69 (__TEXT,__text) non-external _wmemstream_seek
00007ff800316a9c (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff800316abf (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff8002ffd20 (__TEXT,__text) non-external _wmemstream_update
00007ff800316a7b (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff8002ffd4b (__TEXT,__text) non-external _wmemstream_write
00007ff800301158 (__TEXT,__text) external _wordexp
00007ff800301c78 (__TEXT,__text) external _wordfree
00007ff8002ff905 (__TEXT,__text) external _wprintf
00007ff8002ff9d1 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff8002ffa7e (__TEXT,__text) external _wscanf
00007ff8002ffb4a (__TEXT,__text) external _wscanf_l
00007ff841ea1cc8 (__DATA,__bss) non-external _wtmp_asl.0
00007ff841ea1cd0 (__DATA,__bss) non-external _wtmp_asl.1
00007ff841ea1cd8 (__DATA,__bss) non-external _wtmp_asl.2
00007ff841ea1ce0 (__DATA,__bss) non-external _wtmp_asl.5
00007ff841ea1ce8 (__DATA,__bss) non-external _wtmp_asl.6
00007ff841e9f710 (__DATA,__data) non-external _wtmp_file.0
00007ff841ea1c90 (__DATA,__bss) non-external _wtmp_file.1
00007ff841ea1c98 (__DATA,__bss) non-external _wtmp_file.2
00007ff841ea1ca0 (__DATA,__bss) non-external _wtmp_file.3
00007ff841ea1ca8 (__DATA,__bss) non-external _wtmp_file.4
00007ff841ea1cb0 (__DATA,__bss) non-external _wtmp_file.5
00007ff841ea1cb8 (__DATA,__bss) non-external _wtmp_file.6
00007ff841ea1cc0 (__DATA,__bss) non-external _wtmp_file.7
00007ff841ea1c88 (__DATA,__bss) non-external _wtmp_func.0
00007ff841e9f6f8 (__DATA,__data) non-external _wtmp_func.1
00007ff841e9f700 (__DATA,__data) non-external _wtmp_func.2
00007ff841e9f708 (__DATA,__data) non-external _wtmp_func.3
00007ff8002d3ec1 (__TEXT,__text) external _wtmpxname
00007ff8002d89c5 (__TEXT,__text) external _xprintf
00007ff8002cb606 (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00007ff841ea1d30 (__DATA,__bss) non-external _xprintf_domain_default
00007ff8002d9253 (__TEXT,__text) external _xprintf_exec
00007ff8002cacca (__TEXT,__text) non-external (was a private external) _xprintf_malloc
00007ff800318f2c (__TEXT,__const) non-external _year_lengths
00007ff841ea16f0 (__DATA,__bss) non-external _zapchar
00007ff800318d20 (__TEXT,__const) non-external _zeroes
00007ff800318e20 (__TEXT,__const) non-external _zeroes
00007ff841e9fba0 (__DATA,__data) non-external _zeroes
00007ff8002d011b (__TEXT,__text) external mcount
