00000001e78fba98 (__DATA,__data) non-external _C
00000001803479cc (__TEXT,__text) external _wcpncpy
0000000180337d1c (__TEXT,__text) external _wcrtomb
0000000180307a28 (__TEXT,__text) external _wcrtomb_l
0000000180347ae4 (__TEXT,__text) external _wcscasecmp
0000000180347a3c (__TEXT,__text) external _wcscasecmp_l
0000000180347b08 (__TEXT,__text) external _wcscat
0000000180304618 (__TEXT,__text) external _wcschr
0000000180347b2c (__TEXT,__text) external _wcscmp
00000001803480e8 (__TEXT,__text) external _wcscoll
0000000180347b54 (__TEXT,__text) external _wcscoll_l
000000018034810c (__TEXT,__text) external _wcscpy
0000000180348c1c (__TEXT,__text) external _wcscspn
0000000180348c60 (__TEXT,__text) external _wcsdup
0000000180337f5c (__TEXT,__text) external _wcsftime
0000000180337d5c (__TEXT,__text) external _wcsftime_l
0000000180348cc8 (__TEXT,__text) external _wcslcat
0000000180348d70 (__TEXT,__text) external _wcslcpy
0000000180304054 (__TEXT,__text) external _wcslen
0000000180348e8c (__TEXT,__text) external _wcsncasecmp
0000000180348dc0 (__TEXT,__text) external _wcsncasecmp_l
0000000180348eb0 (__TEXT,__text) external _wcsncat
0000000180348f00 (__TEXT,__text) external _wcsncmp
0000000180348f3c (__TEXT,__text) external _wcsncpy
0000000180348fa4 (__TEXT,__text) external _wcsnlen
0000000180337fbc (__TEXT,__text) external _wcsnrtombs
0000000180337f80 (__TEXT,__text) external _wcsnrtombs_l
0000000180348fd4 (__TEXT,__text) external _wcspbrk
000000018034900c (__TEXT,__text) external _wcsrchr
0000000180338234 (__TEXT,__text) external _wcsrtombs
00000001803381ec (__TEXT,__text) external _wcsrtombs_l
0000000180349030 (__TEXT,__text) external _wcsspn
0000000180349414 (__TEXT,__text) external _wcsstr
0000000180338518 (__TEXT,__text) external _wcstod
00000001803382e4 (__TEXT,__text) external _wcstod_l
0000000180338770 (__TEXT,__text) external _wcstof
000000018033853c (__TEXT,__text) external _wcstof_l
00000001803389d4 (__TEXT,__text) external _wcstoimax
0000000180338794 (__TEXT,__text) external _wcstoimax_l
000000018034949c (__TEXT,__text) external _wcstok
0000000180338c38 (__TEXT,__text) external _wcstol
00000001803389f8 (__TEXT,__text) external _wcstol_l
0000000180338e90 (__TEXT,__text) external _wcstold
0000000180338c5c (__TEXT,__text) external _wcstold_l
00000001803390f4 (__TEXT,__text) external _wcstoll
0000000180338eb4 (__TEXT,__text) external _wcstoll_l
00000001803391bc (__TEXT,__text) external _wcstombs
0000000180339118 (__TEXT,__text) external _wcstombs_l
000000018033949c (__TEXT,__text) external _wcstoul
0000000180339260 (__TEXT,__text) external _wcstoul_l
00000001803396fc (__TEXT,__text) external _wcstoull
00000001803394c0 (__TEXT,__text) external _wcstoull_l
000000018033995c (__TEXT,__text) external _wcstoumax
0000000180339720 (__TEXT,__text) external _wcstoumax_l
00000001803495b0 (__TEXT,__text) external _wcswidth
0000000180349520 (__TEXT,__text) external _wcswidth_l
00000001803497ac (__TEXT,__text) external _wcsxfrm
00000001803495d4 (__TEXT,__text) external _wcsxfrm_l
00000001803133dc (__TEXT,__text) external _wctob
0000000180313400 (__TEXT,__text) external _wctob_l
0000000180304638 (__TEXT,__text) external _wctomb
0000000180339980 (__TEXT,__text) external _wctomb_l
0000000180339af8 (__TEXT,__text) external _wctrans
0000000180339b74 (__TEXT,__text) external _wctrans_l
0000000180339c60 (__TEXT,__text) external _wctype
0000000180339b78 (__TEXT,__text) external _wctype_l
00000001e3d71660 (__DATA_CONST,__const) non-external _wctype_l.props
0000000180339c84 (__TEXT,__text) external _wcwidth
0000000180339d00 (__TEXT,__text) external _wcwidth_l
0000000180348ba0 (__TEXT,__text) non-external _we_read_fully
000000018035bad8 (__TEXT,__const) non-external _wildabbr
00000001803497d0 (__TEXT,__text) external _wmemchr
00000001803497f4 (__TEXT,__text) external _wmemcmp
000000018034982c (__TEXT,__text) external _wmemcpy
0000000180349834 (__TEXT,__text) external _wmemmove
000000018034983c (__TEXT,__text) external _wmemset
0000000180346cdc (__TEXT,__text) non-external _wmemstream_close
0000000180346c28 (__TEXT,__text) non-external _wmemstream_seek
00000001803586cc (__TEXT,__text) non-external _wmemstream_seek.cold.1
00000001803586f8 (__TEXT,__text) non-external _wmemstream_seek.cold.2
0000000180346a00 (__TEXT,__text) non-external _wmemstream_update
00000001803586a0 (__TEXT,__text) non-external _wmemstream_update.cold.1
0000000180346a38 (__TEXT,__text) non-external _wmemstream_write
0000000180348124 (__TEXT,__text) external _wordexp
0000000180348b58 (__TEXT,__text) external _wordfree
0000000180346774 (__TEXT,__text) external _wprintf
00000001803467d0 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
0000000180346810 (__TEXT,__text) external _wscanf
000000018034686c (__TEXT,__text) external _wscanf_l
00000001e78fce98 (__DATA,__bss) non-external _wtmp_asl.0
00000001e78fcea0 (__DATA,__bss) non-external _wtmp_asl.1
00000001e78fcea8 (__DATA,__bss) non-external _wtmp_asl.2
00000001e78fceb0 (__DATA,__bss) non-external _wtmp_asl.3
00000001e78fceb8 (__DATA,__bss) non-external _wtmp_asl.4
00000001e78fba90 (__DATA,__data) non-external _wtmp_file.0
00000001e78fce58 (__DATA,__bss) non-external _wtmp_file.1
00000001e78fce60 (__DATA,__bss) non-external _wtmp_file.2
00000001e78fce68 (__DATA,__bss) non-external _wtmp_file.3
00000001e78fce70 (__DATA,__bss) non-external _wtmp_file.4
00000001e78fce78 (__DATA,__bss) non-external _wtmp_file.5
00000001e78fce80 (__DATA,__bss) non-external _wtmp_file.6
00000001e78fce88 (__DATA,__bss) non-external _wtmp_file.7
00000001e78fce50 (__DATA,__bss) non-external _wtmp_func.0
00000001ea1c4078 (__AUTH,__data) non-external _wtmp_func.1
00000001ea1c4080 (__AUTH,__data) non-external _wtmp_func.2
00000001ea1c4088 (__AUTH,__data) non-external _wtmp_func.3
000000018031aefc (__TEXT,__text) external _wtmpxname
0000000180320260 (__TEXT,__text) external _xprintf
000000018030f83c (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00000001e78fd400 (__DATA,__bss) non-external _xprintf_domain_default
0000000180320978 (__TEXT,__text) external _xprintf_exec
000000018030efd4 (__TEXT,__text) non-external (was a private external) _xprintf_malloc
000000018035bafc (__TEXT,__const) non-external _year_lengths
00000001e78fcdc0 (__DATA,__bss) non-external _zapchar
000000018035b940 (__TEXT,__const) non-external _zeroes
000000018035ba30 (__TEXT,__const) non-external _zeroes
00000001e78fbf20 (__DATA,__data) non-external _zeroes
