00007ffa42edaee0 (__DATA,__data) non-external _.compoundliteral
00007ffa182e2380 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00007ffa182cba95 (__TEXT,__text) non-external (was a private external) _glpConvert
00007ffa182b7082 (__TEXT,__text) non-external _glpCopyContextState
00007ffa182b1233 (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00007ffa182d5fe0 (__TEXT,__text) non-external (was a private external) _glpCopyString
00007ffa182db8f5 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00007ffa182db92d (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00007ffa18307d3e (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007ffa182822c2 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007ffa42edf570 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007ffa182823ed (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007ffa42edf590 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007ffa182823b8 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007ffa42edf588 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007ffa1828234e (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007ffa42edf578 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007ffa18282383 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007ffa42edf580 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007ffa182b7767 (__TEXT,__text) non-external _glpCreateShaderByteCode
00007ffa182822f7 (__TEXT,__text) non-external _glpCreateTelemetry
00007ffa1828368c (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00007ffa182834df (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00007ffa182d652e (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00007ffa18314783 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007ffa182e190a (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007ffa182d6584 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007ffa182e48c5 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007ffa182e48cf (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007ffa182e4e65 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00007ffa182e4e72 (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007ffa182d1b98 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007ffa182e7300 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007ffa182e764c (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007ffa182865c8 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007ffa182b7717 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007ffa182ad04c (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007ffa182d1631 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007ffa18282e99 (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007ffa1828b9ed (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007ffa182b12e5 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007ffa182b70f8 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007ffa182b34be (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007ffa182c22b2 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007ffa182c27a3 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007ffa18282b8a (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00007ffa1828438e (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00007ffa182d0adf (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00007ffa182d613e (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00007ffa182827ab (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00007ffa182d6bc4 (__TEXT,__text) non-external (was a private external) _glpDestroyType
00007ffa182831a2 (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00007ffa18328244 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00007ffa182ffcdc (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00007ffa182d7bd8 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00007ffa182d9540 (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00007ffa182d6f55 (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00007ffa182cb390 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00007ffa182ca538 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00007ffa182e2a68 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00007ffa182cd140 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00007ffa182cd33d (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00007ffa182e445a (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00007ffa182e4467 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00007ffa182b0716 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00007ffa182b0844 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00007ffa182b023f (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00007ffa182b06f5 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00007ffa182e2099 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00007ffa182e20a7 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00007ffa182e20b4 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00007ffa182e3afa (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00007ffa182e3b08 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00007ffa182e3b15 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00007ffa182b11d8 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00007ffa182decfd (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00007ffa182a581e (__TEXT,__text) non-external _glpFindGep
00007ffa182b09ad (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00007ffa182cec07 (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00007ffa18352e5d (__TEXT,__text) external _glpFragmentStateToPPStream
00007ffa1833a041 (__TEXT,__text) external _glpFreePPShaderLinearize
00007ffa182e21c5 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00007ffa182e21b7 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00007ffa182e21cf (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00007ffa182e38c5 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00007ffa182e38ab (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00007ffa182e38d3 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00007ffa182e38b8 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00007ffa182e3294 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00007ffa182e322d (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00007ffa182e31e3 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00007ffa182e31d5 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00007ffa182e3272 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00007ffa182e3269 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00007ffa182e3211 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00007ffa182e31f7 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00007ffa182e32a1 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00007ffa182e31ed (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00007ffa182e3283 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00007ffa182e321f (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00007ffa182e3204 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00007ffa182d6b5d (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00007ffa1830631b (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00007ffa182b0166 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00007ffa182b006c (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00007ffa182b0131 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00007ffa182b01e8 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00007ffa182b0114 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00007ffa182b77a0 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00007ffa182d906f (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00007ffa182b0e6b (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00007ffa42edf9c0 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00007ffa182b32ec (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00007ffa1829d9c5 (__TEXT,__text) non-external _glpGetComponentCount
00007ffa1828df11 (__TEXT,__text) non-external _glpGetConstantInt32
00007ffa182a540c (__TEXT,__text) non-external _glpGetConstantOffset
00007ffa182cb703 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00007ffa18318d7b (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00007ffa1831475e (__TEXT,__text) non-external (was a private external) _glpGetFilename
00007ffa182addc4 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00007ffa182af8b1 (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00007ffa1831476b (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00007ffa182cb692 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00007ffa1829d9f0 (__TEXT,__text) non-external _glpGetPConst
00007ffa182d716c (__TEXT,__text) external _glpGetPrimitiveType
00007ffa182d96cb (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00007ffa182aff34 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00007ffa182a6ef0 (__TEXT,__text) non-external _glpGetTextureSize
00007ffa182a9c10 (__TEXT,__text) non-external _glpGetVectorSwizzle
00007ffa182c51a1 (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00007ffa182e430c (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00007ffa182e4320 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00007ffa182e4316 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00007ffa182e432d (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00007ffa182c6906 (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00007ffa182cb47a (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00007ffa18318abc (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00007ffa182d8a12 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00007ffa182c717e (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00007ffa182ce312 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00007ffa182e5050 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00007ffa182e5046 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00007ffa182e505d (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00007ffa182e2d56 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00007ffa182e2d8c (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00007ffa182e2d70 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
00007ffa182e2d63 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetCondition
00007ffa182e2d9a (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetElseExpr
00007ffa182e2d7e (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetIfExpr
00007ffa182e464c (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetCond
00007ffa182e4682 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetElseStatement
00007ffa182e4666 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetIfStatement
00007ffa182e4659 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetCond
00007ffa182e4690 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetElseStatement
00007ffa182e4674 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetIfStatement
00007ffa18314777 (__TEXT,__text) non-external (was a private external) _glpIncLineNumber
00007ffa182cbc5c (__TEXT,__text) non-external (was a private external) _glpIndirectArrayElement
00007ffa182cbc2f (__TEXT,__text) non-external (was a private external) _glpIndirectMatrixColumn
00007ffa182cbb12 (__TEXT,__text) non-external (was a private external) _glpIndirectVectorElement
00007ffa182d1599 (__TEXT,__text) non-external (was a private external) _glpInitDeserialContext
00007ffa182b107b (__TEXT,__text) non-external (was a private external) _glpInitParseContext
00007ffa182841c0 (__TEXT,__text) non-external (was a private external) _glpInitPoolAllocator
00007ffa182dec90 (__TEXT,__text) non-external (was a private external) _glpInitPreprocessor
00007ffa182d0a83 (__TEXT,__text) non-external (was a private external) _glpInitSerialContext
00007ffa18284372 (__TEXT,__text) non-external (was a private external) _glpInitTempPoolAllocator
00007ffa182b0efc (__TEXT,__text) non-external (was a private external) _glpInitializeExtensionBehavior
00007ffa182c7970 (__TEXT,__text) non-external (was a private external) _glpInlineFunction
00007ffa1828304e (__TEXT,__text) non-external (was a private external) _glpIntHashCache_b
00007ffa1828301b (__TEXT,__text) non-external (was a private external) _glpIntHashGet
00007ffa18282ed0 (__TEXT,__text) non-external (was a private external) _glpIntHashPut
00007ffa182830b1 (__TEXT,__text) non-external (was a private external) _glpIntHashRemove
