
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
000000000000d7e8 (__TEXT,__text) external ___mac_mount
000000000000d810 (__TEXT,__text) external ___mac_set_fd
000000000000d838 (__TEXT,__text) external ___mac_set_file
000000000000d860 (__TEXT,__text) external ___mac_set_link
0000000000009050 (__TEXT,__text) external ___mac_set_proc
0000000000002adc (__TEXT,__text) external ___mac_syscall
000000000000d888 (__TEXT,__text) external ___mach_bridge_remote_time
000000000000d8b0 (__TEXT,__text) external ___mach_eventlink_signal
000000000000d8d8 (__TEXT,__text) external ___mach_eventlink_signal_wait_until
000000000000d900 (__TEXT,__text) external ___mach_eventlink_wait_until
000000000000d928 (__TEXT,__text) external ___map_with_linking_np
000000000000d950 (__TEXT,__text) external ___memorystatus_available_memory
000000000000d978 (__TEXT,__text) external ___microstackshot
000000000000d9a0 (__TEXT,__text) external ___mkdir_extended
000000000000d9c8 (__TEXT,__text) external ___mkfifo_extended
0000000000001e90 (__TEXT,__text) external ___mmap
0000000000004c7c (__TEXT,__text) external ___mprotect
000000000000d9f0 (__TEXT,__text) external ___msgctl
000000000000da18 (__TEXT,__text) external ___msgrcv_nocancel
000000000000da40 (__TEXT,__text) external ___msgsnd_nocancel
000000000000da68 (__TEXT,__text) external ___msgsys
0000000000007144 (__TEXT,__text) external ___msync
000000000000da90 (__TEXT,__text) external ___msync_nocancel
00000000000048fc (__TEXT,__text) external ___munmap
000000000000dab8 (__TEXT,__text) external ___nexus_create
000000000000dae0 (__TEXT,__text) external ___nexus_deregister
000000000000db08 (__TEXT,__text) external ___nexus_destroy
000000000000db30 (__TEXT,__text) external ___nexus_get_opt
000000000000db58 (__TEXT,__text) external ___nexus_open
000000000000db80 (__TEXT,__text) external ___nexus_register
000000000000dba8 (__TEXT,__text) external ___nexus_set_opt
0000000000001c5c (__TEXT,__text) external ___open
00000000000066d8 (__TEXT,__text) external ___open_dprotected_np
000000000000ca5c (__TEXT,__text) external ___open_extended
0000000000001dc8 (__TEXT,__text) external ___open_nocancel
000000000000298c (__TEXT,__text) external ___openat
000000000000dbd0 (__TEXT,__text) external ___openat_dprotected_np
0000000000006818 (__TEXT,__text) external ___openat_nocancel
0000000000040228 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
000000000001b0dc (__TEXT,__text) external ___os_nexus_flow_add
000000000001b160 (__TEXT,__text) external ___os_nexus_flow_del
000000000001b2a8 (__TEXT,__text) external ___os_nexus_get_llink_info
000000000001af04 (__TEXT,__text) external ___os_nexus_ifattach
000000000001b020 (__TEXT,__text) external ___os_nexus_ifdetach
0000000000004db0 (__TEXT,__text) external ___persona
000000000000716c (__TEXT,__text) external ___pipe
000000000000dbf8 (__TEXT,__text) external ___poll_nocancel
0000000000007da0 (__TEXT,__text) external ___posix_spawn
000000000000dc20 (__TEXT,__text) external ___pread_nocancel
000000000000dc48 (__TEXT,__text) external ___preadv_nocancel
0000000000002500 (__TEXT,__text) external ___proc_info
000000000000dc70 (__TEXT,__text) external ___proc_info_extended_id
00000000000084f4 (__TEXT,__text) external ___process_policy
0000000000006f00 (__TEXT,__text) external ___pselect
000000000000dc98 (__TEXT,__text) external ___pselect_nocancel
000000000000474c (__TEXT,__text) external ___psynch_cvbroad
0000000000004d20 (__TEXT,__text) external ___psynch_cvclrprepost
00000000000059fc (__TEXT,__text) external ___psynch_cvsignal
0000000000004724 (__TEXT,__text) external ___psynch_cvwait
0000000000003e2c (__TEXT,__text) external ___psynch_mutexdrop
0000000000003c74 (__TEXT,__text) external ___psynch_mutexwait
000000000000dcc0 (__TEXT,__text) external ___psynch_rw_downgrade
000000000000dce8 (__TEXT,__text) external ___psynch_rw_longrdlock
00000000000061a8 (__TEXT,__text) external ___psynch_rw_rdlock
0000000000006180 (__TEXT,__text) external ___psynch_rw_unlock
000000000000dd10 (__TEXT,__text) external ___psynch_rw_unlock2
000000000000dd38 (__TEXT,__text) external ___psynch_rw_upgrade
0000000000006158 (__TEXT,__text) external ___psynch_rw_wrlock
000000000000dd60 (__TEXT,__text) external ___psynch_rw_yieldwrlock
000000000000c75c (__TEXT,__text) external ___pthread_canceled
0000000000007b38 (__TEXT,__text) external ___pthread_chdir
0000000000007b10 (__TEXT,__text) external ___pthread_fchdir
0000000000009000 (__TEXT,__text) external ___pthread_kill
000000000000dd88 (__TEXT,__text) external ___pthread_markcancel
0000000000007fec (__TEXT,__text) external ___pthread_sigmask
000000000000942c (__TEXT,__text) external ___ptrace
000000000000ddb0 (__TEXT,__text) external ___pwrite_nocancel
000000000000ddd8 (__TEXT,__text) external ___pwritev_nocancel
0000000000002fe8 (__TEXT,__text) external ___read_nocancel
000000000000de00 (__TEXT,__text) external ___readv_nocancel
000000000000de28 (__TEXT,__text) external ___reboot
000000000000de50 (__TEXT,__text) external ___record_system_event
0000000000005388 (__TEXT,__text) external ___recvfrom
000000000000526c (__TEXT,__text) external ___recvfrom_nocancel
0000000000005770 (__TEXT,__text) external ___recvmsg
000000000000de78 (__TEXT,__text) external ___recvmsg_nocancel
0000000000044048 (__DATA_DIRTY,__bss) non-external ___remove_counter
0000000000004a40 (__TEXT,__text) external ___rename
000000000000dea0 (__TEXT,__text) external ___renameat
000000000000dec8 (__TEXT,__text) external ___renameatx_np
0000000000004aa4 (__TEXT,__text) external ___rmdir
000000000000d6a8 (__TEXT,__text) external ___sandbox_me
000000000000d7e8 (__TEXT,__text) external ___sandbox_mm
0000000000002adc (__TEXT,__text) external ___sandbox_ms
0000000000009050 (__TEXT,__text) external ___sandbox_msp
000000000000b6f8 (__TEXT,__text) external ___select
0000000000005244 (__TEXT,__text) external ___select_nocancel
000000000000a054 (__TEXT,__text) external ___sem_open
000000000000def0 (__TEXT,__text) external ___sem_wait_nocancel
000000000000df18 (__TEXT,__text) external ___semctl
000000000000df40 (__TEXT,__text) external ___semsys
0000000000004554 (__TEXT,__text) external ___semwait_signal
0000000000008014 (__TEXT,__text) external ___semwait_signal_nocancel
0000000000006840 (__TEXT,__text) external ___sendmsg
00000000000052bc (__TEXT,__text) external ___sendmsg_nocancel
0000000000005360 (__TEXT,__text) external ___sendto
00000000000051e8 (__TEXT,__text) external ___sendto_nocancel
00000000000046ac (__TEXT,__text) external ___setattrlist
000000000000c434 (__TEXT,__text) external ___setlogin
0000000000008b4c (__TEXT,__text) external ___setpriority
000000000000df68 (__TEXT,__text) external ___setregid
000000000000df90 (__TEXT,__text) external ___setreuid
0000000000003ca4 (__TEXT,__text) external ___setrlimit
000000000000dfb8 (__TEXT,__text) external ___setsgroups
0000000000009df0 (__TEXT,__text) external ___settid
000000000000dfe0 (__TEXT,__text) external ___settid_with_pid
000000000000e008 (__TEXT,__text) external ___settimeofday
000000000000e030 (__TEXT,__text) external ___setwgroups
000000000000a0e0 (__TEXT,__text) external ___sfi_ctl
000000000000e058 (__TEXT,__text) external ___sfi_pidctl
000000000000e080 (__TEXT,__text) external ___shared_region_check_np
000000000000e0a8 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
000000000000293c (__TEXT,__text) external ___shm_open
000000000000e0d0 (__TEXT,__text) external ___shmctl
000000000000e0f8 (__TEXT,__text) external ___shmsys
00000000000071f0 (__TEXT,__text) external ___sigaction
0000000000004634 (__TEXT,__text) external ___sigaltstack
000000000000bfb8 (__TEXT,__text) external ___sigreturn
000000000000e120 (__TEXT,__text) external ___sigsuspend
0000000000008048 (__TEXT,__text) external ___sigsuspend_nocancel
000000000000c008 (__TEXT,__text) external ___sigwait
0000000000005294 (__TEXT,__text) external ___socketpair
000000000000e148 (__TEXT,__text) external ___stack_snapshot_with_config
000000000000f3d4 (__TEXT,__text) external ___stat
0000000000006608 (__TEXT,__text) external ___stat64_extended
000000000000e170 (__TEXT,__text) external ___stat_extended
000000000000f3fc (__TEXT,__text) external ___statfs
0000000000003418 (__TEXT,__text) external ___syscall
0000000000040270 (__DATA,__common) external ___syscall_logger
0000000000002844 (__TEXT,__text) external ___sysctl
0000000000002a50 (__TEXT,__text) external ___sysctlbyname
000000000000e198 (__TEXT,__text) external ___telemetry
000000000000aec8 (__TEXT,__text) external ___terminate_with_payload
0000000000002e2c (__TEXT,__text) external ___thread_selfid
000000000000e1c0 (__TEXT,__text) external ___thread_selfusage
0000000000002e54 (__TEXT,__text) external ___ulock_wait
000000000000e1e8 (__TEXT,__text) external ___ulock_wait2
0000000000002f10 (__TEXT,__text) external ___ulock_wake
000000000000e210 (__TEXT,__text) external ___umask_extended
0000000000004e00 (__TEXT,__text) external ___unlink
000000000000a410 (__TEXT,__text) external ___unlinkat
000000000000e238 (__TEXT,__text) external ___vfork
0000000000007f74 (__TEXT,__text) external ___wait4
000000000000ca34 (__TEXT,__text) external ___wait4_nocancel
000000000000e2a4 (__TEXT,__text) external ___waitid_nocancel
00000000000095b8 (__TEXT,__text) external ___work_interval_ctl
0000000000002d64 (__TEXT,__text) external ___workq_kernreturn
0000000000002d8c (__TEXT,__text) external ___workq_open
0000000000004d48 (__TEXT,__text) external ___write_nocancel
000000000000e2cc (__TEXT,__text) external ___writev_nocancel
0000000000040264 (__DATA,__common) external __cpu_capabilities
0000000000040268 (__DATA,__common) external __cpu_has_altivec
0000000000044000 (__DATA_DIRTY,__data) external __current_pid
0000000000044020 (__DATA_DIRTY,__bss) non-external __dlsym
000000000000133c (__TEXT,__text) external __exclaves_ctl_trap
00000000000104e0 (__TEXT,__text) non-external __execve_with_filter
0000000000008070 (__TEXT,__text) external __exit
0000000000006aa0 (__TEXT,__text) external __get_cpu_capabilities
0000000000040210 (__DATA,__bss) non-external __gethostuuid_callback
000000000001442c (__TEXT,__text) external __getprivatesystemidentifier
00000000000205cc (__TEXT,__text) external __host_page_size
0000000000006a9c (__TEXT,__text) external __init_cpu_capabilities
0000000000021740 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
0000000000022a7c (__TEXT,__text) external __kernelrpc_mach_port_allocate
00000000000236fc (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
0000000000022964 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
0000000000023590 (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
000000000000112c (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
0000000000025218 (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
0000000000024334 (__TEXT,__text) external __kernelrpc_mach_port_construct
0000000000001180 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
0000000000022ce4 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
0000000000001138 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
0000000000022bcc (__TEXT,__text) external __kernelrpc_mach_port_destroy
000000000002449c (__TEXT,__text) external __kernelrpc_mach_port_destruct
000000000000118c (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
0000000000023cdc (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00000000000240b4 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
0000000000001174 (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
000000000000a918 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
000000000000b2d4 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
0000000000001234 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
0000000000006234 (__TEXT,__text) external __kernelrpc_mach_port_get_context
0000000000004408 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
0000000000025044 (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
000000000000c5cc (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
0000000000023994 (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00000000000245b4 (__TEXT,__text) external __kernelrpc_mach_port_guard
0000000000001240 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
0000000000024a84 (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
0000000000023f9c (__TEXT,__text) external __kernelrpc_mach_port_insert_member
0000000000001168 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
0000000000023354 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
000000000000115c (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
0000000000024ef4 (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
0000000000023e3c (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00000000000241cc (__TEXT,__text) external __kernelrpc_mach_port_kobject
0000000000024cbc (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
0000000000022dfc (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
0000000000001144 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
000000000002323c (__TEXT,__text) external __kernelrpc_mach_port_move_member
0000000000001150 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
0000000000022690 (__TEXT,__text) external __kernelrpc_mach_port_names
0000000000022f14 (__TEXT,__text) external __kernelrpc_mach_port_peek
000000000002284c (__TEXT,__text) external __kernelrpc_mach_port_rename
0000000000004e50 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
0000000000001330 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00000000000039c0 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
000000000000c4b0 (__TEXT,__text) external __kernelrpc_mach_port_set_context
0000000000023124 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
0000000000023478 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00000000000247e8 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
0000000000023ae4 (__TEXT,__text) external __kernelrpc_mach_port_space_info
0000000000024934 (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
0000000000024ba0 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
0000000000009678 (__TEXT,__text) external __kernelrpc_mach_port_type
0000000000001324 (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00000000000246d0 (__TEXT,__text) external __kernelrpc_mach_port_unguard
000000000000124c (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
0000000000029454 (__TEXT,__text) external __kernelrpc_mach_ports_lookup3
000000000002932c (__TEXT,__text) external __kernelrpc_mach_ports_register3
000000000002ce60 (__TEXT,__text) external __kernelrpc_mach_task_is_self
000000000002538c (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00000000000010e4 (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
