00000001d920b008 (__DATA,__data) non-external _C
00000001802f4c48 (__TEXT,__text) non-external _wmemstream_close
00000001802f4b90 (__TEXT,__text) non-external _wmemstream_seek
0000000180306054 (__TEXT,__text) non-external _wmemstream_seek.cold.1
0000000180306080 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00000001802f495c (__TEXT,__text) non-external _wmemstream_update
0000000180306028 (__TEXT,__text) non-external _wmemstream_update.cold.1
00000001802f4994 (__TEXT,__text) non-external _wmemstream_write
00000001802f6078 (__TEXT,__text) external _wordexp
00000001802f6a30 (__TEXT,__text) external _wordfree
00000001802f46f0 (__TEXT,__text) external _wprintf
00000001802f474c (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00000001802f478c (__TEXT,__text) external _wscanf
00000001802f47e8 (__TEXT,__text) external _wscanf_l
00000001d920c888 (__DATA,__bss) non-external _wtmp_asl.0
00000001d920c890 (__DATA,__bss) non-external _wtmp_asl.1
00000001d920c898 (__DATA,__bss) non-external _wtmp_asl.2
00000001d920c8a0 (__DATA,__bss) non-external _wtmp_asl.5
00000001d920c8a8 (__DATA,__bss) non-external _wtmp_asl.6
00000001d920b000 (__DATA,__data) non-external _wtmp_file.0
00000001d920c850 (__DATA,__bss) non-external _wtmp_file.1
00000001d920c858 (__DATA,__bss) non-external _wtmp_file.2
00000001d920c860 (__DATA,__bss) non-external _wtmp_file.3
00000001d920c868 (__DATA,__bss) non-external _wtmp_file.4
00000001d920c870 (__DATA,__bss) non-external _wtmp_file.5
00000001d920c878 (__DATA,__bss) non-external _wtmp_file.6
00000001d920c880 (__DATA,__bss) non-external _wtmp_file.7
00000001d920c848 (__DATA,__bss) non-external _wtmp_func.0
00000001dbc49340 (__AUTH,__data) non-external _wtmp_func.1
00000001dbc49348 (__AUTH,__data) non-external _wtmp_func.2
00000001dbc49350 (__AUTH,__data) non-external _wtmp_func.3
00000001802c8c4c (__TEXT,__text) external _wtmpxname
00000001802ce038 (__TEXT,__text) external _xprintf
00000001802bf580 (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00000001d920c8f0 (__DATA,__bss) non-external _xprintf_domain_default
00000001802ce7ac (__TEXT,__text) external _xprintf_exec
00000001802bed14 (__TEXT,__text) non-external (was a private external) _xprintf_malloc
0000000180308eec (__TEXT,__const) non-external _year_lengths
00000001d920c2b0 (__DATA,__bss) non-external _zapchar
0000000180308d2f (__TEXT,__const) non-external _zeroes
0000000180308e20 (__TEXT,__const) non-external _zeroes
00000001d920b444 (__DATA,__data) non-external _zeroes
