00007ffb0e534a52 (__TEXT,__text) non-external _DiToMD5
00007ffb0e547734 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.4
00007ffb0e54775b (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.5
00007ffb0e533574 (__TEXT,__text) external __ZN21IOStateReporter_IVars17handleSwapPrepareEi
00007ffb0e547665 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapPrepareEi.cold.1
00007ffb0e54767e (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapPrepareEi.cold.2
00007ffb0e534216 (__TEXT,__text) external __ZN21IOStateReporter_IVars19updateChannelValuesEi
00007ffb0e5477ea (__TEXT,__text) non-external __ZN21IOStateReporter_IVars19updateChannelValuesEi.cold.1
00007ffb0e533746 (__TEXT,__text) external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString
00007ffb0e547690 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
00007ffb0e5476a9 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
00007ffb0e5476c2 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
00007ffb0e533f06 (__TEXT,__text) external __ZN21IOStateReporter_IVars23handleSetStateByIndicesEiiyy
00007ffb0e5477d1 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars23handleSetStateByIndicesEiiyy.cold.1
00007ffb0e533b60 (__TEXT,__text) external __ZN21IOStateReporter_IVars35handleOverrideChannelStateByIndicesEiiyyy
00007ffb0e533c8e (__TEXT,__text) external __ZN21IOStateReporter_IVars36handleIncrementChannelStateByIndicesEiiyyy
00007ffb0e53346e (__TEXT,__text) external __ZN21IOStateReporter_IVarsC1EP9IOService19IOReportChannelTypeytx
00007ffb0e53349c (__TEXT,__text) external __ZN21IOStateReporter_IVarsC2EP9IOService19IOReportChannelTypeytx
00007ffb0e53354e (__TEXT,__text) external __ZN21IOStateReporter_IVarsD0Ev
00007ffb0e533544 (__TEXT,__text) external __ZN21IOStateReporter_IVarsD1Ev
00007ffb0e5334ca (__TEXT,__text) external __ZN21IOStateReporter_IVarsD2Ev
00007ffb0e5475d7 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.1
00007ffb0e5475fe (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.2
00007ffb0e54761e (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.3
00007ffb0e547645 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.4
00007ffb0e5417da (__TEXT,__text) external __ZN21IOTimerDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0e5418de (__TEXT,__text) external __ZN21IOTimerDispatchSource10WakeAtTimeEyyyPFiP15OSMetaClassBase5IORPCE
00007ffb0e520ae8 (__TEXT,__text) external __ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ffb0e52076c (__TEXT,__text) external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_
00007ffb0e5465c4 (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.1
00007ffb0e5465e7 (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.2
00007ffb0e541620 (__TEXT,__text) external __ZN21IOTimerDispatchSource13Create_InvokeE5IORPCPFiP15IODispatchQueuePPS_E
00007ffb0e541a1e (__TEXT,__text) external __ZN21IOTimerDispatchSource13TimerOccurredE5IORPCP8OSActionyPFiP15OSMetaClassBaseS0_E
00007ffb0e5209ae (__TEXT,__text) external __ZN21IOTimerDispatchSource15SetHandler_ImplEP8OSAction
00007ffb0e520be2 (__TEXT,__text) external __ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy
00007ffb0e520d96 (__TEXT,__text) external __ZN21IOTimerDispatchSource17CheckForWork_ImplE5IORPCb
00007ffb0e541404 (__TEXT,__text) external __ZN21IOTimerDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffb0e5414b4 (__TEXT,__text) external __ZN21IOTimerDispatchSource17WakeAtTime_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyE
00007ffb0e520dee (__TEXT,__text) external __ZN21IOTimerDispatchSource18TimerOccurred_ImplEP8OSActiony
00007ffb0e541530 (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyE
00007ffb0e541a7e (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyEPK11OSMetaClass
00007ffb0e5209f2 (__TEXT,__text) external __ZN21IOTimerDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ffb0e520a60 (__TEXT,__text) external __ZN21IOTimerDispatchSource4freeEv
00007ffb0e520a02 (__TEXT,__text) external __ZN21IOTimerDispatchSource4initEv
00007ffb0e5416da (__TEXT,__text) external __ZN21IOTimerDispatchSource6CreateEP15IODispatchQueuePPS_
00007ffb0e5411a8 (__TEXT,__text) external __ZN21IOTimerDispatchSource8DispatchE5IORPC
00007ffb0e5411b2 (__TEXT,__text) external __ZN21IOTimerDispatchSource9_DispatchEPS_5IORPC
00007ffb0e541b16 (__TEXT,__text) external __ZN21IOUserClientMetaClass3NewEP8OSObject
00007ffb0e541ef2 (__TEXT,__text) external __ZN21IOUserClientMetaClass8DispatchE5IORPC
00007ffb0e5429fc (__TEXT,__text) external __ZN21IOUserServerMetaClass3NewEP8OSObject
00007ffb0e542cd4 (__TEXT,__text) external __ZN21IOUserServerMetaClass8DispatchE5IORPC
00007ffb0e54416a (__TEXT,__text) external __ZN21OSCollectionMetaClass3NewEP8OSObject
00007ffb0e5441e8 (__TEXT,__text) external __ZN21OSDictionaryMetaClass3NewEP8OSObject
00007ffb0e544226 (__TEXT,__text) external __ZN21OSMappedFileMetaClass3NewEP8OSObject
00007ffb0e544808 (__TEXT,__text) external __ZN21OSOrderedSetMetaClass3NewEP8OSObject
00007ffb0e544a14 (__TEXT,__text) external __ZN21_IOBlockStorageDevice16DoAsyncReadWriteEP18IOMemoryDescriptoryyP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0e544b2a (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyProducerDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00007ffb0e544c98 (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyReceiverDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00007ffb0e544f06 (__TEXT,__text) external __ZN21_IOBlockStorageDevice23DoAsyncReadWrite_InvokeE5IORPCP15OSMetaClassBasePFiS2_P18IOMemoryDescriptoryyP8OSActionE
00007ffb0e544968 (__TEXT,__text) external __ZN21_IOBlockStorageDevice26DoAsyncReadWriteCompletionEP8OSActioniyPFiP15OSMetaClassBase5IORPCE
00007ffb0e545002 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyProducerDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
00007ffb0e545080 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyReceiverDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
00007ffb0e544e06 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CreateActionKernelCompletionEmPP8OSAction
00007ffb0e544e70 (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyE
00007ffb0e544e7c (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyEPK11OSMetaClass
00007ffb0e544902 (__TEXT,__text) external __ZN21_IOBlockStorageDevice8DispatchE5IORPC
00007ffb0e544924 (__TEXT,__text) external __ZN21_IOBlockStorageDevice9_DispatchEPS_5IORPC
00007ffb0e535c58 (__TEXT,__text) external __ZN22IOCommandPoolMetaClass3NewEP8OSObject
00007ffb0e532b8a (__TEXT,__text) non-external (was a private external) __ZN22IOSimpleReporter_IVarsD0Ev
00007ffb0e532b80 (__TEXT,__text) non-external (was a private external) __ZN22IOSimpleReporter_IVarsD1Ev
00007ffb0e53add0 (__TEXT,__text) external __ZN23IOReportLegendMetaClass3NewEP8OSObject
00007ffb0e535b18 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor13Create_InvokeE5IORPCPFiyyyPPS_E
00007ffb0e521540 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor15GetAddressRangeEP16IOAddressSegment
00007ffb0e535ba2 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor16SetLength_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0e5214e0 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4freeEv
00007ffb0e52145c (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4initEv
00007ffb0e5358b4 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor6CreateEyyyPPS_
00007ffb0e53584e (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor8DispatchE5IORPC
00007ffb0e5359e2 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor9SetLengthEyPFiP15OSMetaClassBase5IORPCE
00007ffb0e535870 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor9_DispatchEPS_5IORPC
00007ffb0e5375d6 (__TEXT,__text) external __ZN24IODispatchQueueMetaClass3NewEP8OSObject
00007ffb0e537638 (__TEXT,__text) external __ZN24IODispatchQueueMetaClass8DispatchE5IORPC
00007ffb0e53ad70 (__TEXT,__text) external __ZN24IOStateReporterMetaClass3NewEP8OSObject
00007ffb0e544846 (__TEXT,__text) external __ZN24OSSerializationMetaClass3NewEP8OSObject
00007ffb0e536b8c (__TEXT,__text) external __ZN25IODataQueueDispatchSource10CopyMemoryEPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffb0e52021c (__TEXT,__text) external __ZN25IODataQueueDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ffb0e53706c (__TEXT,__text) external __ZN25IODataQueueDispatchSource12DataServicedEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0e537102 (__TEXT,__text) external __ZN25IODataQueueDispatchSource13Create_InvokeE5IORPCPFiyP15IODispatchQueuePPS_E
00007ffb0e536fd6 (__TEXT,__text) external __ZN25IODataQueueDispatchSource13DataAvailableEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0e52069c (__TEXT,__text) external __ZN25IODataQueueDispatchSource14CanEnqueueDataEj
00007ffb0e5206ac (__TEXT,__text) external __ZN25IODataQueueDispatchSource14CanEnqueueDataEjj
00007ffb0e520230 (__TEXT,__text) external __ZN25IODataQueueDispatchSource15IsDataAvailableEv
00007ffb0e520102 (__TEXT,__text) external __ZN25IODataQueueDispatchSource16SendDataServicedEv
00007ffb0e5200a0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17CheckForWork_ImplE5IORPCb
00007ffb0e537320 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17CopyMemory_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP18IOMemoryDescriptorE
00007ffb0e5200ac (__TEXT,__text) external __ZN25IODataQueueDispatchSource17SendDataAvailableEv
00007ffb0e537528 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007ffb0e537534 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007ffb0e520378 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DequeueWithCoalesceEPbU13block_pointerFvPKvmE
00007ffb0e52050a (__TEXT,__text) external __ZN25IODataQueueDispatchSource19EnqueueWithCoalesceEjPbU13block_pointerFvPvmE
00007ffb0e53749a (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007ffb0e5374a6 (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007ffb0e536a88 (__TEXT,__text) external __ZN25IODataQueueDispatchSource22SetDataServicedHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0e536e68 (__TEXT,__text) external __ZN25IODataQueueDispatchSource23CopyDataServicedHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0e536984 (__TEXT,__text) external __ZN25IODataQueueDispatchSource23SetDataAvailableHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0e536cfa (__TEXT,__text) external __ZN25IODataQueueDispatchSource24CopyDataAvailableHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0e520760 (__TEXT,__text) external __ZN25IODataQueueDispatchSource27GetDataQueueEntryHeaderSizeEv
00007ffb0e520166 (__TEXT,__text) external __ZN25IODataQueueDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ffb0e537270 (__TEXT,__text) external __ZN25IODataQueueDispatchSource29SetDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffb0e53741c (__TEXT,__text) external __ZN25IODataQueueDispatchSource30CopyDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
00007ffb0e5371c0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource30SetDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffb0e53739e (__TEXT,__text) external __ZN25IODataQueueDispatchSource31CopyDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
00007ffb0e52024e (__TEXT,__text) external __ZN25IODataQueueDispatchSource4PeekEU13block_pointerFvPKvmE
00007ffb0e520176 (__TEXT,__text) external __ZN25IODataQueueDispatchSource4freeEv
00007ffb0e51ff2e (__TEXT,__text) external __ZN25IODataQueueDispatchSource4initEv
00007ffb0e54655f (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.1
00007ffb0e546580 (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.2
00007ffb0e536880 (__TEXT,__text) external __ZN25IODataQueueDispatchSource6CreateEyP15IODispatchQueuePPS_
00007ffb0e520338 (__TEXT,__text) external __ZN25IODataQueueDispatchSource7DequeueEU13block_pointerFvPKvmE
00007ffb0e5204ca (__TEXT,__text) external __ZN25IODataQueueDispatchSource7EnqueueEjU13block_pointerFvPvmE
00007ffb0e5367c2 (__TEXT,__text) external __ZN25IODataQueueDispatchSource8DispatchE5IORPC
00007ffb0e5367cc (__TEXT,__text) external __ZN25IODataQueueDispatchSource9_DispatchEPS_5IORPC
00007ffb0e537a42 (__TEXT,__text) external __ZN25IODispatchSourceMetaClass3NewEP8OSObject
00007ffb0e537b86 (__TEXT,__text) external __ZN25IODispatchSourceMetaClass8DispatchE5IORPC
00007ffb0e53312e (__TEXT,__text) external __ZN25IOHistogramReporter_IVars18handleCreateLegendEv
00007ffb0e5475bd (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVars18handleCreateLegendEv.cold.1
00007ffb0e532d0c (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsC1EP9IOService19IOReportChannelTypeyPK8OSStringtyiP24IOHistogramSegmentConfig
00007ffb0e532d16 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsC2EP9IOService19IOReportChannelTypeyPK8OSStringtyiP24IOHistogramSegmentConfig
00007ffb0e533108 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD0Ev
00007ffb0e5330fe (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD1Ev
00007ffb0e533080 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD2Ev
00007ffb0e54752f (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.1
00007ffb0e547556 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.2
00007ffb0e547576 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.3
00007ffb0e54759d (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.4
00007ffb0e539c24 (__TEXT,__text) external __ZN25IOInterruptDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0e51f6e2 (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ffb0e5464b0 (__TEXT,__text) non-external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE.cold.1
00007ffb0e5399da (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Create_CallEP9IOServicejP15IODispatchQueuePPS_
00007ffb0e539efa (__TEXT,__text) external __ZN25IOInterruptDispatchSource13Create_InvokeE5IORPCPFiP9IOServicejP15IODispatchQueuePPS_E
00007ffb0e51f3d0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource15SetHandler_ImplEP8OSAction
00007ffb0e539b20 (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetInterruptTypeEP9IOServicejPy
00007ffb0e539d28 (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetLastInterruptEPyS0_PFiP15OSMetaClassBase5IORPCE
00007ffb0e51f816 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17CheckForWork_ImplE5IORPCb
00007ffb0e539e96 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17InterruptOccurredE5IORPCP8OSActionyyPFiP15OSMetaClassBaseS0_E
00007ffb0e5398fc (__TEXT,__text) external __ZN25IOInterruptDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffb0e51f852 (__TEXT,__text) external __ZN25IOInterruptDispatchSource22InterruptOccurred_ImplEP8OSActionyy
00007ffb0e539ff2 (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetInterruptType_InvokeE5IORPCPFiP9IOServicejPyE
00007ffb0e53a0a0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetLastInterrupt_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_E
00007ffb0e5399ac (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyE
00007ffb0e53a118 (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyEPK11OSMetaClass
00007ffb0e51f414 (__TEXT,__text) external __ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ffb0e51f346 (__TEXT,__text) external __ZN25IOInterruptDispatchSource4freeEv
00007ffb0e51f2e8 (__TEXT,__text) external __ZN25IOInterruptDispatchSource4initEv
00007ffb0e51f2aa (__TEXT,__text) external __ZN25IOInterruptDispatchSource6CreateEP9IOServicejP15IODispatchQueuePPS_
00007ffb0e5396ea (__TEXT,__text) external __ZN25IOInterruptDispatchSource8DispatchE5IORPC
00007ffb0e5396f4 (__TEXT,__text) external __ZN25IOInterruptDispatchSource9_DispatchEPS_5IORPC
00007ffb0e53ad40 (__TEXT,__text) external __ZN25IOSimpleReporterMetaClass3NewEP8OSObject
00007ffb0e53a1c2 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass3NewEP8OSObject
00007ffb0e53a224 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass8DispatchE5IORPC
00007ffb0e53ada0 (__TEXT,__text) external __ZN28IOHistogramReporterMetaClass3NewEP8OSObject
00007ffb0e538916 (__TEXT,__text) external __ZN29IOExtensiblePaniclogMetaClass3NewEP8OSObject
00007ffb0e538982 (__TEXT,__text) external __ZN29IOExtensiblePaniclogMetaClass8DispatchE5IORPC
00007ffb0e54118a (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass3NewEP8OSObject
00007ffb0e54153c (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass8DispatchE5IORPC
00007ffb0e5448e4 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass3NewEP8OSObject
00007ffb0e544946 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass8DispatchE5IORPC
00007ffb0e535830 (__TEXT,__text) external __ZN33IOBufferMemoryDescriptorMetaClass3NewEP8OSObject
00007ffb0e535892 (__TEXT,__text) external __ZN33IOBufferMemoryDescriptorMetaClass8DispatchE5IORPC
00007ffb0e5367a4 (__TEXT,__text) external __ZN34IODataQueueDispatchSourceMetaClass3NewEP8OSObject
00007ffb0e53685e (__TEXT,__text) external __ZN34IODataQueueDispatchSourceMetaClass8DispatchE5IORPC
00007ffb0e5396cc (__TEXT,__text) external __ZN34IOInterruptDispatchSourceMetaClass3NewEP8OSObject
00007ffb0e5399b8 (__TEXT,__text) external __ZN34IOInterruptDispatchSourceMetaClass8DispatchE5IORPC
00007ffb0e5403ca (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0e51fa1a (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007ffb0e5402ae (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource11Create_CallEP12OSDictionaryyP15IODispatchQueuePPS_
00007ffb0e54071a (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource13Create_InvokeE5IORPCPFiP12OSDictionaryyP15IODispatchQueuePPS_E
00007ffb0e51fb06 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource17CheckForWork_ImplE5IORPCb
00007ffb0e540808 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007ffb0e540564 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource20CopyNextNotificationEPyPP9IOServiceS0_PFiP15OSMetaClassBase5IORPCE
00007ffb0e51fb12 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE
00007ffb0e5404ce (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource24ServiceNotificationReadyEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007ffb0e540946 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource27CopyNextNotification_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyPP9IOServiceS3_E
00007ffb0e51f978 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007ffb0e5408b8 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource31ServiceNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007ffb0e5408c4 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource31ServiceNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007ffb0e51f910 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource4freeEv
00007ffb0e51f88e (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource4initEv
00007ffb0e51f858 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource6CreateEP12OSDictionaryyP15IODispatchQueuePPS_
00007ffb0e5464d3 (__TEXT,__text) non-external __ZN35IOServiceNotificationDispatchSource6CreateEP12OSDictionaryyP15IODispatchQueuePPS_.cold.1
00007ffb0e5401f0 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource8DispatchE5IORPC
00007ffb0e5401fa (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource9_DispatchEPS_5IORPC
00007ffb0e542976 (__TEXT,__text) external __ZN38OSAction_IOUserClient_KernelCompletion8DispatchE5IORPC
