00000001abebac00 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001eaa6f970 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00000001abeb2da8 (__TEXT,__text) external _hasAppExtension
00000001abeaa190 (__TEXT,__text) external _hasCodeRequirementString
00000001abebc638 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00000001abec223d (__TEXT,__cstring) non-external _hexString.nibble
00000001abeaba38 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001abeab8bc (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001abeaa298 (__TEXT,__text) external _isAdhocSignature
00000001abebc148 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001abea79e8 (__TEXT,__text) external _isAppleInternalMachine
00000001abeaa258 (__TEXT,__text) external _isAppleSignedCode
00000001abeb8840 (__TEXT,__text) non-external _isCodeRefNotarized
00000001abebe59c (__TEXT,__text) non-external _isCodeRefNotarized.cold.1
00000001abeaae2c (__TEXT,__text) external _isCodelessKext
00000001abebc724 (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001abeb5638 (__TEXT,__text) external _isConnectionEntitled
00000001abebdeac (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001abeb57d4 (__TEXT,__text) external _isConnectionFromTrustedIdentifier
00000001abebdf14 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.1
00000001abebdf7c (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.2
00000001abebdfec (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.3
00000001abebe030 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.4
00000001abebe098 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.5
00000001abea79f4 (__TEXT,__text) external _isDarwinOSEnvironment
00000001abeaa288 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00000001abeaa278 (__TEXT,__text) external _isDeveloperIDSignedCode
00000001abea7a00 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00000001abeaa120 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00000001abeaa118 (__TEXT,__text) external _isKernelExtensionSystemRequired
00000001abeab16c (__TEXT,__text) external _isKextAllowedWithoutNotarization
00000001abebc95c (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00000001abea797c (__TEXT,__text) external _isKextSecurityDisabledMachine
00000001abeaa268 (__TEXT,__text) external _isMacAppStoreSignedCode
00000001abeb5b9c (__TEXT,__text) non-external _isMigrationManifestUpToDate
00000001abeaaee0 (__TEXT,__text) external _isNotarizedKext
00000001abebc794 (__TEXT,__text) non-external _isNotarizedKext.cold.1
00000001abebc828 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00000001abebc8bc (__TEXT,__text) non-external _isNotarizedKext.cold.3
00000001abea7aa0 (__TEXT,__text) external _isQAAppStoreCertsAllowed
00000001abea7a64 (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00000001abea79a0 (__TEXT,__text) external _isSIPDisabledMachine
00000001abea79c4 (__TEXT,__text) external _isSKELDisabledMachine
00000001abea7a8c (__TEXT,__text) external _isSkipXprotectScansOnSeenSoftwareEnabled
00000001abeb2a5c (__TEXT,__text) external _isTerminalLikePath
00000001abea7a78 (__TEXT,__text) external _isUnconditionalRevocationTicketLookupEnabled
00000001abeb2314 (__TEXT,__text) external _isValidInfoPlist
00000001abea7a50 (__TEXT,__text) external _isValidationCategoryPolicyEnabled
00000001abea7a3c (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsLocalKey (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsRootFileSystemKey (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
00000001abec0cc0 (__TEXT,__const) external _kMaxASBSWaitTime
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001eaa6f8f8 (__DATA,__bss) non-external _kext.sLog
00000001eaa6f8f0 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00000001eaa6f918 (__DATA,__bss) non-external _measurements.sLog
00000001eaa6f910 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00000001abeb22ac (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001abec9220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:
00000001abec9240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:isDirectory:
00000001abec9260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByDeletingLastPathComponent
00000001abec9280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByResolvingSymlinksInPath
00000001abec92a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByStandardizingPath
00000001abec92c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
00000001abec92e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001abec9300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteString
00000001abec9320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addBlockedSoftwareOverride:withReply:
00000001abec9340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addGatekeeperUserIntent:withReply:
00000001abec9360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001abec9380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObjectsFromArray:
00000001abec93a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allBundleURLs
00000001abec93c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKextURLs
00000001abec93e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKeys
00000001abec9400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
00000001abec9420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowGatekeeperPolicy:withReply:
00000001abec9440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowed
00000001abec9460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appWrapperPolicyResult:forDeviceID:installProfile:checkResources:withProgressCallback:
00000001abec9480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendBytes:length:
00000001abec94a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001abec94c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$areKernelExtensionsApproved:withReply:
00000001abec94e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001abec9500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithArray:
00000001abec9520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
00000001abec9540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001abec9560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attributesOfItemAtPath:error:
00000001abec9580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$auditToken
00000001abec95a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$blockedReasonDescription
00000001abec95c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolForKey:
00000001abec95e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
00000001abec9600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleID
00000001abec9620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001abec9640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:withReply:
00000001abec9660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtension:withReply:
00000001abec9680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtensionInCache:withReply:
00000001abec96a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdHash
00000001abec96c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdhash
00000001abec96e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001abec9700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001abec9720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
00000001abec9740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connection
00000001abec9760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001abec9780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsString:
00000001abec97a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001abec97c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyBlockedExecutionPolicyItemsWithReply:
00000001abec97e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyCurrentPolicyWithReply:
00000001abec9800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyItemAtURL:toURL:error:
00000001abec9820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyKernelExtensionHistoryWithReply:
00000001abec9840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyPendingApprovalsWithReply:
00000001abec9860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001abec9880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001abec98a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDirectoryAtPath:withIntermediateDirectories:attributes:error:
00000001abec98c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createGatekeeperMigrationData:
00000001abec98e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createKernelExtensionMigrationData:
00000001abec9900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentDeviceID
00000001abec9920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$data
00000001abec9940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytes:length:
00000001abec9960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytesNoCopy:length:freeWhenDone:
00000001abec9980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithCapacity:
00000001abec99a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithData:
00000001abec99c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateWithTimeIntervalSince1970:
00000001abec99e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeBoolForKey:
00000001abec9a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001abec9a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001abec9a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001abec9a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$description
00000001abec9a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$developerName
00000001abec9aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionary
00000001abec9ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithContentsOfURL:
00000001abec9ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001abec9b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doGatekeeperProgressUpdate:withTotal:
00000001abec9b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doReload
00000001abec9b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doesContain:
00000001abec9b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001abec9b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$downloads
00000001abec9ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enableKernelExtensionManagementForMDM:withReply:
00000001abec9bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeBool:forKey:
00000001abec9be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeObject:forKey:
00000001abec9c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$entitlements
00000001abec9c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateObjectsUsingBlock:
00000001abec9c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumeratorAtURL:includingPropertiesForKeys:options:errorHandler:
00000001abec9c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001abec9c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exec
00000001abec9ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$execPath
00000001abec9cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:
00000001abec9ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:isDirectory:
00000001abec9d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001abec9d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:
00000001abec9d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:isDirectory:
00000001abec9d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPathComponents:
00000001abec9d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findAssociatedProvenanceEntries:withReply:
00000001abec9da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findLegacyKextBundleID:
00000001abec9dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntry:withReply:
00000001abec9de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntryByID:withReply:
00000001abec9e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvisioningProfile:
00000001abec9e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$flags
00000001abec9e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$forceReload
00000001abec9e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fsTypeName
00000001abec9e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gatekeeperMigrationDataPath:
00000001abec9ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generic
00000001abec9ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllProvenanceEntriesWithReply:
00000001abec9ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllowedPaths
00000001abec9f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllowedUrls
00000001abec9f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getApprovalRequiresAdministratorWithReply:
00000001abec9f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getBlockedSoftwareOverride:withReply:
00000001abec9f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentUAKLHashWithReply:
00000001abec9f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFastGatekeeperOverrideModeEnabledWithReply:
00000001abec9fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFileSystemRepresentation:maxLength:
00000001abec9fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperInsightEnabledWithReply:
00000001abec9fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperPolicyWithReply:
00000001abeca000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getResourceValue:forKey:error:
00000001abeca020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getScriptScanEvaluationFor:scriptHash:scanResult:withReply:
00000001abeca040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getStrictGatekeeperEnabledForDomain:withReply:
00000001abeca060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gkError
00000001abeca080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleReload
00000001abeca0a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPrefix:
00000001abeca0c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasSuffix:
00000001abeca0e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001abeca100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hexString
00000001abeca120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$identifier
00000001abeca140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithData:
00000001abeca160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:
00000001abeca180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:
00000001abeca1a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithMachServiceName:options:
00000001abeca1c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithParent:
00000001abeca1e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithRoot:
00000001abeca200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithSuiteName:
00000001abeca220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:
00000001abeca240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:withReloadBlock:watchForUpdates:
00000001abeca260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001abeca280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUUIDBytes:
00000001abeca2a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValid:withSignerCategory:withModified:
00000001abeca2c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installMDMPayload:withTeams:withExtensions:withContext:withReply:
00000001abeca2e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installProvisioningProfile:
00000001abeca300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$intValue
00000001abeca320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerForKey:
00000001abeca340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerValue
00000001abeca360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$interfaceWithProtocol:
00000001abeca380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidate
00000001abeca3a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAppWrapper:
00000001abeca3c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAuthenticationRequiredOnUpdates:
00000001abeca3e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAvailable
00000001abeca400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isBlockedSoftware:withReply:
00000001abeca420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isCodeless
00000001abeca440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeprecated
00000001abeca460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperModeEnabledWithReply:
00000001abeca480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperToolEnvironmentWithReply:
00000001abeca4a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualTo:
00000001abeca4c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001abeca4e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isGatekeeperPolicyAllowed:withReply:
00000001abeca500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKernelExtensionApprovedByUser:withBundleID:withReply:
00000001abeca520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKextAllowedWithoutSecureTimestamp:
00000001abeca540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKnownToBeUnsafe
00000001abeca560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isLegacyKextAllowed:
00000001abeca580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001abeca5a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMalware
00000001abeca5c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMovedToTrash
00000001abeca5e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isNotarized
00000001abeca600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isPhishing
00000001abeca620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileTrusted:
00000001abeca640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileValid:forDevice:
00000001abeca660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isRebootRequiredForInstallation:
00000001abeca680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isSecurityDowngradeRequiredForInstallation:
00000001abeca6a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isUnsupported
00000001abeca6c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isUnwantedSoftware
00000001abeca6e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValid
00000001abeca700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValidApplication:checkResources:withSignerCategory:withModified:withProgressCallback:
00000001abeca720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$itemPath
00000001abeca740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$kernelExtensionMigrationDataPath:
00000001abeca760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$keyEnumerator
00000001abeca780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$knownMalware
00000001abeca7a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastPathComponent
00000001abeca7c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastSeen
00000001abeca7e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastUsed
00000001abeca800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001abeca820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadFromBundleData:
00000001abeca840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadInternalData:
00000001abeca860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedCapitalizedString
00000001abeca880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001abeca8a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$logGatekeeperOverrideForURL:withReply:
00000001abeca8c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lookUpURL:completionHandler:
00000001abeca8e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lookupSampling:withReply:
00000001abeca900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lowercaseString
00000001abeca920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mainExecutableURL
00000001abeca940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mmapPath
00000001abeca960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$modTime
00000001abeca980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsApproval
00000001abeca9a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsOverride
00000001abeca9c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyInstalledContent:withInstallationType:withReply:
00000001abeca9e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyLoadedKernelExtension:withPath:
00000001abecaa00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyUnsupportedKernelExtensions:withReply:
00000001abecaa20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$now
00000001abecaa40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$null
00000001abecaa60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithBool:
00000001abecaa80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
00000001abecaaa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedLongLong:
