00007ff8027df886 (__TEXT,__text) external _NSAddImage
00007ff8027ee9f4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process19ProcessUpdateRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE8NodeCoreILj10ELj7EE8childrenEv
00007ff802806f23 (__TEXT,__text) non-external __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process19ProcessUpdateRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE8NodeCoreILj10ELj7EE8childrenEv.cold.1
00007ff8027eeb04 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE14const_iteratorssERKSE_
00007ff8027f3f36 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE4findERKS7_
00007ff8027f32f0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE8NodeCoreILj7ELj6EE17lower_bound_indexERKS7_SC_
00007ff8027eea7c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE8NodeCoreILj7ELj6EE8childrenEv
00007ff802806f46 (__TEXT,__text) non-external __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE8NodeCoreILj7ELj6EE8childrenEv.cold.1
00007ff8027eea9e (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE14const_iteratorssERKSB_
00007ff8027f6eda (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE4findERKS4_
00007ff8027f7144 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE8NodeCoreILj10ELj7EE17lower_bound_indexERKS4_S9_
00007ff8027f6d30 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE8NodeCoreILj10ELj7EE8childrenEv
00007ff80280779f (__TEXT,__text) non-external __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE8NodeCoreILj10ELj7EE8childrenEv.cold.1
00007ff8027ee87c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE14const_iteratorssERKS5_
00007ff8027ee93c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE8NodeCoreILj31ELj15EE8childrenEv
00007ff802806f00 (__TEXT,__text) non-external __ZNK3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE8NodeCoreILj31ELj15EE8childrenEv.cold.1
00007ff8027ee6fc (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorssERKS5_
00007ff8027f02ca (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIiNSt3__14lessIiEELb0EE4findERKi
00007ff8027ee7ba (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE8childrenEv
00007ff802806edd (__TEXT,__text) non-external __ZNK3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE8childrenEv.cold.1
00007ff8027ef392 (__TEXT,__text) non-external (was a private external) __ZNK3lsl6Bitmap8checkBitEm
00007ff802806f69 (__TEXT,__text) non-external __ZNK3lsl6Bitmap8checkBitEm.cold.1
00007ff8027df0be (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsyU13block_pointerFvjjPKvyRbE
00007ff8027e70d2 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsybU13block_pointerFvjjPKvyRbE
00007ff8027df0d2 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12isValidSliceER11Diagnosticsyjjjyy
00007ff8027df2a6 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11pointerSizeEv
00007ff8027def68 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16isMainExecutableEv
00007ff8027deb3e (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile18forEachLoadCommandER11DiagnosticsU13block_pointerFvPK12load_commandRbE
00007ff8027df202 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile7isMachOER11Diagnosticsy
00007ff8027f6d26 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord11fileManagerEv
00007ff8027f6d02 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord4sizeEv
00007ff8027f6c4a (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord4statEv
00007ff8027f6bde (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord7getPathEv
00007ff8027f648e (__TEXT,__text) non-external (was a private external) __ZNK5dyld411FileManager11fsidForUUIDERKN3lsl4UUIDE
00007ff8027f5b6e (__TEXT,__text) non-external (was a private external) __ZNK5dyld411FileManager13reloadFSInfosEv
00007ff8027f5ffc (__TEXT,__text) non-external (was a private external) __ZNK5dyld411FileManager17uuidForFileSystemEy
00007ff802807759 (__TEXT,__text) non-external __ZNK5dyld411FileManager17uuidForFileSystemEy.cold.1
00007ff8027e0a90 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers11malloc_sizeEPKv
00007ff8027e0a9e (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers11vm_allocateEjPmmi
00007ff8027e0b22 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers12__cxa_atexitEPFvPvES1_S1_
00007ff8027e0ab4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers13vm_deallocateEjmm
00007ff8027e0b46 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers14isLaunchdOwnedEv
00007ff8027e0d04 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers17setUpThreadLocalsEPK15DyldSharedCachePKN6mach_o6HeaderE
00007ff8027e0b04 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers19pthread_getspecificEm
00007ff8027e0b12 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers19pthread_setspecificEmPKv
00007ff8027e0c28 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers20legacyDyldFuncLookupEv
00007ff8027e0b36 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers21__cxa_finalize_rangesEPK13__cxa_range_tj
00007ff8027e0be8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers21os_unfair_lock_unlockEP16os_unfair_lock_s
00007ff8027e0bf6 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers21setDefaultProgramVarsERNS_11ProgramVarsE
00007ff8027e0ac6 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers23pthread_key_create_freeEPm
00007ff8027e0bca (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers25setDyldPatchedObjCClassesEv
00007ff8027e0b86 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers31os_unfair_recursive_lock_unlockEP26os_unfair_recursive_lock_s
00007ff8027e0bd8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers32os_unfair_lock_lock_with_optionsEP16os_unfair_lock_s24os_unfair_lock_options_t
00007ff8027e0b76 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers42os_unfair_recursive_lock_lock_with_optionsEP26os_unfair_recursive_lock_s24os_unfair_lock_options_t
00007ff8027e0bbc (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers44os_unfair_recursive_lock_unlock_forked_childEP26os_unfair_recursive_lock_s
00007ff8027e0b94 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers4exitEi
00007ff8027e0a82 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers4freeEPv
00007ff8027e0ba0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers6getenvEPKc
00007ff8027e0a70 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers6mallocEm
00007ff8027e0bae (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers7mkstempEPc
00007ff8027e0a64 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers7versionEv
00007ff8027e0ada (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers9run_asyncEPFPvS1_ES1_
00007ff8027ea9c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache12localSymbolsEv
00007ff8027e9254 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache14rebasedAddressEv
00007ff8027ea50a (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache15forEachFilePathEU13block_pointerFvPKcE
00007ff8027ea6d8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache15isPrivateMappedEv
00007ff8027ea4f6 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache4sizeEv
00007ff8027ea4ec (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache4uuidEv
00007ff8027ebdc4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas15ProcessSnapshot5validEv
00007ff8027e9b1e (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas17SharedCacheLocals20use64BitDylibOffsetsEv
00007ff8027e9b14 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas17SharedCacheLocals9localInfoEv
00007ff8027e91b8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image11installnameEv
00007ff8027e922a (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image11sharedCacheEv
00007ff8027e9238 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image19sharedCacheVMOffsetEv
00007ff8027e8f66 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image2mlEv
00007ff8027e9132 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image4uuidEv
00007ff8027e9204 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image8filenameEv
00007ff8027e8be4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper3mapENS0_11SafePointerEy
00007ff802806cb1 (__TEXT,__text) non-external __ZNK5dyld45Atlas6Mapper3mapENS0_11SafePointerEy.cold.1
00007ff8027e8cb6 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper5unmapENS0_11SafePointerEy
00007ff8028013e4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes11forEachBindEU13block_pointerFvPKcibhybiS2_bxbRbEU13block_pointerFvS2_E
00007ff802801bda (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbEU13block_pointerFvPKcE
00007ff8028012b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes19hasDoneBetweenBindsEv
00007ff8028012b8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes22implicitLibraryOrdinalEv
00007ff8028012c4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb
00007ff8027fe634 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11ExportsTrie21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolERbE
00007ff8027fe2d6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11ExportsTrie23terminalPayloadToSymbolERKNS_11GenericTrie5EntryERNS_6SymbolE
00007ff8027fe6e6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11ExportsTrie5validEyy
00007ff8027fdf3e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11GenericTrie11recurseTrieEPKhRN5dyld317OverflowSafeArrayIcLy4294967295EEEiRbU13block_pointerFvPKcNSt3__14spanIS1_Lm18446744073709551615EEES7_E
00007ff8027fe156 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11GenericTrie12forEachEntryEU13block_pointerFvRKNS0_5EntryERbE
00007ff8027f86c4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12Architecture22usesx86_64InstructionsEv
00007ff8027f851c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12Architecture4nameEv
00007ff8027f84e8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12ArchitectureeqERKS0_
00007ff8027fd9a0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo14yearForVersionENS_9Version32ERtRb
00007ff8027fd9f8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo19yearForMajorVersionENS_9Version32ERtRb
00007ff8027fd9aa (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo21minorVersionForSpringEt
00007ff8027ff86a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups13PointerFormat14badBindOrdinalERKNS_5FixupE
00007ff8027ff8a2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups13PointerFormat16ptrAlignmentSizeEv
00007ff8027fee9e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups13validLinkeditEyNSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEE
00007ff8027feb86 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbE
00007ff8027febe0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFviPKcxbRbE
00007ff8027ff31e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups5validEyNSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEb
00007ff802801e34 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13RebaseOpcodes13forEachRebaseEU13block_pointerFvPKcibhyRbE
00007ff802801d24 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13RebaseOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEbb
00007ff802801cf8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o15LazyBindOpcodes19hasDoneBetweenBindsEv
00007ff8028068da (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16FunctionVariants5validEv
00007ff802802dc2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable13forEachSymbolEjjU13block_pointerFvPKcyhhtjRbE
00007ff8028023a8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable15symbolFromNListEPKcyhht
00007ff802802c5c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE
00007ff802802398 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable5validEy
00007ff802802f8a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o17DebugNoteFileInfo4dumpEv
00007ff8027fd956 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS14yearForVersionENS_9Version32ERtRb
00007ff8027fd98e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS21minorVersionForSpringEt
00007ff8027fd9d6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_sepOS14yearForVersionENS_9Version32ERtRb
00007ff8027f8870 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19GradedArchitectures12isCompatibleENS_12ArchitectureEb
00007ff8027f87ec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19GradedArchitectures18hasCompatibleSliceENSt3__14spanIKNS_12ArchitectureELm18446744073709551615EEEbRj
00007ff8027fd89c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19PlatformAndVersions5unzipEU13block_pointerFvS0_E
00007ff8027f8970 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21LinkedDylibAttributes8toStringEPc
00007ff8027fd9b6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_bridgeOS21minorVersionForSpringEt
00007ff8027fd9c8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_firmware14yearForVersionENS_9Version32ERtRb
00007ff8027fd9e4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_visionOS21minorVersionForSpringEt
00007ff80280683a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28FunctionVariantsRuntimeTable5validEm
00007ff8027ffb0a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e12nextLocationEPKv
00007ff8027ff8de (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e12supportsAuthEv
00007ff8027ffb02 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e13supportsBindsEv
00007ff8027ff930 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e14maxBindOrdinalEb
00007ff8027ffb40 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00007ff8027ffcbc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00007ff8027ffae6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e21maxRebaseTargetOffsetEb
00007ff8027ff94c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e23bindMaxEmbeddableAddendEb
00007ff8027ff95e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e23bindMinEmbeddableAddendEb
