00007fff8063a838 (__DATA,__data) non-external _C
00007fff20232ae2 (__TEXT,__text) external _vsprintf_l
00007fff20232d66 (__TEXT,__text) external _vsscanf
00007fff20232c25 (__TEXT,__text) external _vsscanf_l
00007fff20233011 (__TEXT,__text) external _vswprintf
00007fff20232d94 (__TEXT,__text) external _vswprintf_l
00007fff2023326f (__TEXT,__text) external _vswscanf
00007fff2023303f (__TEXT,__text) external _vswscanf_l
00007fff201f1866 (__TEXT,__text) external _vsxprintf
00007fff201f2303 (__TEXT,__text) external _vsxprintf_exec
00007fff20262c27 (__TEXT,__text) external _vwarn
00007fff20262b82 (__TEXT,__text) external _vwarnc
00007fff20262d82 (__TEXT,__text) external _vwarnx
00007fff2023329d (__TEXT,__text) external _vwprintf
00007fff202332d5 (__TEXT,__text) external _vwprintf_l
00007fff202332f2 (__TEXT,__text) external _vwscanf
00007fff2023332a (__TEXT,__text) external _vwscanf_l
00007fff201f1894 (__TEXT,__text) external _vxprintf
00007fff201f2331 (__TEXT,__text) external _vxprintf_exec
00007fff2025bb1a (__TEXT,__text) external _wait
00007fff202111e0 (__TEXT,__text) external _wait$NOCANCEL
00007fff202111f6 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007fff2025bb30 (__TEXT,__text) external _waitpid
00007fff2021120d (__TEXT,__text) external _waitpid$NOCANCEL
00007fff20262acb (__TEXT,__text) external _warn
00007fff20262c4a (__TEXT,__text) external _warnc
00007fff20262ce4 (__TEXT,__text) external _warnx
00007fff2023b3ad (__TEXT,__text) external _wcpcpy
00007fff2023b3d3 (__TEXT,__text) external _wcpncpy
00007fff2021733a (__TEXT,__text) external _wcrtomb
00007fff202172f8 (__TEXT,__text) external _wcrtomb_l
00007fff2023b4b5 (__TEXT,__text) external _wcscasecmp
00007fff2023b42d (__TEXT,__text) external _wcscasecmp_l
00007fff2023b4dd (__TEXT,__text) external _wcscat
00007fff2023b503 (__TEXT,__text) external _wcschr
00007fff2023b524 (__TEXT,__text) external _wcscmp
00007fff2023bb45 (__TEXT,__text) external _wcscoll
00007fff2023b540 (__TEXT,__text) external _wcscoll_l
00007fff2023bb6d (__TEXT,__text) external _wcscpy
00007fff2023c787 (__TEXT,__text) external _wcscspn
00007fff2023c7d0 (__TEXT,__text) external _wcsdup
00007fff202175ad (__TEXT,__text) external _wcsftime
00007fff20217396 (__TEXT,__text) external _wcsftime_l
00007fff2023c810 (__TEXT,__text) external _wcslcat
00007fff2023c8b1 (__TEXT,__text) external _wcslcpy
00007fff2023c915 (__TEXT,__text) external _wcslen
00007fff2023c9e9 (__TEXT,__text) external _wcsncasecmp
00007fff2023c930 (__TEXT,__text) external _wcsncasecmp_l
00007fff2023ca11 (__TEXT,__text) external _wcsncat
00007fff2023ca58 (__TEXT,__text) external _wcsncmp
00007fff2023ca84 (__TEXT,__text) external _wcsncpy
00007fff2023cad4 (__TEXT,__text) external _wcsnlen
00007fff20217616 (__TEXT,__text) external _wcsnrtombs
00007fff202175d5 (__TEXT,__text) external _wcsnrtombs_l
00007fff2023caf2 (__TEXT,__text) external _wcspbrk
00007fff2023cb2e (__TEXT,__text) external _wcsrchr
00007fff202178c1 (__TEXT,__text) external _wcsrtombs
00007fff20217873 (__TEXT,__text) external _wcsrtombs_l
00007fff2023cb46 (__TEXT,__text) external _wcsspn
00007fff2023ce55 (__TEXT,__text) external _wcsstr
00007fff20217bd7 (__TEXT,__text) external _wcstod
00007fff2021797d (__TEXT,__text) external _wcstod_l
00007fff20217e5a (__TEXT,__text) external _wcstof
00007fff20217c00 (__TEXT,__text) external _wcstof_l
00007fff2021809e (__TEXT,__text) external _wcstoimax
00007fff20217e90 (__TEXT,__text) external _wcstoimax_l
00007fff2023cec0 (__TEXT,__text) external _wcstok
00007fff202182d4 (__TEXT,__text) external _wcstol
00007fff202180c6 (__TEXT,__text) external _wcstol_l
00007fff2021853c (__TEXT,__text) external _wcstold
00007fff20218300 (__TEXT,__text) external _wcstold_l
00007fff2021877e (__TEXT,__text) external _wcstoll
00007fff20218570 (__TEXT,__text) external _wcstoll_l
00007fff20218850 (__TEXT,__text) external _wcstombs
00007fff202187a6 (__TEXT,__text) external _wcstombs_l
00007fff20218b12 (__TEXT,__text) external _wcstoul
00007fff20218911 (__TEXT,__text) external _wcstoul_l
00007fff20218d3b (__TEXT,__text) external _wcstoull
00007fff20218b3a (__TEXT,__text) external _wcstoull_l
00007fff20218f64 (__TEXT,__text) external _wcstoumax
00007fff20218d63 (__TEXT,__text) external _wcstoumax_l
00007fff2023cfb3 (__TEXT,__text) external _wcswidth
00007fff2023cf36 (__TEXT,__text) external _wcswidth_l
00007fff2023d169 (__TEXT,__text) external _wcsxfrm
00007fff2023cfdb (__TEXT,__text) external _wcsxfrm_l
00007fff2021903f (__TEXT,__text) external _wctob
00007fff20218f8c (__TEXT,__text) external _wctob_l
00007fff2021911c (__TEXT,__text) external _wctomb
00007fff20219067 (__TEXT,__text) external _wctomb_l
00007fff2021929e (__TEXT,__text) external _wctrans
00007fff2021934c (__TEXT,__text) external _wctrans_l
00007fff20219405 (__TEXT,__text) external _wctype
00007fff20219356 (__TEXT,__text) external _wctype_l
00007fff86f93f40 (__DATA_CONST,__const) non-external _wctype_l.props
00007fff2021942d (__TEXT,__text) external _wcwidth
00007fff202194b1 (__TEXT,__text) external _wcwidth_l
00007fff2023c731 (__TEXT,__text) non-external _we_read_fully
00007fff20266020 (__TEXT,__const) non-external _wildabbr
00007fff2023d191 (__TEXT,__text) external _wmemchr
00007fff2023d1ae (__TEXT,__text) external _wmemcmp
00007fff2023d1d9 (__TEXT,__text) external _wmemcpy
00007fff2023d1e7 (__TEXT,__text) external _wmemmove
00007fff2023d1f5 (__TEXT,__text) external _wmemset
00007fff20233b9f (__TEXT,__text) non-external _wmemstream_close
00007fff20233aba (__TEXT,__text) non-external _wmemstream_seek
00007fff202631fb (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007fff2026321e (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007fff202338ba (__TEXT,__text) non-external _wmemstream_update
00007fff202631da (__TEXT,__text) non-external _wmemstream_update.cold.1
00007fff202338e5 (__TEXT,__text) non-external _wmemstream_write
00007fff2023bb88 (__TEXT,__text) external _wordexp
00007fff2023c6f4 (__TEXT,__text) external _wordfree
00007fff2023340b (__TEXT,__text) external _wprintf
00007fff202334d7 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007fff20233584 (__TEXT,__text) external _wscanf
00007fff20233650 (__TEXT,__text) external _wscanf_l
00007fff8063cd70 (__DATA,__bss) non-external _wtmp_asl.0
00007fff8063cd78 (__DATA,__bss) non-external _wtmp_asl.1
00007fff8063cd80 (__DATA,__bss) non-external _wtmp_asl.2
00007fff8063cd88 (__DATA,__bss) non-external _wtmp_asl.5
00007fff8063cd90 (__DATA,__bss) non-external _wtmp_asl.6
00007fff8063a830 (__DATA,__data) non-external _wtmp_file.0
00007fff8063cd38 (__DATA,__bss) non-external _wtmp_file.1
00007fff8063cd40 (__DATA,__bss) non-external _wtmp_file.2
00007fff8063cd48 (__DATA,__bss) non-external _wtmp_file.3
00007fff8063cd50 (__DATA,__bss) non-external _wtmp_file.4
00007fff8063cd58 (__DATA,__bss) non-external _wtmp_file.5
00007fff8063cd60 (__DATA,__bss) non-external _wtmp_file.6
00007fff8063cd68 (__DATA,__bss) non-external _wtmp_file.7
00007fff8063cd30 (__DATA,__bss) non-external _wtmp_func.0
00007fff8063a818 (__DATA,__data) non-external _wtmp_func.1
00007fff8063a820 (__DATA,__data) non-external _wtmp_func.2
00007fff8063a828 (__DATA,__data) non-external _wtmp_func.3
00007fff201ebb85 (__TEXT,__text) external _wtmpxname
00007fff201f176e (__TEXT,__text) external _xprintf
00007fff2024b95e (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00007fff8063cdd8 (__DATA,__bss) non-external _xprintf_domain_default
00007fff201f2207 (__TEXT,__text) external _xprintf_exec
00007fff2024ba5a (__TEXT,__text) non-external (was a private external) _xprintf_malloc
00007fff2026604c (__TEXT,__const) non-external _year_lengths
00007fff8063c7a0 (__DATA,__bss) non-external _zapchar
00007fff20265e40 (__TEXT,__const) non-external _zeroes
00007fff20265f40 (__TEXT,__const) non-external _zeroes
00007fff8063ac60 (__DATA,__data) non-external _zeroes
                 (undefined) external dyld_stub_binder (from libdyld)
00007fff201e4ab0 (__TEXT,__text) external mcount
