00007ffa42eedef0 (__DATA,__data) non-external _.compoundliteral
00007ffa182d5a85 (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeSetDimension
00007ffa182d5a6a (__TEXT,__text) non-external (was a private external) _glpArrayTypeNodeSetElementType
00007ffa182d4e19 (__TEXT,__text) non-external (was a private external) _glpAssignNodeGetIsFromSource
00007ffa182d6bfd (__TEXT,__text) non-external (was a private external) _glpAvailabilityDeclarationNodeSetExpr
00007ffa182a2205 (__TEXT,__text) non-external (was a private external) _glpBankForInputsInLanguage
00007ffa182a2222 (__TEXT,__text) non-external (was a private external) _glpBankForOutputsInLanguage
00007ffa182c8abe (__TEXT,__text) non-external (was a private external) _glpBankTypeGetBank
00007ffa182c8ad1 (__TEXT,__text) non-external (was a private external) _glpBankTypeGetElementCount
00007ffa182c8ac7 (__TEXT,__text) non-external (was a private external) _glpBankTypeGetElementType
00007ffa182d38ec (__TEXT,__text) non-external (was a private external) _glpBaseSizeOfNodeKind
00007ffa182d3b1c (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeGetLhs
00007ffa182d3b36 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeGetRhs
00007ffa182d3b29 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeSetLhs
00007ffa182d3b44 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorNodeSetRhs
00007ffa182c9f10 (__TEXT,__text) non-external (was a private external) _glpBinaryOperatorStringToSymbol
00007ffa182d650c (__TEXT,__text) non-external (was a private external) _glpBlockNodeAddStatement
00007ffa182d64cf (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetNeedsNewScope
00007ffa182d64ec (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetStatement
00007ffa182d64e3 (__TEXT,__text) non-external (was a private external) _glpBlockNodeGetStatementCount
00007ffa182d6519 (__TEXT,__text) non-external (was a private external) _glpBlockNodeInsertStatement
00007ffa182d64d9 (__TEXT,__text) non-external (was a private external) _glpBlockNodeSetNeedsNewScope
00007ffa182d64fc (__TEXT,__text) non-external (was a private external) _glpBlockNodeSetStatement
00007ffa182a1fc8 (__TEXT,__text) non-external (was a private external) _glpBufferObjectGetMinimumBufferSize
00007ffa18290e44 (__TEXT,__text) non-external _glpBuildAlloca
00007ffa1829a6c0 (__TEXT,__text) non-external _glpBuildArrayElementPtr
00007ffa1829abd2 (__TEXT,__text) non-external _glpBuildArrayElementPtrCst
00007ffa182919e8 (__TEXT,__text) non-external _glpBuildConstantIntVector
00007ffa18295f5b (__TEXT,__text) non-external _glpBuildGetLODOperation
00007ffa182962e7 (__TEXT,__text) non-external _glpBuildInterpolateAt
00007ffa18293643 (__TEXT,__text) non-external _glpBuildTextureOperation
00007ffa182952f0 (__TEXT,__text) non-external _glpBuildTextureSizeOperation
00007ffa1829743d (__TEXT,__text) non-external _glpBuildUniformElementPtr
00007ffa42ef2ab0 (__DATA,__common) non-external (was a private external) _glpBuiltInConstantValues
00007ffa42ef2aa0 (__DATA,__common) non-external (was a private external) _glpBuiltInConstantsInitialized
00007ffa18278f36 (__TEXT,__text) non-external _glpCGAssign
00007ffa18278df6 (__TEXT,__text) non-external _glpCGBitwiseNot
00007ffa18279ad8 (__TEXT,__text) non-external _glpCGBlock
00007ffa1827a1a7 (__TEXT,__text) non-external _glpCGBreakStatement
00007ffa1827a0ca (__TEXT,__text) non-external _glpCGCaseStatement
00007ffa18279724 (__TEXT,__text) non-external _glpCGCommaExpr
00007ffa1827875b (__TEXT,__text) non-external _glpCGConstant
00007ffa1827a223 (__TEXT,__text) non-external _glpCGContinueStatement
00007ffa1827a161 (__TEXT,__text) non-external _glpCGDefaultStatement
00007ffa18279935 (__TEXT,__text) non-external _glpCGFunctionDefinition
00007ffa18279827 (__TEXT,__text) non-external _glpCGFunctionPrototype
00007ffa18279b35 (__TEXT,__text) non-external _glpCGIfStatement
00007ffa18279a88 (__TEXT,__text) non-external _glpCGInterfaceBlock
00007ffa1827a531 (__TEXT,__text) non-external _glpCGLValue
00007ffa18278cb6 (__TEXT,__text) non-external _glpCGLogicalNot
00007ffa18279d17 (__TEXT,__text) non-external _glpCGLoopStatement
00007ffa18278c82 (__TEXT,__text) non-external _glpCGNegate
00007ffa182780ae (__TEXT,__text) non-external _glpCGNode
00007ffa182787ec (__TEXT,__text) non-external _glpCGPPStreamOpNode
00007ffa18279790 (__TEXT,__text) non-external _glpCGParameterDeclaration
00007ffa1827a5dd (__TEXT,__text) non-external _glpCGRValue
00007ffa1827a305 (__TEXT,__text) non-external _glpCGRawCallNode
00007ffa1827a29f (__TEXT,__text) non-external _glpCGReturnStatement
00007ffa1827a380 (__TEXT,__text) non-external _glpCGSubroutineRawCallNode
00007ffa18278afd (__TEXT,__text) non-external _glpCGSubroutineUniformNode
00007ffa18279f19 (__TEXT,__text) non-external _glpCGSwitchStatement
00007ffa18296525 (__TEXT,__text) non-external _glpCGSwizzle
00007ffa18277d60 (__TEXT,__text) non-external (was a private external) _glpCGTopLevel
00007ffa18278615 (__TEXT,__text) non-external _glpCGTypeConversion
00007ffa182798a0 (__TEXT,__text) non-external _glpCGVariableDeclaration
00007ffa182798d8 (__TEXT,__text) non-external _glpCGVariableDeclarationGroup
00007ffa1830a9ed (__TEXT,__text) non-external (was a private external) _glpCPPErrorToInfoLog
00007ffa1830a91e (__TEXT,__text) non-external (was a private external) _glpCPPShInfoLogMsg
00007ffa1830a854 (__TEXT,__text) non-external (was a private external) _glpCPPWarningToInfoLog
00007ffa182b87e6 (__TEXT,__text) non-external (was a private external) _glpCalculateCallPrecision
00007ffa18344ab0 (__TEXT,__text) external _glpCallFragmentStateToLLVMIR
00007ffa182d3b7b (__TEXT,__text) non-external (was a private external) _glpCallNodeAddArg
00007ffa182d3b5b (__TEXT,__text) non-external (was a private external) _glpCallNodeGetArg
00007ffa182d3b52 (__TEXT,__text) non-external (was a private external) _glpCallNodeGetArgCount
00007ffa182d3b88 (__TEXT,__text) non-external (was a private external) _glpCallNodeInsertArg
00007ffa182d3b6b (__TEXT,__text) non-external (was a private external) _glpCallNodeSetArg
00007ffa1832c622 (__TEXT,__text) external _glpCallVertexStateToLLVMIR
00007ffa182bf01c (__TEXT,__text) non-external (was a private external) _glpCanConvert
00007ffa182d6848 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeGetConstValue
00007ffa182d6834 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeGetIsStray
00007ffa182d6855 (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeSetConstValue
00007ffa182d683e (__TEXT,__text) non-external (was a private external) _glpCaseStatementNodeSetIsStray
00007ffa182ca408 (__TEXT,__text) non-external (was a private external) _glpCheckAndSanitizeConstructorCall
00007ffa182bd747 (__TEXT,__text) non-external (was a private external) _glpCheckArrayIndex
00007ffa182f5f10 (__TEXT,__text) non-external (was a private external) _glpCheckBarrier
00007ffa182bc5da (__TEXT,__text) non-external (was a private external) _glpCheckIBDeref
00007ffa182c0265 (__TEXT,__text) non-external (was a private external) _glpCheckName
00007ffa182a9737 (__TEXT,__text) non-external (was a private external) _glpCleanUpLinkedProgram
00007ffa182d4fd8 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeAddExpr
00007ffa182d4f7a (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeClearExprs
00007ffa182d4fb8 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExpr
00007ffa182d4faf (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExprCount
00007ffa182d4f70 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetIsFromSource
00007ffa182d4fe5 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeInsertExpr
00007ffa182d4fc8 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeSetExpr
00007ffa182c0ce8 (__TEXT,__text) non-external (was a private external) _glpCommaResult
00007ffa182cd95f (__TEXT,__text) non-external (was a private external) _glpCompareValues
00007ffa182a5118 (__TEXT,__text) non-external (was a private external) _glpCompileShader
00007ffa1829fdba (__TEXT,__text) non-external (was a private external) _glpCompilerAllOutputsAreInvariant
00007ffa1829ff44 (__TEXT,__text) non-external (was a private external) _glpCompilerApplyImplictRulesForGlobalTypeQualifier
00007ffa182a03e4 (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTrackPrecision
00007ffa182a0403 (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTypeRequirePrecision
00007ffa182a021a (__TEXT,__text) non-external (was a private external) _glpCompilerForceAllOutputsToBeInvariant
00007ffa1829fb51 (__TEXT,__text) non-external (was a private external) _glpCompilerGetAllocator
00007ffa1829f0a5 (__TEXT,__text) non-external (was a private external) _glpCompilerGetGLProfile
00007ffa182a056c (__TEXT,__text) non-external (was a private external) _glpCompilerGetImmediateSAContext
00007ffa182a0371 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImplicitConversionPolicy
00007ffa182a00ff (__TEXT,__text) non-external (was a private external) _glpCompilerGetImpliedBankSize
00007ffa1829f0b7 (__TEXT,__text) non-external (was a private external) _glpCompilerGetInfoLog
00007ffa182a01ce (__TEXT,__text) non-external (was a private external) _glpCompilerGetIntConstant
00007ffa1829ff2c (__TEXT,__text) non-external (was a private external) _glpCompilerGetLanguage
00007ffa1829ff22 (__TEXT,__text) non-external (was a private external) _glpCompilerGetNameTable
00007ffa1829f0ae (__TEXT,__text) non-external (was a private external) _glpCompilerGetOSXVersion
00007ffa1829f09c (__TEXT,__text) non-external (was a private external) _glpCompilerGetOptions
00007ffa182a022e (__TEXT,__text) non-external (was a private external) _glpCompilerGetSubroutineType
00007ffa1829ff3a (__TEXT,__text) non-external (was a private external) _glpCompilerGetTopLevelNode
00007ffa182a01c4 (__TEXT,__text) non-external (was a private external) _glpCompilerGetValueHash
00007ffa1829fda0 (__TEXT,__text) non-external (was a private external) _glpCompilerInsertDef
00007ffa1829fe6a (__TEXT,__text) non-external (was a private external) _glpCompilerNewTempName
00007ffa1829fb40 (__TEXT,__text) non-external (was a private external) _glpCompilerPoolAlloc
00007ffa182a0563 (__TEXT,__text) non-external (was a private external) _glpCompilerPopSAContext
00007ffa182a049b (__TEXT,__text) non-external (was a private external) _glpCompilerPushSAContext
00007ffa1829f0c4 (__TEXT,__text) non-external (was a private external) _glpCompilerRemapObject
00007ffa1829fe5c (__TEXT,__text) non-external (was a private external) _glpCompilerRemapValue
00007ffa182a0491 (__TEXT,__text) non-external (was a private external) _glpCompilerRequiresOutputPoints
00007ffa182a0487 (__TEXT,__text) non-external (was a private external) _glpCompilerSetRequiresOutputPoints
00007ffa182a0224 (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00007ffa182f648b (__TEXT,__text) non-external (was a private external) _glpConstantFold
00007ffa182d3f62 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00007ffa182d3f6c (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00007ffa182d3f76 (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00007ffa182f6180 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00007ffa182d436f (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00007ffa182d4380 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00007ffa182bda95 (__TEXT,__text) non-external (was a private external) _glpConvert
00007ffa182a9082 (__TEXT,__text) non-external _glpCopyContextState
00007ffa182a3233 (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00007ffa182c7fe0 (__TEXT,__text) non-external (was a private external) _glpCopyString
00007ffa182cd8f5 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00007ffa182cd92d (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00007ffa182f9d3e (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007ffa182742c2 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007ffa42ef2580 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007ffa182743ed (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007ffa42ef25a0 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007ffa182743b8 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007ffa42ef2598 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007ffa1827434e (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007ffa42ef2588 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007ffa18274383 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007ffa42ef2590 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007ffa182a9767 (__TEXT,__text) non-external _glpCreateShaderByteCode
00007ffa182742f7 (__TEXT,__text) non-external _glpCreateTelemetry
00007ffa1827568c (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00007ffa182754df (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00007ffa182c852e (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00007ffa18306783 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007ffa182d390a (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007ffa182c8584 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007ffa182d68c5 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007ffa182d68cf (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007ffa182d6e65 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00007ffa182d6e72 (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007ffa182c3b98 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007ffa182d9300 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007ffa182d964c (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007ffa182785c8 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007ffa182a9717 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007ffa1829f04c (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007ffa182c3631 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007ffa18274e99 (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007ffa1827d9ed (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007ffa182a32e5 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007ffa182a90f8 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007ffa182a54be (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007ffa182b42b2 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007ffa182b47a3 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007ffa18274b8a (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00007ffa1827638e (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00007ffa182c2adf (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00007ffa182c813e (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00007ffa182747ab (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00007ffa182c8bc4 (__TEXT,__text) non-external (was a private external) _glpDestroyType
