00007ffb43603ea8 (__DATA,__data) non-external _.compoundliteral
00007ffb0837cfcf (__TEXT,__text) non-external (was a private external) _glpCompilerGetInfoLog
00007ffb0837e04e (__TEXT,__text) non-external (was a private external) _glpCompilerGetIntConstant
00007ffb0837ddab (__TEXT,__text) non-external (was a private external) _glpCompilerGetLanguage
00007ffb0837dda1 (__TEXT,__text) non-external (was a private external) _glpCompilerGetNameTable
00007ffb0837cfc6 (__TEXT,__text) non-external (was a private external) _glpCompilerGetOSXVersion
00007ffb0837cfb4 (__TEXT,__text) non-external (was a private external) _glpCompilerGetOptions
00007ffb0837e0ac (__TEXT,__text) non-external (was a private external) _glpCompilerGetSubroutineType
00007ffb0837ddb9 (__TEXT,__text) non-external (was a private external) _glpCompilerGetTopLevelNode
00007ffb0837e044 (__TEXT,__text) non-external (was a private external) _glpCompilerGetValueHash
00007ffb0837dc20 (__TEXT,__text) non-external (was a private external) _glpCompilerInsertDef
00007ffb0837dce2 (__TEXT,__text) non-external (was a private external) _glpCompilerNewTempName
00007ffb0837d9c0 (__TEXT,__text) non-external (was a private external) _glpCompilerPoolAlloc
00007ffb0837e3e6 (__TEXT,__text) non-external (was a private external) _glpCompilerPopSAContext
00007ffb0837e321 (__TEXT,__text) non-external (was a private external) _glpCompilerPushSAContext
00007ffb0837cfdc (__TEXT,__text) non-external (was a private external) _glpCompilerRemapObject
00007ffb0837dcd4 (__TEXT,__text) non-external (was a private external) _glpCompilerRemapValue
00007ffb0837e317 (__TEXT,__text) non-external (was a private external) _glpCompilerRequiresOutputPoints
00007ffb0837e30d (__TEXT,__text) non-external (was a private external) _glpCompilerSetRequiresOutputPoints
00007ffb0837e0a2 (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00007ffb083d34f5 (__TEXT,__text) non-external (was a private external) _glpConstantFold
00007ffb083b27cf (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00007ffb083b27d9 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00007ffb083b27e3 (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00007ffb083d31f0 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00007ffb083b2bdc (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00007ffb083b2bed (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00007ffb0839bfe3 (__TEXT,__text) non-external (was a private external) _glpConvert
00007ffb083871e7 (__TEXT,__text) non-external _glpCopyContextState
00007ffb083811af (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00007ffb083a6700 (__TEXT,__text) non-external (was a private external) _glpCopyString
00007ffb083abff5 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00007ffb083ac02d (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00007ffb083d5f44 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007ffb0834f1f2 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007ffb084257c8 (__TEXT,__text) non-external _glpCreateDoublesTelemetry.cold.1
00007ffb43608640 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007ffb0834f2e5 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007ffb08425828 (__TEXT,__text) non-external _glpCreateNVFragment2Telemetry.cold.1
00007ffb43608660 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007ffb0834f2be (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007ffb08425810 (__TEXT,__text) non-external _glpCreateNVFragmentProgramTelemetry.cold.1
00007ffb43608658 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007ffb0834f270 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007ffb084257e0 (__TEXT,__text) non-external _glpCreateNVVertex2Telemetry.cold.1
00007ffb43608648 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007ffb0834f297 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007ffb084257f8 (__TEXT,__text) non-external _glpCreateNVVertex3Telemetry.cold.1
00007ffb43608650 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007ffb083878e1 (__TEXT,__text) non-external _glpCreateShaderByteCode
00007ffb0834f219 (__TEXT,__text) non-external _glpCreateTelemetry
00007ffb0835053e (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00007ffb083503af (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00007ffb083a6c4f (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00007ffb083e29ee (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007ffb083b2162 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007ffb083a6ca4 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007ffb083b5209 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007ffb083b5213 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007ffb083b57b2 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00007ffb083b57bf (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007ffb083a2040 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007ffb083b7c34 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007ffb083b7fdc (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007ffb083534f4 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007ffb08387890 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007ffb0837cf64 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007ffb083a1af7 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007ffb0834fd7a (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007ffb08358fb5 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007ffb0838124b (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007ffb08387265 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007ffb083833de (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007ffb083928c2 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007ffb08392dbc (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007ffb0834fa6b (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00007ffb08351267 (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00007ffb083a1076 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00007ffb083a6866 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00007ffb0834f691 (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00007ffb083a7351 (__TEXT,__text) non-external (was a private external) _glpDestroyType
00007ffb0835007e (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00007ffb083f61e8 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00007ffb083cedc0 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00007ffb083a8358 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00007ffb083a9af9 (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00007ffb083a76cf (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00007ffb0839b8e9 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00007ffb0839aae9 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00007ffb083b330a (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00007ffb0839d688 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00007ffb0839d883 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00007ffb083b4d95 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00007ffb083b4da2 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00007ffb0838065e (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00007ffb0838078c (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00007ffb08380189 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00007ffb0838063f (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00007ffb083b2906 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00007ffb083b2914 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00007ffb083b2921 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00007ffb083b4410 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00007ffb083b441e (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00007ffb083b442b (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00007ffb08381156 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00007ffb083af57d (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00007ffb0837512f (__TEXT,__text) non-external _glpFindGep
00007ffb083808f7 (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00007ffb0839f18b (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00007ffb0841ef32 (__TEXT,__text) external _glpFragmentStateToPPStream
00007ffb08407ecf (__TEXT,__text) external _glpFreePPShaderLinearize
00007ffb083b2a32 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00007ffb083b2a24 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00007ffb083b2a3c (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00007ffb083b41db (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00007ffb083b41c1 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00007ffb083b41e9 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00007ffb083b41ce (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00007ffb083b3b83 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00007ffb083b3b1c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00007ffb083b3ad2 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00007ffb083b3ac4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00007ffb083b3b61 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00007ffb083b3b58 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00007ffb083b3b00 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00007ffb083b3ae6 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00007ffb083b3b90 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00007ffb083b3adc (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00007ffb083b3b72 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00007ffb083b3b0e (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00007ffb083b3af3 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00007ffb083a72ea (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00007ffb083d44b8 (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00007ffb083800b7 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00007ffb0837ffc0 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00007ffb08380083 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00007ffb08380138 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00007ffb08380068 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00007ffb08387920 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00007ffb083a9625 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00007ffb08380dc9 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00007ffb43608a90 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00007ffb0838322b (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00007ffb0836cc44 (__TEXT,__text) non-external _glpGetComponentCount
00007ffb0835b9e1 (__TEXT,__text) non-external _glpGetConstantInt32
00007ffb08374a88 (__TEXT,__text) non-external _glpGetConstantOffset
00007ffb0839bc52 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00007ffb083e6f28 (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00007ffb083e29c9 (__TEXT,__text) non-external (was a private external) _glpGetFilename
00007ffb0837dc44 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00007ffb0837f77a (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00007ffb083e29d6 (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00007ffb0839bbf2 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00007ffb0836cc6f (__TEXT,__text) non-external _glpGetPConst
00007ffb083a78dc (__TEXT,__text) external _glpGetPrimitiveType
00007ffb083a9c84 (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00007ffb0837fe6a (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00007ffb0837668f (__TEXT,__text) non-external _glpGetTextureSize
00007ffb083794b2 (__TEXT,__text) non-external _glpGetVectorSwizzle
00007ffb0839577f (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00007ffb083b4c48 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00007ffb083b4c5c (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00007ffb083b4c52 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00007ffb083b4c69 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00007ffb08396e7c (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00007ffb0839b9d4 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00007ffb083e6ca3 (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00007ffb083a8fa9 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00007ffb083976c0 (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
