00000002948ce770 (__DATA,__data) non-external _.compoundliteral
00000002948d2f10 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00000002247431c4 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
0000000224808d74 (__TEXT,__text) non-external _glpCreateNVVertex3Telemetry.cold.1
00000002948d2f18 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
0000000224776ad4 (__TEXT,__text) non-external _glpCreateShaderByteCode
0000000224743108 (__TEXT,__text) non-external _glpCreateTelemetry
00000002247448a4 (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00000002247446b4 (__TEXT,__text) non-external (was a private external) _glpDataHashPut
0000000224792ef8 (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00000002247cfe5c (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
000000022479ef00 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
0000000224792f6c (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00000002247a294c (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00000002247a2954 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00000002247a302c (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00000002247a3038 (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
000000022478e404 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00000002247a568c (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00000002247a5ab0 (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
0000000224747710 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
0000000224776a58 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
000000022476d2cc (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
000000022478df20 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
0000000224743f34 (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
000000022474c404 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
0000000224771444 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00000002247764b0 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00000002247736d4 (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00000002247808dc (__TEXT,__text) non-external (was a private external) _glpDestroyLog
0000000224780d90 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
0000000224743b3c (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00000002247456ac (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
000000022478d4c4 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
0000000224792b24 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00000002247436c0 (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00000002247936dc (__TEXT,__text) non-external (was a private external) _glpDestroyType
00000002247442f0 (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00000002247e0ce0 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00000002247bc4cc (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00000002247948d0 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
0000000224796274 (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
0000000224793af0 (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00000002247880b8 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
0000000224787500 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00000002247a04b0 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
0000000224789ea4 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
000000022478a084 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00000002247a23ec (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00000002247a23f8 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
0000000224770860 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
0000000224770924 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00000002247703f8 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
0000000224770838 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
000000022479f7b8 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
000000022479f7c4 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
000000022479f7d0 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00000002247a18f8 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00000002247a1904 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00000002247a1910 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
000000022477130c (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
000000022479bfd0 (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
0000000224765c64 (__TEXT,__text) non-external _glpFindGep
0000000224770a90 (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
000000022478b9dc (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
0000000224802e70 (__TEXT,__text) external _glpFragmentStateToPPStream
00000002247f0854 (__TEXT,__text) external _glpFreePPShaderLinearize
000000022479f924 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
000000022479f918 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
000000022479f92c (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00000002247a161c (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00000002247a1604 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00000002247a1628 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00000002247a1610 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00000002247a0eb0 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00000002247a0e34 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00000002247a0df4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00000002247a0de8 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00000002247a0e90 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00000002247a0e88 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00000002247a0e1c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00000002247a0e04 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00000002247a0eb8 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00000002247a0dfc (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00000002247a0ea0 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00000002247a0e28 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00000002247a0e10 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
000000022479366c (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00000002247c2538 (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00000002247702b8 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
0000000224770198 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
0000000224770280 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
0000000224770380 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
0000000224770258 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
0000000224776b14 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
0000000224795de4 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
0000000224770f10 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00000002948d3344 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
0000000224773520 (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
000000022475e05c (__TEXT,__text) non-external _glpGetComponentCount
000000022474eb6c (__TEXT,__text) non-external _glpGetConstantInt32
00000002247656ec (__TEXT,__text) non-external _glpGetConstantOffset
0000000224788428 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00000002247d3c7c (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00000002247cfe3c (__TEXT,__text) non-external (was a private external) _glpGetFilename
000000022476de6c (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
000000022476f940 (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00000002247cfe44 (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00000002247883a0 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
000000022475e0ac (__TEXT,__text) non-external _glpGetPConst
0000000224793d70 (__TEXT,__text) external _glpGetPrimitiveType
000000022479644c (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
000000022476ffe4 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
0000000224766f90 (__TEXT,__text) non-external _glpGetTextureSize
0000000224769b14 (__TEXT,__text) non-external _glpGetVectorSwizzle
000000022478304c (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00000002247a2248 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00000002247a2258 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00000002247a2250 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00000002247a2264 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
0000000224783f88 (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
0000000224788198 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00000002247d3948 (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00000002247957c4 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00000002247846ec (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
000000022478af98 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00000002247a3270 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00000002247a3268 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00000002247a327c (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00000002247a0888 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00000002247a08b8 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00000002247a08a0 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
00000002247a0894 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetCondition
00000002247a08c4 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetElseExpr
00000002247a08ac (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetIfExpr
00000002247a263c (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetCond
00000002247a266c (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetElseStatement
00000002247a2654 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetIfStatement
00000002247a2648 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetCond
00000002247a2678 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetElseStatement
00000002247a2660 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetIfStatement
00000002247cfe4c (__TEXT,__text) non-external (was a private external) _glpIncLineNumber
00000002247889a8 (__TEXT,__text) non-external (was a private external) _glpIndirectArrayElement
000000022478895c (__TEXT,__text) non-external (was a private external) _glpIndirectMatrixColumn
0000000224788850 (__TEXT,__text) non-external (was a private external) _glpIndirectVectorElement
000000022478dea0 (__TEXT,__text) non-external (was a private external) _glpInitDeserialContext
0000000224771194 (__TEXT,__text) non-external (was a private external) _glpInitParseContext
000000022474547c (__TEXT,__text) non-external (was a private external) _glpInitPoolAllocator
000000022479bf64 (__TEXT,__text) non-external (was a private external) _glpInitPreprocessor
000000022478d460 (__TEXT,__text) non-external (was a private external) _glpInitSerialContext
