00000001804533a0 (__TEXT,__text) external _NSAddImage
0000000180470004 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base7releaseEv_block_invoke
000000018046fbd4 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke
000000018046fe2c (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
000000018046a460 (__TEXT,__text) non-external ____ZN3lsl9Allocator16defaultAllocatorEv_block_invoke
0000000180455f24 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
0000000180455d04 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
00000001804563b0 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
0000000180456088 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
0000000180455150 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke
00000001804552e0 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke.3
000000018045856c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
0000000180458930 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
000000018045919c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
0000000180470bb4 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
0000000180459410 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
0000000180470be0 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
0000000180458b34 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke
0000000180470b88 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke.cold.1
0000000180458fc0 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke_2
0000000180457af0 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
0000000180462bec (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke
0000000180462cc4 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke_2
0000000180462e30 (__TEXT,__text) non-external ____ZNK15DyldSharedCache7inCacheEPKvmRb_block_invoke
0000000180452894 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
0000000180467620 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
0000000180467254 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
0000000180467500 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
0000000180467844 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
0000000180451670 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
000000018046754c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
0000000180452498 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
000000018045b6a0 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_8clEv_block_invoke
000000018045b6b4 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_9clEv_block_invoke
000000018045ad88 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke
000000018045af98 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke_2
000000018045afb0 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke
000000018045b1c0 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke_2
0000000180464d48 (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00000001e4d3df08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e4d3df28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001ed1dcc90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ed1dcf18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ed1dcfa8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ed1dd0b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ed1dd568 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ed1dd3b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.125
00000001ed1dd038 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.13
00000001ed1dd3e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.130
00000001ed1dd410 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.133
00000001ed1dccf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.14
00000001ed1dd068 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001ed1dd118 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001e4d3dd58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00000001ed1dcd20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001ed1dcf48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001ed1dcd50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.19
00000001ed1dd0e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001ed1dcf78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.21
00000001ed1dd148 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.21
00000001ed1dcd80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000001ed1dd178 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.25
00000001ed1dd1a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.29
00000001e4d3df48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001ed1dd598 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.3
00000001ed1dd1d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.31
00000001ed1dd208 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.34
00000001ed1dd238 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.38
00000001e4d3dd78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000001ed1dd268 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.41
00000001e4d3dc18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001e4d3df68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001e4d3dc38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00000001ed1dd2d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
00000001e4d3dc58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001ed1dcdb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
00000001ed1dcde0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
00000001e4d3df88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001ed1dccc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001ed1dcfd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001ed1dce10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
00000001e4d3dc78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001ed1dd300 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.64
00000001e4d3dee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00000001e4d3dc98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001e4d3dcb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00000001e4d3dcd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001e4d3dcf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001e4d3dd18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001e4d3dd38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00000001ed1dd008 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001ed1dd350 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
00000001ed1dd380 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
00000001ed1dd098 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed1dd330 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed1dd498 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libcompiler_rt)
0000000180458fd4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000180462d80 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
0000000180455da8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001804561f4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00000001804628a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000180455220 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001804678a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
0000000180465e80 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00000001804553a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
0000000180458fe4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
0000000180462de0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
0000000180455df8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
0000000180456254 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00000001804628b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000180455270 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
0000000180455404 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
0000000180465f00 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
0000000180463620 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
000000018046354c (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
0000000180463b04 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
000000018046337c (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
0000000180463478 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00000001804703e4 (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00000001e82a9850 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
0000000180453424 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00000001804526b4 (__TEXT,__text) external __dyld_atfork_parent
0000000180452680 (__TEXT,__text) external __dyld_atfork_prepare
0000000180453464 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
0000000180453d70 (__TEXT,__text) external __dyld_dlopen_atfork_child
0000000180453d3c (__TEXT,__text) external __dyld_dlopen_atfork_parent
0000000180453d08 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
0000000180453b64 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
0000000180453cc4 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
0000000180453b24 (__TEXT,__text) external __dyld_find_protocol_conformance
0000000180453c80 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
0000000180452500 (__TEXT,__text) external __dyld_find_unwind_sections
0000000180451b64 (__TEXT,__text) external __dyld_for_each_objc_class
0000000180451840 (__TEXT,__text) external __dyld_for_each_objc_protocol
0000000180453f3c (__TEXT,__text) external __dyld_for_objc_header_opt_ro
0000000180453f08 (__TEXT,__text) external __dyld_for_objc_header_opt_rw
0000000180452e98 (__TEXT,__text) external __dyld_fork_child
0000000180453bd8 (__TEXT,__text) external __dyld_get_dlopen_image_header
0000000180451a50 (__TEXT,__text) external __dyld_get_image_header
0000000180453568 (__TEXT,__text) external __dyld_get_image_header_containing_address
0000000180451a20 (__TEXT,__text) external __dyld_get_image_name
00000001804520ec (__TEXT,__text) external __dyld_get_image_slide
0000000180452644 (__TEXT,__text) external __dyld_get_image_uuid
00000001804526e8 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
000000018045153c (__TEXT,__text) external __dyld_get_objc_selector
0000000180453a50 (__TEXT,__text) external __dyld_get_prog_image_header
0000000180451504 (__TEXT,__text) external __dyld_get_shared_cache_range
0000000180451ab4 (__TEXT,__text) external __dyld_get_shared_cache_uuid
000000018045392c (__TEXT,__text) external __dyld_has_fix_for_radar
0000000180453c48 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
000000018045346c (__TEXT,__text) external __dyld_image_containing_address
00000001804519f4 (__TEXT,__text) external __dyld_image_count
000000018045213c (__TEXT,__text) external __dyld_images_for_addresses
00000001804527b0 (__TEXT,__text) external __dyld_initializer
00000001804518e8 (__TEXT,__text) external __dyld_is_memory_immutable
00000001804538f0 (__TEXT,__text) external __dyld_is_objc_constant
0000000180453ed0 (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
00000001804538bc (__TEXT,__text) external __dyld_launch_mode
00000001804533e4 (__TEXT,__text) external __dyld_launched_prebound
00000001804534a4 (__TEXT,__text) external __dyld_lookup_and_bind
0000000180453528 (__TEXT,__text) external __dyld_lookup_and_bind_fully
00000001804534e4 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
0000000180453da4 (__TEXT,__text) external __dyld_lookup_section_info
0000000180453888 (__TEXT,__text) external __dyld_missing_symbol_abort
0000000180453abc (__TEXT,__text) external __dyld_objc_class_count
00000001804514c4 (__TEXT,__text) external __dyld_objc_notify_register
0000000180453c10 (__TEXT,__text) external __dyld_objc_register_callbacks
0000000180453af0 (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00000001804533dc (__TEXT,__text) external __dyld_present
0000000180464ba0 (__TEXT,__text) external __dyld_process_info_create
000000018046545c (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00000001804653fc (__TEXT,__text) external __dyld_process_info_for_each_image
0000000180465460 (__TEXT,__text) external __dyld_process_info_for_each_segment
00000001804653b4 (__TEXT,__text) external __dyld_process_info_get_aot_cache
00000001804653a0 (__TEXT,__text) external __dyld_process_info_get_cache
00000001804653dc (__TEXT,__text) external __dyld_process_info_get_platform
0000000180465384 (__TEXT,__text) external __dyld_process_info_get_state
00000001804700b8 (__TEXT,__text) external __dyld_process_info_notify
0000000180470144 (__TEXT,__text) external __dyld_process_info_notify_main
0000000180470198 (__TEXT,__text) external __dyld_process_info_notify_release
0000000180470188 (__TEXT,__text) external __dyld_process_info_notify_retain
00000001804653e4 (__TEXT,__text) external __dyld_process_info_release
00000001804653d0 (__TEXT,__text) external __dyld_process_info_retain
0000000180453e98 (__TEXT,__text) external __dyld_pseudodylib_deregister
0000000180453e1c (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
0000000180453e54 (__TEXT,__text) external __dyld_pseudodylib_register
0000000180453de4 (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
0000000180453850 (__TEXT,__text) external __dyld_register_driverkit_main
000000018045187c (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00000001804527f4 (__TEXT,__text) external __dyld_register_for_image_loads
0000000180451290 (__TEXT,__text) external __dyld_register_func_for_add_image
0000000180451b24 (__TEXT,__text) external __dyld_register_func_for_remove_image
000000018045399c (__TEXT,__text) external __dyld_shared_cache_contains_path
000000018045381c (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00000001804537e8 (__TEXT,__text) external __dyld_shared_cache_optimized
0000000180453964 (__TEXT,__text) external __dyld_shared_cache_real_path
0000000180453ba4 (__TEXT,__text) external __dyld_swift_optimizations_version
0000000180453a84 (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00000001804525a4 (__TEXT,__text) external __tlv_atexit
00000001804535a4 (__TEXT,__text) external __tlv_bootstrap
0000000180452718 (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort_report_np (from libsystem_c)
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
0000000180452610 (__TEXT,__text) external _dladdr
0000000180452574 (__TEXT,__text) external _dlclose
000000018045274c (__TEXT,__text) external _dlerror
0000000180451c04 (__TEXT,__text) external _dlopen
0000000180453a14 (__TEXT,__text) external _dlopen_audited
00000001804539d4 (__TEXT,__text) external _dlopen_from
00000001804525e0 (__TEXT,__text) external _dlopen_preflight
0000000180451c48 (__TEXT,__text) external _dlsym
0000000180474578 (__TEXT,__const) external _dyldVersionNumber
0000000180474550 (__TEXT,__const) external _dyldVersionString
00000001804535a0 (__TEXT,__text) external _dyld_dynamic_interpose
000000018046355c (__TEXT,__text) external _dyld_for_each_installed_shared_cache
0000000180463488 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
00000001804517d8 (__TEXT,__text) external _dyld_get_active_platform
0000000180452778 (__TEXT,__text) external _dyld_get_base_platform
0000000180453770 (__TEXT,__text) external _dyld_get_image_versions
0000000180452d30 (__TEXT,__text) external _dyld_get_min_os_version
0000000180452080 (__TEXT,__text) external _dyld_get_program_min_os_version
0000000180451574 (__TEXT,__text) external _dyld_get_program_sdk_version
000000018045253c (__TEXT,__text) external _dyld_get_sdk_version
0000000180451bd0 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
0000000180463724 (__TEXT,__text) external _dyld_image_content_for_section
0000000180463720 (__TEXT,__text) external _dyld_image_content_for_segment
0000000180463728 (__TEXT,__text) external _dyld_image_copy_uuid
00000001804637d4 (__TEXT,__text) external _dyld_image_for_each_section_info
00000001804637d0 (__TEXT,__text) external _dyld_image_for_each_segment_info
00000001804637dc (__TEXT,__text) external _dyld_image_get_file_path
00000001804637d8 (__TEXT,__text) external _dyld_image_get_installname
0000000180451f88 (__TEXT,__text) external _dyld_image_header_containing_address
000000018046393c (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
0000000180451aec (__TEXT,__text) external _dyld_image_path_containing_address
0000000180453688 (__TEXT,__text) external _dyld_is_simulator_platform
00000001804536fc (__TEXT,__text) external _dyld_minos_at_least
00000001804537ac (__TEXT,__text) external _dyld_need_closure
000000018046302c (__TEXT,__text) external _dyld_process_create_for_current_task
0000000180462eb4 (__TEXT,__text) external _dyld_process_create_for_task
0000000180463040 (__TEXT,__text) external _dyld_process_dispose
00000001e6fd8088 (__DATA,__common) external _dyld_process_has_objc_patches
0000000180451a80 (__TEXT,__text) external _dyld_process_is_restricted
00000001804630a0 (__TEXT,__text) external _dyld_process_register_for_event_notification
0000000180463070 (__TEXT,__text) external _dyld_process_register_for_image_notifications
00000001804630d4 (__TEXT,__text) external _dyld_process_snapshot_create_for_process
0000000180463178 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
0000000180472970 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
000000018047299c (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00000001804632b0 (__TEXT,__text) external _dyld_process_snapshot_dispose
00000001804632f4 (__TEXT,__text) external _dyld_process_snapshot_for_each_image
000000018046338c (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00000001804630d0 (__TEXT,__text) external _dyld_process_unregister_for_notification
0000000180453738 (__TEXT,__text) external _dyld_program_minos_at_least
00000001804520b4 (__TEXT,__text) external _dyld_program_sdk_at_least
00000001804536c0 (__TEXT,__text) external _dyld_sdk_at_least
00000001804633dc (__TEXT,__text) external _dyld_shared_cache_copy_uuid
0000000180453614 (__TEXT,__text) external _dyld_shared_cache_file_path
0000000180453648 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
0000000180463408 (__TEXT,__text) external _dyld_shared_cache_for_each_file
000000018046340c (__TEXT,__text) external _dyld_shared_cache_for_each_image
00000001804637e0 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
0000000180463630 (__TEXT,__text) external _dyld_shared_cache_for_file
00000001804633d0 (__TEXT,__text) external _dyld_shared_cache_get_base_address
00000001804633d4 (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00000001804633d8 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
00000001804535d8 (__TEXT,__text) external _dyld_shared_cache_iterate_text
00000001804633c8 (__TEXT,__text) external _dyld_shared_cache_pin_mapping
000000018045180c (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00000001804633cc (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00000001804637e4 (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00000001e82a9848 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00000001e6fd8048 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getfsstat (from libsystem_kernel)
0000000180452e58 (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
00000001804701a0 (__TEXT,__text) external _macho_arch_name_for_cpu_type
00000001804701d8 (__TEXT,__text) external _macho_arch_name_for_mach_header
0000000180470414 (__TEXT,__text) external _macho_best_slice
0000000180470478 (__TEXT,__text) external _macho_best_slice_in_fd
000000018047019c (__TEXT,__text) external _macho_cpu_type_for_arch_name
00000001804708f4 (__TEXT,__text) external _macho_dylib_install_name
0000000180470220 (__TEXT,__text) external _macho_for_each_slice
0000000180470284 (__TEXT,__text) external _macho_for_each_slice_in_fd
                 (undefined) external _malloc (from libsystem_malloc)
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _openbyid_np (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libsystem_platform)
                 (undefined) external _os_unfair_lock_assert_owner (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock_forked_child (from libsystem_platform)
                 (undefined) external _pid_for_task (from libsystem_kernel)
                 (undefined) external _pread (from libsystem_kernel)
                 (undefined) external _proc_regionfilename (from libsystem_kernel)
                 (undefined) external _pthread_create (from libsystem_pthread)
                 (undefined) external _pthread_detach (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _readdir_r (from libsystem_c)
                 (undefined) external _realpath$DARWIN_EXTSN (from libsystem_c)
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strlcat (from libsystem_c)
                 (undefined) external _strlcpy (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncmp (from libsystem_c)
                 (undefined) external _strncpy (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
                 (undefined) external _strstr (from libsystem_c)
                 (undefined) external _task_dyld_process_info_notify_deregister (from libsystem_kernel)
