00007ffa42c1a500 (__DATA,__data) non-external _.compoundliteral
00007ffa19fc4a52 (__TEXT,__text) non-external _glpCopyContextState
00007ffa19fbec43 (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00007ffa19fe3980 (__TEXT,__text) non-external (was a private external) _glpCopyString
00007ffa19fe909a (__TEXT,__text) non-external (was a private external) _glpCopyValue
00007ffa19fe90d2 (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00007ffa1a013a61 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007ffa19f903e0 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007ffa42c1eb90 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007ffa19f9050b (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007ffa42c1ebb0 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007ffa19f904d6 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007ffa42c1eba8 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007ffa19f9046c (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007ffa42c1eb98 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007ffa19f904a1 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007ffa42c1eba0 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007ffa19fc5144 (__TEXT,__text) non-external _glpCreateShaderByteCode
00007ffa19f90415 (__TEXT,__text) non-external _glpCreateTelemetry
00007ffa19f9176e (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00007ffa19f915c6 (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00007ffa19fe3ec1 (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00007ffa1a0202b4 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007ffa19fef08a (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007ffa19fe3f14 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007ffa19ff2022 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007ffa19ff202c (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007ffa19ff25be (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00007ffa19ff25cb (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007ffa19fdf51c (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007ffa19ff4ab4 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007ffa19ff4dec (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007ffa19f9466c (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007ffa19fc50f3 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007ffa19fbaa20 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007ffa19fdefc9 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007ffa19f90f8e (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007ffa19f99a81 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007ffa19fbece9 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007ffa19fc4ac8 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007ffa19fc0eab (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007ffa19fcfcb2 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007ffa19fd01a4 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007ffa19f90ca3 (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00007ffa19f9244f (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00007ffa19fde516 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00007ffa19fe3ae6 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00007ffa19f908c5 (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00007ffa19fe4545 (__TEXT,__text) non-external (was a private external) _glpDestroyType
00007ffa19f9128b (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00007ffa1a033f40 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00007ffa1a00ca00 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00007ffa19fe5528 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00007ffa19fe6c6a (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00007ffa19fe48c3 (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00007ffa19fd8d18 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00007ffa19fd7ef9 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00007ffa19ff01e1 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00007ffa19fdaaa4 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00007ffa19fdaca3 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00007ffa19ff1bbb (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00007ffa19ff1bc8 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00007ffa19fbe11a (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00007ffa19fbe240 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00007ffa19fbdc43 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00007ffa19fbe0f9 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00007ffa19fef812 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00007ffa19fef820 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00007ffa19fef82d (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00007ffa19ff126a (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00007ffa19ff1278 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00007ffa19ff1285 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00007ffa19fbebe9 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00007ffa19fec44d (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00007ffa19fb33c6 (__TEXT,__text) non-external _glpFindGep
00007ffa19fbe3a9 (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00007ffa19fdc60e (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00007ffa1a05e183 (__TEXT,__text) external _glpFragmentStateToPPStream
00007ffa1a045ca2 (__TEXT,__text) external _glpFreePPShaderLinearize
00007ffa19fef93e (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00007ffa19fef930 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00007ffa19fef948 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00007ffa19ff1035 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00007ffa19ff101b (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00007ffa19ff1043 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00007ffa19ff1028 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00007ffa19ff0a0a (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00007ffa19ff09a3 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00007ffa19ff0959 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00007ffa19ff094b (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00007ffa19ff09e8 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00007ffa19ff09df (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00007ffa19ff0987 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00007ffa19ff096d (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00007ffa19ff0a17 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00007ffa19ff0963 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00007ffa19ff09f9 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00007ffa19ff0995 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00007ffa19ff097a (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00007ffa19fe44de (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00007ffa1a012088 (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00007ffa19fbdb6a (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00007ffa19fbda70 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00007ffa19fbdb35 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00007ffa19fbdbec (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00007ffa19fbdb18 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00007ffa19fc5180 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00007ffa19fe67a9 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00007ffa19fbe877 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00007ffa42c1efe0 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00007ffa19fc0cf8 (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00007ffa19fab6c8 (__TEXT,__text) non-external _glpGetComponentCount
00007ffa19f9beea (__TEXT,__text) non-external _glpGetConstantInt32
00007ffa19fb2fb0 (__TEXT,__text) non-external _glpGetConstantOffset
00007ffa19fd9081 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00007ffa1a024843 (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00007ffa1a02028f (__TEXT,__text) non-external (was a private external) _glpGetFilename
00007ffa19fbb700 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00007ffa19fbd233 (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00007ffa1a02029c (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00007ffa19fd9021 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00007ffa19fab6f3 (__TEXT,__text) non-external _glpGetPConst
00007ffa19fe4ac8 (__TEXT,__text) external _glpGetPrimitiveType
00007ffa19fe6df5 (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00007ffa19fbd916 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00007ffa19fb4a5c (__TEXT,__text) non-external _glpGetTextureSize
00007ffa19fb7648 (__TEXT,__text) non-external _glpGetVectorSwizzle
00007ffa19fd2bc1 (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00007ffa19ff1a6e (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00007ffa19ff1a82 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00007ffa19ff1a78 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00007ffa19ff1a8f (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00007ffa19fd42f9 (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00007ffa19fd8e03 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00007ffa1a024582 (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00007ffa19fe6141 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00007ffa19fd4b61 (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00007ffa19fdbcc6 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00007ffa19ff27af (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00007ffa19ff27a5 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00007ffa19ff27bc (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00007ffa19ff04cf (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00007ffa19ff0505 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00007ffa19ff04e9 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
00007ffa19ff04dc (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetCondition
00007ffa19ff0513 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetElseExpr
00007ffa19ff04f7 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetIfExpr
00007ffa19ff1da9 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetCond
00007ffa19ff1ddf (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetElseStatement
00007ffa19ff1dc3 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetIfStatement
00007ffa19ff1db6 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetCond
00007ffa19ff1ded (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetElseStatement
00007ffa19ff1dd1 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetIfStatement
00007ffa1a0202a8 (__TEXT,__text) non-external (was a private external) _glpIncLineNumber
00007ffa19fd95df (__TEXT,__text) non-external (was a private external) _glpIndirectArrayElement
00007ffa19fd95b2 (__TEXT,__text) non-external (was a private external) _glpIndirectMatrixColumn
00007ffa19fd9495 (__TEXT,__text) non-external (was a private external) _glpIndirectVectorElement
00007ffa19fdef29 (__TEXT,__text) non-external (was a private external) _glpInitDeserialContext
00007ffa19fbea8c (__TEXT,__text) non-external (was a private external) _glpInitParseContext
00007ffa19f92280 (__TEXT,__text) non-external (was a private external) _glpInitPoolAllocator
00007ffa19fec3e0 (__TEXT,__text) non-external (was a private external) _glpInitPreprocessor
00007ffa19fde4ba (__TEXT,__text) non-external (was a private external) _glpInitSerialContext
00007ffa19f92433 (__TEXT,__text) non-external (was a private external) _glpInitTempPoolAllocator
00007ffa19fbe909 (__TEXT,__text) non-external (was a private external) _glpInitializeExtensionBehavior
00007ffa19fd5350 (__TEXT,__text) non-external (was a private external) _glpInlineFunction
00007ffa19f91137 (__TEXT,__text) non-external (was a private external) _glpIntHashCache_b
00007ffa19f91105 (__TEXT,__text) non-external (was a private external) _glpIntHashGet
00007ffa19f90fc5 (__TEXT,__text) non-external (was a private external) _glpIntHashPut
00007ffa19f91197 (__TEXT,__text) non-external (was a private external) _glpIntHashRemove
00007ffa19ff13d0 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetBlockName
00007ffa19ff1436 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetDimension
00007ffa19ff1400 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetExtra
00007ffa19ff13ec (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetHasInstanceName
00007ffa19ff13de (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetInstanceName
