                 (undefined) external _Block_size (from libSystem)
                 (indirect) external _Block_size (for _Block_size)
                 (undefined) external _CCEC_FAULT_CANARY (from libSystem)
                 (indirect) external _CCEC_FAULT_CANARY (for _CCEC_FAULT_CANARY)
                 (undefined) external _CCRSA_PKCS1_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PKCS1_FAULT_CANARY (for _CCRSA_PKCS1_FAULT_CANARY)
                 (undefined) external _CCRSA_PSS_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PSS_FAULT_CANARY (for _CCRSA_PSS_FAULT_CANARY)
                 (undefined) external _CCSS_PRIME_P192 (from libSystem)
                 (indirect) external _CCSS_PRIME_P192 (for _CCSS_PRIME_P192)
                 (undefined) external _CCSS_PRIME_P224 (from libSystem)
                 (indirect) external _CCSS_PRIME_P224 (for _CCSS_PRIME_P224)
                 (undefined) external _CCSS_PRIME_P256 (from libSystem)
                 (indirect) external _CCSS_PRIME_P256 (for _CCSS_PRIME_P256)
                 (undefined) external _CCSS_PRIME_P384 (from libSystem)
                 (indirect) external _CCSS_PRIME_P384 (for _CCSS_PRIME_P384)
                 (undefined) external _CCSS_PRIME_P521 (from libSystem)
                 (indirect) external _CCSS_PRIME_P521 (for _CCSS_PRIME_P521)
00007ff80005b573 (__TEXT,__text) non-external _DiToMD5
00007ff800064ab0 (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ff800048128 (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ff80006ca93 (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ff800064170 (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ff80006468e (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ff800060d1c (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ff8000644fa (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ff80006433e (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ff800064ffe (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ff8000643d6 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ff800047f2e (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ff8000633fa (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ff800060fac (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ff800064bbe (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ff80006261c (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ff800062b8e (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ff8000642d2 (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ff8000481e8 (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ff80006461c (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ff800047cd0 (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ff800064dd6 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ff800063c40 (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ff800060e82 (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ff800060c2a (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ff80006486c (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ff800063da4 (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ff80006180c (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ff800063adc (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ff8000462be (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ff800046306 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ff800064e72 (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ff800064782 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ff8000649c6 (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ff800047bae (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ff800065214 (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ff8000460ea (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ff8000461be (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ff80006c867 (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ff8000652f6 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ff800060c9e (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ff80004628e (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ff8000462a6 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ff8000639a0 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ff800063712 (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
00007ff800065132 (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ff800046210 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ff800046258 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ff8000650b4 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ff800064f92 (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ff8000611b4 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ff800044c40 (__TEXT,__text) external __ZN9IOService4freeEv
00007ff800047aaa (__TEXT,__text) external __ZN9IOService4initEv
00007ff80006ca4d (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ff80006ca70 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ff8000610a0 (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ff80006231a (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ff800061546 (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ff800063108 (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ff8000604ca (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ff800062fac (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ff800047d5e (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ff8000624da (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ff8000604d4 (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ff80004f60c (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ff80006a194 (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ff80006b5b4 (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ff80004de62 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ff80004de72 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ff80004df68 (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ff80004e430 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ff80004e224 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ff80004df4c (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ff80004e302 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ff80004e420 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ff80004de82 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ff80004dec0 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ff80004e30e (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ff800048bc0 (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ff800048bce (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ff80004ef50 (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ff80004ef44 (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ff80005e4d6 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ff800041a64 (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ff80004238e (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ff800041a2e (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
00007ff80004232e (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ff800042322 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ff800041a24 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ff800042328 (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ff800042382 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ff80005ed84 (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ff80005e056 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ff80005f864 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ff800065bb6 (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ff800067c22 (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ff800066370 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ff800069b36 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ff80004ecdc (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ff80004ec84 (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ff80004ec98 (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ff80004f2e4 (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ff80004f2a4 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ff80004f0a0 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ff80004f0ce (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ff80004ef94 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ff80004f04a (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ff80004f018 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ff80004f05e (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ff80004e626 (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ff80004e95e (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ff80004e97a (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ff80004ea02 (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ff80004e60a (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ff80004e952 (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ff80004e4d0 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ff80004e50e (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ff800068a9a (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ff80004f440 (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ff80004f44c (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ff80004f470 (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ff80004f494 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ff80004f4b2 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ff80004f4d4 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ff80004f53c (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ff800042338 (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ff80006b9b0 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ff80006b9d3 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007ff800042362 (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007ff80006b9f6 (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007ff80004bcc8 (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007ff80004bd02 (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007ff80004f39c (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007ff80004f0e0 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007ff80004f3e2 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007ff80004f3ee (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007ff800048244 (__TEXT,__text) external __ZNK9IOService11GetProviderEv
00007ff80004f600 (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007ff80004f606 (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007ff8400091f0 (__DATA_CONST,__const) external __ZTV10IOReporter
00007ff84000c368 (__DATA_CONST,__const) external __ZTV11IOEventLink
00007ff84000a288 (__DATA_CONST,__const) external __ZTV11IOMemoryMap
00007ff84000c708 (__DATA_CONST,__const) external __ZTV11IOWorkGroup
00007ff84000b748 (__DATA_CONST,__const) non-external (was a private external) __ZTV11OSContainer
00007ff840009ad8 (__DATA_CONST,__const) external __ZTV12IODMACommand
00007ff84000af28 (__DATA_CONST,__const) external __ZTV12IOUserClient
00007ff84000b138 (__DATA_CONST,__const) external __ZTV12IOUserServer
00007ff8400089c0 (__DATA_CONST,__const) external __ZTV12OSCollection
00007ff840008a78 (__DATA_CONST,__const) external __ZTV12OSDictionary
00007ff840008398 (__DATA_CONST,__const) external __ZTV12OSMappedFile
00007ff840008d00 (__DATA_CONST,__const) external __ZTV12OSOrderedSet
00007ff840008468 (__DATA_CONST,__const) external __ZTV13IOCommandPool
00007ff840009450 (__DATA_CONST,__const) external __ZTV14IOReportLegend
00007ff84000bed8 (__DATA_CONST,__const) external __ZTV14OSSetMetaClass
00007ff840009d68 (__DATA_CONST,__const) external __ZTV15IODispatchQueue
00007ff84000a7b8 (__DATA_CONST,__const) non-external (was a private external) __ZTV15IOStateReporter
00007ff84000b850 (__DATA_CONST,__const) external __ZTV15OSDataMetaClass
00007ff8400082f8 (__DATA_CONST,__const) external __ZTV15OSMetaClassBase
00007ff840008f10 (__DATA_CONST,__const) external __ZTV15OSSerialization
00007ff840009eb0 (__DATA_CONST,__const) external __ZTV16IODispatchSource
00007ff840009168 (__DATA_CONST,__const) external __ZTV16IOReporter_IVars
00007ff84000a750 (__DATA_CONST,__const) non-external (was a private external) __ZTV16IOSimpleReporter
00007ff84000b388 (__DATA_CONST,__const) external __ZTV16OSArrayMetaClass
00007ff84000c5e8 (__DATA_CONST,__const) external __ZTV17IOThreadMetaClass
00007ff84000b240 (__DATA_CONST,__const) external __ZTV17OSActionMetaClass
00007ff84000b548 (__DATA_CONST,__const) external __ZTV17OSBundleMetaClass
00007ff84000baf0 (__DATA_CONST,__const) external __ZTV17OSNumberMetaClass
00007ff84000bbd0 (__DATA_CONST,__const) external __ZTV17OSObjectMetaClass
00007ff84000bfb8 (__DATA_CONST,__const) external __ZTV17OSStringMetaClass
00007ff8400098d8 (__DATA_CONST,__const) external __ZTV18IOCommandMetaClass
00007ff84000a140 (__DATA_CONST,__const) external __ZTV18IOMemoryDescriptor
00007ff84000a928 (__DATA_CONST,__const) external __ZTV18IOServiceMetaClass
00007ff84000b468 (__DATA_CONST,__const) external __ZTV18OSBooleanMetaClass
00007ff84000a820 (__DATA_CONST,__const) non-external (was a private external) __ZTV19IOHistogramReporter
00007ff84000a610 (__DATA_CONST,__const) external __ZTV19IOReporterMetaClass
00007ff84000c328 (__DATA_CONST,__const) external __ZTV20IOEventLinkMetaClass
00007ff84000c4b0 (__DATA_CONST,__const) external __ZTV20IOExtensiblePaniclog
00007ff84000a248 (__DATA_CONST,__const) external __ZTV20IOMemoryMapMetaClass
00007ff84000c6c8 (__DATA_CONST,__const) external __ZTV20IOWorkGroupMetaClass
00007ff84000b708 (__DATA_CONST,__const) external __ZTV20OSContainerMetaClass
00007ff840009a98 (__DATA_CONST,__const) external __ZTV21IODMACommandMetaClass
00007ff8400093a8 (__DATA_CONST,__const) external __ZTV21IOStateReporter_IVars
00007ff84000ad40 (__DATA_CONST,__const) external __ZTV21IOTimerDispatchSource
00007ff84000aee8 (__DATA_CONST,__const) external __ZTV21IOUserClientMetaClass
00007ff84000b0f8 (__DATA_CONST,__const) external __ZTV21IOUserServerMetaClass
00007ff84000b628 (__DATA_CONST,__const) external __ZTV21OSCollectionMetaClass
00007ff84000b930 (__DATA_CONST,__const) external __ZTV21OSDictionaryMetaClass
00007ff84000ba10 (__DATA_CONST,__const) external __ZTV21OSMappedFileMetaClass
00007ff84000bd18 (__DATA_CONST,__const) external __ZTV21OSOrderedSetMetaClass
00007ff84000c178 (__DATA_CONST,__const) external __ZTV21_IOBlockStorageDevice
00007ff8400099b8 (__DATA_CONST,__const) external __ZTV22IOCommandPoolMetaClass
00007ff840009298 (__DATA_CONST,__const) non-external (was a private external) __ZTV22IOSimpleReporter_IVars
00007ff84000a710 (__DATA_CONST,__const) external __ZTV23IOReportLegendMetaClass
00007ff8400097d0 (__DATA_CONST,__const) external __ZTV24IOBufferMemoryDescriptor
00007ff840009d28 (__DATA_CONST,__const) external __ZTV24IODispatchQueueMetaClass
00007ff84000a690 (__DATA_CONST,__const) external __ZTV24IOStateReporterMetaClass
00007ff84000bdf8 (__DATA_CONST,__const) external __ZTV24OSSerializationMetaClass
00007ff840009c20 (__DATA_CONST,__const) external __ZTV25IODataQueueDispatchSource
00007ff840009e70 (__DATA_CONST,__const) external __ZTV25IODispatchSourceMetaClass
00007ff840009320 (__DATA_CONST,__const) external __ZTV25IOHistogramReporter_IVars
00007ff840009ff8 (__DATA_CONST,__const) external __ZTV25IOInterruptDispatchSource
00007ff84000a650 (__DATA_CONST,__const) external __ZTV25IOSimpleReporterMetaClass
00007ff84000a100 (__DATA_CONST,__const) external __ZTV27IOMemoryDescriptorMetaClass
00007ff84000a6d0 (__DATA_CONST,__const) external __ZTV28IOHistogramReporterMetaClass
00007ff84000c470 (__DATA_CONST,__const) external __ZTV29IOExtensiblePaniclogMetaClass
00007ff84000ad00 (__DATA_CONST,__const) external __ZTV30IOTimerDispatchSourceMetaClass
00007ff84000c138 (__DATA_CONST,__const) external __ZTV30_IOBlockStorageDeviceMetaClass
00007ff840009790 (__DATA_CONST,__const) external __ZTV33IOBufferMemoryDescriptorMetaClass
00007ff840009be0 (__DATA_CONST,__const) external __ZTV34IODataQueueDispatchSourceMetaClass
00007ff840009fb8 (__DATA_CONST,__const) external __ZTV34IOInterruptDispatchSourceMetaClass
00007ff84000aab0 (__DATA_CONST,__const) external __ZTV35IOServiceNotificationDispatchSource
00007ff84000aff0 (__DATA_CONST,__const) external __ZTV38OSAction_IOUserClient_KernelCompletion
00007ff84000abf8 (__DATA_CONST,__const) external __ZTV40IOServiceStateNotificationDispatchSource
00007ff84000aa70 (__DATA_CONST,__const) external __ZTV44IOServiceNotificationDispatchSourceMetaClass
00007ff84000afb0 (__DATA_CONST,__const) external __ZTV47OSAction_IOUserClient_KernelCompletionMetaClass
00007ff84000c220 (__DATA_CONST,__const) external __ZTV47OSAction__IOBlockStorageDevice_KernelCompletion
00007ff84000abb8 (__DATA_CONST,__const) external __ZTV49IOServiceStateNotificationDispatchSourceMetaClass
00007ff84000c1e0 (__DATA_CONST,__const) external __ZTV56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007ff840008c28 (__DATA_CONST,__const) external __ZTV5OSSet
00007ff840008dd8 (__DATA_CONST,__const) external __ZTV6OSData
00007ff840008b50 (__DATA_CONST,__const) external __ZTV7OSArray
00007ff840008530 (__DATA_CONST,__const) external __ZTV8IOThread
00007ff84000b280 (__DATA_CONST,__const) external __ZTV8OSAction
00007ff840008330 (__DATA_CONST,__const) external __ZTV8OSBundle
00007ff840008e40 (__DATA_CONST,__const) external __ZTV8OSNumber
00007ff84000bc10 (__DATA_CONST,__const) external __ZTV8OSObject
00007ff840008958 (__DATA_CONST,__const) external __ZTV8OSString
00007ff840008400 (__DATA_CONST,__const) external __ZTV9IOCommand
00007ff84000a968 (__DATA_CONST,__const) external __ZTV9IOService
00007ff840008ea8 (__DATA_CONST,__const) external __ZTV9OSBoolean
00007ff80005851c (__TEXT,__text) external __ZThn24_N10IOReporter4freeEv
00007ff800049c44 (__TEXT,__text) external __ZThn24_N11IOEventLink4freeEv
00007ff800049b88 (__TEXT,__text) external __ZThn24_N11IOEventLink4initEv
00007ff800047872 (__TEXT,__text) external __ZThn24_N11IOMemoryMap4freeEv
00007ff800047832 (__TEXT,__text) external __ZThn24_N11IOMemoryMap4initEv
00007ff8000498be (__TEXT,__text) external __ZThn24_N11IOWorkGroup4freeEv
00007ff80004980e (__TEXT,__text) external __ZThn24_N11IOWorkGroup4initEv
00007ff800047a60 (__TEXT,__text) external __ZThn24_N12IODMACommand4freeEv
00007ff800047a04 (__TEXT,__text) external __ZThn24_N12IODMACommand4initEv
