0000000180143900 (__TEXT,__text) non-external K256
00000001ef47fa68 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform5macOSE
000000018014c4c8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8Platform7currentEv
00000001ef47fa98 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform7watchOSE
00000001ef47faa8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform8bridgeOSE
00000001ef47fb08 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform8visionOSE
00000001ef47faf8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform9driverKitE
000000018014c290 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC1Ej
000000018014c238 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC2Ej
0000000180153d94 (__TEXT,__text) non-external __ZN6mach_o8PlatformC2Ej.cold.1
0000000180150004 (__TEXT,__text) non-external __ZN6mach_oL12appendNumberERPcj
00000001801481c4 (__TEXT,__text) non-external __ZN6mach_oL14stringOverflowEPK12load_commandjj
00000001ef47fd70 (__DATA_CONST,__const) non-external __ZN6mach_oL2p1E
00000001ef47fe10 (__DATA_CONST,__const) non-external __ZN6mach_oL2p2E
00000001ef47fea8 (__DATA_CONST,__const) non-external __ZN6mach_oL2p3E
00000001ef47ff40 (__DATA_CONST,__const) non-external __ZN6mach_oL2p4E
00000001ef47ffd8 (__DATA_CONST,__const) non-external __ZN6mach_oL2p5E
00000001ef480078 (__DATA_CONST,__const) non-external __ZN6mach_oL2p6E
00000001ef480128 (__DATA_CONST,__const) non-external __ZN6mach_oL2p7E
00000001ef4801c0 (__DATA_CONST,__const) non-external __ZN6mach_oL2p8E
00000001ef480270 (__DATA_CONST,__const) non-external __ZN6mach_oL2p9E
00000001ef480320 (__DATA_CONST,__const) non-external __ZN6mach_oL3p10E
00000001ef4803b8 (__DATA_CONST,__const) non-external __ZN6mach_oL3p11E
00000001ef480468 (__DATA_CONST,__const) non-external __ZN6mach_oL3p12E
00000001ef480470 (__DATA_CONST,__const) non-external __ZN6mach_oL3p13E
00000001ef480478 (__DATA_CONST,__const) non-external __ZN6mach_oL3p14E
00000001ee8a6a90 (__DATA,__bss) non-external __ZN6mach_oL8sHandlerE
0000000180102a9c (__TEXT,__text) non-external (was a private external) __ZNK10AAREncoder10encodeFileERKNS_4FileER10ByteStream
0000000180152d48 (__TEXT,__text) non-external __ZNK10AAREncoder10encodeFileERKNS_4FileER10ByteStream.cold.1
0000000180102d6c (__TEXT,__text) non-external (was a private external) __ZNK10AAREncoder10encodeLinkERKNS_4LinkER10ByteStream
0000000180102a28 (__TEXT,__text) non-external (was a private external) __ZNK10AAREncoder10headerSizeERKNS_4FileE
0000000180103010 (__TEXT,__text) non-external (was a private external) __ZNK10AAREncoder6encodeER10ByteStream
00000001800fd324 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable14imageHasClientEjj
00000001800fd2d0 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable20patchableExportCountEj
00000001800fd3bc (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable22forEachPatchableExportEjU13block_pointerFvjPKc9PatchKindE
00000001800fdae4 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable30forEachPatchableGOTUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800fd6ec (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable32forEachPatchableCacheUseOfExportEjjyU13block_pointerFyjEU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800fd4a0 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE
000000018013069c (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics12errorMessageEv
00000001800ce264 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics13assertNoErrorEv
0000000180153714 (__TEXT,__text) non-external __ZNK11Diagnostics13assertNoErrorEv.cold.1
000000018013069c (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics16errorMessageCStrEv
000000018013068c (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics7noErrorEv
00000001800cebec (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics8hasErrorEv
000000018011d390 (__TEXT,__text) non-external (was a private external) __ZNK11FileIdTuple4fsIDEv
000000018011d388 (__TEXT,__text) non-external (was a private external) __ZNK11FileIdTuple5inodeEv
000000018011d398 (__TEXT,__text) non-external (was a private external) __ZNK11FileIdTuple7getPathEPc
000000018011d320 (__TEXT,__text) non-external (was a private external) __ZNK11FileIdTuplecvbEv
00000001800fd344 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV214imageHasClientEjj
00000001800fd3d8 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV222forEachPatchableExportEjU13block_pointerFvjPKc9PatchKindE
00000001800fddc0 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV231clientsExportsForImageAndClientEjj
00000001800fd718 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV232forEachPatchableCacheUseOfExportEjjyU13block_pointerFyjEU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800fd4cc (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV234forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE
00000001800fdb08 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV330forEachPatchableGOTUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800fdc80 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV430forEachPatchableGOTUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800fd918 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV432forEachPatchableCacheUseOfExportEjjyU13block_pointerFyjEU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800fd5fc (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV434forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE
00000001801308e0 (__TEXT,__text) non-external (was a private external) __ZNK12PropertyList4DatassERKS0_
0000000180130a28 (__TEXT,__text) non-external (was a private external) __ZNK12PropertyList6String11emitUnicodeEhyR10ByteStream
000000018011d7cc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor10MethodList10numMethodsEv
00000001801530b8 (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList10numMethodsEv.cold.1
000000018011d804 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor10MethodList19usesRelativeOffsetsEv
00000001801530e4 (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList19usesRelativeOffsetsEv.cold.1
000000018011d840 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor10MethodList9getMethodERKNS_7VisitorEj
0000000180153110 (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList9getMethodERKNS_7VisitorEj.cold.1
000000018015313c (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList9getMethodERKNS_7VisitorEj.cold.2
000000018011dacc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor12ProtocolList12numProtocolsERKNS_7VisitorE
0000000180153218 (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList12numProtocolsERKNS_7VisitorE.cold.1
000000018011db24 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy
0000000180153244 (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy.cold.1
0000000180153270 (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy.cold.2
000000018015329c (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy.cold.3
000000018011dbc8 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor12ProtocolList4dumpERKNS_7VisitorE
000000018011d434 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class12getClassDataERKNS_7VisitorE
000000018011d50c (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class14getBaseMethodsERKNS_7VisitorE
000000018011d3c8 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class6getISAERKNS_7VisitorERb
000000018011d8ec (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor6Method12getNameFieldERKNS_7VisitorE
0000000180153168 (__TEXT,__text) non-external __ZNK12objc_visitor6Method12getNameFieldERKNS_7VisitorE.cold.1
0000000180153194 (__TEXT,__text) non-external __ZNK12objc_visitor6Method12getNameFieldERKNS_7VisitorE.cold.2
000000018011da20 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor6Method13getNameVMAddrERKNS_7VisitorE
00000001801531ec (__TEXT,__text) non-external __ZNK12objc_visitor6Method13getNameVMAddrERKNS_7VisitorE.cold.1
000000018011d974 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor6Method7getNameERKNS_7VisitorE
00000001801531c0 (__TEXT,__text) non-external __ZNK12objc_visitor6Method7getNameERKNS_7VisitorE.cold.1
000000018011dd14 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor7Visitor11findSectionENSt3__14spanIPKcLm18446744073709551615EEES4_
000000018011e4d4 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor7Visitor24forEachSelectorReferenceEU13block_pointerFv9VMAddressS1_PKcE
000000018011e408 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor7Visitor24forEachSelectorReferenceEU13block_pointerFvRN16metadata_visitor13ResolvedValueEE
000000018015334c (__TEXT,__text) non-external __ZNK12objc_visitor7Visitor24forEachSelectorReferenceEU13block_pointerFvRN16metadata_visitor13ResolvedValueEE.cold.1
000000018011d5fc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Category15getClassMethodsERKNS_7VisitorE
000000018011d588 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Category18getInstanceMethodsERKNS_7VisitorE
000000018011d670 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol15getClassMethodsERKNS_7VisitorE
000000018011d5fc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol18getInstanceMethodsERKNS_7VisitorE
000000018011d758 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol23getOptionalClassMethodsERKNS_7VisitorE
000000018011d6e4 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol26getOptionalInstanceMethodsERKNS_7VisitorE
0000000180114ebc (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable18getPotentialTargetI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEjRKT_PKh
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable18getPotentialTargetI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEjRKT_PKh.cold.1
00000001801143a4 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable18getPotentialTargetI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable18getPotentialTargetI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
00000001801143a4 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable18getPotentialTargetI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable18getPotentialTargetI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
00000001801144e4 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable18getPotentialTargetI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable18getPotentialTargetI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh.cold.1
00000001800e97d8 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable4hashI26PointerHashTableBuilderKeyEEjRKT_PKh
00000001800e964c (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable4hashI39SwiftTypeProtocolConformanceLocationKeyEEjRKT_PKh
00000001800e964c (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable4hashI43SwiftMetadataProtocolConformanceLocationKeyEEjRKT_PKh
00000001800e96f4 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable4hashI44SwiftForeignTypeProtocolConformanceLookupKeyEEjRKT_PKh
00000001800e9858 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable5equalI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEbRKT0_RKT_PKh
00000001800e96c8 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable5equalI39SwiftTypeProtocolConformanceLocationKeyS1_EEbRKT0_RKT_PKh
00000001800e96c8 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable5equalI43SwiftMetadataProtocolConformanceLocationKeyS1_EEbRKT0_RKT_PKh
00000001800e976c (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable5equalI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEbRKT0_RKT_PKh
0000000180114f18 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEjRKT_PKh
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEjRKT_PKh.cold.1
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI26PointerHashTableBuilderKey25PointerHashTableOnDiskKeyEEjRKT_PKh.cold.2
0000000180114400 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.2
0000000180114400 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.2
0000000180114540 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh.cold.1
00000001801523a8 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh.cold.2
00000001800e98a4 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI26PointerHashTableBuilderKeyEEhRKT_PKh
00000001800e96e0 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI39SwiftTypeProtocolConformanceLocationKeyEEhRKT_PKh
00000001800e96e0 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI43SwiftMetadataProtocolConformanceLocationKeyEEhRKT_PKh
00000001800e97c0 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI44SwiftForeignTypeProtocolConformanceLookupKeyEEhRKT_PKh
000000018011ba98 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10mappedSizeEv
000000018011bc08 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10oldObjcOptEv
000000018011bfa0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10patchTableEv
000000018011b954 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache11imagesCountEv
000000018011b4ec (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachCacheEU13block_pointerFvPKS_RbE
000000018011b7f0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachDylibEU13block_pointerFvPKN6mach_o6HeaderEPKcjyyRbE
000000018011ccc0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachImageEU13block_pointerFvPKN6mach_o6HeaderEPKcE
000000018011b5c8 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE
00000001800cea58 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12hasImagePathEPKcRj
000000018011b224 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12numSubCachesEv
000000018011d2c4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13DynamicRegion13osCryptexPathEv
000000018011d2f4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13DynamicRegion18getDyldCacheFileIDER11FileIdTuple
000000018011d34c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13DynamicRegion32getProcessorFunctionVariantFlagsEv
000000018011d340 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13DynamicRegion33getSystemWideFunctionVariantFlagsEv
000000018011d24c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13DynamicRegion7versionEv
000000018011d358 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13DynamicRegion9cachePathEv
000000018011cd94 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13addressInTextEyPj
000000018011cdfc (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13dynamicRegionEv
000000018011b3c4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13forEachRegionEU13block_pointerFvPKvyyjjyRbE
