00000001800da32c (__TEXT,__text) external _NSAddImage
00000001800fa8c8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o13ChainedFixupsC1EPK26dyld_chained_fixups_headerm
00000001800f96b0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o13CompactUnwindC1ENS_12ArchitectureEPKhm
00000001800fd964 (__TEXT,__text) non-external (was a private external) __ZN6mach_o13RebaseOpcodesC1EPKhmb
00000001800f96a4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o14FunctionStartsC1EPKhm
0000000180102a40 (__TEXT,__text) non-external (was a private external) __ZN6mach_o16FunctionVariantsC1ENSt3__14spanIKhLm18446744073709551615EEE
00000001800fdf84 (__TEXT,__text) non-external (was a private external) __ZN6mach_o16NListSymbolTableC1EjPK5nlistjPKcjjjj
00000001800fdfa4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o16NListSymbolTableC1EyPK8nlist_64jPKcjjjj
00000001edd80e60 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o16PlatformInfo_iOS9singletonE
00000001edd80f20 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o17PlatformInfo_tvOS9singletonE
00000001800f900c (__TEXT,__text) non-external (was a private external) __ZN6mach_o17hasWarningHandlerEv
00000001edd80e00 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o18PlatformInfo_macOS9singletonE
00000001edd81280 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o18PlatformInfo_sepOS9singletonE
00000001800f3dc8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o19GradedArchitectures11currentLoadEbb
00000001edd7f8b0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures11load_arm64eE
00000001800f3dbc (__TEXT,__text) non-external (was a private external) __ZN6mach_o19GradedArchitectures13currentLaunchEPKc
00000001edd7f8c0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures19load_arm64e_keysOffE
00000001edd7f8f0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures22launch_macAppleSiliconE
00000001edd7f8d0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures24load_arm64e_osBinaryOnlyE
00000001edd7f8e0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o19GradedArchitectures32load_arm64e_keysOff_osBinaryOnlyE
00000001800f925c (__TEXT,__text) non-external (was a private external) __ZN6mach_o19PlatformAndVersions3zipERKS0_
00000001edd810a0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o20PlatformInfo_watchOS9singletonE
0000000180102bd8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o21FunctionVariantFixupsC1ENSt3__14spanIKhLm18446744073709551615EEE
00000001edd81160 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_bridgeOS9singletonE
00000001edd81220 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_firmware9singletonE
00000001edd815e0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_visionOS9singletonE
00000001edd81040 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_zippered9singletonE
00000001edd811c0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o22PlatformInfo_driverKit9singletonE
00000001edd80fe0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o24PlatformInfo_macCatalyst9singletonE
00000001edd817c0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o26PlatformInfo_iOS_kernelKit9singletonE
00000001edd80ec0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o26PlatformInfo_iOS_simulator9singletonE
00000001edd81400 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_iOS_exclaveKit9singletonE
00000001edd81820 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_tvOS_kernelKit9singletonE
00000001edd80f80 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_tvOS_simulator9singletonE
00000001edd813a0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_iOS_exclaveCore9singletonE
00000001edd81760 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_macOS_kernelKit9singletonE
00000001edd814c0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_tvOS_exclaveKit9singletonE
00000001edd81340 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o29PlatformInfo_macOS_exclaveKit9singletonE
00000001edd81460 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o29PlatformInfo_tvOS_exclaveCore9singletonE
00000001edd812e0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_macOS_exclaveCore9singletonE
00000001edd81880 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_watchOS_kernelKit9singletonE
00000001edd81100 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_watchOS_simulator9singletonE
00000001edd81940 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_bridgeOS_kernelKit9singletonE
00000001edd818e0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_visionOS_kernelKit9singletonE
00000001edd81640 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_visionOS_simulator9singletonE
00000001edd81580 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_watchOS_exclaveKit9singletonE
00000001edd81700 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o32PlatformInfo_visionOS_exclaveKit9singletonE
00000001edd81520 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o32PlatformInfo_watchOS_exclaveCore9singletonE
00000001edd816a0 (__AUTH_CONST,__const) non-external (was a private external) __ZN6mach_o33PlatformInfo_visionOS_exclaveCore9singletonE
00000001800f3bd0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorC1EOS0_
00000001800f3bf4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorC1EPKcz
00000001800f3c4c (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorD1Ev
00000001800f3be4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErroraSEOS0_
00000001800ffd18 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeBindOpcodesEv
00000001800ffa88 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeExportsTrieEv
00000001800ffb08 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeSymbolTableEv
0000000180100014 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image16makeSplitSegInfoEv
00000001800ffe98 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image17makeChainedFixupsEv
00000001800ffc98 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image17makeRebaseOpcodesEv
00000001800fff94 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image18makeFunctionStartsEv
00000001800ffd98 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image19makeLazyBindOpcodesEv
00000001800ffe18 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image19makeWeakBindOpcodesEv
0000000180100094 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image20makeFunctionVariantsEv
0000000180100114 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image25makeFunctionVariantFixupsEv
00000001801002a0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC1EPK11mach_header
0000000180100194 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC1EPKvmNS0_11MappingKindE
0000000180100198 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC2EPK11mach_header
00000001800ff840 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC2EPKvmNS0_11MappingKindE
00000001800f807c (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Header22loadCommandToDylibKindEPK13dylib_command
0000000180103534 (__TEXT,__text) non-external __ZN6mach_o6Header22loadCommandToDylibKindEPK13dylib_command.cold.1
00000001800f4100 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Header7isMachOENSt3__14spanIKhLm18446744073709551615EEE
00000001800fa740 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6PolicyC1ENS_12ArchitectureENS_19PlatformAndVersionsEjbbb
00000001800fa69c (__TEXT,__text) non-external (was a private external) __ZN6mach_o6PolicyC2ENS_12ArchitectureENS_19PlatformAndVersionsEjbbb
00000001800f99f4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol12makeAbsoluteE7CStringybNS0_5ScopeEh
00000001800f9914 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol12makeAltEntryE7CStringyhNS0_5ScopeEbbbb
00000001800f9a20 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol12makeReExportE7CStringiPKcNS0_5ScopeE
00000001800f9a40 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol13makeUndefinedE7CStringib
00000001800f9760 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol16makeRegularLocalE7CStringyhbbb
00000001800f9a68 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol16makeTentativeDefE7CStringyhbb
00000001800f96c0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeRegularExportE7CStringyhbbbb
00000001800f9714 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeRegularHiddenE7CStringyhbbb
00000001800f97e4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeWeakDefExportE7CStringyhbbb
00000001800f987c (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeWeakDefHiddenE7CStringyhbbb
00000001800f9964 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol19makeDynamicResolverE7CStringhyyNS0_5ScopeE
00000001800f9830 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol19makeWeakDefAutoHideE7CStringyhbbb
00000001800f99ac (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol21makeThreadLocalExportE7CStringyhbbb
00000001800f9aac (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol22makeHiddenTentativeDefE7CStringyhbb
00000001800f9984 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol25makeFunctionVariantExportE7CStringhyj
00000001800f97a4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol27makeRegularWasPrivateExternE7CStringyhbbb
00000001800f98c8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol27makeWeakDefWasPrivateExternE7CStringyhbbb
00000001800f9020 (__TEXT,__text) non-external (was a private external) __ZN6mach_o7warningEPKvPKcz
00000001edd7f9c0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform11macCatalystE
00000001edd7f9d0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform13iOS_simulatorE
00000001edd7f9e0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform14tvOS_simulatorE
00000001edd7f9f0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform17watchOS_simulatorE
00000001edd7fa20 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform18visionOS_simulatorE
00000001edd7f990 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform3iOSE
00000001edd7f9a0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform4tvOSE
000000018010424c (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch10spring2025E
0000000180104238 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2015E
000000018010423c (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2018E
0000000180104240 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2019E
0000000180104244 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2020E
0000000180104248 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2021E
0000000180104250 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2025E
00000001edd7f980 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform5macOSE
00000001800f9248 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8Platform7currentEv
00000001edd7f9b0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform7watchOSE
00000001edd7fa10 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform8visionOSE
00000001edd7fa00 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform9driverKitE
00000001800f90b4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC1Ej
00000001800f905c (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC2Ej
0000000180103560 (__TEXT,__text) non-external __ZN6mach_o8PlatformC2Ej.cold.1
00000001800fec08 (__TEXT,__text) non-external (was a private external) __ZN6mach_o9Universal11isUniversalENSt3__14spanIKhLm18446744073709551615EEE
00000001e9d887f8 (__DATA,__data) non-external __ZN6mach_oL12archs_arm64eE
00000001800f5f4c (__TEXT,__text) non-external __ZN6mach_oL14stringOverflowEPK12load_commandjj
00000001e9d88820 (__DATA,__data) non-external __ZN6mach_oL18archs_AppleSiliconE
00000001e9d88800 (__DATA,__data) non-external __ZN6mach_oL20archs_arm64e_keysOffE
00000001edd81c38 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p1E
00000001edd81cd8 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p2E
00000001edd81d70 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p3E
00000001edd81e08 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p4E
00000001edd81ea0 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p5E
00000001edd81f40 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p6E
00000001edd81ff0 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p7E
00000001edd82088 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p8E
00000001edd82138 (__AUTH_CONST,__const) non-external __ZN6mach_oL2p9E
00000001edd821e8 (__AUTH_CONST,__const) non-external __ZN6mach_oL3p10E
00000001edd82280 (__AUTH_CONST,__const) non-external __ZN6mach_oL3p11E
00000001edd82330 (__AUTH_CONST,__const) non-external __ZN6mach_oL3p12E
00000001edd82338 (__AUTH_CONST,__const) non-external __ZN6mach_oL3p13E
00000001edd82340 (__AUTH_CONST,__const) non-external __ZN6mach_oL3p14E
00000001e9d899a0 (__DATA,__bss) non-external __ZN6mach_oL8sHandlerE
00000001800d97d4 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics12errorMessageEv
00000001800d93d8 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics7noErrorEv
00000001800d936c (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics8hasErrorEv
00000001800e3498 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachCacheEU13block_pointerFvPKS_RbE
00000001800e3574 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE
00000001800e3364 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13forEachRegionEU13block_pointerFvPKvyyjjyyRbE
00000001800d9060 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache7inCacheEPKvmRb
00000001800dcbf0 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base12forEachImageEU13block_pointerFvyPKhPKcE
00000001800dcd64 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base14forEachSegmentEyU13block_pointerFvyyPKcE
00000001800dccf0 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base15forEachAotImageEU13block_pointerFbyyyPhmE
00000001800df884 (__TEXT,__text) non-external (was a private external) __ZNK29dyld_process_info_notify_base13setNotifyMainEU13block_pointerFvvE
00000001800ea7a0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE14const_iteratorssERKSA_
00000001800f12dc (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE8NodeCoreILj31ELj15EE17lower_bound_indexERKS5_S8_
00000001800ea984 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process19ProcessUpdateRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE14const_iteratorssERKSE_
00000001800ef0a0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process19ProcessUpdateRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE4findERKS7_
00000001800ea9d8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE14const_iteratorssERKSE_
00000001800efbd0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE4findERKS7_
00000001800ea984 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE14const_iteratorssERKSB_
00000001800f2508 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE4findERKS4_
00000001800ea7a0 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE14const_iteratorssERKS5_
00000001800ea668 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorssERKS5_
00000001800ec1a4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIiNSt3__14lessIiEELb0EE4findERKi
00000001800eb210 (__TEXT,__text) non-external (was a private external) __ZNK3lsl6Bitmap8checkBitEm
0000000180103198 (__TEXT,__text) non-external __ZNK3lsl6Bitmap8checkBitEm.cold.1
00000001800d955c (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsyU13block_pointerFvjjPKvyRbE
00000001800e39c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsybU13block_pointerFvjjPKvyRbE
00000001800d9568 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12isValidSliceER11Diagnosticsyjjjyy
00000001800d9788 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11pointerSizeEv
00000001800d9288 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16isMainExecutableEv
