
/System/Library/PrivateFrameworks/Hydra.framework/Versions/Current/Libraries/libAlembic.1.7.10.dylib (for architecture x86_64):
                 (undefined) external __Unwind_Resume (from libSystem)
00000000000b21be (__TEXT,__text) external __Z13iex_debugTrapv
000000000008155a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema17createUVsPropertyERKNS2_6SampleE
0000000000081d5e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema21createNormalsPropertyERKNS2_6SampleE
0000000000082e1c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema23createPositionsPropertyEv
0000000000081376 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema24createVelocitiesPropertyEv
0000000000080032 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema3setERKNS2_6SampleE
000000000007f64c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema4initEjb
0000000000080028 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchemaC1ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
000000000007fbe6 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchemaC1ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000007fbf0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchemaC2ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
000000000007ef80 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchemaC2ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000003cdd0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1117GetIArchiveBoundsERNS_3Abc3v118IArchiveERKNS3_8ArgumentES8_
00000000000951e9 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1119IsAncestorInvisibleENS_3Abc3v117IObjectERKNS3_15ISampleSelectorE
000000000003ce9c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1120CreateOArchiveBoundsERNS_3Abc3v118OArchiveERKNS3_8ArgumentES8_S8_
000000000003d170 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1120GetStepFromBasisTypeENS1_9BasisTypeE
0000000000095013 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1121GetVisibilityPropertyERNS_3Abc3v117IObjectE
0000000000094e80 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1124CreateVisibilityPropertyERNS_3Abc3v117OObjectENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
0000000000094f60 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1124CreateVisibilityPropertyERNS_3Abc3v117OObjectEj
000000000003d134 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1125GetBasisNameFromBasisTypeENS1_9BasisTypeE
000000000003ed4c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1128GeometryScopeNumValuesPointsENS1_13GeometryScopeEm
000000000003ee7c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1129GeometryScopeNumValuesNuPatchENS1_13GeometryScopeEmmmm
000000000003ece8 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1129GeometryScopeNumValuesPolygonENS1_13GeometryScopeEm
000000000003eccc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1130GeometryScopeNumValuesQuadricsENS1_13GeometryScopeE
000000000003ef0a (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1133GeometryScopeNumValuesCubicCurvesENS1_13GeometryScopeEmbm
0000000000067fa2 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1133computeBoundsFromPositionsByFacesERKNS_3Abc3v1116TypedArraySampleINS3_13Int32TPTraitsEEES8_S8_RKNS4_INS3_11P3fTPTraitsEEE
000000000003edcc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1134GeometryScopeNumValuesBicubicPatchENS1_13GeometryScopeE
000000000003eed8 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1134GeometryScopeNumValuesLinearCurvesENS1_13GeometryScopeEmbm
000000000003edb0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1135GeometryScopeNumValuesBilinearPatchENS1_13GeometryScopeE
000000000003ed05 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1136GeometryScopeNumValuesPointsPolygonsENS1_13GeometryScopeEmmm
000000000003ed69 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1137GeometryScopeNumValuesSubdivisionMeshENS1_13GeometryScopeEmmm
000000000003ee1e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1138GeometryScopeNumValuesBicubicPatchMeshENS1_13GeometryScopeEmbmb
000000000003ede8 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1139GeometryScopeNumValuesBilinearPatchMeshENS1_13GeometryScopeEmbmb
000000000003f00b (__TEXT,__text) external __ZN7Alembic7AbcGeom3v114isUVERKNS_15AbcCoreAbstract3v1114PropertyHeaderE
000000000003ef54 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117SetIsUVERNS_15AbcCoreAbstract3v118MetaDataEb
0000000000096846 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp12setTranslateERKN9Imath_2_24Vec3IdEE
00000000000966e6 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp15setChannelValueEmd
00000000000969da (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp7setAxisERKN9Imath_2_24Vec3IdEE
000000000009643e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp7setHintEh
0000000000096542 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp7setTypeENS1_18XformOperationTypeE
0000000000096aa4 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp8setAngleEd
0000000000096910 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp8setScaleERKN9Imath_2_24Vec3IdEE
0000000000096b86 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp9setMatrixERKN9Imath_2_28Matrix44IdEE
0000000000096760 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp9setVectorERKN9Imath_2_24Vec3IdEE
000000000009648c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC1ENS1_18XformOperationTypeEh
0000000000096530 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC1Eh
000000000009639e (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC1Ev
00000000000963a8 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC2ENS1_18XformOperationTypeEh
0000000000096496 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC2Eh
0000000000096310 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC2Ev
00000000000b1d6d (__TEXT,__text) external __ZN7Iex_2_211stackTracerEv
00000000000b1d60 (__TEXT,__text) external __ZN7Iex_2_214setStackTracerEPFNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEEvE
00000000000b2142 (__TEXT,__text) external __ZN7Iex_2_27BaseExc6appendERNSt3__118basic_stringstreamIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000b20dc (__TEXT,__text) external __ZN7Iex_2_27BaseExc6assignERNSt3__118basic_stringstreamIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000b1e0c (__TEXT,__text) external __ZN7Iex_2_27BaseExcC1EPKc
00000000000b1e8c (__TEXT,__text) external __ZN7Iex_2_27BaseExcC1ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000b204a (__TEXT,__text) external __ZN7Iex_2_27BaseExcC1ERKS0_
00000000000b1f44 (__TEXT,__text) external __ZN7Iex_2_27BaseExcC1ERNSt3__118basic_stringstreamIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000b1d7a (__TEXT,__text) external __ZN7Iex_2_27BaseExcC2EPKc
00000000000b1e16 (__TEXT,__text) external __ZN7Iex_2_27BaseExcC2ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000b1f4e (__TEXT,__text) external __ZN7Iex_2_27BaseExcC2ERKS0_
00000000000b1e96 (__TEXT,__text) external __ZN7Iex_2_27BaseExcC2ERNSt3__118basic_stringstreamIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000b20a4 (__TEXT,__text) external __ZN7Iex_2_27BaseExcD0Ev
00000000000b209a (__TEXT,__text) external __ZN7Iex_2_27BaseExcD1Ev
00000000000b2054 (__TEXT,__text) external __ZN7Iex_2_27BaseExcD2Ev
00000000000217a6 (__TEXT,__text) external __ZNK7Alembic12AbcCoreLayer3v1111ReadArchiveclERNSt3__16vectorINS3_10shared_ptrINS_15AbcCoreAbstract3v1113ArchiveReaderEEENS3_9allocatorIS9_EEEE
000000000001c4e4 (__TEXT,__text) external __ZNK7Alembic12AbcCoreLayer3v116ArImpl11getMetaDataEv
000000000001c4da (__TEXT,__text) external __ZNK7Alembic12AbcCoreLayer3v116ArImpl7getNameEv
000000000002017a (__TEXT,__text) external __ZNK7Alembic12AbcCoreLayer3v116OrImpl9getHeaderEv
000000000001dfca (__TEXT,__text) external __ZNK7Alembic12AbcCoreLayer3v117CprImpl9getHeaderEv
000000000003822c (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v1111ReadArchiveclERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000038318 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v1111ReadArchiveclERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS3_10shared_ptrINS_15AbcCoreAbstract3v1120ReadArraySampleCacheEEE
000000000003810c (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v1112WriteArchiveclEPNSt3__113basic_ostreamIcNS3_11char_traitsIcEEEERKNS_15AbcCoreAbstract3v118MetaDataE
0000000000038098 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v1112WriteArchiveclERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_15AbcCoreAbstract3v118MetaDataE
0000000000025304 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116ArImpl11getMetaDataEv
00000000000252fa (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116ArImpl7getNameEv
0000000000026bae (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116AwImpl11getMetaDataEv
0000000000026ba4 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116AwImpl7getNameEv
000000000002fdf4 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116OrImpl14getArchiveImplEv
000000000003021a (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116OrImpl9getHeaderEv
0000000000032a80 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116OwImpl9getHeaderEv
0000000000021e02 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117AprImpl9getHeaderEv
0000000000024148 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117ApwImpl9getHeaderEv
000000000002aab2 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117CprImpl9getHeaderEv
000000000002de30 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117CpwImpl9getHeaderEv
0000000000038862 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117SprImpl9getHeaderEv
0000000000039f20 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117SpwImpl9getHeaderEv
0000000000014940 (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1111ArraySample6getKeyEv
000000000001a698 (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1112TimeSampling12getCeilIndexEdx
000000000001a74a (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1112TimeSampling12getNearIndexEdx
000000000001a24a (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1112TimeSampling13getFloorIndexEdx
000000000001a030 (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1112TimeSampling13getSampleTimeEx
000000000001aaaa (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1116TimeSamplingTypeeqERKS2_
0000000000004dfc (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty10isConstantEv
0000000000004eee (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty12isScalarLikeEv
0000000000005730 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty13getDimensionsERNS_4Util3v1114BaseDimensionsIyEERKNS1_15ISampleSelectorE
0000000000004cee (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty13getNumSamplesEv
0000000000004fe2 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty15getTimeSamplingEv
0000000000005102 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty3getERNSt3__110shared_ptrINS_15AbcCoreAbstract3v1111ArraySampleEEERKNS1_15ISampleSelectorE
00000000000055a4 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty6getKeyERNS_15AbcCoreAbstract3v1114ArraySampleKeyERKNS1_15ISampleSelectorE
00000000000058b2 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty9getParentEv
0000000000041d98 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1119ArrayPropertyReaderEEEE27__unspecified_bool_type_fcnEv
0000000000046cf0 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1120ScalarPropertyReaderEEEE27__unspecified_bool_type_fcnEv
0000000000049c1a (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyReaderEEEE27__unspecified_bool_type_fcnEv
000000000000c28c (__TEXT,__text) external __ZNK7Alembic3Abc3v1114OArrayProperty13getNumSamplesEv
000000000000c856 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114OArrayProperty9getParentEv
000000000007e3e0 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114OBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1119ArrayPropertyWriterEEEE27__unspecified_bool_type_fcnEv
000000000006cac0 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114OBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1120ScalarPropertyWriterEEEE27__unspecified_bool_type_fcnEv
000000000006c606 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114OBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEEE27__unspecified_bool_type_fcnEv
000000000000a83a (__TEXT,__text) external __ZNK7Alembic3Abc3v1115ISampleSelector8getIndexERKNSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEEx
000000000000ae4c (__TEXT,__text) external __ZNK7Alembic3Abc3v1115IScalarProperty10isConstantEv
000000000000ad4a (__TEXT,__text) external __ZNK7Alembic3Abc3v1115IScalarProperty13getNumSamplesEv
000000000000af3e (__TEXT,__text) external __ZNK7Alembic3Abc3v1115IScalarProperty15getTimeSamplingEv
000000000000b05e (__TEXT,__text) external __ZNK7Alembic3Abc3v1115IScalarProperty3getEPvRKNS1_15ISampleSelectorE
000000000000b1e4 (__TEXT,__text) external __ZNK7Alembic3Abc3v1115IScalarProperty9getParentEv
0000000000010ed6 (__TEXT,__text) external __ZNK7Alembic3Abc3v1115OScalarProperty13getNumSamplesEv
00000000000114a6 (__TEXT,__text) external __ZNK7Alembic3Abc3v1115OScalarProperty9getParentEv
0000000000076014 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_11N3fTPTraitsEE27__unspecified_bool_type_fcnEv
0000000000076ac0 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_11P3fTPTraitsEE27__unspecified_bool_type_fcnEv
0000000000063f6c (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_11V2fTPTraitsEE27__unspecified_bool_type_fcnEv
00000000000640d8 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_11V3fTPTraitsEE27__unspecified_bool_type_fcnEv
000000000008e6e0 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_13Int32TPTraitsEE27__unspecified_bool_type_fcnEv
0000000000064144 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_13Uint8TPTraitsEE27__unspecified_bool_type_fcnEv
0000000000077c70 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_14Uint32TPTraitsEE27__unspecified_bool_type_fcnEv
000000000007e3da (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_14Uint64TPTraitsEE27__unspecified_bool_type_fcnEv
000000000008e6f0 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_15Float32TPTraitsEE27__unspecified_bool_type_fcnEv
0000000000006a30 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117ICompoundProperty16getNumPropertiesEv
0000000000006ccc (__TEXT,__text) external __ZNK7Alembic3Abc3v1117ICompoundProperty17getPropertyHeaderERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000006b3c (__TEXT,__text) external __ZNK7Alembic3Abc3v1117ICompoundProperty17getPropertyHeaderEm
0000000000006dca (__TEXT,__text) external __ZNK7Alembic3Abc3v1117ICompoundProperty9getParentEv
000000000000ddc8 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty11getPropertyERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000000dc1a (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty11getPropertyEm
000000000000d884 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty16getNumPropertiesEv
000000000000db1c (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty17getPropertyHeaderERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000000d98c (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty17getPropertyHeaderEm
000000000000df78 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty9getParentEv
000000000000739a (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject10getArchiveEv
0000000000007368 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject11getFullNameEv
00000000000086a2 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject13getPropertiesEv
0000000000007e90 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject14getChildHeaderERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000007d04 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject14getChildHeaderEm
0000000000007c02 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject14getNumChildrenEv
0000000000008a48 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject14isInstanceRootEv
00000000000090ac (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject15isChildInstanceERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000008f30 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject15isChildInstanceEm
0000000000008b60 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject18instanceSourcePathEv
0000000000008acc (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject20isInstanceDescendantEv
0000000000007bf4 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject20setInstancedFullNameERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000000734c (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject7getNameEv
00000000000082d2 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject8getChildERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000007f9a (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject8getChildEm
00000000000071b6 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject9getHeaderEv
0000000000007548 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject9getParentEv
000000000000e720 (__TEXT,__text) external __ZNK7Alembic3Abc3v117OObject9getHeaderEv
0000000000003d6c (__TEXT,__text) external __ZNK7Alembic3Abc3v118IArchive6getTopEv
0000000000003c38 (__TEXT,__text) external __ZNK7Alembic3Abc3v118IArchive7getNameEv
000000000000b53c (__TEXT,__text) external __ZNK7Alembic3Abc3v118OArchive18getCompressionHintEv
000000000000b408 (__TEXT,__text) external __ZNK7Alembic3Abc3v118OArchive7getNameEv
00000000000b1854 (__TEXT,__text) external __ZNK7Alembic4Util3v118TokenMap3getEccb
00000000000abe1e (__TEXT,__text) external __ZNK7Alembic5Ogawa3v115IData6getPosEv
00000000000abe10 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v115IData7getSizeEv
00000000000adb14 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v115OData6getPosEv
00000000000adb06 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v115OData7getSizeEv
00000000000ac47e (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup11isChildDataEy
00000000000ac21c (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup12isChildGroupEy
00000000000ac4a8 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup14getNumChildrenEv
00000000000ac4e0 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup16isEmptyChildDataEy
00000000000ac4b6 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup17isEmptyChildGroupEy
00000000000ac1fc (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup7isLightEv
00000000000af13c (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116OGroup11isChildDataEy
00000000000af112 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116OGroup12isChildGroupEy
00000000000af0fc (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116OGroup14getNumChildrenEv
00000000000af190 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116OGroup16isChildEmptyDataEy
00000000000af166 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116OGroup17isChildEmptyGroupEy
00000000000abaf0 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v118IArchive10getVersionEv
00000000000abad4 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v118IArchive7isValidEv
00000000000abafe (__TEXT,__text) external __ZNK7Alembic5Ogawa3v118IArchive8getGroupEv
00000000000abae2 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v118IArchive8isFrozenEv
0000000000053fcc (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111ISubDSchema13getNumSamplesEv
0000000000053e90 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111ISubDSchema19getTopologyVarianceEv
0000000000054238 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111ISubDSchema3getERNS2_6SampleERKNS_3Abc3v1115ISampleSelectorE
000000000009b392 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample12getXRotationEv
000000000009b3e6 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample12getYRotationEv
000000000009b42e (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample12getZRotationEv
000000000009b016 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample14getTranslationEv
0000000000099016 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample16getNumOpChannelsEv
000000000009908e (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample17getInheritsXformsEv
0000000000098f6c (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample5getOpEm
000000000009b0fe (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample7getAxisEv
000000000009b300 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample8getAngleEv
000000000009b058 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample8getScaleEv
000000000009a9b8 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample9getMatrixEv
0000000000098ff6 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample9getNumOpsEv
0000000000098fe8 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSampleixERKm
000000000003d374 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112CameraSample12getCoreValueEm
000000000003d4f4 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1112CameraSample14getFieldOfViewEv
