00007ff841a606e8 (__DATA,__data) non-external _C
00007ff840020b50 (__DATA_CONST,__const) non-external _validlist
00007ff8001ec792 (__TEXT,__text) external _vasprintf
00007ff8001fb745 (__TEXT,__text) external _vasprintf_l
00007ff800220bf0 (__TEXT,__text) external _vasxprintf
00007ff80022f0aa (__TEXT,__text) external _vasxprintf_exec
00007ff80021f364 (__TEXT,__text) external _vdprintf
00007ff80021f346 (__TEXT,__text) external _vdprintf_l
00007ff80022e826 (__TEXT,__text) external _vdxprintf
00007ff80022f0c4 (__TEXT,__text) external _vdxprintf_exec
00007ff80026c229 (__TEXT,__text) external _verr
00007ff80026c157 (__TEXT,__text) external _verrc
00007ff80026c327 (__TEXT,__text) external _verrx
00007ff80022f89d (__TEXT,__text) external _vfork
00007ff800223e9d (__TEXT,__text) external _vfprintf
00007ff8001ffc20 (__TEXT,__text) external _vfprintf_l
00007ff80024e760 (__TEXT,__text) external _vfscanf
00007ff80024e7c0 (__TEXT,__text) external _vfscanf_l
00007ff80025259c (__TEXT,__text) external _vfwprintf
00007ff80024e854 (__TEXT,__text) external _vfwprintf_l
00007ff800252dfc (__TEXT,__text) external _vfwscanf
00007ff800255088 (__TEXT,__text) external _vfwscanf_l
00007ff80022e83d (__TEXT,__text) external _vfxprintf
00007ff80022f0dd (__TEXT,__text) external _vfxprintf_exec
00007ff800223820 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff80021f0fb (__TEXT,__text) external _vprintf
00007ff800255101 (__TEXT,__text) external _vprintf_l
00007ff80025511e (__TEXT,__text) external _vscanf
00007ff800255180 (__TEXT,__text) external _vscanf_l
00007ff8001f1616 (__TEXT,__text) external _vsnprintf
00007ff8001fa2a7 (__TEXT,__text) external _vsnprintf_l
00007ff8001fa54a (__TEXT,__text) external _vsprintf
00007ff8001fa578 (__TEXT,__text) external _vsprintf_l
00007ff8002551ea (__TEXT,__text) external _vsscanf
00007ff8001f70b8 (__TEXT,__text) external _vsscanf_l
00007ff80025543e (__TEXT,__text) external _vswprintf
00007ff800255218 (__TEXT,__text) external _vswprintf_l
00007ff800255647 (__TEXT,__text) external _vswscanf
00007ff80025546c (__TEXT,__text) external _vswscanf_l
00007ff80022e855 (__TEXT,__text) external _vsxprintf
00007ff80022f0f7 (__TEXT,__text) external _vsxprintf_exec
00007ff80026c522 (__TEXT,__text) external _vwarn
00007ff80026c47d (__TEXT,__text) external _vwarnc
00007ff80026c67d (__TEXT,__text) external _vwarnx
00007ff800255675 (__TEXT,__text) external _vwprintf
00007ff8002556ad (__TEXT,__text) external _vwprintf_l
00007ff8002556ca (__TEXT,__text) external _vwscanf
00007ff800255702 (__TEXT,__text) external _vwscanf_l
00007ff80022e883 (__TEXT,__text) external _vxprintf
00007ff80022f125 (__TEXT,__text) external _vxprintf_exec
00007ff80021e14f (__TEXT,__text) external _wait
00007ff8002412b4 (__TEXT,__text) external _wait$NOCANCEL
00007ff8002412ca (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff80021a7f0 (__TEXT,__text) external _waitpid
00007ff8002412e1 (__TEXT,__text) external _waitpid$NOCANCEL
00007ff80026c3c6 (__TEXT,__text) external _warn
00007ff80026c545 (__TEXT,__text) external _warnc
00007ff80026c5df (__TEXT,__text) external _warnx
00007ff80025674b (__TEXT,__text) external _wcpcpy
00007ff800256771 (__TEXT,__text) external _wcpncpy
00007ff8002448d1 (__TEXT,__text) external _wcrtomb
00007ff800219e4e (__TEXT,__text) external _wcrtomb_l
00007ff800256856 (__TEXT,__text) external _wcscasecmp
00007ff8002567ce (__TEXT,__text) external _wcscasecmp_l
00007ff80025687e (__TEXT,__text) external _wcscat
00007ff8002165ac (__TEXT,__text) external _wcschr
00007ff8002568a4 (__TEXT,__text) external _wcscmp
00007ff800256f02 (__TEXT,__text) external _wcscoll
00007ff8002568c0 (__TEXT,__text) external _wcscoll_l
00007ff800256f2a (__TEXT,__text) external _wcscpy
00007ff800257b28 (__TEXT,__text) external _wcscspn
00007ff800257b71 (__TEXT,__text) external _wcsdup
00007ff800244b44 (__TEXT,__text) external _wcsftime
00007ff80024492d (__TEXT,__text) external _wcsftime_l
00007ff800257bb1 (__TEXT,__text) external _wcslcat
00007ff800257c3f (__TEXT,__text) external _wcslcpy
00007ff80021619e (__TEXT,__text) external _wcslen
00007ff800257d62 (__TEXT,__text) external _wcsncasecmp
00007ff800257ca9 (__TEXT,__text) external _wcsncasecmp_l
00007ff800257d8a (__TEXT,__text) external _wcsncat
00007ff800257dd5 (__TEXT,__text) external _wcsncmp
00007ff800257e01 (__TEXT,__text) external _wcsncpy
00007ff800257e54 (__TEXT,__text) external _wcsnlen
00007ff800244bad (__TEXT,__text) external _wcsnrtombs
00007ff800244b6c (__TEXT,__text) external _wcsnrtombs_l
00007ff800257e72 (__TEXT,__text) external _wcspbrk
00007ff800257eae (__TEXT,__text) external _wcsrchr
00007ff800244ee8 (__TEXT,__text) external _wcsrtombs
00007ff800244e9a (__TEXT,__text) external _wcsrtombs_l
00007ff800257ec6 (__TEXT,__text) external _wcsspn
00007ff8002581c8 (__TEXT,__text) external _wcsstr
00007ff8002451fa (__TEXT,__text) external _wcstod
00007ff800244f9d (__TEXT,__text) external _wcstod_l
00007ff80024548d (__TEXT,__text) external _wcstof
00007ff800245230 (__TEXT,__text) external _wcstof_l
00007ff8002456d0 (__TEXT,__text) external _wcstoimax
00007ff8002454c0 (__TEXT,__text) external _wcstoimax_l
00007ff800258233 (__TEXT,__text) external _wcstok
00007ff800245908 (__TEXT,__text) external _wcstol
00007ff8002456f8 (__TEXT,__text) external _wcstol_l
00007ff800245b6f (__TEXT,__text) external _wcstold
00007ff800245930 (__TEXT,__text) external _wcstold_l
00007ff800245db0 (__TEXT,__text) external _wcstoll
00007ff800245ba0 (__TEXT,__text) external _wcstoll_l
00007ff800245e82 (__TEXT,__text) external _wcstombs
00007ff800245dd8 (__TEXT,__text) external _wcstombs_l
00007ff800246146 (__TEXT,__text) external _wcstoul
00007ff800245f43 (__TEXT,__text) external _wcstoul_l
00007ff800246371 (__TEXT,__text) external _wcstoull
00007ff80024616e (__TEXT,__text) external _wcstoull_l
00007ff80024659c (__TEXT,__text) external _wcstoumax
00007ff800246399 (__TEXT,__text) external _wcstoumax_l
00007ff800258326 (__TEXT,__text) external _wcswidth
00007ff8002582a9 (__TEXT,__text) external _wcswidth_l
00007ff8002584dd (__TEXT,__text) external _wcsxfrm
00007ff80025834e (__TEXT,__text) external _wcsxfrm_l
00007ff800225624 (__TEXT,__text) external _wctob
00007ff80022564c (__TEXT,__text) external _wctob_l
00007ff8002165cd (__TEXT,__text) external _wctomb
00007ff8002465c4 (__TEXT,__text) external _wctomb_l
00007ff8002466fa (__TEXT,__text) external _wctrans
00007ff8002467a7 (__TEXT,__text) external _wctrans_l
00007ff800246860 (__TEXT,__text) external _wctype
00007ff8002467b1 (__TEXT,__text) external _wctype_l
00007ff840020ef0 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff800246888 (__TEXT,__text) external _wcwidth
00007ff80024690c (__TEXT,__text) external _wcwidth_l
00007ff800257ad2 (__TEXT,__text) non-external _we_read_fully
00007ff80026ef10 (__TEXT,__const) non-external _wildabbr
00007ff800258505 (__TEXT,__text) external _wmemchr
00007ff800258522 (__TEXT,__text) external _wmemcmp
00007ff80025854d (__TEXT,__text) external _wmemcpy
00007ff80025855b (__TEXT,__text) external _wmemmove
00007ff800258569 (__TEXT,__text) external _wmemset
00007ff800255e1e (__TEXT,__text) non-external _wmemstream_close
00007ff800255d62 (__TEXT,__text) non-external _wmemstream_seek
00007ff80026cb1b (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff80026cb3e (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff800255b3a (__TEXT,__text) non-external _wmemstream_update
00007ff80026cafa (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff800255b65 (__TEXT,__text) non-external _wmemstream_write
00007ff800256f44 (__TEXT,__text) external _wordexp
00007ff800257a98 (__TEXT,__text) external _wordfree
00007ff80025571f (__TEXT,__text) external _wprintf
00007ff8002557eb (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff800255898 (__TEXT,__text) external _wscanf
00007ff800255964 (__TEXT,__text) external _wscanf_l
00007ff841a62c98 (__DATA,__bss) non-external _wtmp_asl.0
00007ff841a62ca0 (__DATA,__bss) non-external _wtmp_asl.1
00007ff841a62ca8 (__DATA,__bss) non-external _wtmp_asl.2
00007ff841a62cb0 (__DATA,__bss) non-external _wtmp_asl.5
00007ff841a62cb8 (__DATA,__bss) non-external _wtmp_asl.6
00007ff841a606e0 (__DATA,__data) non-external _wtmp_file.0
00007ff841a62c60 (__DATA,__bss) non-external _wtmp_file.1
00007ff841a62c68 (__DATA,__bss) non-external _wtmp_file.2
00007ff841a62c70 (__DATA,__bss) non-external _wtmp_file.3
00007ff841a62c78 (__DATA,__bss) non-external _wtmp_file.4
00007ff841a62c80 (__DATA,__bss) non-external _wtmp_file.5
00007ff841a62c88 (__DATA,__bss) non-external _wtmp_file.6
00007ff841a62c90 (__DATA,__bss) non-external _wtmp_file.7
00007ff841a62c58 (__DATA,__bss) non-external _wtmp_func.0
00007ff841a606c8 (__DATA,__data) non-external _wtmp_func.1
00007ff841a606d0 (__DATA,__data) non-external _wtmp_func.2
00007ff841a606d8 (__DATA,__data) non-external _wtmp_func.3
00007ff800229ca5 (__TEXT,__text) external _wtmpxname
00007ff80022e775 (__TEXT,__text) external _xprintf
00007ff80022143e (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00007ff841a62d00 (__DATA,__bss) non-external _xprintf_domain_default
00007ff80022effb (__TEXT,__text) external _xprintf_exec
00007ff800220afe (__TEXT,__text) non-external (was a private external) _xprintf_malloc
00007ff80026ef3c (__TEXT,__const) non-external _year_lengths
00007ff841a626c0 (__DATA,__bss) non-external _zapchar
00007ff80026ed30 (__TEXT,__const) non-external _zeroes
00007ff80026ee30 (__TEXT,__const) non-external _zeroes
00007ff841a60b70 (__DATA,__data) non-external _zeroes
00007ff800225ee7 (__TEXT,__text) external mcount
