00007ffb43c11818 (__DATA,__data) non-external _.compoundliteral
00007ffb0b20ed20 (__TEXT,__text) non-external _glpCreateTelemetry
00007ffb0b21004e (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00007ffb0b20febf (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00007ffb0b265d3f (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00007ffb0b2a183e (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007ffb0b271052 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007ffb0b265d94 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007ffb0b2740f9 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007ffb0b274103 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007ffb0b2746a2 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00007ffb0b2746af (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007ffb0b261250 (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007ffb0b276b24 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007ffb0b276ecc (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007ffb0b213004 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007ffb0b246bb8 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007ffb0b23c254 (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007ffb0b260d07 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007ffb0b20f88a (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007ffb0b218ad5 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007ffb0b2404f3 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007ffb0b24658d (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007ffb0b242672 (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007ffb0b251b52 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007ffb0b25204c (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007ffb0b20f57b (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00007ffb0b210d77 (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00007ffb0b260286 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00007ffb0b265956 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00007ffb0b20f1a1 (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00007ffb0b266441 (__TEXT,__text) non-external (was a private external) _glpDestroyType
00007ffb0b20fb8e (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00007ffb0b2b4aac (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00007ffb0b28dca0 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00007ffb0b2673e8 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00007ffb0b268b3a (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00007ffb0b2667bf (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00007ffb0b25aaca (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00007ffb0b259ca9 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00007ffb0b2721fa (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00007ffb0b25c86c (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00007ffb0b25ca67 (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00007ffb0b273c85 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00007ffb0b273c92 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00007ffb0b23f906 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00007ffb0b23fa34 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00007ffb0b23f431 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00007ffb0b23f8e7 (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00007ffb0b2717f6 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00007ffb0b271804 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00007ffb0b271811 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00007ffb0b273300 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00007ffb0b27330e (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00007ffb0b27331b (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00007ffb0b2403fe (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00007ffb0b26e4cd (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00007ffb0b234668 (__TEXT,__text) non-external _glpFindGep
00007ffb0b23fb9f (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00007ffb0b25e3a3 (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00007ffb0b2dd660 (__TEXT,__text) external _glpFragmentStateToPPStream
00007ffb0b2c665f (__TEXT,__text) external _glpFreePPShaderLinearize
00007ffb0b271922 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00007ffb0b271914 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00007ffb0b27192c (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00007ffb0b2730cb (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00007ffb0b2730b1 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00007ffb0b2730d9 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00007ffb0b2730be (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00007ffb0b272a73 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00007ffb0b272a0c (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00007ffb0b2729c2 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00007ffb0b2729b4 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00007ffb0b272a51 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00007ffb0b272a48 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00007ffb0b2729f0 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00007ffb0b2729d6 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00007ffb0b272a80 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00007ffb0b2729cc (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00007ffb0b272a62 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00007ffb0b2729fe (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00007ffb0b2729e3 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00007ffb0b2663da (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00007ffb0b29339a (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00007ffb0b23f35f (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00007ffb0b23f268 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00007ffb0b23f32b (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00007ffb0b23f3e0 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00007ffb0b23f310 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00007ffb0b246c50 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00007ffb0b268676 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00007ffb0b240071 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00007ffb43c16400 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00007ffb0b2424bf (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00007ffb0b22c7ac (__TEXT,__text) non-external _glpGetComponentCount
00007ffb0b21b4ed (__TEXT,__text) non-external _glpGetConstantInt32
00007ffb0b233fc4 (__TEXT,__text) non-external _glpGetConstantOffset
00007ffb0b25ae2e (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00007ffb0b2a5cfa (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00007ffb0b2a1819 (__TEXT,__text) non-external (was a private external) _glpGetFilename
00007ffb0b23cf38 (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00007ffb0b23ea3a (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00007ffb0b2a1826 (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00007ffb0b25adce (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00007ffb0b22c7d7 (__TEXT,__text) non-external _glpGetPConst
00007ffb0b266974 (__TEXT,__text) external _glpGetPrimitiveType
00007ffb0b268cc5 (__TEXT,__text) non-external (was a private external) _glpGetScalarAccessorCount
00007ffb0b23f112 (__TEXT,__text) non-external (was a private external) _glpGetStructTypeFromIBType
00007ffb0b235aad (__TEXT,__text) non-external _glpGetTextureSize
00007ffb0b238799 (__TEXT,__text) non-external _glpGetVectorSwizzle
00007ffb0b25498f (__TEXT,__text) non-external (was a private external) _glpGetVectorType
00007ffb0b273b38 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetLayout
00007ffb0b273b4c (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeGetQualifierList
00007ffb0b273b42 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetLayout
00007ffb0b273b59 (__TEXT,__text) non-external (was a private external) _glpGlobalTypeQualifierNodeSetQualifierList
00007ffb0b25607c (__TEXT,__text) non-external (was a private external) _glpHandleArgumentConversions
00007ffb0b25abb0 (__TEXT,__text) non-external (was a private external) _glpHandleGetterSetter
00007ffb0b2a5a75 (__TEXT,__text) non-external (was a private external) _glpHandlePragma
00007ffb0b268028 (__TEXT,__text) non-external (was a private external) _glpHandleSideEffectsForExpr
00007ffb0b2568c1 (__TEXT,__text) non-external (was a private external) _glpHandleSpecialOperatorFunction
00007ffb0b25da40 (__TEXT,__text) non-external (was a private external) _glpHandleVariableRedeclaration
00007ffb0b27487f (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetBankIndex
00007ffb0b274875 (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeGetIb
00007ffb0b27488c (__TEXT,__text) non-external (was a private external) _glpIBPartialDerefNodeSetBankIndex
00007ffb0b27251a (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetCondition
00007ffb0b272550 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetElseExpr
00007ffb0b272534 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeGetIfExpr
00007ffb0b272527 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetCondition
00007ffb0b27255e (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetElseExpr
00007ffb0b272542 (__TEXT,__text) non-external (was a private external) _glpIfExprNodeSetIfExpr
00007ffb0b273e80 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetCond
00007ffb0b273eb6 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetElseStatement
00007ffb0b273e9a (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeGetIfStatement
00007ffb0b273e8d (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetCond
00007ffb0b273ec4 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetElseStatement
00007ffb0b273ea8 (__TEXT,__text) non-external (was a private external) _glpIfStatementNodeSetIfStatement
00007ffb0b2a1832 (__TEXT,__text) non-external (was a private external) _glpIncLineNumber
00007ffb0b25b395 (__TEXT,__text) non-external (was a private external) _glpIndirectArrayElement
00007ffb0b25b368 (__TEXT,__text) non-external (was a private external) _glpIndirectMatrixColumn
00007ffb0b25b23c (__TEXT,__text) non-external (was a private external) _glpIndirectVectorElement
00007ffb0b260c67 (__TEXT,__text) non-external (was a private external) _glpInitDeserialContext
00007ffb0b2402a1 (__TEXT,__text) non-external (was a private external) _glpInitParseContext
00007ffb0b210b9d (__TEXT,__text) non-external (was a private external) _glpInitPoolAllocator
00007ffb0b26e460 (__TEXT,__text) non-external (was a private external) _glpInitPreprocessor
00007ffb0b26022a (__TEXT,__text) non-external (was a private external) _glpInitSerialContext
00007ffb0b210d5b (__TEXT,__text) non-external (was a private external) _glpInitTempPoolAllocator
00007ffb0b240114 (__TEXT,__text) non-external (was a private external) _glpInitializeExtensionBehavior
00007ffb0b2570f0 (__TEXT,__text) non-external (was a private external) _glpInlineFunction
00007ffb0b20fa5f (__TEXT,__text) non-external (was a private external) _glpIntHashCache_b
00007ffb0b20fa0f (__TEXT,__text) non-external (was a private external) _glpIntHashGet
00007ffb0b20f8c1 (__TEXT,__text) non-external (was a private external) _glpIntHashPut
00007ffb0b20faa2 (__TEXT,__text) non-external (was a private external) _glpIntHashRemove
00007ffb0b273466 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetBlockName
00007ffb0b2734cc (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetDimension
00007ffb0b273496 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetExtra
00007ffb0b273482 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetHasInstanceName
00007ffb0b273474 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetInstanceName
00007ffb0b27348c (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetIsArray
00007ffb0b2734aa (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeGetQualifiers
00007ffb0b2734df (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeSetDimension
00007ffb0b2734a0 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeSetExtra
00007ffb0b2734bb (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockNodeSetQualifiers
00007ffb0b23f13d (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockObjectGetRepresentation
00007ffb0b23f1b4 (__TEXT,__text) non-external (was a private external) _glpInterfaceBlockObjectGetVariableObjectCount
00007ffb0b210100 (__TEXT,__text) non-external (was a private external) _glpInvalidTypeSize
00007ffb0b27173b (__TEXT,__text) non-external (was a private external) _glpIsArrayAccessNode
00007ffb0b273254 (__TEXT,__text) non-external (was a private external) _glpIsArrayTypeNode
00007ffb0b2725d6 (__TEXT,__text) non-external (was a private external) _glpIsAssignNode
00007ffb0b27124b (__TEXT,__text) non-external (was a private external) _glpIsBinaryOperatorNode
00007ffb0b274155 (__TEXT,__text) non-external (was a private external) _glpIsBreakStatementNode
00007ffb0b274059 (__TEXT,__text) non-external (was a private external) _glpIsCaseStatementNode
00007ffb0b272737 (__TEXT,__text) non-external (was a private external) _glpIsCommaExprNode
00007ffb0b237dbe (__TEXT,__text) non-external _glpIsComponentAssigment
