                 (undefined) external _CBAdvertisementDataIsConnectable (from CoreBluetooth)
                 (undefined) external _CBAdvertisementDataServiceDataKey (from CoreBluetooth)
                 (undefined) external _CBCentralManagerScanOptionAllowDuplicatesKey (from CoreBluetooth)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _DNSServiceBrowse (from libSystem)
                 (undefined) external _DNSServiceCreateConnection (from libSystem)
                 (undefined) external _DNSServiceGetAddrInfo (from libSystem)
                 (undefined) external _DNSServiceReconfirmRecord (from libSystem)
                 (undefined) external _DNSServiceRefDeallocate (from libSystem)
                 (undefined) external _DNSServiceRegister (from libSystem)
                 (undefined) external _DNSServiceRegisterRecord (from libSystem)
                 (undefined) external _DNSServiceResolve (from libSystem)
                 (undefined) external _DNSServiceSetDispatchQueue (from libSystem)
                 (undefined) external _DNSServiceUpdateRecord (from libSystem)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOObjectGetRetainCount (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
00000001f2296390 (__DATA_CONST,__const) external _MTRArrayValueType
00000001e9afefc0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterRecallSceneParams
00000001e9afee80 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterRemoveAllScenesParams
00000001e9afeed0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterRemoveAllScenesResponseParams
00000001e9afede0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterRemoveSceneParams
00000001e9afee30 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterRemoveSceneResponseParams
00000001e9b06310 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterSceneInfoStruct
00000001e9afef20 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterStoreSceneParams
00000001e9afef70 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterStoreSceneResponseParams
00000001e9afed40 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterViewSceneParams
00000001e9afed90 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterViewSceneResponseParams
00000001e9b0ec90 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSetupPayload
00000001e9b08c50 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterAlarmMutedEvent
00000001e9b08d90 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterAllClearEvent
00000001e9b08ac0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterCOAlarmEvent
00000001e9b08bb0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterEndOfServiceEvent
00000001e9b08b60 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterHardwareFaultEvent
00000001e9b08d40 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterInterconnectCOAlarmEvent
00000001e9b08cf0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterInterconnectSmokeAlarmEvent
00000001e9b08b10 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterLowBatteryEvent
00000001e9b08ca0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterMuteEndedEvent
00000001e9b08c00 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterSelfTestCompleteEvent
00000001e9b018b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterSelfTestRequestParams
00000001e9b08a70 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSmokeCOAlarmClusterSmokeAlarmEvent
00000001e9b005f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSoftwareDiagnosticsClusterResetWatermarksParams
00000001e9b074e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSoftwareDiagnosticsClusterSoftwareFaultEvent
00000001e9b074b8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSoftwareDiagnosticsClusterThreadMetrics
00000001e9b07440 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSoftwareDiagnosticsClusterThreadMetricsStruct
00000001e9b0e560 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSubscribeParams
00000001e9b07f30 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterInitialPressEvent
00000001e9b07f80 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterLongPressEvent
00000001e9b08020 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterLongReleaseEvent
00000001e9b080c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterMultiPressCompleteEvent
00000001e9b08070 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterMultiPressOngoingEvent
00000001e9b07fd0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterShortReleaseEvent
00000001e9b07ee0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterSwitchLatchedEvent
00000001e9b03a70 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTargetNavigatorClusterNavigateTargetParams
00000001e9b03ac0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTargetNavigatorClusterNavigateTargetResponseParams
00000001e9b0a938 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTargetNavigatorClusterTargetInfo
00000001e9b0a8c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTargetNavigatorClusterTargetInfoStruct
00000001e9b0a960 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTargetNavigatorClusterTargetUpdatedEvent
00000001e9b017c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTemperatureControlClusterSetTemperatureParams
00000001e9b05708 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterBooleanResponseParams
00000001e9b0b748 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterDoubleNestedStructList
00000001e9b0b608 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterNestedStruct
00000001e9b0b6a8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterNestedStructList
00000001e9b0b568 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterNullablesAndOptionalsStruct
00000001e9b0b428 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterSimpleStruct
00000001e9b05e88 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterSimpleStructEchoRequestParams
00000001e9b05848 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterSimpleStructResponseParams
00000001e9b05168 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestAddArgumentsParams
00000001e9b04e48 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestAddArgumentsResponseParams
00000001e9b05de8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestComplexNullableOptionalRequestParams
00000001e9b055c8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestComplexNullableOptionalResponseParams
00000001e9b06068 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEmitTestEventRequestParams
00000001e9b05988 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEmitTestEventResponseParams
00000001e9b06108 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEmitTestFabricScopedEventRequestParams
00000001e9b05ac8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEmitTestFabricScopedEventResponseParams
00000001e9b05ca8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEnumsRequestParams
00000001e9b05348 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEnumsResponseParams
00000001e9b0b888 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEventEvent
00000001e9b0b4c8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestFabricScoped
00000001e9b0b928 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestFabricScopedEventEvent
00000001e9b058e8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListInt8UArgumentRequestParams
00000001e9b05c08 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListInt8UReverseRequestParams
00000001e9b05208 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListInt8UReverseResponseParams
00000001e9b05b68 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListNestedStructListArgumentRequestParams
00000001e9b057a8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListStructArgumentRequestParams
00000001e9b0b7e8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListStructOctet
00000001e9b05668 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestNestedStructArgumentRequestParams
00000001e9b05a28 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestNestedStructListArgumentRequestParams
00000001e9b04da8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestNotHandledParams
00000001e9b05d48 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestNullableOptionalRequestParams
00000001e9b05488 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestNullableOptionalResponseParams
00000001e9b04c68 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestParams
00000001e9b052a8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestSimpleArgumentRequestParams
00000001e9b04f88 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestSimpleArgumentResponseParams
00000001e9b05fc8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestSimpleOptionalArgumentRequestParams
00000001e9b04ee8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestSpecificParams
00000001e9b04d08 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestSpecificResponseParams
00000001e9b05528 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestStructArgumentRequestParams
00000001e9b053e8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestStructArrayArgumentRequestParams
00000001e9b050c8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestStructArrayArgumentResponseParams
00000001e9b05028 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestUnknownCommandParams
00000001e9b05f28 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTimedInvokeRequestParams
00000001e9b03160 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterClearWeeklyScheduleParams
00000001e9b03110 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterGetWeeklyScheduleParams
00000001e9b03070 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterGetWeeklyScheduleResponseParams
00000001e9b030c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterSetWeeklyScheduleParams
00000001e9b03020 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterSetpointRaiseLowerParams
00000001e9b0a528 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterThermostatScheduleTransition
00000001e9b0a4b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterWeeklyScheduleTransitionStruct
00000001e9b07710 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterConnectionStatusEvent
00000001e9b075a8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterNeighborTable
00000001e9b07530 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterNeighborTableStruct
00000001e9b07760 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterNetworkFaultChangeEvent
00000001e9b075d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterOperationalDatasetComponents
00000001e9b00640 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterResetCountsParams
00000001e9b07698 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterRouteTable
00000001e9b07620 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterRouteTableStruct
00000001e9b076c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterSecurityPolicy
00000001e9afe6b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRThreadOperationalDataset
00000001e9b078a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterDSTOffsetStruct
00000001e9b07ad0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterDSTStatusEvent
00000001e9b07a80 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterDSTTableEmptyEvent
00000001e9b07918 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterDstOffsetType
00000001e9b07940 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterFabricScopedTrustedTimeSourceStruct
00000001e9b07bc0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterMissingTrustedTimeSourceEvent
00000001e9b008c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterSetDSTOffsetParams
00000001e9b00910 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterSetDefaultNTPParams
00000001e9b00820 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterSetTimeZoneParams
00000001e9b00870 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterSetTimeZoneResponseParams
00000001e9b007d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterSetTrustedTimeSourceParams
00000001e9b00730 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterSetUTCTimeParams
00000001e9b007a8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterSetUtcTimeParams
00000001e9b07b70 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterTimeFailureEvent
00000001e9b07b20 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterTimeZoneStatusEvent
00000001e9b07990 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterTimeZoneStruct
00000001e9b07a08 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterTimeZoneType
00000001e9b07a30 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterTrustedTimeSourceStruct
00000001e9b01220 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimerClusterAddTimeParams
00000001e9b01270 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimerClusterReduceTimeParams
00000001e9b011d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimerClusterResetTimerParams
00000001e9b01180 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRTimerClusterSetTimerParams
00000001e9b05690 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterBooleanResponseParams
00000001e9b0b6d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterDoubleNestedStructList
00000001e9b0b590 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterNestedStruct
00000001e9b0b630 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterNestedStructList
00000001e9b0b4f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterNullablesAndOptionalsStruct
00000001e9b0b3b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterSimpleStruct
00000001e9b05e10 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterSimpleStructEchoRequestParams
00000001e9b057d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterSimpleStructResponseParams
00000001e9b050f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestAddArgumentsParams
00000001e9b04dd0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestAddArgumentsResponseParams
00000001e9b05d70 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestComplexNullableOptionalRequestParams
00000001e9b05550 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestComplexNullableOptionalResponseParams
00000001e9b05ff0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEmitTestEventRequestParams
00000001e9b05910 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEmitTestEventResponseParams
00000001e9b06090 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEmitTestFabricScopedEventRequestParams
00000001e9b05a50 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEmitTestFabricScopedEventResponseParams
00000001e9b05c30 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEnumsRequestParams
00000001e9b052d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEnumsResponseParams
00000001e9b0b810 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEventEvent
00000001e9b0b450 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestFabricScoped
00000001e9b0b8b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestFabricScopedEventEvent
00000001e9b05870 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListInt8UArgumentRequestParams
00000001e9b05b90 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListInt8UReverseRequestParams
00000001e9b05190 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListInt8UReverseResponseParams
00000001e9b05af0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListNestedStructListArgumentRequestParams
00000001e9b05730 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListStructArgumentRequestParams
00000001e9b0b770 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListStructOctet
00000001e9b055f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestNestedStructArgumentRequestParams
00000001e9b059b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestNestedStructListArgumentRequestParams
00000001e9b04d30 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestNotHandledParams
00000001e9b05cd0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestNullableOptionalRequestParams
00000001e9b05410 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestNullableOptionalResponseParams
00000001e9b04bf0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestParams
00000001e9b05230 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestSimpleArgumentRequestParams
00000001e9b04f10 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestSimpleArgumentResponseParams
00000001e9b05f50 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestSimpleOptionalArgumentRequestParams
00000001e9b04e70 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestSpecificParams
00000001e9b04c90 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestSpecificResponseParams
00000001e9b054b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestStructArgumentRequestParams
00000001e9b05370 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestStructArrayArgumentRequestParams
00000001e9b05050 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestStructArrayArgumentResponseParams
00000001e9b04fb0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestUnknownCommandParams
00000001e9b05eb0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTimedInvokeRequestParams
00000001e9b08340 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRUserLabelClusterLabelStruct
00000001e9b01ef0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRValveConfigurationAndControlClusterCloseParams
00000001e9b01ea0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRValveConfigurationAndControlClusterOpenParams
00000001e9b092e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRValveConfigurationAndControlClusterValveFaultEvent
00000001e9b09290 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRValveConfigurationAndControlClusterValveStateChangedEvent
00000001e9b07800 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWiFiNetworkDiagnosticsClusterAssociationFailureEvent
00000001e9b07850 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWiFiNetworkDiagnosticsClusterConnectionStatusEvent
00000001e9b077b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWiFiNetworkDiagnosticsClusterDisconnectionEvent
00000001e9b00690 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWiFiNetworkDiagnosticsClusterResetCountsParams
00000001e9b02da0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWindowCoveringClusterDownOrCloseParams
00000001e9b02e90 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWindowCoveringClusterGoToLiftPercentageParams
00000001e9b02e40 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWindowCoveringClusterGoToLiftValueParams
00000001e9b02f30 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWindowCoveringClusterGoToTiltPercentageParams
00000001e9b02ee0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWindowCoveringClusterGoToTiltValueParams
00000001e9b02df0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWindowCoveringClusterStopMotionParams
00000001e9b02d50 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWindowCoveringClusterUpOrOpenParams
00000001e9b0e4c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRWriteParams
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCalendar (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSCharacterSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateInterval (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSScanner (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimeZone (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
00000001e9b0eb78 (__AUTH,__objc_data) external _OBJC_METACLASS_$_AttestationInfo
00000001e9b0bd38 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CSRInfo
00000001e9b06590 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAccessControlClusterAccessControlEntry
00000001e9b066a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAccessControlClusterAccessControlEntryChangedEvent
