                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFErrorCreateWithUserInfoKeysAndValues (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
00007ffb1432003c (__TEXT,__text) external _DRBufferAsResource
00007ffb14322cfc (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector13s_knamedeviceE
00007ffb41731ed0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector13s_ksetHeight_E
00007ffb41731e60 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_kisShareableE
00007ffb41731ef8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector14s_ksetSwizzle_E
00007ffb14322cd3 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector15s_knamecontentsE
00007ffb41731e40 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector16s_kallocatedSizeE
00007ffb14322d04 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knameeventPortE
00007ffb14322d48 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knameioSurfaceE
00007ffb14322f40 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knamesetDepth_E
00007ffb14322fb0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knamesetUsage_E
00007ffb14322fba (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector16s_knamesetWidth_E
00007ffb14322f4a (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector17s_knamesetHeight_E
00007ffb41731e88 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector17s_knewSharedEventE
00007ffb41731e58 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_kdidModifyRange_E
00007ffb14322d60 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knameisShareableE
00007ffb14322fa0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector18s_knamesetSwizzle_E
00007ffb41731ec0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetArrayLength_E
00007ffb41731ee0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetPixelFormat_E
00007ffb41731ef0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetStorageMode_E
00007ffb41731f00 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector18s_ksetTextureType_E
00007ffb14322c35 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector20s_knameallocatedSizeE
00007ffb14322e4d (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector21s_knamenewSharedEventE
00007ffb14322ca0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamedidModifyRange_E
00007ffb14322cc0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetArrayLength_E
00007ffb14322c50 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetPixelFormat_E
00007ffb14322ce0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetStorageMode_E
00007ffb14322c80 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector22s_knamesetTextureType_E
00007ffb41731ee8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector22s_ksetResourceOptions_E
00007ffb41731e38 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector23s_kaddCompletedHandler_E
00007ffb41731e90 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector23s_knewSharedEventHandleE
00007ffb41731ed8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector23s_ksetMipmapLevelCount_E
00007ffb41731e98 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector25s_knewSharedTextureHandleE
00007ffb14322f80 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector26s_knamesetResourceOptions_E
00007ffb41731f28 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector26s_knewBufferWithIOSurface_E
00007ffb41731f38 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector27s_kinitWithIOSurface_label_E
00007ffb14322bf0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector27s_knameaddCompletedHandler_E
00007ffb14322e60 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector27s_knamenewSharedEventHandleE
00007ffb14322f60 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector27s_knamesetMipmapLevelCount_E
00007ffb41731eb0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector28s_knewTextureWithDescriptor_E
00007ffb14322ea0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector29s_knamenewSharedTextureHandleE
00007ffb14322e10 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector30s_knamenewBufferWithIOSurface_E
00007ffb41731f40 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector30s_knewSharedEventWithMachPort_E
00007ffb41731ea8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector30s_knewSharedTextureWithHandle_E
00007ffb41731f20 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector30s_ksupportsBufferWithIOSurfaceE
00007ffb14322d20 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector31s_knameinitWithIOSurface_label_E
00007ffb41731e80 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector31s_knewBufferWithLength_options_E
00007ffb14322ee0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector32s_knamenewTextureWithDescriptor_E
00007ffb41731eb8 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector32s_knotifyListener_atValue_block_E
00007ffb14322e80 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector34s_knamenewSharedEventWithMachPort_E
00007ffb14322ec0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector34s_knamenewSharedTextureWithHandle_E
00007ffb14322fe0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector34s_knamesupportsBufferWithIOSurfaceE
00007ffb41731ea0 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector34s_knewSharedTextureWithDescriptor_E
00007ffb14322e30 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector35s_knamenewBufferWithLength_options_E
00007ffb14322f00 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector36s_knamenotifyListener_atValue_block_E
00007ffb41731e70 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector37s_knewBufferWithBytes_length_options_E
00007ffb14322c10 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector38s_knamenewSharedTextureWithDescriptor_E
00007ffb14322da0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector41s_knamenewBufferWithBytes_length_options_E
00007ffb41731e78 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector55s_knewBufferWithBytesNoCopy_length_options_deallocator_E
00007ffb14322dd0 (__TEXT,__objc_methname) non-external __ZN3MTL7Private8Selector59s_knamenewBufferWithBytesNoCopy_length_options_deallocator_E
00007ffb41731e68 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector8s_klabelE
00007ffb41731e50 (__DATA_CONST,__objc_selrefs) non-external (was a private external) __ZN3MTL7Private8Selector9s_kdeviceE
00007ffb1431b3fa (__TEXT,__text) non-external (was a private external) __ZNK15ArcSharedObject11descriptionEv
00007ffb1431b41a (__TEXT,__text) non-external (was a private external) __ZNK15ArcSharedObject16debugDescriptionEv
00007ffb1431d928 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh10readBufferEmPN3MTL13CommandBufferE
00007ffb1431d676 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh10readBufferEmU13block_pointerFvPKvmE
00007ffb1431db54 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
00007ffb1431d950 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh11readIndicesEPN3MTL13CommandBufferE
00007ffb1431d6da (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh11readIndicesEU13block_pointerFvPKvmE
00007ffb1431d2e0 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh12indexPayloadEv
00007ffb1431d2ee (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh12partsPayloadEv
00007ffb1431d2fc (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh13vertexPayloadEm
00007ffb1431d280 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh18isAttachedToDeviceEv
00007ffb1431dbb4 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh4typeEv
00007ffb1431d314 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh5partsEv
00007ffb1431d2a2 (__TEXT,__text) non-external (was a private external) __ZNK2re10DirectMesh7payloadENS_18DirectResourceSlotE
00007ffb1431fa8c (__TEXT,__text) non-external __ZNK2re10UnownedPtrINS_21DirectResourceContextEEcvNS_13bridge_to_apiIT_E4typeEIS1_vEEv
00007ffb1430530e (__TEXT,__text) non-external (was a private external) __ZNK2re11DirectFence11descriptionEv
00007ffb143064fc (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
00007ffb14306532 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer16isValidBytesUsedEm
00007ffb14306456 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer18isAttachedToDeviceEv
00007ffb1430665e (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer4readEPN3MTL13CommandBufferE
00007ffb14306592 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer4readEU13block_pointerFvPKvmE
00007ffb143066b6 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer4typeEv
00007ffb14306476 (__TEXT,__text) non-external (was a private external) __ZNK2re12DirectBuffer7payloadENS_18DirectResourceSlotE
00007ffb1431cb10 (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture10newPayloadENS_18DirectResourceSlotEPN3MTL6DeviceE
00007ffb1431cc08 (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
00007ffb1431cc3e (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture11readTextureEv
00007ffb1431c8de (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture15allocatePayloadEPN3MTL6DeviceEb
00007ffb1431c99a (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture18isAttachedToDeviceEv
00007ffb1431cd5a (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture4typeEv
00007ffb1431cb56 (__TEXT,__text) non-external (was a private external) __ZNK2re13DirectTexture7payloadENS_18DirectResourceSlotE
00007ffb1431c640 (__TEXT,__text) non-external (was a private external) __ZNK2re14DirectResource10newPayloadENS_18DirectResourceSlotEPN3MTL6DeviceE
00007ffb1430fb48 (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
00007ffb1430fbe8 (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate12vertexUpdateEm
00007ffb1430fa9e (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate4typeEv
00007ffb1430fba8 (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate7payloadENS_18DirectResourceSlotE
00007ffb1430fc80 (__TEXT,__text) non-external (was a private external) __ZNK2re16DirectMeshUpdate8validateEPKNS_14DirectResourceE
00007ffb14310186 (__TEXT,__text) non-external (was a private external) __ZNK2re18DirectBufferUpdate4typeEv
00007ffb14310192 (__TEXT,__text) non-external (was a private external) __ZNK2re18DirectBufferUpdate8validateEPKNS_14DirectResourceE
00007ffb14306f62 (__TEXT,__text) non-external (was a private external) __ZNK2re19DirectResourceEvent5valueEv
00007ffb1430602a (__TEXT,__text) non-external (was a private external) __ZNK2re19DirectResourceEvent9makeEventEPN3MTL6DeviceE
00007ffb143100d0 (__TEXT,__text) non-external (was a private external) __ZNK2re19DirectTextureUpdate4typeEv
00007ffb143100dc (__TEXT,__text) non-external (was a private external) __ZNK2re19DirectTextureUpdate8validateEPKNS_14DirectResourceE
00007ffb1431006a (__TEXT,__text) non-external (was a private external) __ZNK2re20DirectContentsUpdate11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
00007ffb1430ffcc (__TEXT,__text) non-external (was a private external) __ZNK2re20DirectContentsUpdate7payloadENS_18DirectResourceSlotE
00007ffb1430c864 (__TEXT,__text) non-external (was a private external) __ZNK2re20DirectMemoryResource10makeBufferEPN3MTL6DeviceE
00007ffb1430cc12 (__TEXT,__text) non-external (was a private external) __ZNK2re20DirectMemoryResource15runtimeResourceEv
00007ffb1430c308 (__TEXT,__text) non-external (was a private external) __ZNK2re20DirectMemoryResource5bytesEv
00007ffb14313430 (__TEXT,__text) non-external (was a private external) __ZNK2re21DirectResourceContext12freeListWaitEy
00007ffb143134e4 (__TEXT,__text) non-external (was a private external) __ZNK2re21DirectResourceContext20freeListWaitTimedOutEy
00007ffb14320f4a (__TEXT,__text) non-external __ZNK2re21DirectResourceContext20freeListWaitTimedOutEy.cold.1
00007ffb143116f8 (__TEXT,__text) non-external (was a private external) __ZNK2re21DirectResourcesCommit15isCreatePendingEPNS_14DirectResourceE
00007ffb1431180c (__TEXT,__text) non-external (was a private external) __ZNK2re21DirectResourcesCommit16debugDescriptionEv
00007ffb1431145e (__TEXT,__text) non-external (was a private external) __ZNK2re23ResolvedResourceChangesINS_10DirectMeshENS_16DirectMeshUpdateEE5applyEPNS_21DirectResourceContextE
00007ffb1431145e (__TEXT,__text) non-external (was a private external) __ZNK2re23ResolvedResourceChangesINS_12DirectBufferENS_18DirectBufferUpdateEE5applyEPNS_21DirectResourceContextE
00007ffb1431145e (__TEXT,__text) non-external (was a private external) __ZNK2re23ResolvedResourceChangesINS_13DirectTextureENS_19DirectTextureUpdateEE5applyEPNS_21DirectResourceContextE
00007ffb1430592a (__TEXT,__text) non-external (was a private external) __ZNK2re24DirectMaterialParameters11forEachSlotERKNSt3__18functionIFvNS_18DirectResourceSlotEEEE
00007ffb143059fa (__TEXT,__text) non-external (was a private external) __ZNK2re24DirectMaterialParameters18isAttachedToDeviceEv
00007ffb143059e6 (__TEXT,__text) non-external (was a private external) __ZNK2re24DirectMaterialParameters4typeEv
00007ffb143059de (__TEXT,__text) non-external (was a private external) __ZNK2re24DirectMaterialParameters7payloadENS_18DirectResourceSlotE
00007ffb14315298 (__TEXT,__text) non-external (was a private external) __ZNK2re26DirectResourcesCommitQueue28availableCommitId_threadSafeEv
00007ffb1431528a (__TEXT,__text) non-external (was a private external) __ZNK2re26DirectResourcesCommitQueue6deviceEv
00007ffb14315d62 (__TEXT,__text) non-external (was a private external) __ZNK2re28DirectResourceClientReceiver7isValidERKNS_9SharedPtrINS_21DirectResourcesCommitEEE
00007ffb1431666c (__TEXT,__text) non-external (was a private external) __ZNK2re28DirectResourceClientReceiver7isValidINS_10DirectMeshENS_16DirectMeshUpdateEEEbRKNS_21DirectResourceChangesIT_T0_EERKNSt3__113unordered_mapINS_16DirectResourceIdENS_9SharedPtrIS5_EENSA_4hashISC_EENSA_8equal_toISC_EENSA_9allocatorINSA_4pairIKSC_SE_EEEEEE
00007ffb14320ffe (__TEXT,__text) non-external __ZNK2re28DirectResourceClientReceiver7isValidINS_10DirectMeshENS_16DirectMeshUpdateEEEbRKNS_21DirectResourceChangesIT_T0_EERKNSt3__113unordered_mapINS_16DirectResourceIdENS_9SharedPtrIS5_EENSA_4hashISC_EENSA_8equal_toISC_EENSA_9allocatorINSA_4pairIKSC_SE_EEEEEE.cold.1
00007ffb14321073 (__TEXT,__text) non-external __ZNK2re28DirectResourceClientReceiver7isValidINS_10DirectMeshENS_16DirectMeshUpdateEEEbRKNS_21DirectResourceChangesIT_T0_EERKNSt3__113unordered_mapINS_16DirectResourceIdENS_9SharedPtrIS5_EENSA_4hashISC_EENSA_8equal_toISC_EENSA_9allocatorINSA_4pairIKSC_SE_EEEEEE.cold.2
00007ffb143210e8 (__TEXT,__text) non-external __ZNK2re28DirectResourceClientReceiver7isValidINS_10DirectMeshENS_16DirectMeshUpdateEEEbRKNS_21DirectResourceChangesIT_T0_EERKNSt3__113unordered_mapINS_16DirectResourceIdENS_9SharedPtrIS5_EENSA_4hashISC_EENSA_8equal_toISC_EENSA_9allocatorINSA_4pairIKSC_SE_EEEEEE.cold.3
00007ffb1432115d (__TEXT,__text) non-external __ZNK2re28DirectResourceClientReceiver7isValidINS_10DirectMeshENS_16DirectMeshUpdateEEEbRKNS_21DirectResourceChangesIT_T0_EERKNSt3__113unordered_mapINS_16DirectResourceIdENS_9SharedPtrIS5_EENSA_4hashISC_EENSA_8equal_toISC_EENSA_9allocatorINSA_4pairIKSC_SE_EEEEEE.cold.4
00007ffb14316c10 (__TEXT,__text) non-external (was a private external) __ZNK2re28DirectResourceClientReceiver7isValidINS_12DirectBufferENS_18DirectBufferUpdateEEEbRKNS_21DirectResourceChangesIT_T0_EERKNSt3__113unordered_mapINS_16DirectResourceIdENS_9SharedPtrIS5_EENSA_4hashISC_EENSA_8equal_toISC_EENSA_9allocatorINSA_4pairIKSC_SE_EEEEEE
00007ffb143213a6 (__TEXT,__text) non-external __ZNK2re28DirectResourceClientReceiver7isValidINS_12DirectBufferENS_18DirectBufferUpdateEEEbRKNS_21DirectResourceChangesIT_T0_EERKNSt3__113unordered_mapINS_16DirectResourceIdENS_9SharedPtrIS5_EENSA_4hashISC_EENSA_8equal_toISC_EENSA_9allocatorINSA_4pairIKSC_SE_EEEEEE.cold.1
00007ffb1432141b (__TEXT,__text) non-external __ZNK2re28DirectResourceClientReceiver7isValidINS_12DirectBufferENS_18DirectBufferUpdateEEEbRKNS_21DirectResourceChangesIT_T0_EERKNSt3__113unordered_mapINS_16DirectResourceIdENS_9SharedPtrIS5_EENSA_4hashISC_EENSA_8equal_toISC_EENSA_9allocatorINSA_4pairIKSC_SE_EEEEEE.cold.2
00007ffb14321490 (__TEXT,__text) non-external __ZNK2re28DirectResourceClientReceiver7isValidINS_12DirectBufferENS_18DirectBufferUpdateEEEbRKNS_21DirectResourceChangesIT_T0_EERKNSt3__113unordered_mapINS_16DirectResourceIdENS_9SharedPtrIS5_EENSA_4hashISC_EENSA_8equal_toISC_EENSA_9allocatorINSA_4pairIKSC_SE_EEEEEE.cold.3
00007ffb14321505 (__TEXT,__text) non-external __ZNK2re28DirectResourceClientReceiver7isValidINS_12DirectBufferENS_18DirectBufferUpdateEEEbRKNS_21DirectResourceChangesIT_T0_EERKNSt3__113unordered_mapINS_16DirectResourceIdENS_9SharedPtrIS5_EENSA_4hashISC_EENSA_8equal_toISC_EENSA_9allocatorINSA_4pairIKSC_SE_EEEEEE.cold.4
