00000001eada60b0 (__DATA,__data) non-external _C
                 (undefined) external _vm_region_64 (from libsystem_kernel)
0000000180392728 (__TEXT,__text) external _vprintf
00000001803cb9e4 (__TEXT,__text) external _vprintf_l
00000001803cba00 (__TEXT,__text) external _vscanf
00000001803cba7c (__TEXT,__text) external _vscanf_l
0000000180369ea8 (__TEXT,__text) external _vsnprintf
0000000180371514 (__TEXT,__text) external _vsnprintf_l
000000018037170c (__TEXT,__text) external _vsprintf
0000000180371738 (__TEXT,__text) external _vsprintf_l
00000001803cbb00 (__TEXT,__text) external _vsscanf
000000018036e858 (__TEXT,__text) external _vsscanf_l
00000001803cbd30 (__TEXT,__text) external _vswprintf
00000001803cbb2c (__TEXT,__text) external _vswprintf_l
00000001803cbf24 (__TEXT,__text) external _vswscanf
00000001803cbd5c (__TEXT,__text) external _vswscanf_l
00000001803a6458 (__TEXT,__text) external _vsxprintf
00000001803a6b28 (__TEXT,__text) external _vsxprintf_exec
00000001803dddf4 (__TEXT,__text) external _vwarn
00000001803ddd34 (__TEXT,__text) external _vwarnc
00000001803dde90 (__TEXT,__text) external _vwarnx
00000001803cbf50 (__TEXT,__text) external _vwprintf
00000001803cbf88 (__TEXT,__text) external _vwprintf_l
00000001803cbfa4 (__TEXT,__text) external _vwscanf
00000001803cbfdc (__TEXT,__text) external _vwscanf_l
00000001803a647c (__TEXT,__text) external _vxprintf
00000001803a6b4c (__TEXT,__text) external _vxprintf_exec
00000001803914c0 (__TEXT,__text) external _wait
00000001803b9c80 (__TEXT,__text) external _wait$NOCANCEL
00000001803b9c94 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
000000018038dd0c (__TEXT,__text) external _waitpid
00000001803b9ca8 (__TEXT,__text) external _waitpid$NOCANCEL
00000001803ddcf0 (__TEXT,__text) external _warn
00000001803dde38 (__TEXT,__text) external _warnc
00000001803dde64 (__TEXT,__text) external _warnx
00000001803ccf38 (__TEXT,__text) external _wcpcpy
00000001803ccf58 (__TEXT,__text) external _wcpncpy
00000001803bdbb4 (__TEXT,__text) external _wcrtomb
000000018038d4b8 (__TEXT,__text) external _wcrtomb_l
00000001803cd070 (__TEXT,__text) external _wcscasecmp
00000001803ccfc8 (__TEXT,__text) external _wcscasecmp_l
00000001803cd094 (__TEXT,__text) external _wcscat
0000000180389ef8 (__TEXT,__text) external _wcschr
00000001803cd0bc (__TEXT,__text) external _wcscmp
00000001803cd554 (__TEXT,__text) external _wcscoll
00000001803cd0e4 (__TEXT,__text) external _wcscoll_l
00000001803cd578 (__TEXT,__text) external _wcscpy
00000001803ce060 (__TEXT,__text) external _wcscspn
00000001803ce0a4 (__TEXT,__text) external _wcsdup
00000001803bddf4 (__TEXT,__text) external _wcsftime
00000001803bdbf4 (__TEXT,__text) external _wcsftime_l
00000001803ce10c (__TEXT,__text) external _wcslcat
00000001803ce1b4 (__TEXT,__text) external _wcslcpy
0000000180389940 (__TEXT,__text) external _wcslen
00000001803ce2d0 (__TEXT,__text) external _wcsncasecmp
00000001803ce204 (__TEXT,__text) external _wcsncasecmp_l
00000001803ce2f4 (__TEXT,__text) external _wcsncat
00000001803ce338 (__TEXT,__text) external _wcsncmp
00000001803ce374 (__TEXT,__text) external _wcsncpy
00000001803ce3dc (__TEXT,__text) external _wcsnlen
00000001803bde54 (__TEXT,__text) external _wcsnrtombs
00000001803bde18 (__TEXT,__text) external _wcsnrtombs_l
00000001803ce40c (__TEXT,__text) external _wcspbrk
00000001803ce444 (__TEXT,__text) external _wcsrchr
00000001803be0cc (__TEXT,__text) external _wcsrtombs
00000001803be084 (__TEXT,__text) external _wcsrtombs_l
00000001803ce468 (__TEXT,__text) external _wcsspn
00000001803ce854 (__TEXT,__text) external _wcsstr
00000001803be3b0 (__TEXT,__text) external _wcstod
00000001803be17c (__TEXT,__text) external _wcstod_l
00000001803be608 (__TEXT,__text) external _wcstof
00000001803be3d4 (__TEXT,__text) external _wcstof_l
00000001803be86c (__TEXT,__text) external _wcstoimax
00000001803be62c (__TEXT,__text) external _wcstoimax_l
00000001803ce8dc (__TEXT,__text) external _wcstok
00000001803bead0 (__TEXT,__text) external _wcstol
00000001803be890 (__TEXT,__text) external _wcstol_l
00000001803bed28 (__TEXT,__text) external _wcstold
00000001803beaf4 (__TEXT,__text) external _wcstold_l
00000001803bef8c (__TEXT,__text) external _wcstoll
00000001803bed4c (__TEXT,__text) external _wcstoll_l
00000001803bf054 (__TEXT,__text) external _wcstombs
00000001803befb0 (__TEXT,__text) external _wcstombs_l
00000001803bf334 (__TEXT,__text) external _wcstoul
00000001803bf0f8 (__TEXT,__text) external _wcstoul_l
00000001803bf594 (__TEXT,__text) external _wcstoull
00000001803bf358 (__TEXT,__text) external _wcstoull_l
00000001803bf7f4 (__TEXT,__text) external _wcstoumax
00000001803bf5b8 (__TEXT,__text) external _wcstoumax_l
00000001803ce9f0 (__TEXT,__text) external _wcswidth
00000001803ce960 (__TEXT,__text) external _wcswidth_l
00000001803ceb24 (__TEXT,__text) external _wcsxfrm
00000001803cea14 (__TEXT,__text) external _wcsxfrm_l
0000000180398f1c (__TEXT,__text) external _wctob
0000000180398f40 (__TEXT,__text) external _wctob_l
0000000180389f18 (__TEXT,__text) external _wctomb
00000001803bf818 (__TEXT,__text) external _wctomb_l
00000001803bf994 (__TEXT,__text) external _wctrans
00000001803bfa30 (__TEXT,__text) external _wctrans_l
00000001803bfb3c (__TEXT,__text) external _wctype
00000001803bfa34 (__TEXT,__text) external _wctype_l
00000001e6b64b78 (__DATA_CONST,__const) non-external _wctype_l.props
00000001803bfb60 (__TEXT,__text) external _wcwidth
00000001803bfbe0 (__TEXT,__text) external _wcwidth_l
00000001803cdfe4 (__TEXT,__text) non-external _we_read_fully
00000001803e1bd0 (__TEXT,__const) non-external _wildabbr
00000001803ceb48 (__TEXT,__text) external _wmemchr
00000001803ceb6c (__TEXT,__text) external _wmemcmp
00000001803ceba4 (__TEXT,__text) external _wmemcpy
00000001803cebac (__TEXT,__text) external _wmemmove
00000001803cebb4 (__TEXT,__text) external _wmemset
00000001803cc558 (__TEXT,__text) non-external _wmemstream_close
00000001803cc4a4 (__TEXT,__text) non-external _wmemstream_seek
00000001803de618 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00000001803de644 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00000001803cc284 (__TEXT,__text) non-external _wmemstream_update
00000001803de5ec (__TEXT,__text) non-external _wmemstream_update.cold.1
00000001803cc2b8 (__TEXT,__text) non-external _wmemstream_write
00000001803cd590 (__TEXT,__text) external _wordexp
00000001803cdf9c (__TEXT,__text) external _wordfree
00000001803cbff8 (__TEXT,__text) external _wprintf
00000001803cc054 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00000001803cc094 (__TEXT,__text) external _wscanf
00000001803cc0f0 (__TEXT,__text) external _wscanf_l
00000001eada7440 (__DATA,__bss) non-external _wtmp_asl.0
00000001eada7448 (__DATA,__bss) non-external _wtmp_asl.1
00000001eada7450 (__DATA,__bss) non-external _wtmp_asl.2
00000001eada7458 (__DATA,__bss) non-external _wtmp_asl.3
00000001eada7460 (__DATA,__bss) non-external _wtmp_asl.4
00000001eada60a8 (__DATA,__data) non-external _wtmp_file.0
00000001eada7400 (__DATA,__bss) non-external _wtmp_file.1
00000001eada7408 (__DATA,__bss) non-external _wtmp_file.2
00000001eada7410 (__DATA,__bss) non-external _wtmp_file.3
00000001eada7418 (__DATA,__bss) non-external _wtmp_file.4
00000001eada7420 (__DATA,__bss) non-external _wtmp_file.5
00000001eada7428 (__DATA,__bss) non-external _wtmp_file.6
00000001eada7430 (__DATA,__bss) non-external _wtmp_file.7
00000001eada73f8 (__DATA,__bss) non-external _wtmp_func.0
00000001edb54078 (__AUTH,__data) non-external _wtmp_func.1
00000001edb54080 (__AUTH,__data) non-external _wtmp_func.2
00000001edb54088 (__AUTH,__data) non-external _wtmp_func.3
00000001803a0fc0 (__TEXT,__text) external _wtmpxname
00000001803a63e0 (__TEXT,__text) external _xprintf
00000001803952f8 (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00000001eada79a8 (__DATA,__bss) non-external _xprintf_domain_default
00000001803a6a90 (__TEXT,__text) external _xprintf_exec
0000000180394a08 (__TEXT,__text) non-external (was a private external) _xprintf_malloc
00000001803e1bf4 (__TEXT,__const) non-external _year_lengths
00000001eada7368 (__DATA,__bss) non-external _zapchar
00000001803e1a38 (__TEXT,__const) non-external _zeroes
00000001803e1b28 (__TEXT,__const) non-external _zeroes
00000001eada6308 (__DATA,__data) non-external _zeroes
