00000001c1153b48 (__TEXT,__text) non-external +[Cube initialize]
00000001c0fc4a34 (__TEXT,__text) non-external -[MREffectJustATitle elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c0fc4ad4 (__TEXT,__text) non-external -[MREffectJustATitle getVerticesCoordinates:withMatrix:forElement:]
00000001c0fc4610 (__TEXT,__text) non-external -[MREffectJustATitle init]
00000001c0fc4b98 (__TEXT,__text) non-external -[MREffectJustATitle isLoadedForTime:]
00000001c0fc4cb0 (__TEXT,__text) non-external -[MREffectJustATitle prerenderForTime:inContext:withArguments:]
00000001c0fc4d00 (__TEXT,__text) non-external -[MREffectJustATitle renderAtTime:inContext:withArguments:]
00000001c0fc4694 (__TEXT,__text) non-external -[MREffectJustATitle setAttributes:]
00000001c0fc5278 (__TEXT,__text) non-external -[MREffectJustATitle(MRLoadable) _loadForTime:inContext:withArguments:]
00000001c0fc5b0c (__TEXT,__text) non-external -[MREffectJustATitle(MRLoadable) _maxLinesForTextElement:]
00000001c0fc5a18 (__TEXT,__text) non-external -[MREffectJustATitle(MRLoadable) _maxSizeForTextElement:]
00000001c0fc5ba0 (__TEXT,__text) non-external -[MREffectJustATitle(MRLoadable) _unload]
00000001c1121724 (__TEXT,__text) non-external -[MREffectMagazine _applySizeScripts:]
00000001c112146c (__TEXT,__text) non-external -[MREffectMagazine _cleanup]
00000001c1122cf4 (__TEXT,__text) non-external -[MREffectMagazine _sizeForBreakAspectRatio:size:inContext:]
00000001c1122f34 (__TEXT,__text) non-external -[MREffectMagazine beginMorphingToAspectRatio:withDuration:]
00000001c1122d00 (__TEXT,__text) non-external -[MREffectMagazine elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c1122f44 (__TEXT,__text) non-external -[MREffectMagazine getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00000001c1122ec4 (__TEXT,__text) non-external -[MREffectMagazine getVerticesCoordinates:withMatrix:forElement:]
00000001c11213fc (__TEXT,__text) non-external -[MREffectMagazine initWithEffectID:]
00000001c112151c (__TEXT,__text) non-external -[MREffectMagazine isLoadedForTime:]
00000001c112159c (__TEXT,__text) non-external -[MREffectMagazine prerenderForTime:inContext:withArguments:]
00000001c1121e54 (__TEXT,__text) non-external -[MREffectMagazine renderAtTime:inContext:withArguments:]
00000001c11214cc (__TEXT,__text) non-external -[MREffectMagazine setPixelSize:]
00000001c1122f80 (__TEXT,__text) non-external -[MREffectMagazine(MRLoadable) _loadForTime:inContext:withArguments:]
00000001c1123310 (__TEXT,__text) non-external -[MREffectMagazine(MRLoadable) _unload]
00000001c0fc6840 (__TEXT,__text) non-external -[MREffectManager attributeDescriptionForEffectID:andKey:]
00000001c0fc5ff8 (__TEXT,__text) non-external -[MREffectManager classForEffectID:]
00000001c0fc5da0 (__TEXT,__text) non-external -[MREffectManager cleanup]
00000001c0fc6778 (__TEXT,__text) non-external -[MREffectManager customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001c0fc5d50 (__TEXT,__text) non-external -[MREffectManager dealloc]
00000001c0fc67f0 (__TEXT,__text) non-external -[MREffectManager defaultEffectAttributesWithEffectID:andSlideInformation:]
00000001c0fc66a8 (__TEXT,__text) non-external -[MREffectManager defaultMainDurationForEffectID:]
00000001c0fc665c (__TEXT,__text) non-external -[MREffectManager defaultPhaseInDurationForEffectID:]
00000001c0fc66f4 (__TEXT,__text) non-external -[MREffectManager defaultPhaseOutDurationForEffectID:]
00000001c0fc63a8 (__TEXT,__text) non-external -[MREffectManager descriptionForEffectID:]
00000001c0fc6140 (__TEXT,__text) non-external -[MREffectManager effectWithEffectID:]
00000001c0fc6740 (__TEXT,__text) non-external -[MREffectManager hasCustomTimingForEffectID:]
00000001c0fc64ec (__TEXT,__text) non-external -[MREffectManager hasMultiImageInputForEffectID:]
00000001c0fc6538 (__TEXT,__text) non-external -[MREffectManager imageInputInfosForEffectID:]
00000001c0fc6578 (__TEXT,__text) non-external -[MREffectManager imageProviderInfosForEffectID:]
00000001c0fc5ce8 (__TEXT,__text) non-external -[MREffectManager init]
00000001c0fc65b8 (__TEXT,__text) non-external -[MREffectManager isOpaqueForEffectID:]
00000001c0fc689c (__TEXT,__text) non-external -[MREffectManager lineSpacingFactorForTextInEffectID:presetID:atIndex:]
00000001c0fc62c0 (__TEXT,__text) non-external -[MREffectManager recycleEffect:]
00000001c0fc5de4 (__TEXT,__text) non-external -[MREffectManager releaseResources]
00000001c0fc63f8 (__TEXT,__text) non-external -[MREffectManager resourcePathForEffectID:andResource:]
00000001c0fc6484 (__TEXT,__text) non-external -[MREffectManager sizeScriptForEffectID:andKey:]
00000001c1131590 (__TEXT,__text) non-external -[MREffectMap _currentRect]
00000001c1131ac0 (__TEXT,__text) non-external -[MREffectMap _fetchMapTile:]
00000001c11315c8 (__TEXT,__text) non-external -[MREffectMap _mapScale]
00000001c11315b8 (__TEXT,__text) non-external -[MREffectMap _setZoom:]
00000001c1131484 (__TEXT,__text) non-external -[MREffectMap _unload]
00000001c11313b8 (__TEXT,__text) non-external -[MREffectMap cleanup]
00000001c1131f74 (__TEXT,__text) non-external -[MREffectMap elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c1131f80 (__TEXT,__text) non-external -[MREffectMap getVerticesCoordinates:withMatrix:forElement:]
00000001c1131310 (__TEXT,__text) non-external -[MREffectMap initWithEffectID:]
00000001c1131478 (__TEXT,__text) non-external -[MREffectMap isLoadedForTime:]
00000001c1131588 (__TEXT,__text) non-external -[MREffectMap isNative3D]
00000001c1131480 (__TEXT,__text) non-external -[MREffectMap loadForTime:inContext:withArguments:now:]
00000001c11315f4 (__TEXT,__text) non-external -[MREffectMap prerenderForTime:inContext:withArguments:]
00000001c1131e34 (__TEXT,__text) non-external -[MREffectMap renderAtTime:inContext:withArguments:]
00000001c1131530 (__TEXT,__text) non-external -[MREffectMap setPixelSize:]
00000001c1132078 (__TEXT,__text) non-external -[MREffectMap(GestureSupport) pzrCancel:]
00000001c1132064 (__TEXT,__text) non-external -[MREffectMap(GestureSupport) pzrEnd:]
00000001c1131f88 (__TEXT,__text) non-external -[MREffectMap(GestureSupport) pzrStart:]
00000001c1131fc4 (__TEXT,__text) non-external -[MREffectMap(GestureSupport) pzrUpdate:]
00000001c0fd0734 (__TEXT,__text) non-external -[MREffectMapSlides _cleanup]
00000001c0fd3570 (__TEXT,__text) non-external -[MREffectMapSlides _renderBigShadowForRect:scale:rects:atTime:inContext:withArguments:]
00000001c0fd3838 (__TEXT,__text) non-external -[MREffectMapSlides elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c0fd39fc (__TEXT,__text) non-external -[MREffectMapSlides getVerticesCoordinates:withMatrix:forElement:]
00000001c0fd0510 (__TEXT,__text) non-external -[MREffectMapSlides initWithEffectID:]
00000001c0fd0888 (__TEXT,__text) non-external -[MREffectMapSlides isLoadedForTime:]
00000001c0fd0910 (__TEXT,__text) non-external -[MREffectMapSlides prerenderForTime:inContext:withArguments:]
00000001c0fd0c54 (__TEXT,__text) non-external -[MREffectMapSlides render1SlideAtTime:inContext:withArguments:scale:]
00000001c0fd1264 (__TEXT,__text) non-external -[MREffectMapSlides render2SlidesAtTime:inContext:withArguments:scale:]
00000001c0fd1c8c (__TEXT,__text) non-external -[MREffectMapSlides render3SlidesAtTime:inContext:withArguments:scale:]
00000001c0fd2578 (__TEXT,__text) non-external -[MREffectMapSlides render4SlidesAtTime:inContext:withArguments:scale:]
00000001c0fd09d8 (__TEXT,__text) non-external -[MREffectMapSlides renderAtTime:inContext:withArguments:]
00000001c0fd2f6c (__TEXT,__text) non-external -[MREffectMapSlides renderKey:shadow:shadowRect:size:position:xRot:tX:isPano:time:inContext:withArguments:]
00000001c0fd07d8 (__TEXT,__text) non-external -[MREffectMapSlides setPixelSize:]
00000001c0fd3a6c (__TEXT,__text) non-external -[MREffectMapSlides(MRLoadable) _unload]
00000001c0fd3b54 (__TEXT,__text) non-external -[MREffectMapTitle _cleanup]
00000001c0fd3bc8 (__TEXT,__text) non-external -[MREffectMapTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c0fd3c04 (__TEXT,__text) non-external -[MREffectMapTitle getVerticesCoordinates:withMatrix:forElement:]
00000001c0fd3af4 (__TEXT,__text) non-external -[MREffectMapTitle initWithEffectID:]
00000001c0fd3f74 (__TEXT,__text) non-external -[MREffectMapTitle isLoadedForTime:]
00000001c0fd4008 (__TEXT,__text) non-external -[MREffectMapTitle prerenderForTime:inContext:withArguments:]
00000001c0fd4044 (__TEXT,__text) non-external -[MREffectMapTitle renderAtTime:inContext:withArguments:]
00000001c0fd3c8c (__TEXT,__text) non-external -[MREffectMapTitle setAttributes:]
00000001c0fd41ec (__TEXT,__text) non-external -[MREffectMapTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00000001c0fd45a8 (__TEXT,__text) non-external -[MREffectMapZoom _cleanup]
00000001c0fd44c8 (__TEXT,__text) non-external -[MREffectMapZoom initWithEffectID:]
00000001c0fd4774 (__TEXT,__text) non-external -[MREffectMapZoom isLoadedForTime:]
00000001c0fd48c0 (__TEXT,__text) non-external -[MREffectMapZoom prerenderForTime:inContext:withArguments:]
00000001c0fd50d0 (__TEXT,__text) non-external -[MREffectMapZoom renderAtTime:inContext:withArguments:]
00000001c0fd4700 (__TEXT,__text) non-external -[MREffectMapZoom setPixelSize:]
00000001c0fd56b0 (__TEXT,__text) non-external -[MREffectMapZoom(MRLoadable) _unload]
00000001c0fd58f8 (__TEXT,__text) non-external -[MREffectModern _cleanup]
00000001c0fd60e8 (__TEXT,__text) non-external -[MREffectModern elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c0fd6124 (__TEXT,__text) non-external -[MREffectModern getVerticesCoordinates:withMatrix:forElement:]
00000001c0fd57f8 (__TEXT,__text) non-external -[MREffectModern initWithEffectID:]
00000001c0fd59c4 (__TEXT,__text) non-external -[MREffectModern isAlphaFriendly]
00000001c0fd59b4 (__TEXT,__text) non-external -[MREffectModern isNative3D]
00000001c0fd59bc (__TEXT,__text) non-external -[MREffectModern isOpaque]
00000001c0fd6064 (__TEXT,__text) non-external -[MREffectModern patchworkAtTime:inContext:withArguments:]
00000001c0fd59cc (__TEXT,__text) non-external -[MREffectModern prerenderForTime:inContext:withArguments:]
00000001c0fd5acc (__TEXT,__text) non-external -[MREffectModern renderAtTime:inContext:withArguments:]
00000001c0fd613c (__TEXT,__text) non-external -[MREffectModern renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00000001c0fd5940 (__TEXT,__text) non-external -[MREffectModern setPixelSize:]
00000001c0fdf660 (__TEXT,__text) non-external -[MREffectOrigami _checkPanoramaAbsoluteSizeForImage:inRect:]
00000001c0fd683c (__TEXT,__text) non-external -[MREffectOrigami _cleanupSwingTimings]
00000001c0fd665c (__TEXT,__text) non-external -[MREffectOrigami _cleanup]
00000001c0feb000 (__TEXT,__text) non-external -[MREffectOrigami _needsRenderingAtTime:remainingStillDurationAfter:]
00000001c0fde428 (__TEXT,__text) non-external -[MREffectOrigami _renderFallBreakImage:atProgress:inContext:withArguments:inRect:withAttributes:::]
00000001c0fde128 (__TEXT,__text) non-external -[MREffectOrigami _renderFallImage:atProgress:inContext:withArguments:inRect:withAttributes:::]
00000001c0fdb6bc (__TEXT,__text) non-external -[MREffectOrigami _retainedByUserBackColorImageInContext:]
00000001c0fd68c0 (__TEXT,__text) non-external -[MREffectOrigami _setTargetSizeOfImageProviders]
00000001c0fdba10 (__TEXT,__text) non-external -[MREffectOrigami _setupBreakInfos:inContext:withArguments:]
00000001c0fd6768 (__TEXT,__text) non-external -[MREffectOrigami _setupSwingTimings]
00000001c0fd6700 (__TEXT,__text) non-external -[MREffectOrigami _unload]
00000001c0feb33c (__TEXT,__text) non-external -[MREffectOrigami beginMorphingToAspectRatio:withDuration:]
00000001c0fdced0 (__TEXT,__text) non-external -[MREffectOrigami elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c0febb24 (__TEXT,__text) non-external -[MREffectOrigami getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00000001c0feb390 (__TEXT,__text) non-external -[MREffectOrigami getStartTime:andDuration:forMovingToElementID:backwards:]
00000001c0fdd094 (__TEXT,__text) non-external -[MREffectOrigami getVerticesCoordinates:withMatrix:forElement:]
00000001c0feb398 (__TEXT,__text) non-external -[MREffectOrigami hasMoreSlidesFromTime:backwards:startTime:duration:]
00000001c0fd64a4 (__TEXT,__text) non-external -[MREffectOrigami initWithEffectID:]
00000001c0feb7d8 (__TEXT,__text) non-external -[MREffectOrigami interestingTimeForElement:]
00000001c0feb5ec (__TEXT,__text) non-external -[MREffectOrigami interestingTimeForTime:]
00000001c0fe9154 (__TEXT,__text) non-external -[MREffectOrigami patchworkAtTime:inContext:withArguments:]
00000001c0fdc0c8 (__TEXT,__text) non-external -[MREffectOrigami prerenderForTime:inContext:withArguments:]
00000001c0fe4d74 (__TEXT,__text) non-external -[MREffectOrigami render1To3DownAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fe5f98 (__TEXT,__text) non-external -[MREffectOrigami render1To3LeftAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fdc39c (__TEXT,__text) non-external -[MREffectOrigami renderAtTime:inContext:withArguments:]
00000001c0fdf668 (__TEXT,__text) non-external -[MREffectOrigami renderBreakAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fdeca0 (__TEXT,__text) non-external -[MREffectOrigami renderFall2AtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fdeb58 (__TEXT,__text) non-external -[MREffectOrigami renderFallAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fdeeb4 (__TEXT,__text) non-external -[MREffectOrigami renderFallBreakAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fe80ec (__TEXT,__text) non-external -[MREffectOrigami renderFlipDiagonalAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fe21e0 (__TEXT,__text) non-external -[MREffectOrigami renderFlipDownAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fe0aa8 (__TEXT,__text) non-external -[MREffectOrigami renderFlipLeftAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fe7084 (__TEXT,__text) non-external -[MREffectOrigami renderFold4LeftAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fe468c (__TEXT,__text) non-external -[MREffectOrigami renderFoldDownAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fe3c64 (__TEXT,__text) non-external -[MREffectOrigami renderFoldLeftAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fdeffc (__TEXT,__text) non-external -[MREffectOrigami renderStillAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fe86a4 (__TEXT,__text) non-external -[MREffectOrigami renderUnfoldingFlowerAtTime:andProgress:inContext:withArguments:inRect:withAttributes:]
00000001c0fdd104 (__TEXT,__text) non-external -[MREffectOrigami setPhaseInDuration:mainDuration:phaseOutDuration:]
00000001c0fd9364 (__TEXT,__text) non-external -[MREffectOrigami setPixelSize:]
00000001c0fd93e0 (__TEXT,__text) non-external -[MREffectOrigami updateSizes]
00000001c0febebc (__TEXT,__text) non-external -[MREffectOrigamiTiming dealloc]
00000001c0fec280 (__TEXT,__text) non-external -[MREffectOrigamiTiming displayTimeForSlideAtIndex:]
00000001c0fec298 (__TEXT,__text) non-external -[MREffectOrigamiTiming displayTimeForTextAtIndex:]
00000001c0febdd4 (__TEXT,__text) non-external -[MREffectOrigamiTiming initWithEffectID:]
00000001c0fec2a0 (__TEXT,__text) non-external -[MREffectOrigamiTiming lowestDisplayTime]
00000001c0fec2b4 (__TEXT,__text) non-external -[MREffectOrigamiTiming mainDuration]
00000001c0fec2ac (__TEXT,__text) non-external -[MREffectOrigamiTiming phaseInDuration]
00000001c0fec2bc (__TEXT,__text) non-external -[MREffectOrigamiTiming phaseOutDuration]
00000001c0febf24 (__TEXT,__text) non-external -[MREffectOrigamiTiming setPhaseInDuration:mainDuration:phaseOutDuration:]
00000001c0fec274 (__TEXT,__text) non-external -[MREffectOrigamiTiming showDurationForSlideAtIndex:]
00000001c0fec268 (__TEXT,__text) non-external -[MREffectOrigamiTiming showTimeForSlideAtIndex:]
00000001c0fec4d8 (__TEXT,__text) non-external -[MREffectOrigamiTitle _cleanupSwingTimings]
00000001c0fec3f0 (__TEXT,__text) non-external -[MREffectOrigamiTitle _cleanup]
00000001c0ff1a18 (__TEXT,__text) non-external -[MREffectOrigamiTitle _retainedByUserBackColorImageInContext:]
00000001c0fec490 (__TEXT,__text) non-external -[MREffectOrigamiTitle _setupSwingTimings]
00000001c0fee204 (__TEXT,__text) non-external -[MREffectOrigamiTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00000001c0fee3ec (__TEXT,__text) non-external -[MREffectOrigamiTitle getVerticesCoordinates:withMatrix:forElement:]
00000001c0fec2c4 (__TEXT,__text) non-external -[MREffectOrigamiTitle init]
00000001c0fec50c (__TEXT,__text) non-external -[MREffectOrigamiTitle isLoadedForTime:]
00000001c0ff0728 (__TEXT,__text) non-external -[MREffectOrigamiTitle patchworkAtTime:inContext:withArguments:]
00000001c0fec630 (__TEXT,__text) non-external -[MREffectOrigamiTitle renderAtTime:inContext:withArguments:]
00000001c0fef570 (__TEXT,__text) non-external -[MREffectOrigamiTitle renderBreakImage:atProgress:withKey:inContext:withArguments:inRect:withAttributes:]
00000001c0feeb04 (__TEXT,__text) non-external -[MREffectOrigamiTitle renderFallBreakImage:atProgress:inContext:withArguments:inRect:withAttributes:::]
