00007ffa4482a470 (__DATA,__data) non-external _.compoundliteral
00007ffa1facd641 (__TEXT,__text) non-external (was a private external) _glpCheckArrayIndex
00007ffa1fb04580 (__TEXT,__text) non-external (was a private external) _glpCheckBarrier
00007ffa1facc50b (__TEXT,__text) non-external (was a private external) _glpCheckIBDeref
00007ffa1fad00e6 (__TEXT,__text) non-external (was a private external) _glpCheckName
00007ffa1fab962c (__TEXT,__text) non-external (was a private external) _glpCleanUpLinkedProgram
00007ffa1fae4d53 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeAddExpr
00007ffa1fae4cf5 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeClearExprs
00007ffa1fae4d33 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExpr
00007ffa1fae4d2a (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetExprCount
00007ffa1fae4ceb (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeGetIsFromSource
00007ffa1fae4d60 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeInsertExpr
00007ffa1fae4d43 (__TEXT,__text) non-external (was a private external) _glpCommaExprNodeSetExpr
00007ffa1fad0ba7 (__TEXT,__text) non-external (was a private external) _glpCommaResult
00007ffa1fadd6ba (__TEXT,__text) non-external (was a private external) _glpCompareValues
00007ffa1fab4f6c (__TEXT,__text) non-external (was a private external) _glpCompileShader
00007ffa1faafb92 (__TEXT,__text) non-external (was a private external) _glpCompilerAllOutputsAreInvariant
00007ffa1faafd17 (__TEXT,__text) non-external (was a private external) _glpCompilerApplyImplictRulesForGlobalTypeQualifier
00007ffa1fab01b3 (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTrackPrecision
00007ffa1fab01d2 (__TEXT,__text) non-external (was a private external) _glpCompilerDoesTypeRequirePrecision
00007ffa1faaffe8 (__TEXT,__text) non-external (was a private external) _glpCompilerForceAllOutputsToBeInvariant
00007ffa1faaf929 (__TEXT,__text) non-external (was a private external) _glpCompilerGetAllocator
00007ffa1faaef16 (__TEXT,__text) non-external (was a private external) _glpCompilerGetGLProfile
00007ffa1fab0336 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImmediateSAContext
00007ffa1fab0140 (__TEXT,__text) non-external (was a private external) _glpCompilerGetImplicitConversionPolicy
00007ffa1faafecd (__TEXT,__text) non-external (was a private external) _glpCompilerGetImpliedBankSize
00007ffa1faaef28 (__TEXT,__text) non-external (was a private external) _glpCompilerGetInfoLog
00007ffa1faaff9e (__TEXT,__text) non-external (was a private external) _glpCompilerGetIntConstant
00007ffa1faafcff (__TEXT,__text) non-external (was a private external) _glpCompilerGetLanguage
00007ffa1faafcf5 (__TEXT,__text) non-external (was a private external) _glpCompilerGetNameTable
00007ffa1faaef1f (__TEXT,__text) non-external (was a private external) _glpCompilerGetOSXVersion
00007ffa1faaef0d (__TEXT,__text) non-external (was a private external) _glpCompilerGetOptions
00007ffa1faafffc (__TEXT,__text) non-external (was a private external) _glpCompilerGetSubroutineType
00007ffa1faafd0d (__TEXT,__text) non-external (was a private external) _glpCompilerGetTopLevelNode
00007ffa1faaff94 (__TEXT,__text) non-external (was a private external) _glpCompilerGetValueHash
00007ffa1faafb78 (__TEXT,__text) non-external (was a private external) _glpCompilerInsertDef
00007ffa1faafc42 (__TEXT,__text) non-external (was a private external) _glpCompilerNewTempName
00007ffa1faaf918 (__TEXT,__text) non-external (was a private external) _glpCompilerPoolAlloc
00007ffa1fab032d (__TEXT,__text) non-external (was a private external) _glpCompilerPopSAContext
00007ffa1fab0268 (__TEXT,__text) non-external (was a private external) _glpCompilerPushSAContext
00007ffa1faaef35 (__TEXT,__text) non-external (was a private external) _glpCompilerRemapObject
00007ffa1faafc34 (__TEXT,__text) non-external (was a private external) _glpCompilerRemapValue
00007ffa1fab025e (__TEXT,__text) non-external (was a private external) _glpCompilerRequiresOutputPoints
00007ffa1fab0254 (__TEXT,__text) non-external (was a private external) _glpCompilerSetRequiresOutputPoints
00007ffa1faafff2 (__TEXT,__text) non-external (was a private external) _glpCompilerUsingStyleGuide
00007ffa1fb04b05 (__TEXT,__text) non-external (was a private external) _glpConstantFold
00007ffa1fae3cdc (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetType
00007ffa1fae3ce6 (__TEXT,__text) non-external (was a private external) _glpConstantNodeGetValue
00007ffa1fae3cf0 (__TEXT,__text) non-external (was a private external) _glpConstantNodeSetValue
00007ffa1fb04800 (__TEXT,__text) non-external (was a private external) _glpConstantValueFromDecomposedInitializer
00007ffa1fae40e9 (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeGetType
00007ffa1fae40fa (__TEXT,__text) non-external (was a private external) _glpConstructorCallNodeSetType
00007ffa1facd990 (__TEXT,__text) non-external (was a private external) _glpConvert
00007ffa1fab8f66 (__TEXT,__text) non-external _glpCopyContextState
00007ffa1fab30db (__TEXT,__text) non-external (was a private external) _glpCopyLayoutObject
00007ffa1fad7e60 (__TEXT,__text) non-external (was a private external) _glpCopyString
00007ffa1fadd650 (__TEXT,__text) non-external (was a private external) _glpCopyValue
00007ffa1fadd688 (__TEXT,__text) non-external (was a private external) _glpCopyValueInto
00007ffa1fb07405 (__TEXT,__text) non-external _glpCopyValueIntoWithSwizzle
00007ffa1fa84b80 (__TEXT,__text) non-external (was a private external) _glpCreateDoublesTelemetry
00007ffa4482eb00 (__DATA,__bss) non-external _glpCreateDoublesTelemetry.onceToken
00007ffa1fa84cab (__TEXT,__text) non-external (was a private external) _glpCreateNVFragment2Telemetry
00007ffa4482eb20 (__DATA,__bss) non-external _glpCreateNVFragment2Telemetry.onceToken
00007ffa1fa84c76 (__TEXT,__text) non-external (was a private external) _glpCreateNVFragmentProgramTelemetry
00007ffa4482eb18 (__DATA,__bss) non-external _glpCreateNVFragmentProgramTelemetry.onceToken
00007ffa1fa84c0c (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex2Telemetry
00007ffa4482eb08 (__DATA,__bss) non-external _glpCreateNVVertex2Telemetry.onceToken
00007ffa1fa84c41 (__TEXT,__text) non-external (was a private external) _glpCreateNVVertex3Telemetry
00007ffa4482eb10 (__DATA,__bss) non-external _glpCreateNVVertex3Telemetry.onceToken
00007ffa1fab965d (__TEXT,__text) non-external _glpCreateShaderByteCode
00007ffa1fa84bb5 (__TEXT,__text) non-external _glpCreateTelemetry
00007ffa1fa85f0a (__TEXT,__text) non-external (was a private external) _glpDataHashGet
00007ffa1fa85d75 (__TEXT,__text) non-external (was a private external) _glpDataHashPut
00007ffa1fad839b (__TEXT,__text) non-external (was a private external) _glpDatasEqual
00007ffa1fb13bf4 (__TEXT,__text) non-external (was a private external) _glpDecLineNumber
00007ffa1fae3671 (__TEXT,__text) non-external (was a private external) _glpDeepCopyASTNode
00007ffa1fad83e4 (__TEXT,__text) non-external (was a private external) _glpDeepCopyType
00007ffa1fae669e (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeGetIsStray
00007ffa1fae66a8 (__TEXT,__text) non-external (was a private external) _glpDefaultStatementNodeSetIsStray
00007ffa1fae6c47 (__TEXT,__text) non-external (was a private external) _glpDerefNodeGetOffset
00007ffa1fae6c54 (__TEXT,__text) non-external (was a private external) _glpDerefNodeSetOffset
00007ffa1fad39ac (__TEXT,__text) non-external (was a private external) _glpDeserialError
00007ffa1fae9184 (__TEXT,__text) non-external (was a private external) _glpDeserializeAST
00007ffa1fae94bc (__TEXT,__text) non-external (was a private external) _glpDeserializeNames
00007ffa1fa88e58 (__TEXT,__text) non-external (was a private external) _glpDestroyCodeGenContext
00007ffa1fab960c (__TEXT,__text) non-external (was a private external) _glpDestroyCompiledShader
00007ffa1faaeebd (__TEXT,__text) non-external (was a private external) _glpDestroyCompiler
00007ffa1fad3459 (__TEXT,__text) non-external (was a private external) _glpDestroyDeserialContext
00007ffa1fa85744 (__TEXT,__text) non-external (was a private external) _glpDestroyIntHash
00007ffa1fa8e295 (__TEXT,__text) non-external (was a private external) _glpDestroyLLVMCodeGenContext
00007ffa1fab3177 (__TEXT,__text) non-external (was a private external) _glpDestroyLayoutObject
00007ffa1fab8fe1 (__TEXT,__text) non-external (was a private external) _glpDestroyLinkedProgram
00007ffa1fab5321 (__TEXT,__text) non-external (was a private external) _glpDestroyLinker
00007ffa1fac41b2 (__TEXT,__text) non-external (was a private external) _glpDestroyLog
00007ffa1fac46a4 (__TEXT,__text) non-external (was a private external) _glpDestroyNameTable
00007ffa1fa8542e (__TEXT,__text) non-external (was a private external) _glpDestroyPointerHash
00007ffa1fa86c06 (__TEXT,__text) non-external (was a private external) _glpDestroyPoolAllocator
00007ffa1fad29d6 (__TEXT,__text) non-external (was a private external) _glpDestroySerialContext
00007ffa1fad7fc6 (__TEXT,__text) non-external (was a private external) _glpDestroyStringBuffer
00007ffa1fa8506a (__TEXT,__text) non-external (was a private external) _glpDestroyStringHash
00007ffa1fad8a11 (__TEXT,__text) non-external (was a private external) _glpDestroyType
00007ffa1fa85a54 (__TEXT,__text) non-external (was a private external) _glpDestroyTypedValueHash
00007ffa1fb278d8 (__TEXT,__text) non-external (was a private external) _glpDisassemble1Op
00007ffa1fb003d0 (__TEXT,__text) non-external (was a private external) _glpDumpASTNodeToStringBuffer
00007ffa1fad9a10 (__TEXT,__text) non-external (was a private external) _glpDumpTypeToStringBuffer
00007ffa1fadb15a (__TEXT,__text) non-external (was a private external) _glpDuplicateDerefOrConstant
00007ffa1fad8d8b (__TEXT,__text) non-external (was a private external) _glpEachPrimitiveComponentOfType
00007ffa1facd290 (__TEXT,__text) non-external (was a private external) _glpEnsureDeref
00007ffa1facc469 (__TEXT,__text) non-external (was a private external) _glpEnsureOffsetsExist
00007ffa1fae47e2 (__TEXT,__text) non-external (was a private external) _glpEqualNodeGetIsFromSource
00007ffa1facf030 (__TEXT,__text) non-external (was a private external) _glpEvaluateArraySize
00007ffa1facf22f (__TEXT,__text) non-external (was a private external) _glpEvaluateTypeNode
00007ffa1fae622a (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeGetExpr
00007ffa1fae6237 (__TEXT,__text) non-external (was a private external) _glpExpressionStatementNodeSetExpr
00007ffa1fab25ae (__TEXT,__text) non-external (was a private external) _glpExtensionAllowed
00007ffa1fab26d4 (__TEXT,__text) non-external (was a private external) _glpExtensionAllowedAndDefault
00007ffa1fab20d7 (__TEXT,__text) non-external (was a private external) _glpExtensionFromString
00007ffa1fab258d (__TEXT,__text) non-external (was a private external) _glpExtensionToString
00007ffa1fae3e13 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetField
00007ffa1fae3e21 (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeGetStructure
00007ffa1fae3e2e (__TEXT,__text) non-external (was a private external) _glpFieldAccessNodeSetStructure
00007ffa1fae58a5 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetName
00007ffa1fae58b3 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeGetType
00007ffa1fae58c0 (__TEXT,__text) non-external (was a private external) _glpFieldDeclarationNodeSetType
00007ffa1fab3083 (__TEXT,__text) non-external (was a private external) _glpFinalizeParseContext
00007ffa1fae0a5d (__TEXT,__text) non-external (was a private external) _glpFinalizePreprocessor
00007ffa1faa7a25 (__TEXT,__text) non-external _glpFindGep
00007ffa1fab2839 (__TEXT,__text) non-external (was a private external) _glpFixInterpolateAt
00007ffa1fad0ac7 (__TEXT,__text) non-external (was a private external) _glpFlattenCommaTree
00007ffa1fb515c7 (__TEXT,__text) external _glpFragmentStateToPPStream
00007ffa1fb3944f (__TEXT,__text) external _glpFreePPShaderLinearize
00007ffa1fae3f3f (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetExtra
00007ffa1fae3f31 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeGetName
00007ffa1fae3f49 (__TEXT,__text) non-external (was a private external) _glpFunctionCallNodeSetExtra
00007ffa1fae5670 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetBody
00007ffa1fae5656 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeGetPrototype
00007ffa1fae567e (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetBody
00007ffa1fae5663 (__TEXT,__text) non-external (was a private external) _glpFunctionDefinitionNodeSetPrototype
00007ffa1fae5018 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeAddParameter
00007ffa1fae4fb1 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeClearParameters
00007ffa1fae4f67 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetExtra
00007ffa1fae4f59 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetName
00007ffa1fae4ff6 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameter
00007ffa1fae4fed (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetParameterCount
00007ffa1fae4f95 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnOutParam
00007ffa1fae4f7b (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeGetReturnType
00007ffa1fae5025 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeInsertParameter
00007ffa1fae4f71 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetExtra
00007ffa1fae5007 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetParameter
00007ffa1fae4fa3 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnOutParam
00007ffa1fae4f88 (__TEXT,__text) non-external (was a private external) _glpFunctionPrototypeNodeSetReturnType
00007ffa1fad89aa (__TEXT,__text) non-external (was a private external) _glpFunctionTypeGetReturnType
00007ffa1fb05a2d (__TEXT,__text) non-external _glpGLPTypeGetGLVMType
00007ffa1fab1ffe (__TEXT,__text) non-external (was a private external) _glpGLSLVersionAllowed
00007ffa1fab1f04 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionFromInt
00007ffa1fab1fc9 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionGetDefault
00007ffa1fab2080 (__TEXT,__text) non-external (was a private external) _glpGLSLVersionRequired
00007ffa1fab1fac (__TEXT,__text) non-external (was a private external) _glpGLSLVersionToInt
00007ffa1fab96a0 (__TEXT,__text) non-external (was a private external) _glpGenerateCopyInOut
00007ffa1fadac99 (__TEXT,__text) non-external (was a private external) _glpGetAccessorCount
00007ffa1fab2d07 (__TEXT,__text) non-external (was a private external) _glpGetBIArchiveData
00007ffa4482ef50 (__DATA,__bss) non-external _glpGetBIArchiveData._anchor
00007ffa1fab5168 (__TEXT,__text) non-external (was a private external) _glpGetCompiledShaderVersion
00007ffa1fa9fda0 (__TEXT,__text) non-external _glpGetComponentCount
00007ffa1fa90655 (__TEXT,__text) non-external _glpGetConstantInt32
00007ffa1faa7618 (__TEXT,__text) non-external _glpGetConstantOffset
00007ffa1facd5f9 (__TEXT,__text) non-external (was a private external) _glpGetDefaultPrecisionForType
00007ffa1fb181c0 (__TEXT,__text) non-external (was a private external) _glpGetErrMsg
00007ffa1fb13bcf (__TEXT,__text) non-external (was a private external) _glpGetFilename
00007ffa1faafb9c (__TEXT,__text) non-external _glpGetFrameworkConstantByIndex
00007ffa1fab16cb (__TEXT,__text) non-external (was a private external) _glpGetIBVariableObjectCount
00007ffa1fb13bdc (__TEXT,__text) non-external (was a private external) _glpGetLineNumber
00007ffa1facd599 (__TEXT,__text) non-external (was a private external) _glpGetMostBasicPrimitiveType
00007ffa1fa9fdcb (__TEXT,__text) non-external _glpGetPConst
00007ffa1fad8f90 (__TEXT,__text) external _glpGetPrimitiveType
