0000000180126d60 (__TEXT,__text) non-external K256
00000001800cc8b4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18addNotifyLoadImageEPKNS_6LoaderEPFvPK11mach_headerPKcbE
00000001800c79c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18addPermanentRangesERKN5dyld35ArrayIPKNS_6LoaderEEE
00000001800cac30 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18notifyDebuggerLoadEPKNS_6LoaderE
00000001800cad20 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18notifyDebuggerLoadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001800cc23c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState18notifyObjCPatchingEv
00000001800c6dc0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19addDynamicReferenceEPKNS_6LoaderES3_
00000001800cc830 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19addNotifyRemoveFuncEPKNS_6LoaderEPFvPK11mach_headerlE
00000001800cc08c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19doSingletonPatchingERNS_34DyldCacheDataConstLazyScopedWriterE
00000001800c9a18 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19garbageCollectInnerEv
00000001800c60a8 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState19partitionDelayLoadsENSt3__14spanIPKNS_6LoaderELm18446744073709551615EEES6_RN3lsl6VectorIS5_EE
00000001800cafe0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState20notifyDebuggerUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
000000018012b5c8 (__TEXT,__text) non-external __ZN5dyld412RuntimeState20notifyDebuggerUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE.cold.1
000000018012b5f4 (__TEXT,__text) non-external __ZN5dyld412RuntimeState20notifyDebuggerUnloadERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE.cold.2
00000001800cd00c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21addTLVTerminationFuncEPFvPvES1_
00000001800cdadc (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21allocateProcessArraysEm
00000001800cd554 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21initializeClosureModeEv
000000018012b64c (__TEXT,__text) non-external __ZN5dyld412RuntimeState21initializeClosureModeEv.cold.1
000000018012b678 (__TEXT,__text) non-external __ZN5dyld412RuntimeState21initializeClosureModeEv.cold.2
00000001800c8f50 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState21setLaunchMissingDylibEPKcS2_
00000001800cc938 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState22addNotifyBulkLoadImageEPKNS_6LoaderEPFvjPPK11mach_headerPPKcE
00000001800c8ad0 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState22buildInterposingTablesEv
00000001800c5d68 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState22cachedDylibLoadAddressEt
000000018012b2dc (__TEXT,__text) non-external __ZN5dyld412RuntimeState22cachedDylibLoadAddressEt.cold.1
00000001800c8f60 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState22setLaunchMissingSymbolEPKcS2_S2_
00000001800c7b54 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState23appendInterposingTuplesEPKNS_6LoaderEPKhj
000000018012b360 (__TEXT,__text) non-external __ZN5dyld412RuntimeState23appendInterposingTuplesEPKNS_6LoaderEPKhj.cold.1
00000001800c6004 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState23recursiveMarkNonDelayedEPKNS_6LoaderE
00000001800c729c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState24addMissingFlatLazySymbolEPKNS_6LoaderEPKcPm
00000001800cbf3c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState25removeDynamicDependenciesEPKNS_6LoaderE
00000001800c8f70 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState25setVMAccountingSuspendingEb
00000001800c7300 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState28rebindMissingFlatLazySymbolsERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001800c73fc (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState28removeMissingFlatLazySymbolsERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEE
00000001800c5dac (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState3addEPKNS_6LoaderE
00000001800c6744 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState4vlogEPKcPc
00000001800cd398 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState7exitTLVEv
00000001800ccab4 (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeState9setUpTLVsEPKN5dyld313MachOAnalyzerE
00000001800bf31c (__TEXT,__text) non-external (was a private external) __ZN5dyld412RuntimeStateC2ERKNS_13ProcessConfigERNS_12RuntimeLocksERN3lsl9AllocatorE
00000001800df2fc (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocator8zeroFillEy
000000018012c960 (__TEXT,__text) non-external __ZN5dyld413BumpAllocator8zeroFillEy.cold.1
000000018012c98c (__TEXT,__text) non-external __ZN5dyld413BumpAllocator8zeroFillEy.cold.2
00000001800dfe58 (__TEXT,__text) non-external (was a private external) __ZN5dyld413BumpAllocatorD2Ev
00000001800c119c (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig12scanForRootsEPv
00000001800c3e9c (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides15addPathOverrideERN3lsl9AllocatorEPKcS6_
00000001800c3ce0 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides18checkVersionedPathERNS_15SyscallDelegateERKNS0_9DyldCacheERN3lsl9AllocatorEPKcN5dyld38PlatformERKNSC_11GradedArchsE
00000001800c3f24 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides18forEachInColonListEPKcS3_RbU13block_pointerFvS3_S4_E
00000001800c3b4c (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides21processVersionedPathsERKNS0_7ProcessERNS_15SyscallDelegateERKNS0_9DyldCacheEN5dyld38PlatformERKNSA_11GradedArchsERN3lsl9AllocatorE
00000001800c509c (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides8typeNameENS1_4TypeE
00000001800c3764 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides9addEnvVarERKNS0_7ProcessERKNS0_8SecurityERN3lsl9AllocatorEPKcbPc
00000001800c43f4 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverrides9setStringERN3lsl9AllocatorERPKcS6_
00000001800c34a4 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig13PathOverridesC2ERKNS0_7ProcessERKNS0_8SecurityERKNS0_7LoggingERKNS0_9DyldCacheERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800c20c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7LoggingC2ERKNS0_7ProcessERKNS0_8SecurityERNS_15SyscallDelegateE
00000001800c17fc (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process11getDyldPathERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800c1748 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process11getMainPathERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800c1a54 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process12getMainArchsERNS_15SyscallDelegateE
00000001800c1618 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process13getDyldFileIDEv
00000001800c15e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process13getMainFileIDEv
00000001800c1894 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process15getMainPlatformEv
00000001800c1650 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process17getMainUnrealPathERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800c1b00 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7Process24fileIDFromFileHexStringsEPKc
00000001800c11c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig7ProcessC2EPKNS_10KernelArgsERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800c2004 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig8Security12pruneEnvVarsERNS0_7ProcessE
00000001800c1edc (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig8Security7getAMFIERKNS0_7ProcessERNS_15SyscallDelegateE
00000001800c1d30 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig8SecurityC2ERNS0_7ProcessERNS_15SyscallDelegateE
00000001800c2d14 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCache17setupDyldCommPageERNS0_7ProcessERKNS0_8SecurityERNS_15SyscallDelegateE
00000001800c2b90 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCache20setPlatformOSVersionERKNS0_7ProcessE
00000001800c33d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCache23isAlwaysOverridablePathEPKc
00000001800c270c (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfig9DyldCacheC2ERNS0_7ProcessERKNS0_8SecurityERKNS0_7LoggingERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800c07ac (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfigC1EPKNS_10KernelArgsERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800c06d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld413ProcessConfigC2EPKNS_10KernelArgsERNS_15SyscallDelegateERN3lsl9AllocatorE
00000001800dd2a8 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader13BindTargetRef12makeAbsoluteEy
000000018012c77c (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader13BindTargetRef12makeAbsoluteEy.cold.1
00000001800dd734 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader14loadDependentsER11DiagnosticsRNS_12RuntimeStateERKNS_6Loader11LoadOptionsE
00000001800dec98 (__TEXT,__text) non-external (was a private external) __ZN5dyld414PrebuiltLoader17beginInitializersERNS_12RuntimeStateE
000000018012c8dc (__TEXT,__text) non-external __ZN5dyld414PrebuiltLoader17beginInitializersERNS_12RuntimeStateE.cold.1
00000001800e1424 (__TEXT,__text) non-external (was a private external) __ZN5dyld415SyscallDelegate12DyldCommPageC1Ev
00000001800dc054 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader11withRegionsEPKN5dyld39MachOFileEU13block_pointerFvRKNS1_5ArrayINS_6Loader6RegionEEEE
00000001800da718 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader14dependentAttrsEj
000000018012c4e8 (__TEXT,__text) non-external __ZN5dyld416JustInTimeLoader14dependentAttrsEj.cold.1
000000018012c514 (__TEXT,__text) non-external __ZN5dyld416JustInTimeLoader14dependentAttrsEj.cold.2
00000001800da29c (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader14loadDependentsER11DiagnosticsRNS_12RuntimeStateERKNS_6Loader11LoadOptionsE
00000001800dc878 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader16makeLaunchLoaderER11DiagnosticsRNS_12RuntimeStateEPKN5dyld313MachOAnalyzerEPKcPKN6mach_o6LayoutE
00000001800db5d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader17beginInitializersERNS_12RuntimeStateE
00000001800dc908 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader21makePseudoDylibLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS_6Loader11LoadOptionsEPKNS_11PseudoDylibE
00000001800dbb40 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader21parseSectionLocationsEPKN5dyld39MachOFileERNS_16SectionLocationsE
00000001800dc45c (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader24makeJustInTimeLoaderDiskER11DiagnosticsRNS_12RuntimeStateEPKcRKNS_6Loader11LoadOptionsEbjPKN6mach_o6LayoutE
00000001800da8b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader28handleStrongWeakDefOverridesERNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterE
00000001800dc2f4 (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader29makeJustInTimeLoaderDyldCacheER11DiagnosticsRNS_12RuntimeStateEPKcRKNS_6Loader11LoadOptionsEjPKN6mach_o6LayoutE
00000001800db77c (__TEXT,__text) non-external (was a private external) __ZN5dyld416JustInTimeLoader4makeERNS_12RuntimeStateEPKN5dyld39MachOFileEPKcRKNS_6FileIDEybbbtPKN6mach_o6LayoutE
00000001e8752f08 (__DATA,__common) non-external (was a private external) __ZN5dyld416sSyscallDelegateE
00000001800f9398 (__TEXT,__text) non-external (was a private external) __ZN5dyld422HashTypeConformanceKey4hashERK43SwiftTypeProtocolConformanceDiskLocationKeyPv
00000001800bcb84 (__TEXT,__text) non-external (was a private external) __ZN5dyld422restartWithDyldInCacheEPKNS_10KernelArgsEPKN5dyld39MachOFileEPv
00000001800d00b4 (__TEXT,__text) non-external (was a private external) __ZN5dyld423EqualTypeConformanceKey5equalERK43SwiftTypeProtocolConformanceDiskLocationKeyS3_Pv
00000001800fc808 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState10fork_childEv
00000001800fb8ec (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState10setDyldOldERKNS0_9ImageInfoE
00000001800fb414 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState12addImageInfoERN3lsl9AllocatorERKNS0_9ImageInfoE
00000001800fb828 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState12addImageUUIDEPKN5dyld39MachOFileE
00000001800fbc48 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState12addImagesOldERN3lsl6VectorI15dyld_image_infoEEy
00000001800fc308 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState12removeImagesERN3lsl9AllocatorES3_RNSt3__14spanIPK11mach_headerLm18446744073709551615EEE
000000018012ea1c (__TEXT,__text) non-external __ZN5dyld423ExternallyViewableState12removeImagesERN3lsl9AllocatorES3_RNSt3__14spanIPK11mach_headerLm18446744073709551615EEE.cold.1
00000001800fba58 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState14ensureSnapshotERN3lsl9AllocatorE
00000001800fcb20 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState14getProcessInfoEv
00000001800fb65c (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState15addImageInfoOldERKNS0_9ImageInfoEym
00000001800fc12c (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState15removeImagesOldERN5dyld35ArrayIPKcEERNS2_IPK11mach_headerEERNSt3__14spanIS9_Lm18446744073709551615EEEy
00000001800fcdec (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState16addRosettaImagesERNSt3__14spanIK19dyld_aot_image_infoLm18446744073709551615EEERNS2_IK15dyld_image_infoLm18446744073709551615EEE
00000001800fc4a4 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState18setSharedCacheInfoERN3lsl9AllocatorEyRKNS0_9ImageInfoEb
00000001800fb73c (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState19notifyMonitorNeededEv
00000001800fd050 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState19removeRosettaImagesERNSt3__14spanIPK11mach_headerLm18446744073709551615EEE
00000001800fd120 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState20notifyMonitoringDyldEbjPPK11mach_headerPPKc
00000001800fbbfc (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState20setInitialImageCountEj
00000001800fd1ec (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState21switchDyldLoadAddressEPKN5dyld39MachOFileE
00000001800fc5bc (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState22detachFromSharedRegionEv
00000001800fbad4 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState23setLibSystemInitializedEv
00000001800fd2f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState23storeProcessInfoPointerEPP20dyld_all_image_infos
00000001800fd1fc (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState23switchToDyldInDyldCacheEPKN5dyld39MachOFileE
00000001800fccb0 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState25notifyMonitorOfMainCalledEv
00000001800fcdd8 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState25setRosettaSharedCacheInfoEyPKh
00000001800fc77c (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState27disableCrashReportBacktraceEv
00000001800fcc1c (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState31coresymbolication_load_notifierEPvyPKcPK11mach_header
00000001800fb758 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState31notifyMonitorOfImageListChangesEbjPPK11mach_headerPPKc
00000001800fcc7c (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState33coresymbolication_unload_notifierEPvyPKcPK11mach_header
00000001800fc814 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState34notifyMonitorOfImageListChangesSimEbjPPK11mach_headerPPKc
00000001800fcd44 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState37notifyMonitorOfDyldBeforeInitializersEv
00000001800fb28c (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState4initERN3lsl9AllocatorES3_RNS_11FileManagerEN5dyld38PlatformE
00000001800fc654 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState6commitEPNS_5Atlas15ProcessSnapshotERN3lsl9AllocatorES6_
00000001800fc074 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState6commitERN3lsl9AllocatorES3_
00000001800fb228 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState7initOldERN3lsl9AllocatorEN5dyld38PlatformE
00000001800fc5dc (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState7releaseERN3lsl9AllocatorE
00000001800fb948 (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState7setDyldERN3lsl9AllocatorERKNS0_9ImageInfoE
00000001800fbdac (__TEXT,__text) non-external (was a private external) __ZN5dyld423ExternallyViewableState9addImagesERN3lsl9AllocatorES3_RKNSt3__14spanINS0_9ImageInfoELm18446744073709551615EEE
000000018012e96c (__TEXT,__text) non-external __ZN5dyld423ExternallyViewableState9addImagesERN3lsl9AllocatorES3_RKNSt3__14spanINS0_9ImageInfoELm18446744073709551615EEE.cold.1
