00007ff841bbb778 (__DATA,__data) non-external _C
00007ff840028fb0 (__DATA_CONST,__const) non-external _tre_macros
00007ff8002f874c (__TEXT,__text) non-external _tre_make_trans
00007ff8002f8b2b (__TEXT,__text) non-external _tre_match
00007ff8002f80f9 (__TEXT,__text) non-external _tre_match_empty
00007ff8002f5f91 (__TEXT,__text) external _tre_mem_alloc_impl
00007ff8002f8a5d (__TEXT,__text) external _tre_mem_destroy
00007ff8002f3e11 (__TEXT,__text) external _tre_mem_new_impl
00007ff8002f7f10 (__TEXT,__text) non-external _tre_merge_branches
00007ff8002f626b (__TEXT,__text) non-external _tre_new_item
00007ff8002f3e3c (__TEXT,__text) external _tre_parse
00007ff80030f628 (__TEXT,__text) non-external _tre_parse_bound
00007ff80030dde1 (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff8003531bd (__TEXT,__text) non-external _tre_search_cnames
00007ff80030cd92 (__TEXT,__text) non-external _tre_set_empty
00007ff80030cdc0 (__TEXT,__text) non-external _tre_set_one
00007ff8002f82b7 (__TEXT,__text) non-external _tre_set_union
00007ff8002f8aa0 (__TEXT,__text) external _tre_stack_destroy
00007ff8002f3dac (__TEXT,__text) external _tre_stack_new
00007ff8002f5df4 (__TEXT,__text) external _tre_stack_num_objects
00007ff8002f5ebd (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff8002f62e6 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff8002f5e09 (__TEXT,__text) non-external _tre_stack_push
00007ff8002f5dfd (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff8002f6096 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff80035063c (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff8002f8cdc (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff800348acf (__TEXT,__text) non-external _trecurse
00007ff80030dd6b (__TEXT,__text) external _tsearch
00007ff80030945c (__TEXT,__text) external _ttyname
00007ff841bbdf30 (__DATA,__bss) non-external _ttyname_init
00007ff841bbdf38 (__DATA,__bss) non-external _ttyname_key
00007ff841bbb850 (__DATA,__data) non-external _ttyname_lock
00007ff800309540 (__TEXT,__text) external _ttyname_r
00007ff80032cc5e (__TEXT,__text) external _ttyslot
00007ff800348ab7 (__TEXT,__text) external _twalk
00007ff8002e3b8b (__TEXT,__text) non-external _typesequiv
00007ff8002e2b4d (__TEXT,__text) non-external _tzload
00007ff843911720 (__DATA_DIRTY,__data) external _tzname
00007ff8002e34c4 (__TEXT,__text) non-external _tzparse
00007ff8002e7f71 (__TEXT,__text) external _tzset
00007ff800341db0 (__TEXT,__text) external _tzsetwall
00007ff8002e296c (__TEXT,__text) non-external _tzsetwall_basic
00007ff80032cc66 (__TEXT,__text) external _ualarm
00007ff841bbba18 (__DATA,__data) non-external _uglue
00007ff80032ccdc (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff80031c598 (__TEXT,__text) external _umaskx_np
00007ff8002ef76f (__TEXT,__text) external _uname
00007ff80035cd20 (__TEXT,__const) non-external _unbound_variable_str
00007ff8003126e6 (__TEXT,__text) non-external _underflow
00007ff800301819 (__TEXT,__text) external _ungetc
00007ff80033a059 (__TEXT,__text) external _ungetwc
00007ff80033a0bf (__TEXT,__text) external _ungetwc_l
00007ff841bbe4a0 (__DATA,__bss) non-external _union_arg_queue
00007ff841bbd6d9 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff8002ffef8 (__TEXT,__text) external _unlockpt
00007ff8002e1462 (__TEXT,__text) external _unsetenv
00007ff80032ce1c (__TEXT,__text) external _unvis
00007ff80035937c (__TEXT,__text) non-external _unvis.cold.1
00007ff80035939f (__TEXT,__text) non-external _unvis.cold.2
00007ff8002ef628 (__TEXT,__text) external _uselocale
00007ff8002e93ef (__TEXT,__text) external _usleep
00007ff80032d5fc (__TEXT,__text) external _usleep$NOCANCEL
00007ff843912680 (__DATA_DIRTY,__bss) non-external _usual
00007ff8439118b0 (__DATA_DIRTY,__bss) non-external _usual_extra
00007ff80032d637 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff840027d50 (__DATA_CONST,__const) non-external _utmpx_types
00007ff80034e3fe (__TEXT,__text) external _utmpxname
00007ff8002e24cc (__TEXT,__text) external _uuid_clear
00007ff8002e8037 (__TEXT,__text) external _uuid_compare
00007ff8002e1156 (__TEXT,__text) external _uuid_copy
00007ff8002ede3b (__TEXT,__text) external _uuid_generate
00007ff8002ea0d2 (__TEXT,__text) external _uuid_generate_random
00007ff80031c0c0 (__TEXT,__text) external _uuid_generate_time
00007ff841bbdd98 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff841bbdd90 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff8002edd54 (__TEXT,__text) external _uuid_is_null
00007ff8002e8e91 (__TEXT,__text) external _uuid_pack
00007ff8002e8b50 (__TEXT,__text) external _uuid_parse
00007ff8002e80d8 (__TEXT,__text) external _uuid_unpack
00007ff8002edd71 (__TEXT,__text) external _uuid_unparse
00007ff800304747 (__TEXT,__text) external _uuid_unparse_lower
00007ff8002e8366 (__TEXT,__text) external _uuid_unparse_upper
00007ff840028090 (__DATA_CONST,__const) non-external _validlist
00007ff8002dbce8 (__TEXT,__text) external _vasprintf
00007ff8002e93d0 (__TEXT,__text) external _vasprintf_l
00007ff80030b3f0 (__TEXT,__text) external _vasxprintf
00007ff80031bc7e (__TEXT,__text) external _vasxprintf_exec
00007ff800309ae6 (__TEXT,__text) external _vdprintf
00007ff800309ac8 (__TEXT,__text) external _vdprintf_l
00007ff80031b412 (__TEXT,__text) external _vdxprintf
00007ff80031bc98 (__TEXT,__text) external _vdxprintf_exec
00007ff800358e8a (__TEXT,__text) external _verr
00007ff800358dbc (__TEXT,__text) external _verrc
00007ff800358f8a (__TEXT,__text) external _verrx
00007ff80031c45f (__TEXT,__text) external _vfork
00007ff80030e6d7 (__TEXT,__text) external _vfprintf
00007ff8002ed898 (__TEXT,__text) external _vfprintf_l
00007ff80033a528 (__TEXT,__text) external _vfscanf
00007ff80033a584 (__TEXT,__text) external _vfscanf_l
00007ff80033e534 (__TEXT,__text) external _vfwprintf
00007ff80033a614 (__TEXT,__text) external _vfwprintf_l
00007ff80033edc4 (__TEXT,__text) external _vfwscanf
00007ff800340fb8 (__TEXT,__text) external _vfwscanf_l
00007ff80031b429 (__TEXT,__text) external _vfxprintf
00007ff80031bcb1 (__TEXT,__text) external _vfxprintf_exec
00007ff80030e076 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff80030987d (__TEXT,__text) external _vprintf
00007ff800341037 (__TEXT,__text) external _vprintf_l
00007ff800341054 (__TEXT,__text) external _vscanf
00007ff8003410b6 (__TEXT,__text) external _vscanf_l
00007ff8002e0a4f (__TEXT,__text) external _vsnprintf
00007ff8002e7f3a (__TEXT,__text) external _vsnprintf_l
00007ff8002e81e2 (__TEXT,__text) external _vsprintf
00007ff8002e8210 (__TEXT,__text) external _vsprintf_l
00007ff80034111d (__TEXT,__text) external _vsscanf
00007ff8002e4f93 (__TEXT,__text) external _vsscanf_l
00007ff80034135f (__TEXT,__text) external _vswprintf
00007ff80034114b (__TEXT,__text) external _vswprintf_l
00007ff800341561 (__TEXT,__text) external _vswscanf
00007ff80034138d (__TEXT,__text) external _vswscanf_l
00007ff80031b441 (__TEXT,__text) external _vsxprintf
00007ff80031bccb (__TEXT,__text) external _vsxprintf_exec
00007ff80035917f (__TEXT,__text) external _vwarn
00007ff8003590dc (__TEXT,__text) external _vwarnc
00007ff8003592da (__TEXT,__text) external _vwarnx
00007ff80034158f (__TEXT,__text) external _vwprintf
00007ff8003415c7 (__TEXT,__text) external _vwprintf_l
00007ff8003415e4 (__TEXT,__text) external _vwscanf
00007ff80034161c (__TEXT,__text) external _vwscanf_l
00007ff80031b46f (__TEXT,__text) external _vxprintf
00007ff80031bcf9 (__TEXT,__text) external _vxprintf_exec
00007ff8003088fb (__TEXT,__text) external _wait
00007ff80032dbd8 (__TEXT,__text) external _wait$NOCANCEL
00007ff80032dbee (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff800304ea2 (__TEXT,__text) external _waitpid
00007ff80032dc05 (__TEXT,__text) external _waitpid$NOCANCEL
00007ff800359025 (__TEXT,__text) external _warn
00007ff8003591a2 (__TEXT,__text) external _warnc
00007ff80035923c (__TEXT,__text) external _warnx
00007ff800342682 (__TEXT,__text) external _wcpcpy
00007ff8003426a8 (__TEXT,__text) external _wcpncpy
00007ff800331309 (__TEXT,__text) external _wcrtomb
00007ff80030461b (__TEXT,__text) external _wcrtomb_l
00007ff800342791 (__TEXT,__text) external _wcscasecmp
00007ff800342707 (__TEXT,__text) external _wcscasecmp_l
00007ff8003427b9 (__TEXT,__text) external _wcscat
00007ff8003011e4 (__TEXT,__text) external _wcschr
00007ff8003427df (__TEXT,__text) external _wcscmp
00007ff800342dc2 (__TEXT,__text) external _wcscoll
00007ff8003427fb (__TEXT,__text) external _wcscoll_l
00007ff800342dea (__TEXT,__text) external _wcscpy
00007ff8003439cc (__TEXT,__text) external _wcscspn
00007ff800343a11 (__TEXT,__text) external _wcsdup
00007ff800331565 (__TEXT,__text) external _wcsftime
00007ff80033134f (__TEXT,__text) external _wcsftime_l
00007ff800343a51 (__TEXT,__text) external _wcslcat
00007ff800343ae3 (__TEXT,__text) external _wcslcpy
00007ff800300c83 (__TEXT,__text) external _wcslen
00007ff800343c0b (__TEXT,__text) external _wcsncasecmp
00007ff800343b4d (__TEXT,__text) external _wcsncasecmp_l
00007ff800343c33 (__TEXT,__text) external _wcsncat
00007ff800343c7b (__TEXT,__text) external _wcsncmp
00007ff800343cae (__TEXT,__text) external _wcsncpy
00007ff800343d01 (__TEXT,__text) external _wcsnlen
00007ff8003315d2 (__TEXT,__text) external _wcsnrtombs
00007ff80033158d (__TEXT,__text) external _wcsnrtombs_l
00007ff800343d1f (__TEXT,__text) external _wcspbrk
00007ff800343d5c (__TEXT,__text) external _wcsrchr
00007ff800331906 (__TEXT,__text) external _wcsrtombs
00007ff8003318bb (__TEXT,__text) external _wcsrtombs_l
00007ff800343d74 (__TEXT,__text) external _wcsspn
00007ff80034407d (__TEXT,__text) external _wcsstr
00007ff800331bee (__TEXT,__text) external _wcstod
00007ff8003319ad (__TEXT,__text) external _wcstod_l
00007ff800331e61 (__TEXT,__text) external _wcstof
00007ff800331c20 (__TEXT,__text) external _wcstof_l
00007ff800332090 (__TEXT,__text) external _wcstoimax
00007ff800331e90 (__TEXT,__text) external _wcstoimax_l
00007ff8003440e9 (__TEXT,__text) external _wcstok
00007ff8003322b8 (__TEXT,__text) external _wcstol
00007ff8003320b8 (__TEXT,__text) external _wcstol_l
00007ff8003324fb (__TEXT,__text) external _wcstold
00007ff8003322e0 (__TEXT,__text) external _wcstold_l
00007ff800332730 (__TEXT,__text) external _wcstoll
00007ff800332530 (__TEXT,__text) external _wcstoll_l
00007ff800332803 (__TEXT,__text) external _wcstombs
00007ff800332758 (__TEXT,__text) external _wcstombs_l
00007ff800332aa5 (__TEXT,__text) external _wcstoul
00007ff8003328b3 (__TEXT,__text) external _wcstoul_l
00007ff800332cbf (__TEXT,__text) external _wcstoull
00007ff800332acd (__TEXT,__text) external _wcstoull_l
00007ff800332ed9 (__TEXT,__text) external _wcstoumax
00007ff800332ce7 (__TEXT,__text) external _wcstoumax_l
00007ff8003441d9 (__TEXT,__text) external _wcswidth
00007ff80034415e (__TEXT,__text) external _wcswidth_l
00007ff800344392 (__TEXT,__text) external _wcsxfrm
00007ff800344201 (__TEXT,__text) external _wcsxfrm_l
00007ff80030f460 (__TEXT,__text) external _wctob
00007ff80030f488 (__TEXT,__text) external _wctob_l
00007ff800301205 (__TEXT,__text) external _wctomb
00007ff800332f01 (__TEXT,__text) external _wctomb_l
00007ff800333030 (__TEXT,__text) external _wctrans
00007ff8003330a0 (__TEXT,__text) external _wctrans_l
00007ff80033316c (__TEXT,__text) external _wctype
00007ff8003330aa (__TEXT,__text) external _wctype_l
00007ff840028420 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff800333194 (__TEXT,__text) external _wcwidth
00007ff800333201 (__TEXT,__text) external _wcwidth_l
00007ff800343976 (__TEXT,__text) non-external _we_read_fully
00007ff80035cba0 (__TEXT,__const) non-external _wildabbr
00007ff8003443ba (__TEXT,__text) external _wmemchr
00007ff8003443d7 (__TEXT,__text) external _wmemcmp
00007ff800344402 (__TEXT,__text) external _wmemcpy
00007ff800344410 (__TEXT,__text) external _wmemmove
00007ff80034441e (__TEXT,__text) external _wmemset
00007ff800341d3d (__TEXT,__text) non-external _wmemstream_close
00007ff800341c7b (__TEXT,__text) non-external _wmemstream_seek
00007ff800359836 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff800359859 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff800341a56 (__TEXT,__text) non-external _wmemstream_update
00007ff800359815 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff800341a83 (__TEXT,__text) non-external _wmemstream_write
00007ff800342e04 (__TEXT,__text) external _wordexp
00007ff80034393c (__TEXT,__text) external _wordfree
00007ff800341639 (__TEXT,__text) external _wprintf
00007ff800341705 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff8003417b2 (__TEXT,__text) external _wscanf
00007ff80034187e (__TEXT,__text) external _wscanf_l
00007ff841bbd818 (__DATA,__bss) non-external _wtmp_asl.0
00007ff841bbd820 (__DATA,__bss) non-external _wtmp_asl.1
00007ff841bbd828 (__DATA,__bss) non-external _wtmp_asl.2
00007ff841bbd830 (__DATA,__bss) non-external _wtmp_asl.3
00007ff841bbd838 (__DATA,__bss) non-external _wtmp_asl.4
00007ff841bbb770 (__DATA,__data) non-external _wtmp_file.0
00007ff841bbd7d8 (__DATA,__bss) non-external _wtmp_file.1
00007ff841bbd7e0 (__DATA,__bss) non-external _wtmp_file.2
00007ff841bbd7e8 (__DATA,__bss) non-external _wtmp_file.3
00007ff841bbd7f0 (__DATA,__bss) non-external _wtmp_file.4
00007ff841bbd7f8 (__DATA,__bss) non-external _wtmp_file.5
00007ff841bbd800 (__DATA,__bss) non-external _wtmp_file.6
00007ff841bbd808 (__DATA,__bss) non-external _wtmp_file.7
00007ff841bbd7d0 (__DATA,__bss) non-external _wtmp_func.0
00007ff841bbb758 (__DATA,__data) non-external _wtmp_func.1
00007ff841bbb760 (__DATA,__data) non-external _wtmp_func.2
00007ff841bbb768 (__DATA,__data) non-external _wtmp_func.3
00007ff8003167d5 (__TEXT,__text) external _wtmpxname
00007ff80031b361 (__TEXT,__text) external _xprintf
00007ff80030bc54 (__TEXT,__text) non-external (was a private external) _xprintf_calloc
00007ff841bbdd80 (__DATA,__bss) non-external _xprintf_domain_default
00007ff80031bbcf (__TEXT,__text) external _xprintf_exec
00007ff80030b2f4 (__TEXT,__text) non-external (was a private external) _xprintf_malloc
00007ff80035cbcc (__TEXT,__const) non-external _year_lengths
00007ff841bbd740 (__DATA,__bss) non-external _zapchar
00007ff80035c9d0 (__TEXT,__const) non-external _zeroes
00007ff80035cae0 (__TEXT,__const) non-external _zeroes
00007ff841bbbbf0 (__DATA,__data) non-external _zeroes
00007ff80030fd30 (__TEXT,__text) external mcount
