00000001acf13974 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001ed284058 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyExportedObject
00000001ed284670 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyItem
00000001ed284030 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPFilePolicy
00000001ed284648 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPInstallationPolicy
00000001ed284620 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistory
00000001ed2848c8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistoryItem
00000001ed2848a0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicy
00000001ed284878 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicyItem
00000001ed2845f8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPLog
00000001ed284008 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPMalwareSampling
00000001ed283fe0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPMetrics
00000001ed2845d0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPMigration
00000001ed283fb8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPMigrationScanner
00000001ed2845a8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPProvenanceMetadata
00000001ed283f90 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPProvenanceTracking
00000001ed283f68 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_SPSamplingTasking
00000001edeac9a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPScriptScanEvaluation
00000001edeac958 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPScriptScanner
00000001ed283f40 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_StagedBundleData
00000001ed283f18 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_TrackingAttributes
00000001acefe500 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001acf04340 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001acf050b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001acf050d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001acf050d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001acf0e554 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001acf0fe80 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001acefe500 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001aceffc98 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001acf04358 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001acf04380 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001acf04394 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001acf04394 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001acf04394 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001acf06280 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001acf08ecc (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001acf0e56c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001acf0fe94 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001acf14168 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001acf043c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
00000001acf043d0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_11
00000001acf043dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_12
00000001aceffcb4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001aceffce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001aceffce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001aceffce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001aceffce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001acf04358 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001acf0436c (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001acf04394 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001acf04394 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001acf043c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001acf04cd4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001acf050d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001acf0fea8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001aceffcb4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001aceffcc4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001acf0436c (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001acf043c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001acf050f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001acf08eac (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001acf0d964 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001acf0d9c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001acf0e580 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001acf133ac (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001aceffcb4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001aceffce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001acf04380 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001acf043c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001acf08ecc (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001aceffc98 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001acf043dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001acf0d984 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001acf04394 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001acf0d9a0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001aceffce4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001acf0d9c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001aceffcb4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001acf043a4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001e7443ae0 (__DATA_CONST,__const) external _SPErrorDomain
00000001acf14180 (__TEXT,__text) external _SPReportScriptExecutionViaFallback
00000001eb113b60 (__DATA,__bss) non-external _SafariSafeBrowsingLibraryCore.frameworkLibrary
                 (undefined) external _SecCertificateCopyOrganization (from Security)
                 (undefined) external _SecCertificateCopyOrganizationalUnit (from Security)
                 (undefined) external _SecCertificateGetTypeID (from Security)
                 (undefined) external _SecCodeCopyPath (from Security)
                 (undefined) external _SecCodeCopySigningInformation (from Security)
                 (undefined) external _SecCodeSetDetachedSignature (from Security)
                 (undefined) external _SecCodeSignerAddSignature (from Security)
                 (undefined) external _SecCodeSignerCreate (from Security)
                 (undefined) external _SecCodeSpecialSlotIsPresent (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
                 (undefined) external _SecStaticCodeCancelValidation (from Security)
                 (undefined) external _SecStaticCodeCheckValidity (from Security)
                 (undefined) external _SecStaticCodeCreateWithPath (from Security)
                 (undefined) external _SecStaticCodeSetCallback (from Security)
                 (undefined) external _SecStaticCodeValidateResourceWithErrors (from Security)
                 (undefined) external _SecTaskCopySigningIdentifier (from Security)
                 (undefined) external _SecTaskCreateWithAuditToken (from Security)
                 (undefined) external _SecTaskGetCodeSignStatus (from Security)
00000001acf190a0 (__TEXT,__const) external _SystemPolicyVersionNumber
00000001acf19070 (__TEXT,__const) external _SystemPolicyVersionString
00000001acf0b7cc (__TEXT,__text) external _URLisDirectory
00000001acf138f8 (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
00000001acf16d9c (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001acf17748 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_CLASS_METHODS_NSData_$_Strings
00000001acf17760 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_INSTANCE_METHODS_NSData_$_Strings
00000001f1ae4398 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
00000001acf17778 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
00000001acf17798 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
00000001acf177c8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
00000001acf177e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
00000001acf17800 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
00000001acf17878 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
00000001acf17898 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
00000001acf178b0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
00000001acf178e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
00000001acf17900 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy
00000001acf17918 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicyItem
00000001acf17930 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPLog
00000001acf179b0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPMigration
00000001acf17a18 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPProvenanceMetadata
00000001acf17a30 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPSamplingTasking
00000001acf17a48 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPScriptScanEvaluation
00000001f1ae43f0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_GKScanResult
00000001f1ae1768 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001f1ae2a80 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionHistoryItem
00000001f1ae27a0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionPolicyItem
00000001f1ae3238 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionHistoryItem
00000001f1ae1a30 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionPolicyItem
00000001f1ae4060 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPProvenanceMetadata
00000001f1ae1798 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPSamplingTasking
00000001f1ae1f68 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPScriptScanEvaluation
00000001acf17a60 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AKELData
00000001acf17ac8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AppWrapperPolicyResult
00000001acf17b18 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BundleData
00000001acf17bc8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_GKScanResult
00000001acf17c28 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyCacheMeta
00000001acf17cd0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyScanTarget
00000001acf17fd8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_ProvenanceEntry
00000001acf180e0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPBundleProtection
00000001acf18118 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPCodeEvaluationProxy
00000001acf18150 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPDeveloperPolicy
00000001acf181d0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionHistoryItem
00000001acf18278 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicy(Gatekeeper)
00000001acf18400 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyExportedObject
00000001acf18448 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyItem
00000001acf184f0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPInstallationPolicy
00000001acf18550 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistory
00000001acf18588 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistoryItem
00000001acf18638 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicy(MDM)
00000001acf187d0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicyItem
00000001acf188b0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMalwareSampling
00000001acf188f8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMetrics
00000001acf18940 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMigrationScanner
00000001acf18990 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceMetadata
00000001acf18a80 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceTracking
00000001acf18ae8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPSamplingTasking
00000001acf18ba8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPScriptScanEvaluation
00000001acf18bf0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPScriptScanner
00000001acf18c28 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StagedBundleData
00000001acf18c78 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrackingAttributes
00000001f1ae1ea0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AKELData
00000001f1ae46b8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AppWrapperPolicyResult
00000001f1ae2570 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_BundleData
00000001f1ae4450 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_GKScanResult
00000001f1ae2128 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyCacheMeta
00000001f1ae3700 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyScanTarget
00000001f1ae1338 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_ProvenanceEntry
00000001f1ae45e0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPBundleProtection
00000001f1ae22e8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPCodeEvaluationProxy
00000001f1ae4878 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPDeveloperPolicy
00000001f1ae2ae0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionHistoryItem
00000001f1ae3130 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicy
00000001f1ae3060 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyExportedObject
00000001f1ae2800 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyItem
00000001f1ae3608 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPInstallationPolicy
00000001f1ae2d08 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistory
00000001f1ae3298 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistoryItem
00000001f1ae2eb0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicy
00000001f1ae1a90 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicyItem
00000001f1ae16a8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMalwareSampling
00000001f1ae2498 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMetrics
00000001f1ae42b0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMigrationScanner
00000001f1ae40c0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceMetadata
00000001f1ae23c0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceTracking
00000001f1ae17f8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPSamplingTasking
00000001f1ae1fc8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPScriptScanEvaluation
00000001f1ae1988 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPScriptScanner
00000001f1ae1ce0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StagedBundleData
00000001f1ae1238 (__AUTH_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_TrackingAttributes
00000001f1ae4720 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AppWrapperPolicyResult
00000001f1ae2658 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_BundleData
00000001f1ae4498 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_GKScanResult
00000001f1ae21f0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyCacheMeta
00000001f1ae3d48 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyScanTarget
00000001f1ae1440 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_ProvenanceEntry
00000001f1ae48c0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPDeveloperPolicy
00000001f1ae2be8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionHistoryItem
00000001f1ae3088 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyExportedObject
00000001f1ae2908 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyItem
00000001f1ae33c0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionHistoryItem
00000001f1ae2f38 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicy
00000001f1ae1bb8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicyItem
00000001f1ae4318 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPMigrationScanner
00000001f1ae41a8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPProvenanceMetadata
00000001f1ae18a0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPSamplingTasking
