00000001acbe2258 (__TEXT,__text) non-external +[Caller current]
                 (undefined) external _CFRelease (from CoreFoundation)
00000001acc05658 (__TEXT,__text) external _CompareCredentials
00000001acc055c4 (__TEXT,__text) external _CopyCredential
                 (undefined) weak external _DFRGetScreenSize (from DFRFoundation)
                 (undefined) weak external _DFRGetStatus (from DFRFoundation)
                 (undefined) weak external _DFRRegisterStatusChangeCallback (from DFRFoundation)
00000001acc10df0 (__TEXT,__const) non-external (was a private external) _DaemonUtilsVersionNumber
00000001acc10db0 (__TEXT,__const) non-external (was a private external) _DaemonUtilsVersionString
00000001acc05c44 (__TEXT,__text) external _DeallocCredentialList
00000001acbe5e4c (__TEXT,__text) external _DeserializeAddCredential
00000001acc05948 (__TEXT,__text) external _DeserializeAddCredentialType
00000001acc05410 (__TEXT,__text) external _DeserializeCredential
00000001acc05b24 (__TEXT,__text) external _DeserializeCredentialList
00000001acc05d44 (__TEXT,__text) external _DeserializeGetContextProperty
00000001acbe5ac4 (__TEXT,__text) external _DeserializeProcessAcl
00000001acbe5f0c (__TEXT,__text) external _DeserializeRemoveCredential
00000001acbe5f10 (__TEXT,__text) external _DeserializeReplacePassphraseCredential
00000001acc050e8 (__TEXT,__text) external _DeserializeRequirement
00000001acbe57a0 (__TEXT,__text) external _DeserializeVerifyAclConstraint
00000001acc04848 (__TEXT,__text) external _DeserializeVerifyPolicy
00000001acc05818 (__TEXT,__text) external _GetSerializedAddCredentialSize
00000001acc05328 (__TEXT,__text) external _GetSerializedCredentialSize
00000001acc05cf0 (__TEXT,__text) external _GetSerializedGetContextPropertySize
00000001acc04c60 (__TEXT,__text) external _GetSerializedProcessAclSize
00000001acc059c8 (__TEXT,__text) external _GetSerializedRemoveCredentialSize
00000001acc05a1c (__TEXT,__text) external _GetSerializedReplacePassphraseCredentialSize
00000001acc04e48 (__TEXT,__text) external _GetSerializedRequirementSize
00000001acc04a28 (__TEXT,__text) external _GetSerializedVerifyAclConstraintSize
00000001acc046b0 (__TEXT,__text) external _GetSerializedVerifyPolicySize
                 (undefined) external _IOConnectCallScalarMethod (from IOKit)
                 (undefined) external _IOConnectCallStructMethod (from IOKit)
                 (undefined) external _IOHIDEventGetIntegerValue (from IOKit)
                 (undefined) external _IOHIDEventGetPhase (from IOKit)
                 (undefined) external _IOHIDEventGetType (from IOKit)
                 (undefined) external _IOHIDEventSystemClientActivate (from IOKit)
                 (undefined) external _IOHIDEventSystemClientCancel (from IOKit)
                 (undefined) external _IOHIDEventSystemClientCreateWithType (from IOKit)
                 (undefined) external _IOHIDEventSystemClientRegisterEventCallback (from IOKit)
                 (undefined) external _IOHIDEventSystemClientSetDispatchQueue (from IOKit)
                 (undefined) external _IOHIDEventSystemClientSetProperty (from IOKit)
                 (undefined) external _IOHIDEventSystemClientUnregisterDeviceMatchingBlock (from IOKit)
                 (undefined) external _IOHIDEventSystemClientUnregisterEventCallback (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryFromPath (from IOKit)
                 (undefined) external _IOServiceGetMatchingService (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
                 (undefined) external _IOServiceOpen (from IOKit)
00000001acbdae08 (__TEXT,__text) external _LAAnalyticsAuthenticationTypeFromEvent
                 (undefined) external _LACPolicyOptionSecureUIRecording (from LocalAuthenticationCore)
                 (undefined) external _LALogForCategory (from SharedUtils)
                 (undefined) external _LALogForPolicy (from SharedUtils)
00000001acbd921c (__TEXT,__text) non-external _LA_LOG
00000001acbda2e0 (__TEXT,__text) non-external _LA_LOG
00000001acbdcafc (__TEXT,__text) non-external _LA_LOG
00000001acbde17c (__TEXT,__text) non-external _LA_LOG
00000001acbdf4fc (__TEXT,__text) non-external _LA_LOG
00000001acbe2c98 (__TEXT,__text) non-external _LA_LOG
00000001acbe421c (__TEXT,__text) non-external _LA_LOG
00000001acc03828 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acc03984 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acc03c6c (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acc03d68 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acc03f84 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acc04198 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001acc042c0 (__TEXT,__text) non-external _LA_LOG.cold.1
00000001ecaecb08 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaecb10 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaecb18 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaecb20 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaecb28 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaecb30 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaecb38 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaecb40 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaecb48 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00000001ecaecac0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaecac8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaecad0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaecad8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaecae0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaecae8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaecaf0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaecaf8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001ecaecb00 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00000001eaae9710 (__DATA,__bss) non-external _LA_LOG_Caller.log
00000001eaae9708 (__DATA,__bss) non-external _LA_LOG_Caller.once
00000001acbe3f28 (__TEXT,__text) non-external _LA_LOG_INTERACTIVE
00000001acc04210 (__TEXT,__text) non-external _LA_LOG_INTERACTIVE.cold.1
00000001ecaecab8 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.log
00000001ecaecab0 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.once
00000001acbdb970 (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor
00000001acc03a98 (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor.cold.1
00000001ecaecaa8 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.log
00000001ecaecaa0 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.once
00000001eaae9700 (__DATA,__bss) non-external _LA_LOG_Request.log
00000001eaae96f8 (__DATA,__bss) non-external _LA_LOG_Request.once
00000001acc0ad2c (__TEXT,__text) external _LibCall_ACMContexAddCredentialWithScope
00000001acc0b064 (__TEXT,__text) external _LibCall_ACMContexRemoveCredentialsByTypeAndScope
00000001acc0aeb4 (__TEXT,__text) external _LibCall_ACMContextContainsCredentialTypeEx
00000001acc0d6b4 (__TEXT,__text) external _LibCall_ACMContextCopyData
00000001acc0a8d8 (__TEXT,__text) external _LibCall_ACMContextCreate
00000001acc0ab18 (__TEXT,__text) external _LibCall_ACMContextCreateWithExternalForm
00000001acc0c4b0 (__TEXT,__text) external _LibCall_ACMContextCredentialGetProperty
00000001acbeba18 (__TEXT,__text) external _LibCall_ACMContextDelete
00000001acc0d4e0 (__TEXT,__text) external _LibCall_ACMContextGetData
00000001acc0d988 (__TEXT,__text) external _LibCall_ACMContextGetInfo
00000001acc0cee8 (__TEXT,__text) external _LibCall_ACMContextLoadFromImage
00000001acc0b1c8 (__TEXT,__text) external _LibCall_ACMContextRemoveCredentialsByValueAndScope
00000001acc0d2f0 (__TEXT,__text) external _LibCall_ACMContextSetData
00000001acc0d11c (__TEXT,__text) external _LibCall_ACMContextUnloadToImage
00000001acc0785c (__TEXT,__text) external _LibCall_ACMContextUnloadToImage_Block
00000001acbe776c (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraint
00000001acbe7928 (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraintForOperation
00000001acc0b350 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyAndCopyRequirementEx
00000001acc0c768 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx
00000001acc07388 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx_Block
00000001acc07244 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyWithPreflight_Block
00000001acbe748c (__TEXT,__text) external _LibCall_ACMContextVerifyPolicy_Block
00000001acbebd24 (__TEXT,__text) external _LibCall_ACMCredentialCreate
00000001acc0b740 (__TEXT,__text) external _LibCall_ACMCredentialDelete
00000001acc0bb98 (__TEXT,__text) external _LibCall_ACMCredentialGetPropertyData
00000001acc0b74c (__TEXT,__text) external _LibCall_ACMCredentialGetType
00000001acc0b758 (__TEXT,__text) external _LibCall_ACMCredentialSetProperty
00000001acbe75d0 (__TEXT,__text) external _LibCall_ACMGetAclAuthMethod_Block
00000001acc0ca58 (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable
00000001acc074cc (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable_Block
00000001acc0c62c (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty
00000001acc070bc (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty_Block
00000001acc0c940 (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicyEx
00000001acbe7498 (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicy_Block
00000001acc0c3f0 (__TEXT,__text) external _LibCall_ACMKernDoubleClickNotify
00000001acbebb38 (__TEXT,__text) external _LibCall_ACMKernelControl
00000001acbec818 (__TEXT,__text) non-external _LibCall_ACMKernelControl.cold.1
00000001acbe71a4 (__TEXT,__text) external _LibCall_ACMKernelControl_Block
00000001acc0c314 (__TEXT,__text) external _LibCall_ACMPing
00000001acc0d804 (__TEXT,__text) external _LibCall_ACMPublishTrustedAccessories
00000001acc0b688 (__TEXT,__text) external _LibCall_ACMRequirementDelete
00000001acc0c01c (__TEXT,__text) external _LibCall_ACMRequirementGetPriority
00000001acc0c028 (__TEXT,__text) external _LibCall_ACMRequirementGetPropertyData
00000001acc0c010 (__TEXT,__text) external _LibCall_ACMRequirementGetState
00000001acc0c004 (__TEXT,__text) external _LibCall_ACMRequirementGetType
00000001acc0e530 (__TEXT,__text) external _LibCall_ACMSEPControl
00000001acbe7318 (__TEXT,__text) external _LibCall_ACMSEPControl_Block
00000001acc0e324 (__TEXT,__text) external _LibCall_ACMSecContextGetUnlockSecret
00000001acbebd28 (__TEXT,__text) external _LibCall_ACMSecContextProcessAcl
00000001acc0de00 (__TEXT,__text) external _LibCall_ACMSecContextProcessAclAndCopyAuthMethod
00000001acc0de58 (__TEXT,__text) external _LibCall_ACMSecContextVerifyAclConstraintAndCopyRequirement
00000001acc0c858 (__TEXT,__text) external _LibCall_ACMSecContextVerifyPolicyAndCopyRequirementEx
00000001acc0df8c (__TEXT,__text) external _LibCall_ACMSecCredentialProviderEnrollmentStateChangedForUser
00000001acc0e20c (__TEXT,__text) external _LibCall_ACMSecSetBiometryAvailability
00000001acc0e154 (__TEXT,__text) external _LibCall_ACMSecSetBuiltinBiometry
00000001acc0cb38 (__TEXT,__text) external _LibCall_ACMSetEnvironmentVariable
00000001acc0cd18 (__TEXT,__text) external _LibCall_ACMTRMLoadState
00000001acc0770c (__TEXT,__text) external _LibCall_ACMTRMLoadState_Block
00000001acc0cdec (__TEXT,__text) external _LibCall_ACMTRMSaveState
00000001acc0a78c (__TEXT,__text) external _LibCall_BuildCommand
00000001acc067b0 (__TEXT,__text) external _LibSer_ACMDeserializeEnvironmentVariableType
00000001acc06854 (__TEXT,__text) external _LibSer_ACMDeserializeSEPControlCode
00000001acc05e34 (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Deserialize
00000001acc05df0 (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_GetSize
00000001acc05dfc (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Serialize
00000001acc05fbc (__TEXT,__text) external _LibSer_DeleteContext_Deserialize
00000001acc05f78 (__TEXT,__text) external _LibSer_DeleteContext_GetSize
00000001acc05f84 (__TEXT,__text) external _LibSer_DeleteContext_Serialize
00000001acc05dc8 (__TEXT,__text) external _LibSer_GetAclAuthMethod_Deserialize
00000001acc05d84 (__TEXT,__text) external _LibSer_GetAclAuthMethod_GetSize
00000001acc05d90 (__TEXT,__text) external _LibSer_GetAclAuthMethod_Serialize
00000001acc05970 (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_GetSize
00000001acc05990 (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_Serialize
00000001acc064f0 (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Deserialize
00000001acc0646c (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_GetSize
00000001acc0648c (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Serialize
00000001acc0640c (__TEXT,__text) external _LibSer_GetUnlockSecret_Deserialize
00000001acc06320 (__TEXT,__text) external _LibSer_GetUnlockSecret_GetSize
00000001acc06370 (__TEXT,__text) external _LibSer_GetUnlockSecret_Serialize
00000001acc05ec0 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Deserialize
00000001acc05e74 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_GetSize
00000001acc05e90 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Serialize
00000001acc05f38 (__TEXT,__text) external _LibSer_RemoveCredentialByType_Deserialize
00000001acc05ef4 (__TEXT,__text) external _LibSer_RemoveCredentialByType_GetSize
00000001acc05f00 (__TEXT,__text) external _LibSer_RemoveCredentialByType_Serialize
00000001acc06774 (__TEXT,__text) external _LibSer_SEPControlResponse_Deserialize
00000001acc066ec (__TEXT,__text) external _LibSer_SEPControlResponse_GetSize
00000001acc0670c (__TEXT,__text) external _LibSer_SEPControlResponse_Serialize
00000001acc06654 (__TEXT,__text) external _LibSer_SEPControl_Deserialize
00000001acc06528 (__TEXT,__text) external _LibSer_SEPControl_GetSize
00000001acc06574 (__TEXT,__text) external _LibSer_SEPControl_Serialize
00000001acc05fe4 (__TEXT,__text) external _LibSer_StorageAnyCmd_DeserializeCommonFields
00000001acc062b4 (__TEXT,__text) external _LibSer_StorageGetData_Deserialize
00000001acc061bc (__TEXT,__text) external _LibSer_StorageGetData_GetSize
00000001acc0620c (__TEXT,__text) external _LibSer_StorageGetData_Serialize
00000001acc06120 (__TEXT,__text) external _LibSer_StorageSetData_Deserialize
00000001acc06018 (__TEXT,__text) external _LibSer_StorageSetData_GetSize
00000001acc06064 (__TEXT,__text) external _LibSer_StorageSetData_Serialize
                 (undefined) external _MGGetBoolAnswer (from libMobileGestalt)
                 (undefined) external _MGIsQuestionValid (from libMobileGestalt)
                 (undefined) weak external _MKBGetDeviceLockState (from MobileKeyBag)
                 (undefined) external _NSCurrentLocaleDidChangeNotification (from CoreFoundation)
                 (undefined) external _NSInternalInconsistencyException (from CoreFoundation)
                 (undefined) external _NSStringFromClass (from Foundation)
00000001ecaec6f8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BiometryHelper
00000001ecaec950 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BiometryLockoutInvalidationSource
                 (undefined) weak external _OBJC_CLASS_$_BridgeXPCConnection (from BridgeXPC)
                 (undefined) weak external _OBJC_CLASS_$_BridgeXPCListener (from BridgeXPC)
                 (undefined) weak external _OBJC_CLASS_$_BrightnessSystemClient (from CoreBrightness)
00000001ecaec6d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_Caller
                 (undefined) weak external _OBJC_CLASS_$_CoreKDL (from CoreKDL)
00000001ecaec6a8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DaemonUtils
00000001ecaec8b0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DarwinNotificationInvalidationSource
00000001ecaec9a0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DomainStateRequest
00000001ecaec680 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_EvaluationRequest
00000001ecaec810 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_InstalledAppsCache
00000001ecaec658 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalytics
00000001ecaec630 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsEvaluation
00000001ecaec720 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsPasscodeFallbackPeriod
                 (undefined) external _OBJC_CLASS_$_LACAnalyticsData (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACAuditToken (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACBiometryHelper (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACConcurrencyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACInstalledAppsCache (from LocalAuthenticationCore)
