
/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/Current/Support/assistantd (for architecture x86_64):
00000001002edc8c (__TEXT,__text) external _ADAMOSIdentifierCreate
                 (undefined) external _SAHLGroupIdentifier (from SAObjects)
                 (undefined) external _SAHLInvalidWorkoutErrorCode (from SAObjects)
                 (undefined) external _SAHLLocationTypeUnknownErrorCode (from SAObjects)
                 (undefined) external _SAHLSetWorkoutStateClassIdentifier (from SAObjects)
                 (undefined) external _SAHLShowActivityClassIdentifier (from SAObjects)
                 (undefined) external _SAHLStartWorkoutClassIdentifier (from SAObjects)
                 (undefined) external _SAHLWorkoutLocationUnspecifiedErrorCode (from SAObjects)
                 (undefined) external _SAHLWorkoutStartedAssumedIndoorErrorCode (from SAObjects)
                 (undefined) external _SAHLWorkoutStartedAssumedOutdoorErrorCode (from SAObjects)
                 (undefined) external _SAHLWorkoutStateWorkoutStateValueActiveValue (from SAObjects)
                 (undefined) external _SAHLWorkoutStateWorkoutStateValuePausedValue (from SAObjects)
                 (undefined) external _SAHLWorkoutStateWorkoutStateValueStoppedValue (from SAObjects)
                 (undefined) external _SAHomeMemberInfoAttributeOWNERValue (from SAObjects)
                 (undefined) external _SAHomeMemberInfoAttributeUNKNOWNValue (from SAObjects)
                 (undefined) external _SAHomeMemberSettingsCountryCodePListKey (from SAObjects)
                 (undefined) external _SAHomeMemberSettingsPreferredLanguagePListKey (from SAObjects)
                 (undefined) external _SAHomeMemberSettingsRegionPListKey (from SAObjects)
                 (undefined) external _SAHomeMemberSettingsTemperatureUnitPListKey (from SAObjects)
                 (undefined) external _SAHomeMemberSettingsTwentyFourHourTimeDisplayPListKey (from SAObjects)
                 (undefined) external _SAInputOriginAssistantSpeechButtonValue (from SAObjects)
                 (undefined) external _SAInputOriginAssistantTextInputValue (from SAObjects)
                 (undefined) external _SAInputOriginClientGeneratedValue (from SAObjects)
                 (undefined) external _SAInputOriginHomeButtonValue (from SAObjects)
                 (undefined) external _SAInputOriginMotionGestureValue (from SAObjects)
                 (undefined) external _SAInputOriginRaiseToSpeakValue (from SAObjects)
                 (undefined) external _SAInputOriginRemoteButtonValue (from SAObjects)
                 (undefined) external _SAInputOriginServerGeneratedValue (from SAObjects)
                 (undefined) external _SAInputOriginVoiceTriggerValue (from SAObjects)
                 (undefined) external _SAIntentGroupAceInteractionTypeDialogDrivenValue (from SAObjects)
                 (undefined) external _SAIntentGroupGroupIdentifier (from SAObjects)
                 (undefined) external _SAIntentGroupHandleIntentClassIdentifier (from SAObjects)
                 (undefined) external _SAIntentGroupIntentEnabledAppDoesNotSupportIntentErrorCode (from SAObjects)
                 (undefined) external _SAIntentGroupIntentEnabledAppHasNoResultsErrorCode (from SAObjects)
                 (undefined) external _SAIntentGroupPrivacyCategoryContactsValue (from SAObjects)
                 (undefined) external _SAIntentGroupPrivacyCategoryLocationServicesValue (from SAObjects)
                 (undefined) external _SAIntentGroupRedactionTargetMatchingSpansValue (from SAObjects)
                 (undefined) external _SAIntentGroupRedactionTargetNodeIntentValue (from SAObjects)
                 (undefined) external _SAIntentGroupRedactionTargetValueValue (from SAObjects)
                 (undefined) external _SAIntentGroupSupportedIntentResponseClassIdentifier (from SAObjects)
                 (undefined) external _SAKnowledgeStoreNameSiriUserCorrectionsValue (from SAObjects)
                 (undefined) external _SALocalSearchDirectionsTypeBikingValue (from SAObjects)
                 (undefined) external _SALocalSearchDirectionsTypeByCarValue (from SAObjects)
                 (undefined) external _SALocalSearchDirectionsTypeByPublicTransitValue (from SAObjects)
                 (undefined) external _SALocalSearchDirectionsTypeWalkingValue (from SAObjects)
                 (undefined) external _SALocalSearchGroupIdentifier (from SAObjects)
                 (undefined) external _SALocalSearchMapItemMapItemTypeCURRENT_LOCATIONValue (from SAObjects)
                 (undefined) external _SALocalSearchNavigationEndClassIdentifier (from SAObjects)
                 (undefined) external _SALocalSearchNavigationPromptManeuverClassIdentifier (from SAObjects)
                 (undefined) external _SALocalSearchShowLocalSearchResultClassIdentifier (from SAObjects)
                 (undefined) external _SALocalSearchShowMapPointsClassIdentifier (from SAObjects)
                 (undefined) external _SALogNumericEventEventNamePListKey (from SAObjects)
                 (undefined) external _SALogNumericEventEventOperationPListKey (from SAObjects)
                 (undefined) external _SALogNumericEventEventValuePListKey (from SAObjects)
                 (undefined) external _SALogStringEventEventNamePListKey (from SAObjects)
                 (undefined) external _SALogStringEventEventValuePListKey (from SAObjects)
                 (undefined) external _SAMPCannotGoBackToPreviousRadioSongErrorCode (from SAObjects)
                 (undefined) external _SAMPGroupIdentifier (from SAObjects)
                 (undefined) external _SAMPRemoteCommandOutcomeSUCCESSValue (from SAObjects)
                 (undefined) external _SAMPSetPlaybackPositionClassIdentifier (from SAObjects)
                 (undefined) external _SAMPSetQueueClassIdentifier (from SAObjects)
                 (undefined) external _SAMotionActivityCyclingValue (from SAObjects)
                 (undefined) external _SAMotionActivityInVehicleMovingValue (from SAObjects)
                 (undefined) external _SAMotionActivityInVehicleStationaryValue (from SAObjects)
                 (undefined) external _SAMotionActivityRunningValue (from SAObjects)
                 (undefined) external _SAMotionActivityStationaryValue (from SAObjects)
                 (undefined) external _SAMotionActivityWalkingValue (from SAObjects)
                 (undefined) external _SANPGetVolumeLevelClassIdentifier (from SAObjects)
                 (undefined) external _SANPGroupIdentifier (from SAObjects)
                 (undefined) external _SANPPausePlaybackClassIdentifier (from SAObjects)
                 (undefined) external _SANPRepeatModeAllValue (from SAObjects)
                 (undefined) external _SANPRepeatModeNoneValue (from SAObjects)
                 (undefined) external _SANPRepeatModeOneValue (from SAObjects)
                 (undefined) external _SANPSeekToPlaybackPositionClassIdentifier (from SAObjects)
                 (undefined) external _SANPSetPlaybackSpeedClassIdentifier (from SAObjects)
                 (undefined) external _SANPSetRepeatModeClassIdentifier (from SAObjects)
                 (undefined) external _SANPSetShuffleModeClassIdentifier (from SAObjects)
                 (undefined) external _SANPSetVolumeLevelClassIdentifier (from SAObjects)
                 (undefined) external _SANPShuffleModeAlbumsValue (from SAObjects)
                 (undefined) external _SANPShuffleModeOffValue (from SAObjects)
                 (undefined) external _SANPShuffleModeSongsValue (from SAObjects)
                 (undefined) external _SANPSkipTimeIntervalClassIdentifier (from SAObjects)
                 (undefined) external _SANPSkipToNextItemClassIdentifier (from SAObjects)
                 (undefined) external _SANPSkipToPreviousItemClassIdentifier (from SAObjects)
                 (undefined) external _SANPStartPlaybackClassIdentifier (from SAObjects)
                 (undefined) external _SANPStopPlaybackClassIdentifier (from SAObjects)
                 (undefined) external _SANPVolumeLevelActionTypeDECREASEValue (from SAObjects)
                 (undefined) external _SANPVolumeLevelActionTypeINCREASEValue (from SAObjects)
                 (undefined) external _SANPVolumeLevelActionTypeSETValue (from SAObjects)
                 (undefined) external _SANavStatusValueActiveValue (from SAObjects)
                 (undefined) external _SANavStatusValueLightGuidanceValue (from SAObjects)
                 (undefined) external _SANavStatusValueNotActiveValue (from SAObjects)
                 (undefined) external _SANavStatusValueSteppingValue (from SAObjects)
                 (undefined) external _SANodeIntentMatchingSpansPListKey (from SAObjects)
                 (undefined) external _SANodeIntentValuePListKey (from SAObjects)
                 (undefined) external _SANotificationGroupIdentifier (from SAObjects)
                 (undefined) external _SANotificationObjectClassIdentifier (from SAObjects)
                 (undefined) external _SANotificationTypeConnectedCallValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingCallNotificationValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingGenericNotificationValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingGroupFaceTimeInviteNotificationValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingHomeCommunicationValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingMessageValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingReminderNotificationValue (from SAObjects)
                 (undefined) external _SANotificationTypeIncomingVoiceMailNotificationValue (from SAObjects)
                 (undefined) external _SAPerformDataDetectionMatchDataDetectionTypeLinkValue (from SAObjects)
                 (undefined) external _SAPhoneActiveCallHungUpErrorCode (from SAObjects)
                 (undefined) external _SAPhoneAnswerClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneAnswerVideoCallErrorCode (from SAObjects)
                 (undefined) external _SAPhoneCallClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneClientCoordinationPhoneCallClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneCompanionHasIncomingCallErrorCode (from SAObjects)
                 (undefined) external _SAPhoneGroupIdentifier (from SAObjects)
                 (undefined) external _SAPhoneHangUpCallTypeACTIVEValue (from SAObjects)
                 (undefined) external _SAPhoneHangUpCallTypeHELDValue (from SAObjects)
                 (undefined) external _SAPhoneHangUpCallTypeINCOMINGValue (from SAObjects)
                 (undefined) external _SAPhoneHangUpCallTypeOUTGOINGValue (from SAObjects)
                 (undefined) external _SAPhoneHangUpClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneHeldCallHungUpErrorCode (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallDeclinedErrorCode (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallTypeFACETIME_AUDIOValue (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallTypeFACETIME_VIDEOValue (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallTypeTELEPHONYValue (from SAObjects)
                 (undefined) external _SAPhoneIncomingCallTypeUNKNOWNValue (from SAObjects)
                 (undefined) external _SAPhoneOutgoingCallHungUpErrorCode (from SAObjects)
                 (undefined) external _SAPhonePhoneSearchHasNoResultsErrorCode (from SAObjects)
                 (undefined) external _SAPhonePhoneSearchHasResultsErrorCode (from SAObjects)
                 (undefined) external _SAPhonePlayVoiceMailClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneSearchCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SAPhoneSearchCompletedPhoneSearchResultsPListKey (from SAObjects)
                 (undefined) external _SAPreSynthesizeTTSClassIdentifier (from SAObjects)
                 (undefined) external _SAProximityHintFarValue (from SAObjects)
                 (undefined) external _SAProximityHintImmediateValue (from SAObjects)
                 (undefined) external _SAProximityHintNearbyValue (from SAObjects)
                 (undefined) external _SAProximityHintPrimaryValue (from SAObjects)
                 (undefined) external _SAProximityHintUnknownValue (from SAObjects)
                 (undefined) external _SAQuickStopCategoryAlarmValue (from SAObjects)
                 (undefined) external _SAQuickStopCategoryNoneValue (from SAObjects)
                 (undefined) external _SAQuickStopCategoryTimerValue (from SAObjects)
                 (undefined) external _SAReminderGroupIdentifier (from SAObjects)
                 (undefined) external _SAReminderListSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAReminderSearchClassIdentifier (from SAObjects)
                 (undefined) external _SAReminderSnoozeClassIdentifier (from SAObjects)
                 (undefined) external _SARemoteDeviceBrandNameNikeValue (from SAObjects)
                 (undefined) external _SARemoteDevicePersonalDomainsAuthenticationModeNeverValue (from SAObjects)
                 (undefined) external _SARemoteDevicePersonalDomainsAuthenticationModeSecureRequestsValue (from SAObjects)
                 (undefined) external _SARequestCompletedClassIdentifier (from SAObjects)
                 (undefined) external _SARequestTimeoutErrorCode (from SAObjects)
                 (undefined) external _SARollbackReasonSIRIMINI_ARBITRATIONValue (from SAObjects)
                 (undefined) external _SASAbortSpeechRequestReasonACOUSTIC_ID_DETECTEDValue (from SAObjects)
                 (undefined) external _SASAbortSpeechRequestReasonFALSE_TRIGGER_DETECTEDValue (from SAObjects)
                 (undefined) external _SASBargeInModeOVER_ALARMValue (from SAObjects)
                 (undefined) external _SASBargeInModeOVER_MEDIAValue (from SAObjects)
                 (undefined) external _SASBargeInModeOVER_SIRI_OUTPUTValue (from SAObjects)
                 (undefined) external _SASBargeInModeOVER_TIMERValue (from SAObjects)
                 (undefined) external _SASCodecForString (from SAObjects)
                 (undefined) external _SASCodecOPUS_Mono_16000HzValue (from SAObjects)
                 (undefined) external _SASCodecOPUS_Mono_8000HzValue (from SAObjects)
                 (undefined) external _SASCodecSpeex_NB_Quality7Value (from SAObjects)
