00007ffa0fcc01c4 (__TEXT,__text) non-external +[Cube initialize]
00007ffa0fcb6255 (__TEXT,__text) non-external -[MREffectScrapbook _drawTextWithInfo:rect:zIndex:zRotation:time:inContext:withArguments:]
00007ffa0fcb5e4d (__TEXT,__text) non-external -[MREffectScrapbook elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0fcb61a2 (__TEXT,__text) non-external -[MREffectScrapbook getCurrentCenter:scale:rotation:isMain:forElement:]
00007ffa0fcbbdda (__TEXT,__text) non-external -[MREffectScrapbook getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa0fcb610a (__TEXT,__text) non-external -[MREffectScrapbook getVerticesCoordinates:withMatrix:forElement:]
00007ffa0fcbb77b (__TEXT,__text) non-external -[MREffectScrapbook hasMoreSlidesFromTime:backwards:startTime:duration:]
00007ffa0fcb2b7a (__TEXT,__text) non-external -[MREffectScrapbook initWithEffectID:]
00007ffa0fcbbc48 (__TEXT,__text) non-external -[MREffectScrapbook interestingTimeForElement:]
00007ffa0fcbba5e (__TEXT,__text) non-external -[MREffectScrapbook interestingTimeForTime:]
00007ffa0fcb30e8 (__TEXT,__text) non-external -[MREffectScrapbook isAlphaFriendly]
00007ffa0fcb2de1 (__TEXT,__text) non-external -[MREffectScrapbook isLoadedForTime:]
00007ffa0fcb30f0 (__TEXT,__text) non-external -[MREffectScrapbook isOpaque]
00007ffa0fcb329a (__TEXT,__text) non-external -[MREffectScrapbook prerenderForTime:inContext:withArguments:]
00007ffa0fcb4a75 (__TEXT,__text) non-external -[MREffectScrapbook renderAtTime:inContext:withArguments:]
00007ffa0fcb2f2b (__TEXT,__text) non-external -[MREffectScrapbook setPixelSize:]
00007ffa0fcbc083 (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0fcbc526 (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _maxLinesForTextElement:]
00007ffa0fcbc4fb (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _maxSizeForTextElement:]
00007ffa0fcbc531 (__TEXT,__text) non-external -[MREffectScrapbook(MRLoadable) _unload]
00007ffa0fb70011 (__TEXT,__text) non-external -[MREffectScrapbookTitle _cleanup]
00007ffa0fb7012e (__TEXT,__text) non-external -[MREffectScrapbookTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0fb70476 (__TEXT,__text) non-external -[MREffectScrapbookTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa0fb6f4c1 (__TEXT,__text) non-external -[MREffectScrapbookTitle initWithEffectID:]
00007ffa0fb70642 (__TEXT,__text) non-external -[MREffectScrapbookTitle isAlphaFriendly]
00007ffa0fb705b8 (__TEXT,__text) non-external -[MREffectScrapbookTitle isLoadedForTime:]
00007ffa0fb7063a (__TEXT,__text) non-external -[MREffectScrapbookTitle isOpaque]
00007ffa0fb7064a (__TEXT,__text) non-external -[MREffectScrapbookTitle prerenderForTime:inContext:withArguments:]
00007ffa0fb706d3 (__TEXT,__text) non-external -[MREffectScrapbookTitle renderAtTime:inContext:withArguments:]
00007ffa0fb7007d (__TEXT,__text) non-external -[MREffectScrapbookTitle setPixelSize:]
00007ffa0fb71e03 (__TEXT,__text) non-external -[MREffectScrapbookTitle(Effects) renderEffectTitle2AtTime:inContext:withArguments:]
00007ffa0fb70bb9 (__TEXT,__text) non-external -[MREffectScrapbookTitle(Effects) renderEffectTitleAtTime:inContext:withArguments:]
00007ffa0fb707bd (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0fb70af0 (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _maxLinesForTextElement:]
00007ffa0fb70a8e (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _maxSizeForTextElement:]
00007ffa0fb70afb (__TEXT,__text) non-external -[MREffectScrapbookTitle(MRLoadable) _unload]
00007ffa0fb66d4f (__TEXT,__text) non-external -[MREffectScrapbook_Old _cleanup]
00007ffa0fb67230 (__TEXT,__text) non-external -[MREffectScrapbook_Old elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0fb674d9 (__TEXT,__text) non-external -[MREffectScrapbook_Old getVerticesCoordinates:withMatrix:forElement:]
00007ffa0fb65047 (__TEXT,__text) non-external -[MREffectScrapbook_Old initWithEffectID:]
00007ffa0fb66e8e (__TEXT,__text) non-external -[MREffectScrapbook_Old isAlphaFriendly]
00007ffa0fb66e86 (__TEXT,__text) non-external -[MREffectScrapbook_Old isOpaque]
00007ffa0fb66e96 (__TEXT,__text) non-external -[MREffectScrapbook_Old prerenderForTime:inContext:withArguments:]
00007ffa0fb66f1f (__TEXT,__text) non-external -[MREffectScrapbook_Old renderAtTime:inContext:withArguments:]
00007ffa0fb66dd5 (__TEXT,__text) non-external -[MREffectScrapbook_Old setPixelSize:]
00007ffa0fb6e5dc (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect10AtTime:inContext:withArguments:]
00007ffa0fb675b6 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect1AtTime:inContext:withArguments:]
00007ffa0fb68257 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect2AtTime:movieVersion:inContext:withArguments:]
00007ffa0fb68fc4 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect3AtTime:movieVersion:inContext:withArguments:]
00007ffa0fb6a0b8 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect4AtTime:movieVersion:inContext:withArguments:]
00007ffa0fb6b1ab (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect5AtTime:movieVersion:inContext:withArguments:]
00007ffa0fb6c053 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect6AtTime:movieVersion:inContext:withArguments:]
00007ffa0fb6cb08 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect7AtTime:inContext:withArguments:]
00007ffa0fb6d6ef (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect8AtTime:inContext:withArguments:]
00007ffa0fb6db67 (__TEXT,__text) non-external -[MREffectScrapbook_Old(Effects) renderEffect9AtTime:inContext:withArguments:]
00007ffa0fb6ec93 (__TEXT,__text) non-external -[MREffectScrapbook_Old(MRLoadable) _unload]
00007ffa0fcc4f76 (__TEXT,__text) non-external -[MREffectShadedColors _unload]
00007ffa0fcc4f4e (__TEXT,__text) non-external -[MREffectShadedColors beginMorphingToAspectRatio:withDuration:]
00007ffa0fcc4ebb (__TEXT,__text) non-external -[MREffectShadedColors elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0fcc4eeb (__TEXT,__text) non-external -[MREffectShadedColors getVerticesCoordinates:withMatrix:forElement:]
00007ffa0fcc4c1a (__TEXT,__text) non-external -[MREffectShadedColors prerenderForTime:inContext:withArguments:]
00007ffa0fcc4c22 (__TEXT,__text) non-external -[MREffectShadedColors renderAtTime:inContext:withArguments:]
00007ffa0fcc4870 (__TEXT,__text) non-external -[MREffectShadedColors setAttributes:]
00007ffa0fce4a81 (__TEXT,__text) non-external -[MREffectShatter _cleanup]
00007ffa0fce61d9 (__TEXT,__text) non-external -[MREffectShatter elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0fce63fd (__TEXT,__text) non-external -[MREffectShatter getVerticesCoordinates:withMatrix:forElement:]
00007ffa0fce49d0 (__TEXT,__text) non-external -[MREffectShatter initWithEffectID:]
00007ffa0fce4ba4 (__TEXT,__text) non-external -[MREffectShatter isLoadedForTime:]
00007ffa0fce619f (__TEXT,__text) non-external -[MREffectShatter patchworkAtTime:inContext:withArguments:]
00007ffa0fce4baf (__TEXT,__text) non-external -[MREffectShatter prerenderForTime:inContext:withArguments:]
00007ffa0fce5494 (__TEXT,__text) non-external -[MREffectShatter renderAtTime:inContext:withArguments:]
00007ffa0fce4b75 (__TEXT,__text) non-external -[MREffectShatter setPixelSize:]
00007ffa0fce644b (__TEXT,__text) non-external -[MREffectShatter(MRLoadable) _unload]
00007ffa0fce8912 (__TEXT,__text) non-external -[MREffectShatterText _cleanup]
00007ffa0fce968b (__TEXT,__text) non-external -[MREffectShatterText _maxLinesForTextElement:]
00007ffa0fce9666 (__TEXT,__text) non-external -[MREffectShatterText _maxSizeForTextElement:]
00007ffa0fce96d0 (__TEXT,__text) non-external -[MREffectShatterText _renderSublayer:layerCount:atTime:inContext:withArguments:]
00007ffa0fce8caa (__TEXT,__text) non-external -[MREffectShatterText elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0fce8cda (__TEXT,__text) non-external -[MREffectShatterText getVerticesCoordinates:withMatrix:forElement:]
00007ffa0fce88b0 (__TEXT,__text) non-external -[MREffectShatterText initWithEffectID:]
00007ffa0fce8d3d (__TEXT,__text) non-external -[MREffectShatterText isLoadedForTime:]
00007ffa0fce9696 (__TEXT,__text) non-external -[MREffectShatterText patchworkAtTime:inContext:withArguments:]
00007ffa0fce8efe (__TEXT,__text) non-external -[MREffectShatterText prerenderForTime:inContext:withArguments:]
00007ffa0fce9141 (__TEXT,__text) non-external -[MREffectShatterText renderAtTime:inContext:withArguments:]
00007ffa0fce8b21 (__TEXT,__text) non-external -[MREffectShatterText setPixelSize:]
00007ffa0fcea79a (__TEXT,__text) non-external -[MREffectShatterText(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0fceaa41 (__TEXT,__text) non-external -[MREffectShatterText(MRLoadable) _unload]
00007ffa0fb72f06 (__TEXT,__text) non-external -[MREffectShatterTitle _cleanup]
00007ffa0fb72ffd (__TEXT,__text) non-external -[MREffectShatterTitle elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0fb7302d (__TEXT,__text) non-external -[MREffectShatterTitle getVerticesCoordinates:withMatrix:forElement:]
00007ffa0fb72d61 (__TEXT,__text) non-external -[MREffectShatterTitle initWithEffectID:]
00007ffa0fb73090 (__TEXT,__text) non-external -[MREffectShatterTitle isLoadedForTime:]
00007ffa0fb7316d (__TEXT,__text) non-external -[MREffectShatterTitle prerenderForTime:inContext:withArguments:]
00007ffa0fb731f1 (__TEXT,__text) non-external -[MREffectShatterTitle renderAtTime:inContext:withArguments:]
00007ffa0fb72f81 (__TEXT,__text) non-external -[MREffectShatterTitle setPixelSize:]
00007ffa0fb73acc (__TEXT,__text) non-external -[MREffectShatterTitle(MRLoadable) _loadForTime:inContext:withArguments:]
00007ffa0fb73d95 (__TEXT,__text) non-external -[MREffectShatterTitle(MRLoadable) _maxLinesForTextElement:]
00007ffa0fb73d72 (__TEXT,__text) non-external -[MREffectShatterTitle(MRLoadable) _maxSizeForTextElement:]
00007ffa0fb73d0b (__TEXT,__text) non-external -[MREffectShatterTitle(MRLoadable) _unload]
00007ffa0fc6516a (__TEXT,__text) non-external -[MREffectShiftingTiles _addSlideAspectRatios:]
00007ffa0fc6533d (__TEXT,__text) non-external -[MREffectShiftingTiles _applyTimingToSlideProviders]
00007ffa0fc67836 (__TEXT,__text) non-external -[MREffectShiftingTiles _aspectRatioForSlideIndex:]
00007ffa0fc66fd2 (__TEXT,__text) non-external -[MREffectShiftingTiles _calculateMainDuration]
00007ffa0fc6478a (__TEXT,__text) non-external -[MREffectShiftingTiles _cleanup]
00007ffa0fc6798e (__TEXT,__text) non-external -[MREffectShiftingTiles _displaySlideCountForLayout:]
00007ffa0fc679b2 (__TEXT,__text) non-external -[MREffectShiftingTiles _displayWidthForLayout:]
00007ffa0fc6a980 (__TEXT,__text) non-external -[MREffectShiftingTiles _durationForAspectRatio:inLayout:withScreenRatio:]
00007ffa0fc6e60a (__TEXT,__text) non-external -[MREffectShiftingTiles _infoForTime:]
00007ffa0fc6aa1c (__TEXT,__text) non-external -[MREffectShiftingTiles _iterationForTime:startTime:duration:]
00007ffa0fc6e729 (__TEXT,__text) non-external -[MREffectShiftingTiles _layoutForIteration:]
00007ffa0fc6e6f4 (__TEXT,__text) non-external -[MREffectShiftingTiles _layoutForTime:]
00007ffa0fc64b1b (__TEXT,__text) non-external -[MREffectShiftingTiles _lowestDisplayIteration]
00007ffa0fc67122 (__TEXT,__text) non-external -[MREffectShiftingTiles _setupFirstLayout]
00007ffa0fc679e5 (__TEXT,__text) non-external -[MREffectShiftingTiles _setupLayoutsWithSlideInfo:append:aspectRatio:]
00007ffa0fc679a0 (__TEXT,__text) non-external -[MREffectShiftingTiles _slideCountForLayout:]
00007ffa0fc6e560 (__TEXT,__text) non-external -[MREffectShiftingTiles _slideProviderWithAspectRatio:nearest:actual:]
00007ffa0fc6763f (__TEXT,__text) non-external -[MREffectShiftingTiles _timeForIteration:]
00007ffa0fc662c2 (__TEXT,__text) non-external -[MREffectShiftingTiles _updateSizeScripts]
00007ffa0fc679c4 (__TEXT,__text) non-external -[MREffectShiftingTiles _widthForLayout:]
00007ffa0fc650f9 (__TEXT,__text) non-external -[MREffectShiftingTiles appendSlideInformation:andTextInformation:]
00007ffa0fc67812 (__TEXT,__text) non-external -[MREffectShiftingTiles displayTimeForSlideAtIndex:]
00007ffa0fc6782d (__TEXT,__text) non-external -[MREffectShiftingTiles displayTimeForTextAtIndex:]
00007ffa0fc6ebd6 (__TEXT,__text) non-external -[MREffectShiftingTiles elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0fc64914 (__TEXT,__text) non-external -[MREffectShiftingTiles firstSlideIndexStillNeededAtTime:]
00007ffa0fc6edfa (__TEXT,__text) non-external -[MREffectShiftingTiles getVerticesCoordinates:withMatrix:forElement:]
00007ffa0fc646e8 (__TEXT,__text) non-external -[MREffectShiftingTiles initWithEffectID:]
00007ffa0fc677e4 (__TEXT,__text) non-external -[MREffectShiftingTiles lowestDisplayTime]
00007ffa0fc6ac4d (__TEXT,__text) non-external -[MREffectShiftingTiles prerenderForTime:inContext:withArguments:]
00007ffa0fc6b14c (__TEXT,__text) non-external -[MREffectShiftingTiles renderAtTime:inContext:withArguments:]
00007ffa0fc64ec4 (__TEXT,__text) non-external -[MREffectShiftingTiles setMultiImageSlideRange:]
00007ffa0fc652fc (__TEXT,__text) non-external -[MREffectShiftingTiles setPhaseInDuration:mainDuration:phaseOutDuration:]
00007ffa0fc67147 (__TEXT,__text) non-external -[MREffectShiftingTiles showDurationForSlideAtIndex:]
00007ffa0fc66c70 (__TEXT,__text) non-external -[MREffectShiftingTiles showTimeForSlideAtIndex:]
00007ffa0fc648d7 (__TEXT,__text) non-external -[MREffectShiftingTiles supportsDynamicExpansion]
00007ffa0fc648e2 (__TEXT,__text) non-external -[MREffectShiftingTiles typicalSlideBatchSize]
00007ffa0fc6ee48 (__TEXT,__text) non-external -[MREffectShiftingTiles(MRLoadable) _unload]
00007ffa0fc7be3e (__TEXT,__text) non-external -[MREffectShowroom _cleanup]
00007ffa0fc7d201 (__TEXT,__text) non-external -[MREffectShowroom elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0fc7d425 (__TEXT,__text) non-external -[MREffectShowroom getVerticesCoordinates:withMatrix:forElement:]
00007ffa0fc7bc11 (__TEXT,__text) non-external -[MREffectShowroom initWithEffectID:]
00007ffa0fc7c4a6 (__TEXT,__text) non-external -[MREffectShowroom isLoadedForTime:]
00007ffa0fc7c216 (__TEXT,__text) non-external -[MREffectShowroom prerenderForTime:inContext:withArguments:]
00007ffa0fc7c524 (__TEXT,__text) non-external -[MREffectShowroom renderAtTime:inContext:withArguments:]
00007ffa0fc7bfb7 (__TEXT,__text) non-external -[MREffectShowroom setAttributes:]
00007ffa0fc7befa (__TEXT,__text) non-external -[MREffectShowroom setPixelSize:]
00007ffa0fc7d473 (__TEXT,__text) non-external -[MREffectShowroom(MRLoadable) _unload]
00007ffa0fc7d536 (__TEXT,__text) non-external -[MREffectShowroomBackground _cleanup]
00007ffa0fc7d4f3 (__TEXT,__text) non-external -[MREffectShowroomBackground initWithEffectID:]
00007ffa0fc7d5cc (__TEXT,__text) non-external -[MREffectShowroomBackground isLoadedForTime:]
00007ffa0fc7d5e9 (__TEXT,__text) non-external -[MREffectShowroomBackground prerenderForTime:inContext:withArguments:]
00007ffa0fc7da72 (__TEXT,__text) non-external -[MREffectShowroomBackground renderAtTime:inContext:withArguments:]
00007ffa0fc7d813 (__TEXT,__text) non-external -[MREffectShowroomBackground setAttributes:]
00007ffa0fc7d56f (__TEXT,__text) non-external -[MREffectShowroomBackground setPixelSize:]
00007ffa0fc7db4a (__TEXT,__text) non-external -[MREffectShowroomBackground(MRLoadable) _unload]
00007ffa0fb75979 (__TEXT,__text) non-external -[MREffectSlidingPanels _applySizeScripts:]
00007ffa0fb73ef5 (__TEXT,__text) non-external -[MREffectSlidingPanels _cleanup]
00007ffa0fb74052 (__TEXT,__text) non-external -[MREffectSlidingPanels _loadForTime:inContext:withArguments:]
00007ffa0fb74a80 (__TEXT,__text) non-external -[MREffectSlidingPanels _maxLinesForTextElement:]
00007ffa0fb74a68 (__TEXT,__text) non-external -[MREffectSlidingPanels _maxSizeForTextElement:]
00007ffa0fb76000 (__TEXT,__text) non-external -[MREffectSlidingPanels _sizeForBreakAspectRatio:size:inContext:]
00007ffa0fb74ac0 (__TEXT,__text) non-external -[MREffectSlidingPanels _unload]
00007ffa0fb796ea (__TEXT,__text) non-external -[MREffectSlidingPanels beginMorphingToAspectRatio:withDuration:]
00007ffa0fb796fb (__TEXT,__text) non-external -[MREffectSlidingPanels computeAnimationForTime:direction:rect:justification:]
00007ffa0fb78998 (__TEXT,__text) non-external -[MREffectSlidingPanels elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0fb78f24 (__TEXT,__text) non-external -[MREffectSlidingPanels enterInteractiveModeAtTime:]
00007ffa0fb7921f (__TEXT,__text) non-external -[MREffectSlidingPanels exitInteractiveMode]
00007ffa0fb793ea (__TEXT,__text) non-external -[MREffectSlidingPanels getLazyDuration:lazyFactor:animationDuration:fromInterestingTime:]
00007ffa0fb78c6e (__TEXT,__text) non-external -[MREffectSlidingPanels getStartTime:andDuration:forMovingToElementID:backwards:]
00007ffa0fb78bdf (__TEXT,__text) non-external -[MREffectSlidingPanels getVerticesCoordinates:withMatrix:forElement:]
00007ffa0fb78dc7 (__TEXT,__text) non-external -[MREffectSlidingPanels hasMoreSlidesFromTime:backwards:startTime:duration:]
00007ffa0fb73da0 (__TEXT,__text) non-external -[MREffectSlidingPanels init]
00007ffa0fb7933f (__TEXT,__text) non-external -[MREffectSlidingPanels interestingTimeForElement:]
00007ffa0fb79265 (__TEXT,__text) non-external -[MREffectSlidingPanels interestingTimeForTime:]
00007ffa0fb73fc2 (__TEXT,__text) non-external -[MREffectSlidingPanels isLoadedForTime:]
00007ffa0fb74c52 (__TEXT,__text) non-external -[MREffectSlidingPanels prerenderForTime:inContext:withArguments:]
00007ffa0fb7600c (__TEXT,__text) non-external -[MREffectSlidingPanels renderAtTime:inContext:withArguments:]
00007ffa0fb74bbd (__TEXT,__text) non-external -[MREffectSlidingPanels setAttributes:]
00007ffa0fb73f86 (__TEXT,__text) non-external -[MREffectSlidingPanels setPixelSize:]
00007ffa0fb79b7d (__TEXT,__text) non-external -[MREffectSnapshot _cleanup]
00007ffa0fb7b8b0 (__TEXT,__text) non-external -[MREffectSnapshot _maxLinesForTextElement:]
00007ffa0fb7b83c (__TEXT,__text) non-external -[MREffectSnapshot _maxSizeForTextElement:]
00007ffa0fb7b6f2 (__TEXT,__text) non-external -[MREffectSnapshot elementHitAtPoint:withInverseMatrix:localPoint:]
00007ffa0fb7b7d8 (__TEXT,__text) non-external -[MREffectSnapshot getVerticesCoordinates:withMatrix:forElement:]
