00007ff8004414a8 (__TEXT,__text) external _NSAddImage
00007ff8004528c6 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8004533cb (__TEXT,__text) non-external ____Z16withRemoteObjectI14mach_header_64EvjyPiU13block_pointerFvT_E_block_invoke
00007ff80045e037 (__TEXT,__text) non-external ____Z28macho_best_slice_fd_internaliN5dyld38PlatformERKNS_11GradedArchsES3_bU13block_pointerFvPK11mach_headerymE_block_invoke
00007ff80045130a (__TEXT,__text) non-external ____ZL18defaultFileManagerv_block_invoke
00007ff80045323a (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800453dc8 (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800440b60 (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke
00007ff800451e1d (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke.3
00007ff800452e68 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800453149 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.18
00007ff800453986 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff800453cd7 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.25
00007ff800451a72 (__TEXT,__text) non-external ____ZN22dyld_process_info_base8copyPathEjy_block_invoke
00007ff80045d904 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base10disconnectEv_block_invoke
00007ff80045d979 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base7releaseEv_block_invoke
00007ff80045d5b6 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke
00007ff80045d801 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
00007ff800457a60 (__TEXT,__text) non-external ____ZN3lsl9Allocator16defaultAllocatorEv_block_invoke
00007ff800443b79 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
00007ff8004439c5 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
00007ff800443f13 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
00007ff800443cd4 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
00007ff800442ef3 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke
00007ff800442fd3 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv_block_invoke.3
00007ff80044646e (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
00007ff8004468bb (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
00007ff800447019 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
00007ff80045e378 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
00007ff800447266 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
00007ff80045e39b (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
00007ff8004469e7 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke
00007ff80045e355 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke.cold.1
00007ff800446e32 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke_2
00007ff8004457f9 (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
00007ff800440bb8 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
00007ff8004548ac (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff8004545e0 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
00007ff8004547ad (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
00007ff800454af3 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
00007ff80043fded (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
00007ff8004547f8 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
00007ff800440909 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
00007ff80044974b (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_8clEv_block_invoke
00007ff80044975d (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_9clEv_block_invoke
00007ff800448db6 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke
00007ff800448ffa (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke_2
00007ff800449013 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke
00007ff800449257 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke_2
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff8004521bd (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff8400319e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840031db0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840031ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840032458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840032548 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400325c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840031e70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840031ea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840031a48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff840031fb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff840031a78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840031aa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840031fe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840031ad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840032010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff840031f10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff840032040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840032070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff8400320a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff8400320d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff840032100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ff840032568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8400325f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840031de0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840031f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840031b08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff840032240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ff840031b28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff840031b48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840031e10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840032588 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840031b68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840031b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff840031bc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff8400322a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff840031bf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ff8400322d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ff840031a18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8400325a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840031c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff840031c38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff840031c58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840031e40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff840031c78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff840031c98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff840031cb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ff840032310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff840032340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff840032370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ff8400323a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ff8400323d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ff840031ec0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400322f0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840032478 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libsystem_platform)
00007ff80043fcc0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff800450410 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff800446e46 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff800443a44 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff80045703c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00007ff8004506c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff800454600 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff800456fb8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff800453308 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00007ff800443085 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00007ff8004506e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff800443a7c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff800457086 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00007ff80045073a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff800450700 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff800457002 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff800453376 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff800450db6 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00007ff800450d1a (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00007ff800451270 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00007ff800450ba7 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00007ff800450c7b (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00007ff80045dcbe (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00007ff8438f8458 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00007ff8004414e1 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00007ff800440ab9 (__TEXT,__text) external __dyld_atfork_parent
00007ff800440aa4 (__TEXT,__text) external __dyld_atfork_prepare
00007ff8004414f5 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00007ff800441943 (__TEXT,__text) external __dyld_dlopen_atfork_child
00007ff80044192e (__TEXT,__text) external __dyld_dlopen_atfork_parent
00007ff800441919 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00007ff80044184a (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00007ff8004418f5 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00007ff800441829 (__TEXT,__text) external __dyld_find_protocol_conformance
00007ff8004418d1 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00007ff8004409e1 (__TEXT,__text) external __dyld_find_unwind_sections
00007ff8004400b8 (__TEXT,__text) external __dyld_for_each_objc_class
00007ff80043ff0f (__TEXT,__text) external __dyld_for_each_objc_protocol
00007ff800441a1c (__TEXT,__text) external __dyld_for_objc_header_opt_ro
00007ff800441a07 (__TEXT,__text) external __dyld_for_objc_header_opt_rw
00007ff80044124f (__TEXT,__text) external __dyld_fork_child
00007ff800441880 (__TEXT,__text) external __dyld_get_dlopen_image_header
00007ff800440021 (__TEXT,__text) external __dyld_get_image_header
00007ff80044157e (__TEXT,__text) external __dyld_get_image_header_containing_address
00007ff80044000a (__TEXT,__text) external __dyld_get_image_name
00007ff800440602 (__TEXT,__text) external __dyld_get_image_slide
00007ff800440a86 (__TEXT,__text) external __dyld_get_image_uuid
00007ff800440ace (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00007ff80043fcfb (__TEXT,__text) external __dyld_get_objc_selector
00007ff8004417cf (__TEXT,__text) external __dyld_get_prog_image_header
00007ff80043fce0 (__TEXT,__text) external __dyld_get_shared_cache_range
00007ff80044004d (__TEXT,__text) external __dyld_get_shared_cache_uuid
00007ff800441741 (__TEXT,__text) external __dyld_has_fix_for_radar
00007ff8004418b6 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00007ff8004414fd (__TEXT,__text) external __dyld_image_containing_address
00007ff80043fff8 (__TEXT,__text) external __dyld_image_count
00007ff800440634 (__TEXT,__text) external __dyld_images_for_addresses
00007ff800440b29 (__TEXT,__text) external __dyld_initializer
00007ff80043ff63 (__TEXT,__text) external __dyld_is_memory_immutable
00007ff800441724 (__TEXT,__text) external __dyld_is_objc_constant
00007ff8004419ed (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
00007ff80044170f (__TEXT,__text) external __dyld_launch_mode
00007ff8004414cd (__TEXT,__text) external __dyld_launched_prebound
00007ff800441518 (__TEXT,__text) external __dyld_lookup_and_bind
00007ff80044155d (__TEXT,__text) external __dyld_lookup_and_bind_fully
00007ff800441539 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00007ff800441958 (__TEXT,__text) external __dyld_lookup_section_info
00007ff8004416fa (__TEXT,__text) external __dyld_missing_symbol_abort
00007ff8004417ff (__TEXT,__text) external __dyld_objc_class_count
00007ff80043fc96 (__TEXT,__text) external __dyld_objc_notify_register
00007ff80044189b (__TEXT,__text) external __dyld_objc_register_callbacks
00007ff800441814 (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00007ff8004414c5 (__TEXT,__text) external __dyld_present
00007ff80045203e (__TEXT,__text) external __dyld_process_info_create
00007ff80045289c (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00007ff80045285c (__TEXT,__text) external __dyld_process_info_for_each_image
00007ff8004528a6 (__TEXT,__text) external __dyld_process_info_for_each_segment
00007ff800452820 (__TEXT,__text) external __dyld_process_info_get_aot_cache
00007ff800452807 (__TEXT,__text) external __dyld_process_info_get_cache
00007ff800452842 (__TEXT,__text) external __dyld_process_info_get_platform
00007ff8004527ee (__TEXT,__text) external __dyld_process_info_get_state
00007ff80045da13 (__TEXT,__text) external __dyld_process_info_notify
00007ff80045da8c (__TEXT,__text) external __dyld_process_info_notify_main
00007ff80045dacc (__TEXT,__text) external __dyld_process_info_notify_release
00007ff80045dac2 (__TEXT,__text) external __dyld_process_info_notify_retain
00007ff80045284b (__TEXT,__text) external __dyld_process_info_release
00007ff800452839 (__TEXT,__text) external __dyld_process_info_retain
00007ff8004419d2 (__TEXT,__text) external __dyld_pseudodylib_deregister
00007ff800441993 (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
00007ff8004419ae (__TEXT,__text) external __dyld_pseudodylib_register
00007ff800441978 (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
00007ff8004416df (__TEXT,__text) external __dyld_register_driverkit_main
00007ff80043ff2d (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00007ff800440b45 (__TEXT,__text) external __dyld_register_for_image_loads
00007ff80043fad0 (__TEXT,__text) external __dyld_register_func_for_add_image
00007ff800440083 (__TEXT,__text) external __dyld_register_func_for_remove_image
00007ff800441777 (__TEXT,__text) external __dyld_shared_cache_contains_path
00007ff8004416ca (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00007ff8004416b5 (__TEXT,__text) external __dyld_shared_cache_optimized
00007ff80044175c (__TEXT,__text) external __dyld_shared_cache_real_path
00007ff80044186b (__TEXT,__text) external __dyld_swift_optimizations_version
00007ff8004417e4 (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff800440a32 (__TEXT,__text) external __tlv_atexit
00007ff80044159f (__TEXT,__text) external __tlv_bootstrap
00007ff800440ae5 (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort_report_np (from libsystem_c)
00007ff841bbca5c (__DATA,__data) non-external _bufferSize32
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00007ff800440a6b (__TEXT,__text) external _dladdr
00007ff800440a1a (__TEXT,__text) external _dlclose
00007ff800440afa (__TEXT,__text) external _dlerror
00007ff800440103 (__TEXT,__text) external _dlopen
00007ff8004417b2 (__TEXT,__text) external _dlopen_audited
00007ff800441792 (__TEXT,__text) external _dlopen_from
00007ff800440a50 (__TEXT,__text) external _dlopen_preflight
00007ff80044012c (__TEXT,__text) external _dlsym
00007ff800460fd0 (__TEXT,__const) external _dyldVersionNumber
00007ff800460fa0 (__TEXT,__const) external _dyldVersionString
00007ff800441599 (__TEXT,__text) external _dyld_dynamic_interpose
00007ff800450d29 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00007ff800450c8a (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
00007ff80043fee5 (__TEXT,__text) external _dyld_get_active_platform
00007ff800440b0f (__TEXT,__text) external _dyld_get_base_platform
00007ff800441679 (__TEXT,__text) external _dyld_get_image_versions
00007ff800441000 (__TEXT,__text) external _dyld_get_min_os_version
00007ff8004405d2 (__TEXT,__text) external _dyld_get_program_min_os_version
00007ff80043fd16 (__TEXT,__text) external _dyld_get_program_sdk_version
00007ff8004409ff (__TEXT,__text) external _dyld_get_sdk_version
00007ff8004400ee (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00007ff800450eb5 (__TEXT,__text) external _dyld_image_content_for_section
00007ff800450eab (__TEXT,__text) external _dyld_image_content_for_segment
00007ff800450ebf (__TEXT,__text) external _dyld_image_copy_uuid
00007ff800450f39 (__TEXT,__text) external _dyld_image_for_each_section_info
00007ff800450f2f (__TEXT,__text) external _dyld_image_for_each_segment_info
00007ff800450f4d (__TEXT,__text) external _dyld_image_get_file_path
00007ff800450f43 (__TEXT,__text) external _dyld_image_get_installname
00007ff800440412 (__TEXT,__text) external _dyld_image_header_containing_address
00007ff8004510ba (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
00007ff800440068 (__TEXT,__text) external _dyld_image_path_containing_address
00007ff800441608 (__TEXT,__text) external _dyld_is_simulator_platform
00007ff800441640 (__TEXT,__text) external _dyld_minos_at_least
00007ff800441697 (__TEXT,__text) external _dyld_need_closure
00007ff8004508cd (__TEXT,__text) external _dyld_process_create_for_current_task
00007ff80045078a (__TEXT,__text) external _dyld_process_create_for_task
00007ff8004508e2 (__TEXT,__text) external _dyld_process_dispose
00007ff841bbcab8 (__DATA,__common) external _dyld_process_has_objc_patches
00007ff800440038 (__TEXT,__text) external _dyld_process_is_restricted
00007ff80045092a (__TEXT,__text) external _dyld_process_register_for_event_notification
00007ff800450906 (__TEXT,__text) external _dyld_process_register_for_image_notifications
00007ff800450958 (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00007ff8004509e9 (__TEXT,__text) external _dyld_process_snapshot_create_from_data
00007ff80045fb56 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
00007ff80045fb77 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00007ff800450b15 (__TEXT,__text) external _dyld_process_snapshot_dispose
00007ff800450b4c (__TEXT,__text) external _dyld_process_snapshot_for_each_image
00007ff800450bb6 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00007ff80045094e (__TEXT,__text) external _dyld_process_unregister_for_notification
00007ff80044165e (__TEXT,__text) external _dyld_program_minos_at_least
00007ff8004405e7 (__TEXT,__text) external _dyld_program_sdk_at_least
00007ff800441622 (__TEXT,__text) external _dyld_sdk_at_least
00007ff800450c10 (__TEXT,__text) external _dyld_shared_cache_copy_uuid
00007ff8004415d2 (__TEXT,__text) external _dyld_shared_cache_file_path
00007ff8004415e7 (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00007ff800450c2b (__TEXT,__text) external _dyld_shared_cache_for_each_file
00007ff800450c35 (__TEXT,__text) external _dyld_shared_cache_for_each_image
00007ff800450f57 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
00007ff800450dc5 (__TEXT,__text) external _dyld_shared_cache_for_file
00007ff800450bf2 (__TEXT,__text) external _dyld_shared_cache_get_base_address
00007ff800450bfc (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00007ff800450c06 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
00007ff8004415b4 (__TEXT,__text) external _dyld_shared_cache_iterate_text
00007ff800450bde (__TEXT,__text) external _dyld_shared_cache_pin_mapping
00007ff80043fefa (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00007ff800450be8 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00007ff800450f61 (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00007ff8438f8450 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
00007ff841bbca58 (__DATA,__data) non-external _features_hi32
00007ff841bbca54 (__DATA,__data) non-external _features_lo32
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00007ff841bbca78 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
00007ff841bbca60 (__DATA,__data) non-external _hasXSave
                 (undefined) external _host_info (from libsystem_kernel)
00007ff841bbca50 (__DATA,__data) non-external _inited
00007ff800441160 (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
00007ff80045dae0 (__TEXT,__text) external _macho_arch_name_for_cpu_type
00007ff80045db0f (__TEXT,__text) external _macho_arch_name_for_mach_header
00007ff80045dce7 (__TEXT,__text) external _macho_best_slice
00007ff80045dd28 (__TEXT,__text) external _macho_best_slice_in_fd
00007ff80045dad6 (__TEXT,__text) external _macho_cpu_type_for_arch_name
