                 (undefined) external _Block_size (from libSystem)
                 (indirect) external _Block_size (for _Block_size)
                 (undefined) external _CCEC_FAULT_CANARY (from libSystem)
                 (indirect) external _CCEC_FAULT_CANARY (for _CCEC_FAULT_CANARY)
                 (undefined) external _CCRSA_PKCS1_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PKCS1_FAULT_CANARY (for _CCRSA_PKCS1_FAULT_CANARY)
                 (undefined) external _CCRSA_PSS_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PSS_FAULT_CANARY (for _CCRSA_PSS_FAULT_CANARY)
                 (undefined) external _CCSS_PRIME_P192 (from libSystem)
                 (indirect) external _CCSS_PRIME_P192 (for _CCSS_PRIME_P192)
                 (undefined) external _CCSS_PRIME_P224 (from libSystem)
                 (indirect) external _CCSS_PRIME_P224 (for _CCSS_PRIME_P224)
                 (undefined) external _CCSS_PRIME_P256 (from libSystem)
                 (indirect) external _CCSS_PRIME_P256 (for _CCSS_PRIME_P256)
                 (undefined) external _CCSS_PRIME_P384 (from libSystem)
                 (indirect) external _CCSS_PRIME_P384 (for _CCSS_PRIME_P384)
                 (undefined) external _CCSS_PRIME_P521 (from libSystem)
                 (indirect) external _CCSS_PRIME_P521 (for _CCSS_PRIME_P521)
0000000180066840 (__TEXT,__text) non-external _DiToMD5
0000000180077af8 (__TEXT,__text) external __ZN20IOExtensiblePaniclog17InsertData_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDataE
0000000180077d64 (__TEXT,__text) external __ZN20IOExtensiblePaniclog17SetUsedLen_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
0000000180077a64 (__TEXT,__text) external __ZN20IOExtensiblePaniclog18SetInactive_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
000000018007769c (__TEXT,__text) external __ZN20IOExtensiblePaniclog20CopyMemoryDescriptorEPP24IOBufferMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
0000000180077cb8 (__TEXT,__text) external __ZN20IOExtensiblePaniclog27CopyMemoryDescriptor_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP24IOBufferMemoryDescriptorE
0000000180052344 (__TEXT,__text) external __ZN20IOExtensiblePaniclog4freeEv
00000001800522bc (__TEXT,__text) external __ZN20IOExtensiblePaniclog4initEv
000000018007711c (__TEXT,__text) external __ZN20IOExtensiblePaniclog6CreateEP6OSDataP8OSStringjjPPS_
0000000180077024 (__TEXT,__text) external __ZN20IOExtensiblePaniclog8DispatchE5IORPC
0000000180077244 (__TEXT,__text) external __ZN20IOExtensiblePaniclog9SetActiveEPFiP15OSMetaClassBase5IORPCE
0000000180077074 (__TEXT,__text) external __ZN20IOExtensiblePaniclog9_DispatchEPS_5IORPC
000000018006bfdc (__TEXT,__text) external __ZN20IOMemoryMapMetaClass3NewEP8OSObject
000000018006c0c4 (__TEXT,__text) external __ZN20IOMemoryMapMetaClass8DispatchE5IORPC
0000000180077e8c (__TEXT,__text) external __ZN20IOWorkGroupMetaClass3NewEP8OSObject
0000000180078044 (__TEXT,__text) external __ZN20IOWorkGroupMetaClass8DispatchE5IORPC
00000001800753c4 (__TEXT,__text) external __ZN20OSContainerMetaClass3NewEP8OSObject
0000000180068074 (__TEXT,__text) external __ZN21IODMACommandMetaClass3NewEP8OSObject
000000018006815c (__TEXT,__text) external __ZN21IODMACommandMetaClass8DispatchE5IORPC
0000000180065a58 (__TEXT,__text) external __ZN21IOStateReporter_IVars14_getStateValueEyy29IOStateReporter_valueSelector
0000000180064fa4 (__TEXT,__text) external __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_
000000018007b4d8 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16_getStateIndicesEyyPiS0_.cold.1
000000018006568c (__TEXT,__text) external __ZN21IOStateReporter_IVars16handleSetStateIDEyiy
000000018007b530 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars16handleSetStateIDEyiy.cold.1
0000000180064f18 (__TEXT,__text) external __ZN21IOStateReporter_IVars17handleSwapCleanupEi
000000018007b3d8 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.1
000000018007b400 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.2
000000018007b43c (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.3
000000018007b46c (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.4
000000018007b4a8 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapCleanupEi.cold.5
0000000180064b80 (__TEXT,__text) external __ZN21IOStateReporter_IVars17handleSwapPrepareEi
000000018007b330 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapPrepareEi.cold.1
000000018007b358 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars17handleSwapPrepareEi.cold.2
0000000180065c38 (__TEXT,__text) external __ZN21IOStateReporter_IVars19updateChannelValuesEi
000000018007b580 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars19updateChannelValuesEi.cold.1
0000000180064d58 (__TEXT,__text) external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString
000000018007b370 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.1
000000018007b398 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.2
000000018007b3c0 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars20handleAddChannelSwapEyPK8OSString.cold.3
0000000180065834 (__TEXT,__text) external __ZN21IOStateReporter_IVars23handleSetStateByIndicesEiiyy
000000018007b558 (__TEXT,__text) non-external __ZN21IOStateReporter_IVars23handleSetStateByIndicesEiiyy.cold.1
000000018006523c (__TEXT,__text) external __ZN21IOStateReporter_IVars35handleOverrideChannelStateByIndicesEiiyyy
0000000180065408 (__TEXT,__text) external __ZN21IOStateReporter_IVars36handleIncrementChannelStateByIndicesEiiyyy
0000000180064a1c (__TEXT,__text) external __ZN21IOStateReporter_IVarsC1EP9IOService19IOReportChannelTypeytx
0000000180064a5c (__TEXT,__text) external __ZN21IOStateReporter_IVarsC2EP9IOService19IOReportChannelTypeytx
0000000180064b48 (__TEXT,__text) external __ZN21IOStateReporter_IVarsD0Ev
0000000180064b44 (__TEXT,__text) external __ZN21IOStateReporter_IVarsD1Ev
0000000180064a9c (__TEXT,__text) external __ZN21IOStateReporter_IVarsD2Ev
000000018007b258 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.1
000000018007b294 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.2
000000018007b2c4 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.3
000000018007b300 (__TEXT,__text) non-external __ZN21IOStateReporter_IVarsD2Ev.cold.4
0000000180072f08 (__TEXT,__text) external __ZN21IOTimerDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
0000000180072ff0 (__TEXT,__text) external __ZN21IOTimerDispatchSource10WakeAtTimeEyyyPFiP15OSMetaClassBase5IORPCE
000000018004e22c (__TEXT,__text) external __ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE
000000018004dd7c (__TEXT,__text) external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_
0000000180079d2c (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.1
0000000180079d58 (__TEXT,__text) non-external __ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS_.cold.2
0000000180072d1c (__TEXT,__text) external __ZN21IOTimerDispatchSource13Create_InvokeE5IORPCPFiP15IODispatchQueuePPS_E
0000000180073100 (__TEXT,__text) external __ZN21IOTimerDispatchSource13TimerOccurredE5IORPCP8OSActionyPFiP15OSMetaClassBaseS0_E
000000018004e048 (__TEXT,__text) external __ZN21IOTimerDispatchSource15SetHandler_ImplEP8OSAction
000000018004e3c0 (__TEXT,__text) external __ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy
000000018004e604 (__TEXT,__text) external __ZN21IOTimerDispatchSource17CheckForWork_ImplE5IORPCb
0000000180072ac4 (__TEXT,__text) external __ZN21IOTimerDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
0000000180072ba0 (__TEXT,__text) external __ZN21IOTimerDispatchSource17WakeAtTime_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyE
000000018004e6d8 (__TEXT,__text) external __ZN21IOTimerDispatchSource18TimerOccurred_ImplEP8OSActiony
0000000180072c44 (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyE
0000000180073150 (__TEXT,__text) external __ZN21IOTimerDispatchSource20TimerOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyEPK11OSMetaClass
000000018004e0d8 (__TEXT,__text) external __ZN21IOTimerDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
000000018004e174 (__TEXT,__text) external __ZN21IOTimerDispatchSource4freeEv
000000018004e0e8 (__TEXT,__text) external __ZN21IOTimerDispatchSource4initEv
0000000180072df8 (__TEXT,__text) external __ZN21IOTimerDispatchSource6CreateEP15IODispatchQueuePPS_
0000000180072854 (__TEXT,__text) external __ZN21IOTimerDispatchSource8DispatchE5IORPC
0000000180072888 (__TEXT,__text) external __ZN21IOTimerDispatchSource9_DispatchEPS_5IORPC
0000000180073234 (__TEXT,__text) external __ZN21IOUserClientMetaClass3NewEP8OSObject
0000000180073638 (__TEXT,__text) external __ZN21IOUserClientMetaClass8DispatchE5IORPC
00000001800742a0 (__TEXT,__text) external __ZN21IOUserServerMetaClass3NewEP8OSObject
00000001800745a8 (__TEXT,__text) external __ZN21IOUserServerMetaClass8DispatchE5IORPC
0000000180075394 (__TEXT,__text) external __ZN21OSCollectionMetaClass3NewEP8OSObject
0000000180075494 (__TEXT,__text) external __ZN21OSDictionaryMetaClass3NewEP8OSObject
000000018007551c (__TEXT,__text) external __ZN21OSMappedFileMetaClass3NewEP8OSObject
0000000180075c40 (__TEXT,__text) external __ZN21OSOrderedSetMetaClass3NewEP8OSObject
0000000180075fe4 (__TEXT,__text) external __ZN21_IOBlockStorageDevice16DoAsyncReadWriteEP18IOMemoryDescriptoryyP8OSActionPFiP15OSMetaClassBase5IORPCE
00000001800760d4 (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyProducerDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00000001800761f0 (__TEXT,__text) external __ZN21_IOBlockStorageDevice21CopyReceiverDataQueueEPP25IODataQueueDispatchSourcePFiP15OSMetaClassBase5IORPCE
00000001800764bc (__TEXT,__text) external __ZN21_IOBlockStorageDevice23DoAsyncReadWrite_InvokeE5IORPCP15OSMetaClassBasePFiS2_P18IOMemoryDescriptoryyP8OSActionE
0000000180075f5c (__TEXT,__text) external __ZN21_IOBlockStorageDevice26DoAsyncReadWriteCompletionEP8OSActioniyPFiP15OSMetaClassBase5IORPCE
00000001800765c8 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyProducerDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
0000000180076674 (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CopyReceiverDataQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP25IODataQueueDispatchSourceE
000000018007630c (__TEXT,__text) external __ZN21_IOBlockStorageDevice28CreateActionKernelCompletionEmPP8OSAction
00000001800763c0 (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyE
00000001800763f8 (__TEXT,__text) external __ZN21_IOBlockStorageDevice33DoAsyncReadWriteCompletion_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActioniyEPK11OSMetaClass
0000000180075e64 (__TEXT,__text) external __ZN21_IOBlockStorageDevice8DispatchE5IORPC
0000000180075eb4 (__TEXT,__text) external __ZN21_IOBlockStorageDevice9_DispatchEPS_5IORPC
0000000180067fec (__TEXT,__text) external __ZN22IOCommandPoolMetaClass3NewEP8OSObject
0000000180063ef8 (__TEXT,__text) non-external (was a private external) __ZN22IOSimpleReporter_IVarsD0Ev
0000000180063ef4 (__TEXT,__text) non-external (was a private external) __ZN22IOSimpleReporter_IVarsD1Ev
000000018006c4a4 (__TEXT,__text) external __ZN23IOReportLegendMetaClass3NewEP8OSObject
0000000180067e14 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor13Create_InvokeE5IORPCPFiyyyPPS_E
000000018004f074 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor15GetAddressRangeEP16IOAddressSegment
0000000180067ec4 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor16SetLength_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
000000018004efe8 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4freeEv
000000018004ef30 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor4initEv
0000000180067bfc (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor6CreateEyyyPPS_
0000000180067b04 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor8DispatchE5IORPC
0000000180067d08 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor9SetLengthEyPFiP15OSMetaClassBase5IORPCE
0000000180067b54 (__TEXT,__text) external __ZN24IOBufferMemoryDescriptor9_DispatchEPS_5IORPC
0000000180069c4c (__TEXT,__text) external __ZN24IODispatchQueueMetaClass3NewEP8OSObject
0000000180069d34 (__TEXT,__text) external __ZN24IODispatchQueueMetaClass8DispatchE5IORPC
000000018006c3d4 (__TEXT,__text) external __ZN24IOStateReporterMetaClass3NewEP8OSObject
0000000180075cc8 (__TEXT,__text) external __ZN24OSSerializationMetaClass3NewEP8OSObject
0000000180069148 (__TEXT,__text) external __ZN25IODataQueueDispatchSource10CopyMemoryEPP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
000000018004d7cc (__TEXT,__text) external __ZN25IODataQueueDispatchSource11Cancel_ImplEU13block_pointerFvvE
0000000180069518 (__TEXT,__text) external __ZN25IODataQueueDispatchSource12DataServicedEP8OSActionPFiP15OSMetaClassBase5IORPCE
0000000180069594 (__TEXT,__text) external __ZN25IODataQueueDispatchSource13Create_InvokeE5IORPCPFiyP15IODispatchQueuePPS_E
000000018006949c (__TEXT,__text) external __ZN25IODataQueueDispatchSource13DataAvailableEP8OSActionPFiP15OSMetaClassBase5IORPCE
000000018004dcc8 (__TEXT,__text) external __ZN25IODataQueueDispatchSource14CanEnqueueDataEj
000000018004dcd0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource14CanEnqueueDataEjj
000000018004d7fc (__TEXT,__text) external __ZN25IODataQueueDispatchSource15IsDataAvailableEv
000000018004d630 (__TEXT,__text) external __ZN25IODataQueueDispatchSource16SendDataServicedEv
000000018004d5ac (__TEXT,__text) external __ZN25IODataQueueDispatchSource17CheckForWork_ImplE5IORPCb
0000000180069830 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17CopyMemory_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP18IOMemoryDescriptorE
000000018004d5b8 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17SendDataAvailableEv
0000000180069b28 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
0000000180069b60 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
000000018004d97c (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DequeueWithCoalesceEPbU13block_pointerFvPKvmE
000000018004db34 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19EnqueueWithCoalesceEjPbU13block_pointerFvPvmE
0000000180069a34 (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
0000000180069a6c (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
0000000180069060 (__TEXT,__text) external __ZN25IODataQueueDispatchSource22SetDataServicedHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
0000000180069380 (__TEXT,__text) external __ZN25IODataQueueDispatchSource23CopyDataServicedHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
0000000180068f78 (__TEXT,__text) external __ZN25IODataQueueDispatchSource23SetDataAvailableHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
0000000180069264 (__TEXT,__text) external __ZN25IODataQueueDispatchSource24CopyDataAvailableHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
000000018004dd74 (__TEXT,__text) external __ZN25IODataQueueDispatchSource27GetDataQueueEntryHeaderSizeEv
000000018004d6b8 (__TEXT,__text) external __ZN25IODataQueueDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
0000000180069754 (__TEXT,__text) external __ZN25IODataQueueDispatchSource29SetDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
0000000180069988 (__TEXT,__text) external __ZN25IODataQueueDispatchSource30CopyDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
0000000180069678 (__TEXT,__text) external __ZN25IODataQueueDispatchSource30SetDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00000001800698dc (__TEXT,__text) external __ZN25IODataQueueDispatchSource31CopyDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
000000018004d824 (__TEXT,__text) external __ZN25IODataQueueDispatchSource4PeekEU13block_pointerFvPKvmE
000000018004d6c8 (__TEXT,__text) external __ZN25IODataQueueDispatchSource4freeEv
000000018004d3d4 (__TEXT,__text) external __ZN25IODataQueueDispatchSource4initEv
0000000180079ca8 (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.1
0000000180079cd4 (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.2
0000000180068e64 (__TEXT,__text) external __ZN25IODataQueueDispatchSource6CreateEyP15IODispatchQueuePPS_
000000018004d928 (__TEXT,__text) external __ZN25IODataQueueDispatchSource7DequeueEU13block_pointerFvPKvmE
000000018004dae0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource7EnqueueEjU13block_pointerFvPvmE
0000000180068ca0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource8DispatchE5IORPC
0000000180068cd4 (__TEXT,__text) external __ZN25IODataQueueDispatchSource9_DispatchEPS_5IORPC
000000018006a198 (__TEXT,__text) external __ZN25IODispatchSourceMetaClass3NewEP8OSObject
000000018006a350 (__TEXT,__text) external __ZN25IODispatchSourceMetaClass8DispatchE5IORPC
000000018006457c (__TEXT,__text) external __ZN25IOHistogramReporter_IVars18handleCreateLegendEv
000000018007b230 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVars18handleCreateLegendEv.cold.1
00000001800640ec (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsC1EP9IOService19IOReportChannelTypeyPK8OSStringtyiP24IOHistogramSegmentConfig
00000001800640fc (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsC2EP9IOService19IOReportChannelTypeyPK8OSStringtyiP24IOHistogramSegmentConfig
0000000180064544 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD0Ev
0000000180064540 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD1Ev
0000000180064498 (__TEXT,__text) external __ZN25IOHistogramReporter_IVarsD2Ev
000000018007b158 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.1
000000018007b194 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.2
000000018007b1c4 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.3
000000018007b200 (__TEXT,__text) non-external __ZN25IOHistogramReporter_IVarsD2Ev.cold.4
000000018006b04c (__TEXT,__text) external __ZN25IOInterruptDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
000000018004c8dc (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE
0000000180079bcc (__TEXT,__text) non-external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE.cold.1
000000018006ae40 (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Create_CallEP9IOServicejP15IODispatchQueuePPS_
000000018006b2b8 (__TEXT,__text) external __ZN25IOInterruptDispatchSource13Create_InvokeE5IORPCPFiP9IOServicejP15IODispatchQueuePPS_E
000000018004c4cc (__TEXT,__text) external __ZN25IOInterruptDispatchSource15SetHandler_ImplEP8OSAction
000000018006af54 (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetInterruptTypeEP9IOServicejPy
000000018006b134 (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetLastInterruptEPyS0_PFiP15OSMetaClassBase5IORPCE
000000018004caa0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17CheckForWork_ImplE5IORPCb
000000018006b264 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17InterruptOccurredE5IORPCP8OSActionyyPFiP15OSMetaClassBaseS0_E
000000018006acd8 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
000000018004cb1c (__TEXT,__text) external __ZN25IOInterruptDispatchSource22InterruptOccurred_ImplEP8OSActionyy
000000018006b3d0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetInterruptType_InvokeE5IORPCPFiP9IOServicejPyE
000000018006b4a0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetLastInterrupt_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_E
000000018006adb4 (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyE
000000018006b544 (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyEPK11OSMetaClass
000000018004c55c (__TEXT,__text) external __ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
000000018004c3f8 (__TEXT,__text) external __ZN25IOInterruptDispatchSource4freeEv
000000018004c36c (__TEXT,__text) external __ZN25IOInterruptDispatchSource4initEv
000000018004c2fc (__TEXT,__text) external __ZN25IOInterruptDispatchSource6CreateEP9IOServicejP15IODispatchQueuePPS_
000000018006aab4 (__TEXT,__text) external __ZN25IOInterruptDispatchSource8DispatchE5IORPC
000000018006aae8 (__TEXT,__text) external __ZN25IOInterruptDispatchSource9_DispatchEPS_5IORPC
000000018006c36c (__TEXT,__text) external __ZN25IOSimpleReporterMetaClass3NewEP8OSObject
000000018006b638 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass3NewEP8OSObject
000000018006b720 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass8DispatchE5IORPC
000000018006c43c (__TEXT,__text) external __ZN28IOHistogramReporterMetaClass3NewEP8OSObject
0000000180076fc0 (__TEXT,__text) external __ZN29IOExtensiblePaniclogMetaClass3NewEP8OSObject
00000001800770c8 (__TEXT,__text) external __ZN29IOExtensiblePaniclogMetaClass8DispatchE5IORPC
0000000180072810 (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass3NewEP8OSObject
0000000180072c7c (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass8DispatchE5IORPC
0000000180075e20 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass3NewEP8OSObject
0000000180075f08 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass8DispatchE5IORPC
0000000180067ac0 (__TEXT,__text) external __ZN33IOBufferMemoryDescriptorMetaClass3NewEP8OSObject
