00007ff80045e54a (__TEXT,__text) external _NSAddImage
00007ff800462830 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessC1ERN3lsl9AllocatorERNS_11FileManagerEjPi
00007ff8004624ca (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessC2ERN3lsl9AllocatorERNS_11FileManagerEjPi
00007ff800462d08 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessD1Ev
00007ff80046283a (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessD2Ev
00007ff80046cebc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils16concatenatePathsEPcPKcm
00007ff80046ce5d (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils7strrstrEPKcS2_
00007ff842ec8000 (__TPRO_CONST,__dyld4) non-external (was a private external) __ZN5dyld45gDyldE
00007ff80046cfc6 (__TEXT,__text) non-external __ZN5dyld4L21finalizeListTLV_thunkEPv
00007ff80045a0d4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11BindOpcodesC1EPKhmb
00007ff80045a0d4 (__TEXT,__text) non-external (was a private external) __ZN6mach_o11BindOpcodesC2EPKhmb
00007ff80045389a (__TEXT,__text) non-external (was a private external) __ZN6mach_o11GenericTrieC2EPKhm
00007ff80045322a (__TEXT,__text) non-external (was a private external) __ZN6mach_o12ArchitectureC1EPK11mach_header
00007ff843350a60 (__DATA,__data) non-external (was a private external) __ZN6mach_o12PlatformInfo18knownPlatformInfosE
00007ff80045389a (__TEXT,__text) non-external (was a private external) __ZN6mach_o12SplitSegInfoC1EPKhm
00007ff800454074 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12read_sleb128ERPKhS1_Rb
00007ff800454032 (__TEXT,__text) non-external (was a private external) __ZN6mach_o12read_uleb128ERPKhS1_Rb
00007ff800459250 (__TEXT,__text) non-external (was a private external) __ZN6mach_o13ChainedFixups13PointerFormat4makeEt
00007ff800458f4e (__TEXT,__text) non-external (was a private external) __ZN6mach_o13ChainedFixupsC1EPK26dyld_chained_fixups_headerm
00007ff8004538ac (__TEXT,__text) non-external (was a private external) __ZN6mach_o13CompactUnwindC1ENS_12ArchitectureEPKhm
00007ff800453a0a (__TEXT,__text) non-external (was a private external) __ZN6mach_o13RebaseOpcodesC1EPKhmb
00007ff80045389a (__TEXT,__text) non-external (was a private external) __ZN6mach_o14FunctionStartsC1EPKhm
00007ff80045aaf8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o16NListSymbolTableC1EjPK5nlistjPKcjjjj
00007ff80045ab32 (__TEXT,__text) non-external (was a private external) __ZN6mach_o16NListSymbolTableC1EyPK8nlist_64jPKcjjjj
00007ff84008e778 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o16PlatformInfo_iOS9singletonE
00007ff84008e838 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o17PlatformInfo_tvOS9singletonE
00007ff800453167 (__TEXT,__text) non-external (was a private external) __ZN6mach_o17hasWarningHandlerEv
00007ff84008e718 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o18PlatformInfo_macOS9singletonE
00007ff84008eb98 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o18PlatformInfo_sepOS9singletonE
00007ff800453488 (__TEXT,__text) non-external (was a private external) __ZN6mach_o19PlatformAndVersions3zipERKS0_
00007ff84008e9b8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o20PlatformInfo_watchOS9singletonE
00007ff84008ea78 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_bridgeOS9singletonE
00007ff84008eb38 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_firmware9singletonE
00007ff84008eef8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_visionOS9singletonE
00007ff84008e958 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o21PlatformInfo_zippered9singletonE
00007ff84008ead8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o22PlatformInfo_driverKit9singletonE
00007ff84008e8f8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o24PlatformInfo_macCatalyst9singletonE
00007ff84008f0d8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o26PlatformInfo_iOS_kernelKit9singletonE
00007ff84008e7d8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o26PlatformInfo_iOS_simulator9singletonE
00007ff84008ed18 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_iOS_exclaveKit9singletonE
00007ff84008f138 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_tvOS_kernelKit9singletonE
00007ff84008e898 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o27PlatformInfo_tvOS_simulator9singletonE
00007ff84008ecb8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_iOS_exclaveCore9singletonE
00007ff84008f078 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_macOS_kernelKit9singletonE
00007ff84008edd8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o28PlatformInfo_tvOS_exclaveKit9singletonE
00007ff84008ec58 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o29PlatformInfo_macOS_exclaveKit9singletonE
00007ff84008ed78 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o29PlatformInfo_tvOS_exclaveCore9singletonE
00007ff84008ebf8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_macOS_exclaveCore9singletonE
00007ff84008f198 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_watchOS_kernelKit9singletonE
00007ff84008ea18 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o30PlatformInfo_watchOS_simulator9singletonE
00007ff84008f258 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_bridgeOS_kernelKit9singletonE
00007ff84008f1f8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_visionOS_kernelKit9singletonE
00007ff84008ef58 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_visionOS_simulator9singletonE
00007ff84008ee98 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o31PlatformInfo_watchOS_exclaveKit9singletonE
00007ff84008f018 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o32PlatformInfo_visionOS_exclaveKit9singletonE
00007ff84008ee38 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o32PlatformInfo_watchOS_exclaveCore9singletonE
00007ff84008efb8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o33PlatformInfo_visionOS_exclaveCore9singletonE
00007ff8004540e6 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorC1EOS0_
00007ff800454110 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorC1EPKcz
00007ff800451daa (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErrorD1Ev
00007ff8004540fa (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ErroraSEOS0_
00007ff80045bb6a (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeBindOpcodesEv
00007ff80045b928 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeExportsTrieEv
00007ff80045b980 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image15makeSymbolTableEv
00007ff80045bd2c (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image16makeSplitSegInfoEv
00007ff80045bc72 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image17makeChainedFixupsEv
00007ff80045bb12 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image17makeRebaseOpcodesEv
00007ff80045bcca (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image18makeFunctionStartsEv
00007ff80045bbc2 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image19makeLazyBindOpcodesEv
00007ff80045bc1a (__TEXT,__text) non-external (was a private external) __ZN6mach_o5Image19makeWeakBindOpcodesEv
00007ff80045be5e (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC1EPK11mach_header
00007ff80045bd84 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC1EPKvmNS0_11MappingKindE
00007ff80045bd8e (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC2EPK11mach_header
00007ff80045b760 (__TEXT,__text) non-external (was a private external) __ZN6mach_o5ImageC2EPKvmNS0_11MappingKindE
00007ff800457644 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Header22loadCommandToDylibKindEPK13dylib_command
00007ff8004754b5 (__TEXT,__text) non-external __ZN6mach_o6Header22loadCommandToDylibKindEPK13dylib_command.cold.1
00007ff800457af6 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Header6name16EPKc
00007ff800453936 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6PolicyC1ENS_12ArchitectureENS_19PlatformAndVersionsEjbb
00007ff8004538c0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6PolicyC2ENS_12ArchitectureENS_19PlatformAndVersionsEjbb
00007ff8004582c2 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol12makeAltEntryE7CStringyhNS0_5ScopeEbbb
00007ff8004583de (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol12makeReExportE7CStringiPKcNS0_5ScopeE
00007ff80045840a (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol13makeUndefinedE7CStringib
00007ff800458156 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol16makeRegularLocalE7CStringyhbb
00007ff800458438 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol16makeTentativeDefE7CStringyhbb
00007ff8004583b2 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeAbsoluteLocalE7CStringyb
00007ff8004580d6 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeRegularExportE7CStringyhbbb
00007ff80045811a (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeRegularHiddenE7CStringyhbb
00007ff8004581ca (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeWeakDefExportE7CStringyhbb
00007ff800458246 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol17makeWeakDefHiddenE7CStringyhbb
00007ff800458382 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol18makeAbsoluteExportE7CStringyb
00007ff80045830e (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol19makeDynamicResolverE7CStringhyy
00007ff800458208 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol19makeWeakDefAutoHideE7CStringyhbb
00007ff80045833a (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol21makeThreadLocalExportE7CStringyhbbb
00007ff800458478 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol22makeHiddenTentativeDefE7CStringyhbb
00007ff80045818e (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol27makeRegularWasPrivateExternE7CStringyhbb
00007ff800458284 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6Symbol27makeWeakDefWasPrivateExternE7CStringyhbb
00007ff800453178 (__TEXT,__text) non-external (was a private external) __ZN6mach_o7warningEPKvPKcz
00007ff84008f2b0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform13iOS_simulatorE
00007ff84008f2b8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform14tvOS_simulatorE
00007ff84008f2c0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform17watchOS_simulatorE
00007ff84008f298 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform3iOSE
00007ff84008f2a0 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform4tvOSE
00007ff8004772d4 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2015E
00007ff8004772e0 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2018E
00007ff8004772e4 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2019E
00007ff8004772ec (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2020E
00007ff8004772f0 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2021E
00007ff8004772fc (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2023E
00007ff800477304 (__TEXT,__const) non-external (was a private external) __ZN6mach_o8Platform5Epoch8fall2024E
00007ff84008f290 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform5macOSE
00007ff84008f2a8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform7watchOSE
00007ff84008f2c8 (__DATA_CONST,__const) non-external (was a private external) __ZN6mach_o8Platform9driverKitE
00007ff8004533d0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC1Ej
00007ff800453390 (__TEXT,__text) non-external (was a private external) __ZN6mach_o8PlatformC2Ej
00007ff8004753d2 (__TEXT,__text) non-external __ZN6mach_o8PlatformC2Ej.cold.1
00007ff800455d5c (__TEXT,__text) non-external __ZN6mach_oL14stringOverflowEPK12load_commandjj
00007ff84008f968 (__DATA_CONST,__const) non-external __ZN6mach_oL2p1E
00007ff84008f9f8 (__DATA_CONST,__const) non-external __ZN6mach_oL2p2E
00007ff84008fa80 (__DATA_CONST,__const) non-external __ZN6mach_oL2p3E
00007ff84008fb08 (__DATA_CONST,__const) non-external __ZN6mach_oL2p4E
00007ff84008fb90 (__DATA_CONST,__const) non-external __ZN6mach_oL2p5E
00007ff84008fc20 (__DATA_CONST,__const) non-external __ZN6mach_oL2p6E
00007ff84008fcc0 (__DATA_CONST,__const) non-external __ZN6mach_oL2p7E
00007ff84008fd48 (__DATA_CONST,__const) non-external __ZN6mach_oL2p8E
00007ff84008fde8 (__DATA_CONST,__const) non-external __ZN6mach_oL2p9E
00007ff84008fe88 (__DATA_CONST,__const) non-external __ZN6mach_oL3p10E
00007ff84008ff10 (__DATA_CONST,__const) non-external __ZN6mach_oL3p11E
00007ff84008ffb0 (__DATA_CONST,__const) non-external __ZN6mach_oL3p12E
00007ff843350bd0 (__DATA,__bss) non-external __ZN6mach_oL8sHandlerE
00007ff800452b1c (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics12errorMessageEv
00007ff800451d96 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics13assertNoErrorEv
00007ff800475531 (__TEXT,__text) non-external __ZNK11Diagnostics13assertNoErrorEv.cold.1
00007ff80045e1b0 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics16errorMessageCStrEv
00007ff8004522a2 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics7noErrorEv
00007ff800452276 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics8hasErrorEv
00007ff80046d4ac (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachCacheEU13block_pointerFvPKS_RbE
00007ff80046d42a (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE
00007ff80046d252 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13forEachRegionEU13block_pointerFvPKvyyjjyRbE
00007ff8004520b0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache7inCacheEPKvmRb
00007ff80046ecc4 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base14forEachSegmentEyU13block_pointerFvyyPKcE
00007ff80046ec72 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base15forEachAotImageEU13block_pointerFbyyyPhmE
00007ff80047455c (__TEXT,__text) non-external (was a private external) __ZNK29dyld_process_info_notify_base13setNotifyMainEU13block_pointerFvvE
00007ff8004666c8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE14const_iteratorssERKSA_
00007ff80046cd70 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE8NodeCoreILj31ELj15EE17lower_bound_indexERKS5_S8_
00007ff800465dfa (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process19ProcessUpdateRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE14const_iteratorssERKSE_
00007ff80046a7c6 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process19ProcessUpdateRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE4findERKS7_
00007ff800469b56 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process19ProcessUpdateRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE8NodeCoreILj10ELj7EE17lower_bound_indexERKS7_SC_
00007ff800465e60 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE14const_iteratorssERKSE_
00007ff80046b392 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE4findERKS7_
00007ff80046a772 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIjN5dyld45Atlas7Process21ProcessNotifierRecordEEENS_10OrderedMapIjS6_NS1_4lessIjEEE13value_compareELb0EE8NodeCoreILj7ELj6EE17lower_bound_indexERKS7_SC_
00007ff800465dfa (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE14const_iteratorssERKSB_
00007ff800472ea8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE4findERKS4_
00007ff800473112 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE8NodeCoreILj10ELj7EE17lower_bound_indexERKS4_S9_
00007ff800465ca8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE14const_iteratorssERKS5_
00007ff800465ba6 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIiNSt3__14lessIiEELb0EE14const_iteratorssERKS5_
00007ff800467614 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIiNSt3__14lessIiEELb0EE4findERKi
00007ff80047115c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs5gradeEjjb
00007ff800452890 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsyU13block_pointerFvjjPKvyRbE
00007ff800470dc6 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsybU13block_pointerFvjjPKvyRbE
00007ff8004528a2 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12isValidSliceER11Diagnosticsyjjjyy
00007ff800471646 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11installNameEv
00007ff800452a6a (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11pointerSizeEv
00007ff800452778 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13hasMachOMagicEv
00007ff800452378 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE
00007ff8004522b6 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE
00007ff8004712c2 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb
