00000001aec6537c (__TEXT,__text) non-external +[DDLog addLogger:]
00000001aec5e3a0 (__TEXT,__text) non-external ___34-[GCDAsyncSocket connectedAddress]_block_invoke
00000001aec69f14 (__TEXT,__text) non-external ___35-[DDFileLogger setMaximumFileSize:]_block_invoke
00000001aec69f70 (__TEXT,__text) non-external ___35-[DDFileLogger setMaximumFileSize:]_block_invoke.240
00000001aec617fc (__TEXT,__text) non-external ___35-[GCDAsyncSocket asyncQueuePacket:]_block_invoke
00000001aec5afd0 (__TEXT,__text) non-external ___35-[GCDAsyncSocket lookup:host:port:]_block_invoke
00000001aec5b020 (__TEXT,__text) non-external ___35-[GCDAsyncSocket lookup:host:port:]_block_invoke_2
00000001aec4e64c (__TEXT,__text) non-external ___35-[HTTPConnection responseDidAbort:]_block_invoke
00000001aec6763c (__TEXT,__text) non-external ___36-[DDAbstractLogger setLogFormatter:]_block_invoke
00000001aec676ec (__TEXT,__text) non-external ___36-[DDAbstractLogger setLogFormatter:]_block_invoke_2
00000001aec6a3ec (__TEXT,__text) non-external ___36-[DDFileLogger setRollingFrequency:]_block_invoke
00000001aec6a44c (__TEXT,__text) non-external ___36-[DDFileLogger setRollingFrequency:]_block_invoke_2
00000001aec611f8 (__TEXT,__text) non-external ___37-[GCDAsyncSocket completeCurrentRead]_block_invoke
00000001aec58900 (__TEXT,__text) non-external ___37-[GCDAsyncSocket countedBytesWritten]_block_invoke
00000001aec486b0 (__TEXT,__text) non-external ___37-[HTTPConnection stopAfterResponding]_block_invoke
00000001aec512b0 (__TEXT,__text) non-external ___37-[HTTPServer setListeningIPv4Socket:]_block_invoke
00000001aec5143c (__TEXT,__text) non-external ___37-[HTTPServer setListeningIPv6Socket:]_block_invoke
00000001aec515c8 (__TEXT,__text) non-external ___37-[HTTPServer setListeningUnixSocket:]_block_invoke
00000001aec50ffc (__TEXT,__text) non-external ___37-[HTTPServer setTXTRecordDictionary:]_block_invoke
00000001aec51120 (__TEXT,__text) non-external ___37-[HTTPServer setTXTRecordDictionary:]_block_invoke_2
00000001aec62724 (__TEXT,__text) non-external ___38-[GCDAsyncSocket completeCurrentWrite]_block_invoke
00000001aec5be80 (__TEXT,__text) non-external ___38-[GCDAsyncSocket startConnectTimeout:]_block_invoke
00000001aec65728 (__TEXT,__text) non-external ___40+[DDLog queueLogMessage:asynchronously:]_block_invoke
00000001aec52a44 (__TEXT,__text) non-external ___40+[HTTPServer startBonjourThreadIfNeeded]_block_invoke
00000001aec5c4a8 (__TEXT,__text) non-external ___40-[GCDAsyncSocket disconnectAfterReading]_block_invoke
00000001aec5c580 (__TEXT,__text) non-external ___40-[GCDAsyncSocket disconnectAfterWriting]_block_invoke
00000001aec584b0 (__TEXT,__text) non-external ___40-[GCDAsyncSocket setPreferIPv4OverIPv6:]_block_invoke
00000001aec583e0 (__TEXT,__text) non-external ___41-[GCDAsyncSocket isIPv4PreferredOverIPv6]_block_invoke
00000001aec589c4 (__TEXT,__text) non-external ___42-[GCDAsyncSocket resetCountedBytesWritten]_block_invoke
00000001aec64834 (__TEXT,__text) non-external ___42-[GCDAsyncSocket ssl_continueSSLHandshake]_block_invoke
00000001aec64880 (__TEXT,__text) non-external ___42-[GCDAsyncSocket ssl_continueSSLHandshake]_block_invoke_2
00000001aec53dec (__TEXT,__text) non-external ___42-[HTTPAsyncFileResponse readDataOfLength:]_block_invoke
00000001aec54018 (__TEXT,__text) non-external ___43-[HTTPAsyncFileResponse connectionDidClose]_block_invoke
00000001aec4e320 (__TEXT,__text) non-external ___43-[HTTPConnection responseHasAvailableData:]_block_invoke
00000001aec57d08 (__TEXT,__text) non-external ___44-[GCDAsyncSocket getDelegate:delegateQueue:]_block_invoke
00000001aec57920 (__TEXT,__text) non-external ___44-[GCDAsyncSocket setDelegate:synchronously:]_block_invoke
00000001aec613d8 (__TEXT,__text) non-external ___44-[GCDAsyncSocket setupReadTimerWithTimeout:]_block_invoke
00000001aec628b4 (__TEXT,__text) non-external ___45-[GCDAsyncSocket setupWriteTimerWithTimeout:]_block_invoke
00000001aec57b58 (__TEXT,__text) non-external ___49-[GCDAsyncSocket setDelegateQueue:synchronously:]_block_invoke
00000001aec6a600 (__TEXT,__text) non-external ___50-[DDFileLogger scheduleTimerToRollLogFileDueToAge]_block_invoke
00000001aec64a44 (__TEXT,__text) non-external ___50-[GCDAsyncSocket autoDisconnectOnClosedReadStream]_block_invoke
00000001aec5c658 (__TEXT,__text) non-external ___50-[GCDAsyncSocket disconnectAfterReadingAndWriting]_block_invoke
00000001aec538c4 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke
00000001aec53ab0 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.29
00000001aec6f468 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.29.cold.1
00000001aec6f058 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.1
00000001aec6f110 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.2
00000001aec6f1f0 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.3
00000001aec6f294 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.4
00000001aec6f32c (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.5
00000001aec6f3c4 (__TEXT,__text) non-external ___51-[HTTPAsyncFileResponse openFileAndSetupReadSource]_block_invoke.cold.6
00000001aec5b61c (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke
00000001aec5b790 (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke_2
00000001aec5b7e0 (__TEXT,__text) non-external ___53-[GCDAsyncSocket connectWithAddress4:address6:error:]_block_invoke_3
00000001aec64b14 (__TEXT,__text) non-external ___54-[GCDAsyncSocket setAutoDisconnectOnClosedReadStream:]_block_invoke
00000001aec57e9c (__TEXT,__text) non-external ___58-[GCDAsyncSocket setDelegate:delegateQueue:synchronously:]_block_invoke
00000001aec5fbd4 (__TEXT,__text) non-external ___61-[GCDAsyncSocket progressOfReadReturningTag:bytesDone:total:]_block_invoke
00000001aec61b24 (__TEXT,__text) non-external ___62-[GCDAsyncSocket progressOfWriteReturningTag:bytesDone:total:]_block_invoke
00000001aec5a9c8 (__TEXT,__text) non-external ___66-[GCDAsyncSocket connectToAddress:viaInterface:withTimeout:error:]_block_invoke
00000001aec5f2e8 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke
00000001aec5f400 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke.527
00000001aec5f364 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke_2
00000001aec5f3c0 (__TEXT,__text) non-external ___66-[GCDAsyncSocket setupReadAndWriteSourcesForNewlyConnectedSocket:]_block_invoke_3
00000001aec5a488 (__TEXT,__text) non-external ___70-[GCDAsyncSocket connectToHost:onPort:viaInterface:withTimeout:error:]_block_invoke
00000001aec5a640 (__TEXT,__text) non-external ___70-[GCDAsyncSocket connectToHost:onPort:viaInterface:withTimeout:error:]_block_invoke_2
00000001aec5f824 (__TEXT,__text) non-external ___71-[GCDAsyncSocket readDataToLength:withTimeout:buffer:bufferOffset:tag:]_block_invoke
00000001aec5f670 (__TEXT,__text) non-external ___72-[GCDAsyncSocket readDataWithTimeout:buffer:bufferOffset:maxLength:tag:]_block_invoke
00000001aec6861c (__TEXT,__text) non-external ___74-[DDLogFileManagerDefault observeValueForKeyPath:ofObject:change:context:]_block_invoke
00000001aec5fa54 (__TEXT,__text) non-external ___79-[GCDAsyncSocket readDataToData:withTimeout:buffer:bufferOffset:maxLength:tag:]_block_invoke
00000001aec58d10 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke
00000001aec58ecc (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.201
00000001aec591ac (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.247
00000001aec599d8 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke.291
00000001aec59954 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_2
00000001aec599e0 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_2.293
00000001aec59a64 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_3
00000001aec59a6c (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_4
00000001aec59af0 (__TEXT,__text) non-external ___80-[GCDAsyncSocket acceptOnIPv4Socket:IPv6Socket:unixSocket:interface:port:error:]_block_invoke_5
00000001aec4fcd4 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001aec577cc (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001aec6737c (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001aec4fce4 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001aec577dc (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001aec6738c (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___assert_rtn (from libSystem)
00000001d36c1e70 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e18_i16?0"NSString"8l
00000001d36c1dd0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001d36c1df0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_36_e5_v8?0l
00000001dc87c3e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e5_v8?0l
00000001dc87bfb8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001dc87c188 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8__e5_v8?0l
00000001dc87c158 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e5_v8?0l
00000001dc87c0c8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_42_e8_32s_e5_v8?0l
00000001dc87c448 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32r_e5_v8?0l
00000001dc87c0f8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e5_v8?0l
00000001dc87c5b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001dc87c248 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e11_B16?0i8i12l
00000001dc87c218 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e19_i20?0i8"NSData"12l
00000001dc87bfe8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e5_v8?0l
00000001dc87c068 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e5_v8?0l
00000001dc87c508 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0l
00000001dc87c098 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0lu40l8
00000001dc87c588 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_40s_e5_v8?0l
00000001dc87c278 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s40s_e5_v8?0l
00000001dc87c308 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_54_e8_32s40s_e5_v8?0l
00000001dc87c128 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40r48r_e5_v8?0l
00000001dc87c1e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e5_v8?0l
00000001dc87c038 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s_e5_v8?0l
00000001dc87c1b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s_e5_v8?0l
00000001dc87c398 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40s48s_e5_v8?0l
00000001dc87c2d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_61_e8_32s40s48s_e5_v8?0l
00000001dc87c558 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48r_e5_v8?0l
00000001dc87c4d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e5_v8?0l
00000001dc87c4a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s_e5_v8?0l
00000001dc87c418 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_66_e8_32s40s48s56bs_e5_v8?0l
00000001dc87c478 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_72_e8_32s40r_e5_v8?0l
00000001dc87c368 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_80_e8_32s40s48s56r64r_e5_v8?0l
00000001dc87c338 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_82_e8_32s40s48s56r64r_e5_v8?0l
00000001dc87c2a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_94_e8_32s40bs48s56bs64r72r_e5_v8?0l
00000001dc87bf98 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dc87c3c8 (__AUTH_CONST,__const) non-external ___block_literal_global.392
00000001dc87c018 (__AUTH_CONST,__const) non-external ___block_literal_global.446
00000001dc87c538 (__AUTH_CONST,__const) non-external ___block_literal_global.715
00000001aec52b70 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_
00000001aec5bc04 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001aec5f3e4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001aec471b8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001aec676f8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001aec59af8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48s56b64r72r
00000001aec4734c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001aec51aa8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r48r
00000001aec4e4f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001aec648dc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48r
00000001aec57ee4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001aec5bc14 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56b
00000001aec5a694 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56r64r
00000001aec6124c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001aec65480 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_40s
00000001aec52b74 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_
00000001aec5f3f4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001aec471c0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001aec47394 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001aec51b00 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r48r
00000001aec4e52c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001aec6492c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00000001aec57f28 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001aec5a6fc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56r64r
00000001aec5bc6c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001aec59b78 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s64r72r
00000001aec65488 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_40s
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_source_type_read (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dispatch_source_type_write (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _accept (from libSystem)
                 (undefined) external _bind (from libSystem)
00000001d790e270 (__DATA,__bss) non-external _bonjourThread
                 (undefined) external _class_getClassMethod (from libobjc)
                 (undefined) external _close (from libSystem)
                 (undefined) external _connect (from libSystem)
00000001d790e250 (__DATA,__bss) non-external _dateAsString:.df
00000001d790e258 (__DATA,__bss) non-external _dateAsString:.onceToken
00000001aec66e98 (__TEXT,__text) non-external _dd_str_copy
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_current_queue (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_get_data (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_suspend (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
00000001aec74028 (__TEXT,__const) non-external _encodingTable
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _freeaddrinfo (from libSystem)
                 (undefined) external _freeifaddrs (from libSystem)
00000001d8f8d530 (__DATA_DIRTY,__bss) non-external _gConnectionQueue
00000001d790e260 (__DATA,__bss) non-external _gConnectionQueueIndex
00000001d8f8d930 (__DATA_DIRTY,__bss) non-external _gIsOnConnectionQueueKey
                 (undefined) external _gai_strerror (from libSystem)
                 (undefined) external _getaddrinfo (from libSystem)
                 (undefined) external _getifaddrs (from libSystem)
                 (undefined) external _getpeername (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getsockname (from libSystem)
                 (undefined) external _getsockopt (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00000001d8f8d528 (__DATA_DIRTY,__bss) non-external _headerFieldSeparators
                 (undefined) external _host_info (from libSystem)
00000001d8f8d510 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001d8f8dd30 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001d8f8dd38 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001d8f8dd40 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001d8f8dd48 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001d8f8dd50 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001d8f8dd58 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
00000001d8f8dd60 (__DATA_DIRTY,__bss) non-external _httpOsLogHandle
                 (undefined) external _in6addr_any (from libSystem)
                 (undefined) external _in6addr_loopback (from libSystem)
                 (undefined) external _inet_ntop (from libSystem)
00000001d790e278 (__DATA,__bss) non-external _initialize.initialized
00000001d790e2a0 (__DATA,__bss) non-external _initialize.initialized
00000001d8f8d508 (__DATA_DIRTY,__bss) non-external _initialize.onceToken
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFHTTPVersion1_0 (from CFNetwork)
                 (undefined) external _kCFHTTPVersion1_1 (from CFNetwork)
                 (undefined) external _kCFStreamSSLCertificates (from CFNetwork)
                 (undefined) external _kCFStreamSSLIsServer (from CFNetwork)
                 (undefined) external _kCFStreamSSLLevel (from CFNetwork)
                 (undefined) external _kCFStreamSSLPeerName (from CFNetwork)
                 (undefined) external _kCFStreamSSLValidatesCertificateChain (from CFNetwork)
                 (undefined) external _kCFStreamSocketSecurityLevelNegotiatedSSL (from CoreFoundation)
                 (undefined) external _kCFStreamSocketSecurityLevelSSLv3 (from CoreFoundation)
                 (undefined) external _kCFStreamSocketSecurityLevelTLSv1 (from CoreFoundation)
                 (undefined) external _listen (from libSystem)
00000001d790e280 (__DATA,__bss) non-external _loggers
00000001d790e290 (__DATA,__bss) non-external _loggingGroup
00000001d790e288 (__DATA,__bss) non-external _loggingQueue
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00000001d790e298 (__DATA,__bss) non-external _numProcessors
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_rethrow (from libobjc)
                 (undefined) external _objc_getClassList (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _poll (from libSystem)
                 (undefined) external _pthread_mach_thread_np (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00000001d8f8d518 (__DATA_DIRTY,__bss) non-external _recentNonceQueue
00000001d8f8d520 (__DATA_DIRTY,__bss) non-external _recentNonces
                 (undefined) external _removexattr (from libSystem)
                 (undefined) external _sendfile (from libSystem)
                 (undefined) external _setsockopt (from libSystem)
                 (undefined) external _setxattr (from libSystem)
00000001d790e2a8 (__DATA,__bss) non-external _sharedInstance
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _socket (from libSystem)
00000001d790e268 (__DATA,__bss) non-external _startBonjourThreadIfNeeded.predicate
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _strtoull (from libSystem)
                 (undefined) external _write (from libSystem)
                 (undefined) external _writev (from libSystem)
