00000001a0ea3ff8 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a0eb0d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$synchronousRemoteObjectProxyWithErrorHandler:
00000001a0eb0d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamID
00000001a0eb0d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamIdentifierIsAllowed:withReply:
00000001a0eb0d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSince1970
00000001a0eb0d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timestamp
00000001a0eb0da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildFlow:withKernelExtensions:withReply:
00000001a0eb0dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildForMDM:withContext:withReply:
00000001a0eb0de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerPanicMedic:
00000001a0eb0e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerRecoveryJumpToSecurityStartupUtility:
00000001a0eb0e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:
00000001a0eb0e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:withReply:
00000001a0eb0e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001a0eb0e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedIntegerValue
00000001a0eb0ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateLastUsedTimes:withReply:
00000001a0eb0ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updatePolicyItems:withContext:withReply:
00000001a0eb0ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$url
00000001a0eb0f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$urlHasGatekeeperException:withReply:
00000001a0eb0f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueForEntitlement:
00000001a0eb0f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$version
00000001a0eb0f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresGatekeeperMigration:
00000001a0eb0f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresKernelExtensionMigration:
00000001a0eb0fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeUUID
00000001a0eb0fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wrappedAppURL:
00000001a0eb0fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeToURL:error:
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
00000001a0ea3758 (__TEXT,__text) external _opaqueSignCode
00000001a0ea6e90 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00000001a0ea6eec (__TEXT,__text) non-external _opaqueSignCode.cold.2
00000001a0ea6f30 (__TEXT,__text) non-external _opaqueSignCode.cold.3
00000001a0ea6f8c (__TEXT,__text) non-external _opaqueSignCode.cold.4
00000001a0ea6fe8 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
00000001d9afc770 (__DATA,__data) external _sSystemPolicySubsystem
00000001d9afc960 (__DATA,__bss) non-external _sVerboseLogging
00000001a0e967f4 (__TEXT,__text) external _scanForBundledKernelExtensions
00000001a0e96328 (__TEXT,__text) external _scanForBundles
00000001a0e96750 (__TEXT,__text) external _scanForKernelExtensions
00000001a0e9cc60 (__TEXT,__text) external _shouldFilterOutScanTarget
00000001d9afc950 (__DATA,__bss) non-external _signposts.sLog
00000001d9afc948 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat (from libSystem)
                 (undefined) external _statfs (from libSystem)
                 (undefined) external _strerror (from libSystem)
00000001a0e935a4 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001a0e95e90 (__TEXT,__text) external _systemUptime
00000001a0ea573c (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00000001a0e97dd8 (__TEXT,__text) non-external _timestampForURL
00000001a0ea5d4c (__TEXT,__text) non-external _timestampForURL.cold.1
00000001a0e9c6c4 (__TEXT,__text) external _urlLooksLikeBundle
00000001d9afc958 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
