00007ffb4390aaa0 (__DATA,__common) external _AfterColour
00007ffb18a2e892 (__TEXT,__text) external __ZN4llvm10sampleprof25SampleProfileWriterBinary7addNameENS_9StringRefE
00007ffb18a2c522 (__TEXT,__text) external __ZN4llvm10sampleprof25SampleProfileWriterBinary8addNamesERKNS0_15FunctionSamplesE
00007ffb18a2a7fe (__TEXT,__text) external __ZN4llvm10sampleprof25SampleProfileWriterBinary9writeBodyERKNS0_15FunctionSamplesE
00007ffb194ac564 (__TEXT,__text) external __ZN4llvm10sampleprof28SampleProfileReaderExtBinary13verifySPMagicEy
00007ffb18a273fe (__TEXT,__text) external __ZN4llvm10sampleprof28SampleProfileReaderExtBinary9hasFormatERKNS_12MemoryBufferE
00007ffb194ac514 (__TEXT,__text) external __ZN4llvm10sampleprof28SampleProfileReaderRawBinary13verifySPMagicEy
00007ffb18a273a6 (__TEXT,__text) external __ZN4llvm10sampleprof28SampleProfileReaderRawBinary9hasFormatERKNS_12MemoryBufferE
00007ffb18a2dd52 (__TEXT,__text) external __ZN4llvm10sampleprof28SampleProfileWriterExtBinary13writeSectionsERKNSt3__113unordered_mapINS0_13SampleContextENS0_15FunctionSamplesENS4_4HashENS2_8equal_toIS4_EENS2_9allocatorINS2_4pairIKS4_S5_EEEEEE
00007ffb18a2d8f6 (__TEXT,__text) external __ZN4llvm10sampleprof28SampleProfileWriterExtBinary18writeDefaultLayoutERKNSt3__113unordered_mapINS0_13SampleContextENS0_15FunctionSamplesENS4_4HashENS2_8equal_toIS4_EENS2_9allocatorINS2_4pairIKS4_S5_EEEEEE
00007ffb18a2da0c (__TEXT,__text) external __ZN4llvm10sampleprof28SampleProfileWriterExtBinary19writeCtxSplitLayoutERKNSt3__113unordered_mapINS0_13SampleContextENS0_15FunctionSamplesENS4_4HashENS2_8equal_toIS4_EENS2_9allocatorINS2_4pairIKS4_S5_EEEEEE
00007ffb194acbf2 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderCompactBinary10readHeaderEv
00007ffb18a267c2 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderCompactBinary13readNameTableEv
00007ffb194ac5b4 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderCompactBinary13verifySPMagicEy
00007ffb194acc46 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderCompactBinary19readFuncOffsetTableEv
00007ffb194ab2fe (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderCompactBinary19readStringFromTableEv
00007ffb18a27314 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderCompactBinary22collectFuncsFromModuleEv
00007ffb18a2599c (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderCompactBinary8readImplEv
00007ffb18a27456 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderCompactBinary9hasFormatERKNS_12MemoryBufferE
00007ffb194acb04 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase10readHeaderEv
00007ffb18a26bc0 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase11getFileSizeEv
00007ffb18a26b90 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase14getSectionSizeENS0_7SecTypeE
00007ffb194ab9cc (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase14readOneSectionEPKhyRKNS0_16SecHdrTableEntryE
00007ffb18a26bfa (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase15dumpSectionInfoERNS_11raw_ostreamE
00007ffb194aca4c (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase15readSecHdrTableEv
00007ffb18a25830 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase16readFuncMetadataEb
00007ffb18a263ee (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase16readFuncMetadataEbPNS0_15FunctionSamplesE
00007ffb18a24b0e (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase16readFuncProfilesEv
00007ffb18a25f0a (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase16readMD5NameTableEv
00007ffb18a24af8 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase16readNameTableSecEb
00007ffb194ac204 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase17decompressSectionEPKhyRS3_Ry
00007ffb194abb80 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase18readCSNameTableSecEv
00007ffb18a254b2 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase19readFuncOffsetTableEv
00007ffb18a239d2 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase19readStringFromTableEv
00007ffb194ab7fe (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase20readContextFromTableEv
00007ffb194ac87e (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase20readSecHdrTableEntryEj
00007ffb194abe72 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase21readProfileSymbolListEv
00007ffb18a2590c (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase22collectFuncsFromModuleEv
00007ffb194ab8f4 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase26readSampleContextFromTableEv
00007ffb194ac3a4 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileReaderExtBinaryBase8readImplEv
00007ffb18a2f24e (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterCompactBinary11writeHeaderERKNSt3__113unordered_mapINS0_13SampleContextENS0_15FunctionSamplesENS4_4HashENS2_8equal_toIS4_EENS2_9allocatorINS2_4pairIKS4_S5_EEEEEE
00007ffb18a2f3b0 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterCompactBinary11writeSampleERKNS0_15FunctionSamplesE
00007ffb18a2ebe2 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterCompactBinary14writeNameTableEv
00007ffb18a2de1e (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterCompactBinary20writeFuncOffsetTableEv
00007ffb18a2dd8a (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterCompactBinary5writeERKNSt3__113unordered_mapINS0_13SampleContextENS0_15FunctionSamplesENS4_4HashENS2_8equal_toIS4_EENS2_9allocatorINS2_4pairIKS4_S5_EEEEEE
00007ffb18a2e90a (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase10addContextERKNS0_13SampleContextE
00007ffb18a2f1e0 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase11writeHeaderERKNSt3__113unordered_mapINS0_13SampleContextENS0_15FunctionSamplesENS4_4HashENS2_8equal_toIS4_EENS2_9allocatorINS2_4pairIKS4_S5_EEEEEE
00007ffb18a2a4e4 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase11writeSampleERKNS0_15FunctionSamplesE
00007ffb18a29bcc (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase13addNewSectionENS0_7SecTypeEjy
00007ffb18a2a228 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase14writeCSNameIdxERKNS0_13SampleContextE
00007ffb18a2be80 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase14writeNameTableEv
00007ffb18a2a208 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase15writeContextIdxERKNS0_13SampleContextE
00007ffb18a2ce14 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase15writeOneSectionENS0_7SecTypeEjRKNSt3__113unordered_mapINS0_13SampleContextENS0_15FunctionSamplesENS5_4HashENS3_8equal_toIS5_EENS3_9allocatorINS3_4pairIKS5_S6_EEEEEE
00007ffb18a2f11c (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase16allocSecHdrTableEv
00007ffb18a29b36 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase16markSectionStartENS0_7SecTypeEj
00007ffb18a29f14 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase16writeSecHdrTableEv
00007ffb18a29b94 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase17compressAndOutputEv
00007ffb18a2b93c (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase17writeFuncMetadataERKNS0_15FunctionSamplesE
00007ffb18a2bdfc (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase17writeFuncMetadataERKNSt3__113unordered_mapINS0_13SampleContextENS0_15FunctionSamplesENS4_4HashENS2_8equal_toIS4_EENS2_9allocatorINS2_4pairIKS4_S5_EEEEEE
00007ffb18a2d150 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase20setToCompressSectionENS0_7SecTypeE
00007ffb18a2b1e6 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase20writeFuncOffsetTableEv
00007ffb18a2c442 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase21writeNameTableSectionERKNSt3__113unordered_mapINS0_13SampleContextENS0_15FunctionSamplesENS4_4HashENS2_8equal_toIS4_EENS2_9allocatorINS2_4pairIKS4_S5_EEEEEE
00007ffb18a2c6d0 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase23writeCSNameTableSectionEv
00007ffb18a2f0f2 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase24setToCompressAllSectionsEv
00007ffb18a2cdbc (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase29writeProfileSymbolListSectionEv
00007ffb18a29e04 (__TEXT,__text) external __ZN4llvm10sampleprof32SampleProfileWriterExtBinaryBase5writeERKNSt3__113unordered_mapINS0_13SampleContextENS0_15FunctionSamplesENS4_4HashENS2_8equal_toIS4_EENS2_9allocatorINS2_4pairIKS4_S5_EEEEEE
00007ffb18a280c0 (__TEXT,__text) external __ZN4llvm10sampleprof34SampleProfileReaderItaniumRemapper14applyRemappingERNS_11LLVMContextE
00007ffb18a28268 (__TEXT,__text) external __ZN4llvm10sampleprof34SampleProfileReaderItaniumRemapper19lookUpNameInProfileENS_9StringRefE
00007ffb194ad30a (__TEXT,__text) external __ZN4llvm10sampleprof34SampleProfileReaderItaniumRemapper6createENSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERNS_3vfs10FileSystemERNS0_19SampleProfileReaderERNS_11LLVMContextE
00007ffb18a28ae8 (__TEXT,__text) external __ZN4llvm10sampleprof34SampleProfileReaderItaniumRemapper6createERNSt3__110unique_ptrINS_12MemoryBufferENS2_14default_deleteIS4_EEEERNS0_19SampleProfileReaderERNS_11LLVMContextE
00007ffb18a1cd94 (__TEXT,__text) external __ZN4llvm10sampleproflsERNS_11raw_ostreamERKNS0_12LineLocationE
00007ffb18a1cf1f (__TEXT,__text) external __ZN4llvm10sampleproflsERNS_11raw_ostreamERKNS0_12SampleRecordE
00007ffb18a1cf3f (__TEXT,__text) external __ZN4llvm10sampleproflsERNS_11raw_ostreamERKNS0_15FunctionSamplesE
00007ffb18ae343c (__TEXT,__text) external __ZN4llvm10sinkRegionEPNS_15DomTreeNodeBaseINS_10BasicBlockEEEPNS_9AAResultsEPNS_8LoopInfoEPNS_13DominatorTreeEPNS_18BlockFrequencyInfoEPNS_17TargetLibraryInfoEPNS_19TargetTransformInfoEPNS_4LoopERNS_16MemorySSAUpdaterEPNS_17ICFLoopSafetyInfoERNS_21SinkAndHoistLICMFlagsEPNS_25OptimizationRemarkEmitterESH_
00007ffb17fc298c (__TEXT,__text) external __ZN4llvm10tryGreaterEiiRNS_20GenericSchedulerBase14SchedCandidateES2_NS0_10CandReasonE
00007ffb19334c26 (__TEXT,__text) external __ZN4llvm10tryLatencyERNS_20GenericSchedulerBase14SchedCandidateES2_RNS_13SchedBoundaryE
00007ffb193f55e4 (__TEXT,__text) external __ZN4llvm11AACallEdges17createForPositionERKNS_10IRPositionERNS_10AttributorE
00007ffb1b658682 (__TEXT,__const) external __ZN4llvm11AACallEdges2IDE
00007ffb17b3ebd0 (__TEXT,__text) external __ZN4llvm11AAEvaluator11runInternalERNS_8FunctionERNS_9AAResultsE
00007ffb19272a64 (__TEXT,__text) external __ZN4llvm11AAEvaluator3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffb1927309e (__TEXT,__text) external __ZN4llvm11AAEvaluatorD1Ev
00007ffb19272ae6 (__TEXT,__text) external __ZN4llvm11AAEvaluatorD2Ev
00007ffb193f6310 (__TEXT,__text) external __ZN4llvm11AANoCapture17createForPositionERKNS_10IRPositionERNS_10AttributorE
00007ffb1b6586e7 (__TEXT,__const) external __ZN4llvm11AANoCapture2IDE
00007ffb193f5338 (__TEXT,__text) external __ZN4llvm11AANoRecurse17createForPositionERKNS_10IRPositionERNS_10AttributorE
00007ffb1b6586d2 (__TEXT,__const) external __ZN4llvm11AANoRecurse2IDE
00007ffb18e26828 (__TEXT,__text) external __ZN4llvm11APFloatBase10Float8E5M2Ev
00007ffb18e267fe (__TEXT,__text) external __ZN4llvm11APFloatBase10IEEEdoubleEv
00007ffb18e267f0 (__TEXT,__text) external __ZN4llvm11APFloatBase10IEEEsingleEv
00007ffb18e26836 (__TEXT,__text) external __ZN4llvm11APFloatBase12Float8E4M3FNEv
00007ffb1b66180b (__TEXT,__const) weak external __ZN4llvm11APFloatBase12rmTowardZeroE
00007ffb19560240 (__TEXT,__text) external __ZN4llvm11APFloatBase13getSizeInBitsERKNS_12fltSemanticsE
00007ffb18e267c0 (__TEXT,__text) external __ZN4llvm11APFloatBase15EnumToSemanticsENS0_9SemanticsE
00007ffb18e2681a (__TEXT,__text) external __ZN4llvm11APFloatBase15PPCDoubleDoubleEv
00007ffb18e26852 (__TEXT,__text) external __ZN4llvm11APFloatBase15SemanticsToEnumERKNS_12fltSemanticsE
00007ffb1b66180a (__TEXT,__const) weak external __ZN4llvm11APFloatBase16rmTowardNegativeE
00007ffb1b661809 (__TEXT,__const) weak external __ZN4llvm11APFloatBase16rmTowardPositiveE
00007ffb18e26844 (__TEXT,__text) external __ZN4llvm11APFloatBase17x87DoubleExtendedEv
00007ffb18e268fa (__TEXT,__text) external __ZN4llvm11APFloatBase18semanticsPrecisionERKNS_12fltSemanticsE
00007ffb1b66180c (__TEXT,__const) weak external __ZN4llvm11APFloatBase19rmNearestTiesToAwayE
00007ffb1b661808 (__TEXT,__const) weak external __ZN4llvm11APFloatBase19rmNearestTiesToEvenE
00007ffb19560236 (__TEXT,__text) external __ZN4llvm11APFloatBase19semanticsSizeInBitsERKNS_12fltSemanticsE
00007ffb19560224 (__TEXT,__text) external __ZN4llvm11APFloatBase20semanticsMaxExponentERKNS_12fltSemanticsE
00007ffb1956022c (__TEXT,__text) external __ZN4llvm11APFloatBase20semanticsMinExponentERKNS_12fltSemanticsE
00007ffb18e268ec (__TEXT,__text) external __ZN4llvm11APFloatBase5BogusEv
00007ffb18e267e2 (__TEXT,__text) external __ZN4llvm11APFloatBase6BFloatEv
00007ffb18e267d4 (__TEXT,__text) external __ZN4llvm11APFloatBase8IEEEhalfEv
00007ffb18e2680c (__TEXT,__text) external __ZN4llvm11APFloatBase8IEEEquadEv
00007ffb19373164 (__TEXT,__text) external __ZN4llvm11AttrBuilder11addTypeAttrENS_9Attribute8AttrKindEPNS_4TypeE
00007ffb181648c6 (__TEXT,__text) external __ZN4llvm11AttrBuilder12addAttributeENS_9Attribute8AttrKindE
00007ffb18168b44 (__TEXT,__text) external __ZN4llvm11AttrBuilder12addAttributeENS_9AttributeE
00007ffb18164a76 (__TEXT,__text) external __ZN4llvm11AttrBuilder12addAttributeENS_9StringRefES1_
00007ffb193731b2 (__TEXT,__text) external __ZN4llvm11AttrBuilder12addByRefAttrEPNS_4TypeE
00007ffb19373186 (__TEXT,__text) external __ZN4llvm11AttrBuilder12addByValAttrEPNS_4TypeE
00007ffb1816a846 (__TEXT,__text) external __ZN4llvm11AttrBuilder13addRawIntAttrENS_9Attribute8AttrKindEy
00007ffb1937311a (__TEXT,__text) external __ZN4llvm11AttrBuilder14addUWTableAttrENS_11UWTableKindE
00007ffb193731de (__TEXT,__text) external __ZN4llvm11AttrBuilder15addInAllocaAttrEPNS_4TypeE
00007ffb18164be8 (__TEXT,__text) external __ZN4llvm11AttrBuilder15removeAttributeENS_9Attribute8AttrKindE
00007ffb18164e9c (__TEXT,__text) external __ZN4llvm11AttrBuilder15removeAttributeENS_9StringRefE
00007ffb1816a98c (__TEXT,__text) external __ZN4llvm11AttrBuilder16addAlignmentAttrENS_10MaybeAlignE
00007ffb19372ee4 (__TEXT,__text) external __ZN4llvm11AttrBuilder16addAllocSizeAttrEjRKNS_8OptionalIjEE
00007ffb1816aa38 (__TEXT,__text) external __ZN4llvm11AttrBuilder16addStructRetAttrEPNS_4TypeE
00007ffb1937309e (__TEXT,__text) external __ZN4llvm11AttrBuilder18addVScaleRangeAttrEjNS_8OptionalIjEE
00007ffb1816aa94 (__TEXT,__text) external __ZN4llvm11AttrBuilder19addPreallocatedAttrEPNS_4TypeE
00007ffb1816a9f6 (__TEXT,__text) external __ZN4llvm11AttrBuilder21addStackAlignmentAttrENS_10MaybeAlignE
00007ffb181693f4 (__TEXT,__text) external __ZN4llvm11AttrBuilder22addDereferenceableAttrEy
00007ffb19373074 (__TEXT,__text) external __ZN4llvm11AttrBuilder27addAllocSizeAttrFromRawReprEy
00007ffb19372eae (__TEXT,__text) external __ZN4llvm11AttrBuilder28addDereferenceableOrNullAttrEy
00007ffb193730e6 (__TEXT,__text) external __ZN4llvm11AttrBuilder29addVScaleRangeAttrFromRawReprEy
00007ffb19373066 (__TEXT,__text) external __ZN4llvm11AttrBuilder5clearEv
00007ffb19372adc (__TEXT,__text) external __ZN4llvm11AttrBuilder5mergeERKS0_
00007ffb18165178 (__TEXT,__text) external __ZN4llvm11AttrBuilder6removeERKNS_13AttributeMaskE
00007ffb18164ab4 (__TEXT,__text) external __ZN4llvm11AttrBuilderC1ERNS_11LLVMContextENS_12AttributeSetE
00007ffb1816a4b6 (__TEXT,__text) external __ZN4llvm11AttrBuilderC2ERNS_11LLVMContextENS_12AttributeSetE
00007ffb18239478 (__TEXT,__text) external __ZN4llvm11BitCastInstC1EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_10BasicBlockE
00007ffb18238a56 (__TEXT,__text) external __ZN4llvm11BitCastInstC1EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_11InstructionE
00007ffb1823c880 (__TEXT,__text) external __ZN4llvm11BitCastInstC2EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_10BasicBlockE
00007ffb1823c68a (__TEXT,__text) external __ZN4llvm11BitCastInstC2EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_11InstructionE
00007ffb1956742e (__TEXT,__text) external __ZN4llvm11BuryPointerEPKv
00007ffb43906f50 (__DATA,__common) external __ZN4llvm11CFGAnalyses6SetKeyE
00007ffb439047f8 (__DATA,__common) external __ZN4llvm11CFLAndersAA3KeyE
00007ffb1927dacc (__TEXT,__text) external __ZN4llvm11CFLAndersAA3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffb43904808 (__DATA,__common) external __ZN4llvm11CFLSteensAA3KeyE
00007ffb19280fba (__TEXT,__text) external __ZN4llvm11CFLSteensAA3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffb17b4ccbe (__TEXT,__text) external __ZN4llvm11CaptureInfoD0Ev
00007ffb17b4ccb8 (__TEXT,__text) external __ZN4llvm11CaptureInfoD1Ev
00007ffb17b4ccb2 (__TEXT,__text) external __ZN4llvm11CaptureInfoD2Ev
00007ffb1959963e (__TEXT,__text) external __ZN4llvm11CloneModuleERKNS_6ModuleE
00007ffb18f649a7 (__TEXT,__text) external __ZN4llvm11CloneModuleERKNS_6ModuleERNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS6_NS_3sys10SmartMutexILb0EEEEEEE
00007ffb1959970a (__TEXT,__text) external __ZN4llvm11CloneModuleERKNS_6ModuleERNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS6_NS_3sys10SmartMutexILb0EEEEEEENS_12function_refIFbPKNS_11GlobalValueEEEE
00007ffb17ba0566 (__TEXT,__text) external __ZN4llvm11CodeMetrics17analyzeBasicBlockEPKNS_10BasicBlockERKNS_19TargetTransformInfoERKNS_15SmallPtrSetImplIPKNS_5ValueEEEb
00007ffb17b9fa32 (__TEXT,__text) external __ZN4llvm11CodeMetrics22collectEphemeralValuesEPKNS_4LoopEPNS_15AssumptionCacheERNS_15SmallPtrSetImplIPKNS_5ValueEEE
00007ffb17ba02da (__TEXT,__text) external __ZN4llvm11CodeMetrics22collectEphemeralValuesEPKNS_8FunctionEPNS_15AssumptionCacheERNS_15SmallPtrSetImplIPKNS_5ValueEEE
00007ffb181c51a6 (__TEXT,__text) external __ZN4llvm11ConstantInt19destroyConstantImplEv
00007ffb193748ba (__TEXT,__text) external __ZN4llvm11ConstantInt19isValueValidForTypeEPNS_4TypeEx
00007ffb1937487e (__TEXT,__text) external __ZN4llvm11ConstantInt19isValueValidForTypeEPNS_4TypeEy
00007ffb181c6b32 (__TEXT,__text) external __ZN4llvm11ConstantInt3getEPNS_11IntegerTypeENS_9StringRefEh
00007ffb181c6460 (__TEXT,__text) external __ZN4llvm11ConstantInt3getEPNS_11IntegerTypeEyb
00007ffb181c6ae6 (__TEXT,__text) external __ZN4llvm11ConstantInt3getEPNS_4TypeERKNS_5APIntE
00007ffb181c3e04 (__TEXT,__text) external __ZN4llvm11ConstantInt3getEPNS_4TypeEyb
00007ffb181c43ce (__TEXT,__text) external __ZN4llvm11ConstantInt3getERNS_11LLVMContextERKNS_5APIntE
00007ffb19374592 (__TEXT,__text) external __ZN4llvm11ConstantInt7getBoolEPNS_4TypeEb
00007ffb181c6640 (__TEXT,__text) external __ZN4llvm11ConstantInt7getBoolERNS_11LLVMContextEb
00007ffb181c6792 (__TEXT,__text) external __ZN4llvm11ConstantInt7getTrueEPNS_4TypeE
00007ffb181c63aa (__TEXT,__text) external __ZN4llvm11ConstantInt7getTrueERNS_11LLVMContextE
00007ffb181c688a (__TEXT,__text) external __ZN4llvm11ConstantInt8getFalseEPNS_4TypeE
00007ffb181c65a6 (__TEXT,__text) external __ZN4llvm11ConstantInt8getFalseERNS_11LLVMContextE
00007ffb181c696e (__TEXT,__text) external __ZN4llvm11ConstantInt9getSignedEPNS_11IntegerTypeEx
00007ffb181c69fc (__TEXT,__text) external __ZN4llvm11ConstantInt9getSignedEPNS_4TypeEx
00007ffb181c63a0 (__TEXT,__text) external __ZN4llvm11ConstantIntC1EPNS_11IntegerTypeERKNS_5APIntE
00007ffb181c6362 (__TEXT,__text) external __ZN4llvm11ConstantIntC2EPNS_11IntegerTypeERKNS_5APIntE
00007ffb43904930 (__DATA,__common) external __ZN4llvm11DDGAnalysis3KeyE
00007ffb1928899c (__TEXT,__text) external __ZN4llvm11DDGAnalysis3runERNS_4LoopERNS_15AnalysisManagerIS1_JRNS_27LoopStandardAnalysisResultsEEEES5_
00007ffb181ed122 (__TEXT,__text) external __ZN4llvm11DIBasicType7getImplERNS_11LLVMContextEjPNS_8MDStringEyjjNS_6DINode7DIFlagsENS_8Metadata11StorageTypeEb
00007ffb181f2438 (__TEXT,__text) external __ZN4llvm11DIMacroFile7getImplERNS_11LLVMContextEjjPNS_8MetadataES4_NS3_11StorageTypeEb
00007ffb181efd42 (__TEXT,__text) external __ZN4llvm11DINamespace7getImplERNS_11LLVMContextEPNS_8MetadataEPNS_8MDStringEbNS3_11StorageTypeEb
00007ffb181efcb0 (__TEXT,__text) external __ZN4llvm11DINamespaceC1ERNS_11LLVMContextENS_8Metadata11StorageTypeEbNS_8ArrayRefIPS3_EE
00007ffb181efc1e (__TEXT,__text) external __ZN4llvm11DINamespaceC2ERNS_11LLVMContextENS_8Metadata11StorageTypeEbNS_8ArrayRefIPS3_EE
00007ffb4390b960 (__DATA,__common) external __ZN4llvm11DisableLIRP3AllE
00007ffb4390b962 (__DATA,__common) external __ZN4llvm11DisableLIRP6MemcpyE
00007ffb4390b961 (__DATA,__common) external __ZN4llvm11DisableLIRP6MemsetE
00007ffb17eb6e92 (__TEXT,__text) external __ZN4llvm11EdgeBundles20runOnMachineFunctionERNS_15MachineFunctionE
00007ffb43905ea0 (__DATA,__common) external __ZN4llvm11EdgeBundles2IDE
00007ffb18239318 (__TEXT,__text) external __ZN4llvm11FPTruncInstC1EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_10BasicBlockE
00007ffb1939147e (__TEXT,__text) external __ZN4llvm11FPTruncInstC1EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_11InstructionE
00007ffb1823b770 (__TEXT,__text) external __ZN4llvm11FPTruncInstC2EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_10BasicBlockE
