00007ffa0703d38c (__TEXT,__text) non-external +[Cube initialize]
00007ffa06f03368 (__TEXT,__text) non-external -[MRFrame renderAtTime:inContext:withArguments:]
00007ffa06f03019 (__TEXT,__text) non-external -[MRFrame retainBySlideProvider:]
00007ffa06f0336e (__TEXT,__text) non-external -[MRFrame retainedByUserRenderedImageAtTime:inContext:withArguments:]
00007ffa06f03119 (__TEXT,__text) non-external -[MRFrame setAttributes:]
00007ffa06f030bf (__TEXT,__text) non-external -[MRFrame setInputImage:]
00007ffa06f031fb (__TEXT,__text) non-external -[MRFrame setPixelSize:]
00007ffa06f03244 (__TEXT,__text) non-external -[MRFrame unload]
00007ffa06f03558 (__TEXT,__text) non-external -[MRFrameInsetBorder retainedByUserRenderedImageAtTime:inContext:withArguments:]
00007ffa06f037bd (__TEXT,__text) non-external -[MRFrameLineStroke isAlphaFriendly]
00007ffa06f037aa (__TEXT,__text) non-external -[MRFrameLineStroke isNative3D]
00007ffa06f037b5 (__TEXT,__text) non-external -[MRFrameLineStroke isOpaque]
00007ffa06f037c8 (__TEXT,__text) non-external -[MRFrameLineStroke retainedByUserRenderedImageAtTime:inContext:withArguments:]
00007ffa06f03ffc (__TEXT,__text) non-external -[MRFrameManager cleanup]
00007ffa06f03fbe (__TEXT,__text) non-external -[MRFrameManager dealloc]
00007ffa06f042e2 (__TEXT,__text) non-external -[MRFrameManager frameWithFrameID:]
00007ffa06f03f62 (__TEXT,__text) non-external -[MRFrameManager init]
00007ffa06f0455b (__TEXT,__text) non-external -[MRFrameManager recycleFrame:]
00007ffa06f04041 (__TEXT,__text) non-external -[MRFrameManager releaseResources]
00007ffa06f04621 (__TEXT,__text) non-external -[MRFrameManager resourcePathForFrameID:andResource:]
00007ffa06f0469d (__TEXT,__text) non-external -[MRFrameManager sizeScriptForFrameID:]
00007ffa06fd66cf (__TEXT,__text) non-external -[MRGesture currentRotation]
00007ffa06fd66e5 (__TEXT,__text) non-external -[MRGesture currentScale]
00007ffa06fd6668 (__TEXT,__text) non-external -[MRGesture currentTranslation]
00007ffa06fd648b (__TEXT,__text) non-external -[MRGesture dealloc]
00007ffa06fd64ce (__TEXT,__text) non-external -[MRGesture hitBlob]
00007ffa06fd6457 (__TEXT,__text) non-external -[MRGesture initWithHitBlob:]
00007ffa06fd65bf (__TEXT,__text) non-external -[MRGesture linearScaleAtStart]
00007ffa06fd6558 (__TEXT,__text) non-external -[MRGesture locationInSlideAtStart]
00007ffa06fd64f1 (__TEXT,__text) non-external -[MRGesture locationInViewAtStart]
00007ffa06fd66da (__TEXT,__text) non-external -[MRGesture setCurrentRotation:]
00007ffa06fd66f0 (__TEXT,__text) non-external -[MRGesture setCurrentScale:]
00007ffa06fd669e (__TEXT,__text) non-external -[MRGesture setCurrentTranslation:]
00007ffa06fd64e2 (__TEXT,__text) non-external -[MRGesture setHitBlob:]
00007ffa06fd65ca (__TEXT,__text) non-external -[MRGesture setLinearScaleAtStart:]
00007ffa06fd658e (__TEXT,__text) non-external -[MRGesture setLocationInSlideAtStart:]
00007ffa06fd6527 (__TEXT,__text) non-external -[MRGesture setLocationInViewAtStart:]
00007ffa06fd660b (__TEXT,__text) non-external -[MRGesture setSlideCenterAtStart:]
00007ffa06fd6647 (__TEXT,__text) non-external -[MRGesture setSlideRotationAtStart:]
00007ffa06fd665d (__TEXT,__text) non-external -[MRGesture setSlideScaleAtStart:]
00007ffa06fd65d5 (__TEXT,__text) non-external -[MRGesture slideCenterAtStart]
00007ffa06fd663c (__TEXT,__text) non-external -[MRGesture slideRotationAtStart]
00007ffa06fd6652 (__TEXT,__text) non-external -[MRGesture slideScaleAtStart]
00007ffa0703bcab (__TEXT,__text) non-external -[MRGestureRecognizer _addSpecificObjectToAction:]
00007ffa0703ba65 (__TEXT,__text) non-external -[MRGestureRecognizer _localPointFromTouchPoint:]
00007ffa0703b99b (__TEXT,__text) non-external -[MRGestureRecognizer _sendAction:]
00007ffa0703b953 (__TEXT,__text) non-external -[MRGestureRecognizer _sendCancelActions]
00007ffa0703b90b (__TEXT,__text) non-external -[MRGestureRecognizer _sendEndActions]
00007ffa0703b87b (__TEXT,__text) non-external -[MRGestureRecognizer _sendStartActions]
00007ffa0703b8c3 (__TEXT,__text) non-external -[MRGestureRecognizer _sendUpdateActions]
00007ffa0703b5e3 (__TEXT,__text) non-external -[MRGestureRecognizer abort]
00007ffa0703b0a4 (__TEXT,__text) non-external -[MRGestureRecognizer cancelAction]
00007ffa0703ae9c (__TEXT,__text) non-external -[MRGestureRecognizer cleanup]
00007ffa0703b742 (__TEXT,__text) non-external -[MRGestureRecognizer description]
00007ffa0703b030 (__TEXT,__text) non-external -[MRGestureRecognizer endAction]
00007ffa0703ade9 (__TEXT,__text) non-external -[MRGestureRecognizer initWithRenderer:startAction:andSender:]
00007ffa0703bcbb (__TEXT,__text) non-external -[MRGestureRecognizer matrixChain]
00007ffa0703b5d1 (__TEXT,__text) non-external -[MRGestureRecognizer recognize]
00007ffa0703bd10 (__TEXT,__text) non-external -[MRGestureRecognizer referenceScale]
00007ffa0703bcf0 (__TEXT,__text) non-external -[MRGestureRecognizer referenceSize]
00007ffa0703bd26 (__TEXT,__text) non-external -[MRGestureRecognizer requiredTouchCount]
00007ffa0703bd3f (__TEXT,__text) non-external -[MRGestureRecognizer score]
00007ffa0703bcb1 (__TEXT,__text) non-external -[MRGestureRecognizer sender]
00007ffa0703b0ba (__TEXT,__text) non-external -[MRGestureRecognizer setCancelAction:]
00007ffa0703b046 (__TEXT,__text) non-external -[MRGestureRecognizer setEndAction:]
00007ffa0703bccf (__TEXT,__text) non-external -[MRGestureRecognizer setMatrixChain:]
00007ffa0703bd1b (__TEXT,__text) non-external -[MRGestureRecognizer setReferenceScale:]
00007ffa0703bd00 (__TEXT,__text) non-external -[MRGestureRecognizer setReferenceSize:]
00007ffa0703bd33 (__TEXT,__text) non-external -[MRGestureRecognizer setRequiredTouchCount:]
00007ffa0703bd4d (__TEXT,__text) non-external -[MRGestureRecognizer setScore:]
00007ffa0703af5e (__TEXT,__text) non-external -[MRGestureRecognizer setStartAction:]
00007ffa0703bce7 (__TEXT,__text) non-external -[MRGestureRecognizer setState:]
00007ffa0703afd2 (__TEXT,__text) non-external -[MRGestureRecognizer setUpdateAction:]
00007ffa0703af48 (__TEXT,__text) non-external -[MRGestureRecognizer startAction]
00007ffa0703bcde (__TEXT,__text) non-external -[MRGestureRecognizer state]
00007ffa0703b131 (__TEXT,__text) non-external -[MRGestureRecognizer touchBegan:]
00007ffa0703b4c8 (__TEXT,__text) non-external -[MRGestureRecognizer touchEnded:]
00007ffa0703b32b (__TEXT,__text) non-external -[MRGestureRecognizer touchMoved:]
00007ffa0703b118 (__TEXT,__text) non-external -[MRGestureRecognizer touches]
00007ffa0703afbc (__TEXT,__text) non-external -[MRGestureRecognizer updateAction]
00007ffa06fd66fb (__TEXT,__text) non-external -[MRHitBlob aspectRatio]
00007ffa06fd68b0 (__TEXT,__text) non-external -[MRHitBlob clientObject]
00007ffa06fd68e7 (__TEXT,__text) non-external -[MRHitBlob currentLayoutIndex]
00007ffa06fd6847 (__TEXT,__text) non-external -[MRHitBlob effectLayer]
00007ffa06fd688d (__TEXT,__text) non-external -[MRHitBlob elementID]
00007ffa06fd686a (__TEXT,__text) non-external -[MRHitBlob innerPath]
00007ffa06fd6743 (__TEXT,__text) non-external -[MRHitBlob innerResolution]
00007ffa06fd67b5 (__TEXT,__text) non-external -[MRHitBlob isEqualToHitBlob:]
00007ffa06fd6759 (__TEXT,__text) non-external -[MRHitBlob mediaType]
00007ffa06fd6824 (__TEXT,__text) non-external -[MRHitBlob outerLayer]
00007ffa06fd68d3 (__TEXT,__text) non-external -[MRHitBlob proxyForSlide]
00007ffa06fd68c4 (__TEXT,__text) non-external -[MRHitBlob setClientObject:]
00007ffa06fd68f1 (__TEXT,__text) non-external -[MRHitBlob setCurrentLayoutIndex:]
00007ffa06fd685b (__TEXT,__text) non-external -[MRHitBlob setEffectLayer:]
00007ffa06fd68a1 (__TEXT,__text) non-external -[MRHitBlob setElementID:]
00007ffa06fd687e (__TEXT,__text) non-external -[MRHitBlob setInnerPath:]
00007ffa06fd6838 (__TEXT,__text) non-external -[MRHitBlob setOuterLayer:]
00007ffa06fd68dd (__TEXT,__text) non-external -[MRHitBlob setProxyForSlide:]
00007ffa06f3f48f (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback countOfVertices]
00007ffa06f3f3ba (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback dealloc]
00007ffa06f3f472 (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback hasEnded]
00007ffa06f3f409 (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback set2DVertices:countOfVertices:]
00007ffa06f3f47c (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback setHasEnded:]
00007ffa06f3f467 (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback setTimestamp:]
00007ffa06f3f45c (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback timestamp]
00007ffa06f3f485 (__TEXT,__text) non-external -[MRHitZoneForVisualFeedback vertices]
00007ffa07056a10 (__TEXT,__text) non-external -[MRHyperGridIteration description]
00007ffa070569e5 (__TEXT,__text) non-external -[MRHyperGridIteration setLayout:]
00007ffa06f04d02 (__TEXT,__text) non-external -[MRImage aspectRatio]
00007ffa06f0555b (__TEXT,__text) non-external -[MRImage centerX]
00007ffa06f05571 (__TEXT,__text) non-external -[MRImage centerY]
00007ffa06f05611 (__TEXT,__text) non-external -[MRImage clampMode]
00007ffa06f04866 (__TEXT,__text) non-external -[MRImage cleanup]
00007ffa06f04828 (__TEXT,__text) non-external -[MRImage dealloc]
00007ffa06f05264 (__TEXT,__text) non-external -[MRImage filterID]
00007ffa06f04af5 (__TEXT,__text) non-external -[MRImage filtersNearest]
00007ffa06f04e84 (__TEXT,__text) non-external -[MRImage getMatrix:forReferenceAspectRatio:]
00007ffa06f0528e (__TEXT,__text) non-external -[MRImage hasKBOrShader]
00007ffa06f04bdd (__TEXT,__text) non-external -[MRImage hasKenBurns]
00007ffa06f04cf4 (__TEXT,__text) non-external -[MRImage height]
00007ffa06f0553b (__TEXT,__text) non-external -[MRImage imageManager]
00007ffa06f04739 (__TEXT,__text) non-external -[MRImage initWithImage:]
00007ffa06f04795 (__TEXT,__text) non-external -[MRImage initWithTextureSource:andSize:]
00007ffa06f046ec (__TEXT,__text) non-external -[MRImage init]
00007ffa06f049cb (__TEXT,__text) non-external -[MRImage insertingInCollection]
00007ffa06f04d18 (__TEXT,__text) non-external -[MRImage isEmpty]
00007ffa06f04b1f (__TEXT,__text) non-external -[MRImage isOpaque]
00007ffa06f04d3c (__TEXT,__text) non-external -[MRImage kenburnsMatrix:forReferenceAspectRatio:]
00007ffa06f0562c (__TEXT,__text) non-external -[MRImage label]
00007ffa06f04b8c (__TEXT,__text) non-external -[MRImage mipmapFiltersNearest]
00007ffa06f04bb6 (__TEXT,__text) non-external -[MRImage preservesAspectRatio]
00007ffa06f0523e (__TEXT,__text) non-external -[MRImage relativeSizeInContextPixelSize:]
00007ffa06f0499d (__TEXT,__text) non-external -[MRImage releaseByUser]
00007ffa06f049f4 (__TEXT,__text) non-external -[MRImage removingFromCollection]
00007ffa06f055fb (__TEXT,__text) non-external -[MRImage renderTime]
00007ffa06f05623 (__TEXT,__text) non-external -[MRImage retainByUserCount]
00007ffa06f0498e (__TEXT,__text) non-external -[MRImage retainByUser]
00007ffa06f04a5d (__TEXT,__text) non-external -[MRImage retainedByUserImageWithShader:]
00007ffa06f04a0f (__TEXT,__text) non-external -[MRImage retainedByUserImage]
00007ffa06f0559d (__TEXT,__text) non-external -[MRImage rotationAngle]
00007ffa06f04c05 (__TEXT,__text) non-external -[MRImage scaleWasFixedForTargetAspectRatio]
00007ffa06f05587 (__TEXT,__text) non-external -[MRImage scale]
00007ffa06f05566 (__TEXT,__text) non-external -[MRImage setCenterX:]
00007ffa06f0557c (__TEXT,__text) non-external -[MRImage setCenterY:]
00007ffa06f0561a (__TEXT,__text) non-external -[MRImage setClampMode:]
00007ffa06f055b3 (__TEXT,__text) non-external -[MRImage setFilterID:]
00007ffa06f04b04 (__TEXT,__text) non-external -[MRImage setFiltersNearest:]
00007ffa06f04bec (__TEXT,__text) non-external -[MRImage setHasKenBurns:]
00007ffa06f04c2f (__TEXT,__text) non-external -[MRImage setLabel:]
00007ffa06f04b9b (__TEXT,__text) non-external -[MRImage setMipmapFiltersNearest:]
00007ffa06f05208 (__TEXT,__text) non-external -[MRImage setOnContext:onTextureUnit:withReferenceAspectRatio:state:]
00007ffa06f04bc4 (__TEXT,__text) non-external -[MRImage setPreservesAspectRatio:]
00007ffa06f05606 (__TEXT,__text) non-external -[MRImage setRenderTime:]
00007ffa06f055a8 (__TEXT,__text) non-external -[MRImage setRotationAngle:]
00007ffa06f05592 (__TEXT,__text) non-external -[MRImage setScale:]
00007ffa06f04c14 (__TEXT,__text) non-external -[MRImage setScaleWasFixedForTargetAspectRatio:]
00007ffa06f055d6 (__TEXT,__text) non-external -[MRImage setShader:]
00007ffa06f055f0 (__TEXT,__text) non-external -[MRImage setSourceTimestamp:]
00007ffa06f04ad3 (__TEXT,__text) non-external -[MRImage setUsesBackgroundColorAsBorderColor:]
00007ffa06f04b73 (__TEXT,__text) non-external -[MRImage setUsesMipmap:]
00007ffa06f055c2 (__TEXT,__text) non-external -[MRImage shader]
00007ffa06f05545 (__TEXT,__text) non-external -[MRImage size]
00007ffa06f055e5 (__TEXT,__text) non-external -[MRImage sourceTimestamp]
00007ffa06f052e1 (__TEXT,__text) non-external -[MRImage texture]
00007ffa06f05223 (__TEXT,__text) non-external -[MRImage unsetOnContext:onTextureUnit:state:]
00007ffa06f0533d (__TEXT,__text) non-external -[MRImage updateGLContext]
00007ffa06f05368 (__TEXT,__text) non-external -[MRImage uploadCGImage:toTextureRect:]
00007ffa06f04c81 (__TEXT,__text) non-external -[MRImage userData]
00007ffa06f04ac7 (__TEXT,__text) non-external -[MRImage usesBackgroundColorAsBorderColor]
00007ffa06f04b4a (__TEXT,__text) non-external -[MRImage usesMipmap]
00007ffa06f04ce6 (__TEXT,__text) non-external -[MRImage width]
00007ffa06f0637a (__TEXT,__text) non-external -[MRImageManager _lockedMasterForAssetAtPath:withOptions:]
00007ffa06f05f8a (__TEXT,__text) non-external -[MRImageManager _textureWithSize:isFBO:options:]
00007ffa06f06824 (__TEXT,__text) non-external -[MRImageManager baseContext]
00007ffa06f05913 (__TEXT,__text) non-external -[MRImageManager cglPixelFormat]
00007ffa06f05870 (__TEXT,__text) non-external -[MRImageManager dealloc]
00007ffa06f0631b (__TEXT,__text) non-external -[MRImageManager fboTextureWithSize:]
00007ffa06f0682e (__TEXT,__text) non-external -[MRImageManager imageGLContext]
00007ffa06f056e3 (__TEXT,__text) non-external -[MRImageManager initWithBaseContext:]
00007ffa06f05929 (__TEXT,__text) non-external -[MRImageManager purgeResources:]
00007ffa06f06335 (__TEXT,__text) non-external -[MRImageManager recycleTexture:]
00007ffa06f06603 (__TEXT,__text) non-external -[MRImageManager retainedByUserImageWithCGContext:]
00007ffa06f06708 (__TEXT,__text) non-external -[MRImageManager retainedByUserImageWithSize:andColor:]
00007ffa06f0653e (__TEXT,__text) non-external -[MRImageManager retainedByUserPlayerForAssetAtPath:size:andOptions:]
00007ffa06f065a8 (__TEXT,__text) non-external -[MRImageManager retainedByUserThumbnailForAssetAtPath:]
00007ffa06f06304 (__TEXT,__text) non-external -[MRImageManager textureWithSize:options:]
00007ffa06f06850 (__TEXT,__text) non-external -[MRImageManager(Private) CGImageWithData:withOriginalSize:forSize:orientation:]
00007ffa06f07125 (__TEXT,__text) non-external -[MRImageManager(Private) CGImageWithMoviePath:withOriginalSize:forSize:atTime:orientation:]
00007ffa06f06858 (__TEXT,__text) non-external -[MRImageManager(Private) CGImageWithPath:withOriginalSize:forSize:orientation:]
00007ffa06f06840 (__TEXT,__text) non-external -[MRImageManager(Private) IOSurfaceWithData:withOriginalSize:forSize:orientation:]
00007ffa06f06848 (__TEXT,__text) non-external -[MRImageManager(Private) IOSurfaceWithMoviePath:withOriginalSize:forSize:atTime:orientation:]
00007ffa06f06838 (__TEXT,__text) non-external -[MRImageManager(Private) IOSurfaceWithPath:withOriginalSize:forSize:orientation:]
00007ffa06f086d5 (__TEXT,__text) non-external -[MRImageProvider _computeImageSizeInContext:withArguments:]
00007ffa06f07fd5 (__TEXT,__text) non-external -[MRImageProvider _unloadIfNotUpdatingLive]
00007ffa06f08df3 (__TEXT,__text) non-external -[MRImageProvider assetPath]
00007ffa06f07f92 (__TEXT,__text) non-external -[MRImageProvider beginLiveUpdate]
00007ffa06f0864f (__TEXT,__text) non-external -[MRImageProvider cancelLoading]
00007ffa06f07a41 (__TEXT,__text) non-external -[MRImageProvider cleanup]
00007ffa06f079f1 (__TEXT,__text) non-external -[MRImageProvider dealloc]
00007ffa06f08d7a (__TEXT,__text) non-external -[MRImageProvider defaultSize]
00007ffa06f08d94 (__TEXT,__text) non-external -[MRImageProvider effectAttributes]
00007ffa06f0802f (__TEXT,__text) non-external -[MRImageProvider effectLayer]
00007ffa06f07fa4 (__TEXT,__text) non-external -[MRImageProvider endLiveUpdate]
00007ffa06f07c2b (__TEXT,__text) non-external -[MRImageProvider imageAspectRatio]
00007ffa06f08d27 (__TEXT,__text) non-external -[MRImageProvider imageIsAvailableFromAssetPlayer:]
00007ffa06f07cde (__TEXT,__text) non-external -[MRImageProvider imageSizeForAspectRatio:]
00007ffa06f08d8a (__TEXT,__text) non-external -[MRImageProvider imageSizeScript]
00007ffa06f07979 (__TEXT,__text) non-external -[MRImageProvider init]
00007ffa06f086c2 (__TEXT,__text) non-external -[MRImageProvider isAlphaFriendly]
00007ffa06f086cd (__TEXT,__text) non-external -[MRImageProvider isInfinite]
00007ffa06f0809e (__TEXT,__text) non-external -[MRImageProvider isLoadedForTime:]
00007ffa06f080ae (__TEXT,__text) non-external -[MRImageProvider isLoaded]
00007ffa06f086af (__TEXT,__text) non-external -[MRImageProvider isNative3D]
00007ffa06f086b7 (__TEXT,__text) non-external -[MRImageProvider isOpaque]
00007ffa06f08dda (__TEXT,__text) non-external -[MRImageProvider justHoldIt]
00007ffa06f080be (__TEXT,__text) non-external -[MRImageProvider loadForTime:inContext:withArguments:now:]
00007ffa06f08437 (__TEXT,__text) non-external -[MRImageProvider loadWithArguments:]
00007ffa06f08dfd (__TEXT,__text) non-external -[MRImageProvider originalImageSize]
00007ffa06f08c03 (__TEXT,__text) non-external -[MRImageProvider patchworkAtTime:inContext:withArguments:]
00007ffa06f0882a (__TEXT,__text) non-external -[MRImageProvider prerenderForTime:inContext:withArguments:]
00007ffa06f08a96 (__TEXT,__text) non-external -[MRImageProvider renderAtTime:inContext:withArguments:]
00007ffa06f08dca (__TEXT,__text) non-external -[MRImageProvider requestedSize]
00007ffa06f08aaa (__TEXT,__text) non-external -[MRImageProvider retainedByUserRenderedImageAtTime:inContext:withArguments:]
