00007ffa0704d38c (__TEXT,__text) non-external +[Cube initialize]
00007ffa06dd17a5 (__TEXT,__text) non-external -[MPAudioPlaylist dealloc]
00007ffa06dd1f52 (__TEXT,__text) non-external -[MPAudioPlaylist description]
00007ffa06dd2a12 (__TEXT,__text) non-external -[MPAudioPlaylist duckInDuration]
00007ffa06dd2adc (__TEXT,__text) non-external -[MPAudioPlaylist duckLevel]
00007ffa06dd2a77 (__TEXT,__text) non-external -[MPAudioPlaylist duckOutDuration]
00007ffa06dd28de (__TEXT,__text) non-external -[MPAudioPlaylist duration]
00007ffa06dd1839 (__TEXT,__text) non-external -[MPAudioPlaylist encodeWithCoder:]
00007ffa06dd28f4 (__TEXT,__text) non-external -[MPAudioPlaylist fadeInDuration]
00007ffa06dd2959 (__TEXT,__text) non-external -[MPAudioPlaylist fadeOutDuration]
00007ffa06dd1a0b (__TEXT,__text) non-external -[MPAudioPlaylist initWithCoder:]
00007ffa06dd16b4 (__TEXT,__text) non-external -[MPAudioPlaylist init]
00007ffa06dd20a6 (__TEXT,__text) non-external -[MPAudioPlaylist insertSongs:atIndex:]
00007ffa06dd27fa (__TEXT,__text) non-external -[MPAudioPlaylist moveSongsFromIndices:toIndex:]
00007ffa06dd28d4 (__TEXT,__text) non-external -[MPAudioPlaylist parentObject]
00007ffa06dd27a3 (__TEXT,__text) non-external -[MPAudioPlaylist removeAllSongs]
00007ffa06dd254d (__TEXT,__text) non-external -[MPAudioPlaylist removeSongsAtIndices:]
00007ffa06dd2a28 (__TEXT,__text) non-external -[MPAudioPlaylist setDuckInDuration:]
00007ffa06dd2af2 (__TEXT,__text) non-external -[MPAudioPlaylist setDuckLevel:]
00007ffa06dd2a8d (__TEXT,__text) non-external -[MPAudioPlaylist setDuckOutDuration:]
00007ffa06dd290a (__TEXT,__text) non-external -[MPAudioPlaylist setFadeInDuration:]
00007ffa06dd296f (__TEXT,__text) non-external -[MPAudioPlaylist setFadeOutDuration:]
00007ffa06dd2003 (__TEXT,__text) non-external -[MPAudioPlaylist songs]
00007ffa06dd3621 (__TEXT,__text) non-external -[MPAudioPlaylist(AppleScript) countOfSongs]
00007ffa06dd364d (__TEXT,__text) non-external -[MPAudioPlaylist(AppleScript) insertObject:inSongsAtIndex:]
00007ffa06dd3637 (__TEXT,__text) non-external -[MPAudioPlaylist(AppleScript) objectInSongsAtIndex:]
00007ffa06dd3694 (__TEXT,__text) non-external -[MPAudioPlaylist(AppleScript) removeObjectFromSongsAtIndex:]
00007ffa06dd36cc (__TEXT,__text) non-external -[MPAudioPlaylist(AppleScript) replaceObjectInSongsAtIndex:withObject:]
00007ffa06dd2da6 (__TEXT,__text) non-external -[MPAudioPlaylist(Internal) cleanup]
00007ffa06dd2c13 (__TEXT,__text) non-external -[MPAudioPlaylist(Internal) copySongs:]
00007ffa06dd2b4e (__TEXT,__text) non-external -[MPAudioPlaylist(Internal) copyStruct:]
00007ffa06dd2db8 (__TEXT,__text) non-external -[MPAudioPlaylist(Internal) montage]
00007ffa06dd3510 (__TEXT,__text) non-external -[MPAudioPlaylist(Internal) parentDocument]
00007ffa06dd2dcc (__TEXT,__text) non-external -[MPAudioPlaylist(Internal) setAudioPlaylist:]
00007ffa06dd33c9 (__TEXT,__text) non-external -[MPAudioPlaylist(Internal) setDuration:]
00007ffa06dd2dc2 (__TEXT,__text) non-external -[MPAudioPlaylist(Internal) setMontage:]
00007ffa06dd3386 (__TEXT,__text) non-external -[MPAudioPlaylist(Internal) setParentObject:]
00007ffa06dd3261 (__TEXT,__text) non-external -[MPAudioPlaylist(Internal) setPlug:]
00007ffa06dd2b44 (__TEXT,__text) non-external -[MPAudioPlaylist(Private) audioPlaylist]
00007ffa06dd3b1a (__TEXT,__text) non-external -[MPAuthoringController authorDocument:withOptions:]
00007ffa06dd3b62 (__TEXT,__text) non-external -[MPAuthoringController authorLayerGroup:inDocument:withOptions:]
00007ffa06ddac1f (__TEXT,__text) non-external -[MPAuthoringController beatAlignLayers:toAudioPlaylist:forDocument:withOptions:]
00007ffa06ddc6ad (__TEXT,__text) non-external -[MPAuthoringController canDocumentFitToAudio:withOptions:requiredAudioDuration:]
00007ffa06ddc704 (__TEXT,__text) non-external -[MPAuthoringController canLayerGroupFitToAudio:inDocument:withOptions:requiredAudioDuration:]
00007ffa06ddc957 (__TEXT,__text) non-external -[MPAuthoringController canScaleToAudioInDocument:withOptions:]
00007ffa06dd3a99 (__TEXT,__text) non-external -[MPAuthoringController dealloc]
00007ffa06dd3b06 (__TEXT,__text) non-external -[MPAuthoringController delegate]
00007ffa06ddab0c (__TEXT,__text) non-external -[MPAuthoringController effectContainersWithPaths:forDocument:withOptions:]
00007ffa06dd38e7 (__TEXT,__text) non-external -[MPAuthoringController init]
00007ffa06ddbae0 (__TEXT,__text) non-external -[MPAuthoringController prepareDocumentForExport:withOptions:]
00007ffa06ddbfb5 (__TEXT,__text) non-external -[MPAuthoringController prepareDocumentForPlayback:withOptions:]
00007ffa06ddb88a (__TEXT,__text) non-external -[MPAuthoringController reconfigureColorSchemeForLayerGroup:inDocument:withOptions:]
00007ffa06ddb842 (__TEXT,__text) non-external -[MPAuthoringController reconfigureColorSchemeInDocument:withOptions:]
00007ffa06ddb586 (__TEXT,__text) non-external -[MPAuthoringController reconfigureImagesInDocument:withOptions:]
00007ffa06ddb642 (__TEXT,__text) non-external -[MPAuthoringController reconfigureTitleEffectForLayerGroup:inDocument:withOptions:]
00007ffa06ddb5fa (__TEXT,__text) non-external -[MPAuthoringController reconfigureTitleEffectInDocument:withOptions:]
00007ffa06ddae29 (__TEXT,__text) non-external -[MPAuthoringController scaleDurationsForLayerGroup:inDocument:withOptions:]
00007ffa06ddade1 (__TEXT,__text) non-external -[MPAuthoringController scaleDurationsInDocument:withOptions:]
00007ffa06dd3b10 (__TEXT,__text) non-external -[MPAuthoringController setDelegate:]
00007ffa06ddac08 (__TEXT,__text) non-external -[MPAuthoringController transitionFromOptions:]
00007ffa06dd66a5 (__TEXT,__text) non-external -[MPAuthoringController upgradeDocument:withOptions:]
00007ffa06dd66ed (__TEXT,__text) non-external -[MPAuthoringController upgradeLayerGroup:inDocument:withOptions:]
00007ffa06df4bea (__TEXT,__text) non-external -[MPAuthoringController(Beats) beatsForAudioPlaylist:withOptions:]
00007ffa06df537f (__TEXT,__text) non-external -[MPAuthoringController(Beats) createBeatsThreaded:]
00007ffa06df5064 (__TEXT,__text) non-external -[MPAuthoringController(Beats) findClosestBeatForTime:inBeats:atIndex:]
00007ffa06df5279 (__TEXT,__text) non-external -[MPAuthoringController(Beats) indexOfBeatWithTimestamp:inBeats:inRange:]
00007ffa06df5737 (__TEXT,__text) non-external -[MPAuthoringController(Clustering) cleanupClusters]
00007ffa06df5750 (__TEXT,__text) non-external -[MPAuthoringController(Clustering) findUsableClustersForUserDefinedSlideOrderPresentation:inClusters:]
00007ffa06df55b6 (__TEXT,__text) non-external -[MPAuthoringController(Clustering) setupClustersWithPaths:withOptions:]
00007ffa06ddd3de (__TEXT,__text) non-external -[MPAuthoringController(Internal) _collectVersionInformationFromStyle:]
00007ffa06df49e4 (__TEXT,__text) non-external -[MPAuthoringController(Internal) _upgradedStringWithString:andOriginalDefaultAttributes:andCurrentEffectID:andCurrentPresetID:]
00007ffa06dde329 (__TEXT,__text) non-external -[MPAuthoringController(Internal) authorPlacesWithImages:forLayerGroup:inDocument:withOptions:]
00007ffa06ddd399 (__TEXT,__text) non-external -[MPAuthoringController(Internal) authoredDocument]
00007ffa06de8891 (__TEXT,__text) non-external -[MPAuthoringController(Internal) beatAlignEffectContainers:toBeats:withOptions:]
00007ffa06de5d15 (__TEXT,__text) non-external -[MPAuthoringController(Internal) beatAlignLayer:toBeats:withOptions:]
00007ffa06de17a3 (__TEXT,__text) non-external -[MPAuthoringController(Internal) bestCountFromClusterForEffectWithImages:atStartIndex:withWeighter:usedIndex:]
00007ffa06dde546 (__TEXT,__text) non-external -[MPAuthoringController(Internal) cacheROIInformationForImages:withOptions:]
00007ffa06de5c1c (__TEXT,__text) non-external -[MPAuthoringController(Internal) checkForOffsetsForLayers:withOptions:]
00007ffa06ddc983 (__TEXT,__text) non-external -[MPAuthoringController(Internal) cleanup:]
00007ffa06ddc96c (__TEXT,__text) non-external -[MPAuthoringController(Internal) cleanup]
00007ffa06ddca1e (__TEXT,__text) non-external -[MPAuthoringController(Internal) clearROICache]
00007ffa06dea1ea (__TEXT,__text) non-external -[MPAuthoringController(Internal) configureFiltersInDocument:withOptions:]
00007ffa06ddca45 (__TEXT,__text) non-external -[MPAuthoringController(Internal) configureIntroInDocument:withOptions:]
00007ffa06ddce21 (__TEXT,__text) non-external -[MPAuthoringController(Internal) configureOutroInDocument:withOptions:]
00007ffa06df3fa6 (__TEXT,__text) non-external -[MPAuthoringController(Internal) configurePanoramaInformationToEffect:inDocument:startingIndex:count:removeOldIndex:]
00007ffa06dea8e2 (__TEXT,__text) non-external -[MPAuthoringController(Internal) configureTransitionsInDocument:withOptions:]
00007ffa06df1db1 (__TEXT,__text) non-external -[MPAuthoringController(Internal) createAudioPlayListFromAudioPaths:andOptions:]
00007ffa06def640 (__TEXT,__text) non-external -[MPAuthoringController(Internal) createEffectToTransitionMapWithOptions:]
00007ffa06deaf4b (__TEXT,__text) non-external -[MPAuthoringController(Internal) createLayerWithImages:effects:andOptions:]
00007ffa06de3949 (__TEXT,__text) non-external -[MPAuthoringController(Internal) determineIfSlideDisplayesForTheWholeDurationForEffect:presetID:atIndex:inStyleID:]
00007ffa06deb5b1 (__TEXT,__text) non-external -[MPAuthoringController(Internal) dynamicLayerWithImages:withOptions:]
00007ffa06debe53 (__TEXT,__text) non-external -[MPAuthoringController(Internal) effectAuthoredLayerWithImages:withOptions:]
00007ffa06decf31 (__TEXT,__text) non-external -[MPAuthoringController(Internal) effectContainersWithImages:effects:andOptions:]
00007ffa06ddefd2 (__TEXT,__text) non-external -[MPAuthoringController(Internal) effectsForImages:withOptions:]
00007ffa06def93c (__TEXT,__text) non-external -[MPAuthoringController(Internal) exportTransitionFromOptions:]
00007ffa06de58ed (__TEXT,__text) non-external -[MPAuthoringController(Internal) fillDurationsForLayers:withOptions:]
00007ffa06df199a (__TEXT,__text) non-external -[MPAuthoringController(Internal) filtersForEffectFromOptions:]
00007ffa06df1763 (__TEXT,__text) non-external -[MPAuthoringController(Internal) filtersForLayerFromOptions:]
00007ffa06df1b90 (__TEXT,__text) non-external -[MPAuthoringController(Internal) filtersForSlideFromOptions:]
00007ffa06de1993 (__TEXT,__text) non-external -[MPAuthoringController(Internal) findEffectIDInPresetArray:forImages:withOptions:]
00007ffa06de3427 (__TEXT,__text) non-external -[MPAuthoringController(Internal) findEffectIDInWeighter:images:startingIndex:count:triesToFind:constraints:previousTags:]
00007ffa06df1cd1 (__TEXT,__text) non-external -[MPAuthoringController(Internal) frameFromOptions:]
00007ffa06de16e3 (__TEXT,__text) non-external -[MPAuthoringController(Internal) imagesHaveMovie:start:count:]
00007ffa06ddd38f (__TEXT,__text) non-external -[MPAuthoringController(Internal) isAuthoring]
00007ffa06def873 (__TEXT,__text) non-external -[MPAuthoringController(Internal) loopTransitionFromOptions:]
00007ffa06de5450 (__TEXT,__text) non-external -[MPAuthoringController(Internal) matchDurationsForLayers:withOptions:]
00007ffa06de9a64 (__TEXT,__text) non-external -[MPAuthoringController(Internal) maximumDurationForLayer:inDocument:withOptions:]
00007ffa06de9454 (__TEXT,__text) non-external -[MPAuthoringController(Internal) minimumDurationForLayer:inDocument:withOptions:]
00007ffa06dddc75 (__TEXT,__text) non-external -[MPAuthoringController(Internal) orderImages:withOptions:]
00007ffa06df3816 (__TEXT,__text) non-external -[MPAuthoringController(Internal) performInitialFaceDetectionInGroup:withOptions:]
00007ffa06df1f90 (__TEXT,__text) non-external -[MPAuthoringController(Internal) pickRandomPathsInArray:excludingPaths:count:]
00007ffa06de1d38 (__TEXT,__text) non-external -[MPAuthoringController(Internal) populateWeighter:withEffects:andOptions:]
00007ffa06de2fdc (__TEXT,__text) non-external -[MPAuthoringController(Internal) populateWeighter:withTransitions:andOptions:]
00007ffa06de4075 (__TEXT,__text) non-external -[MPAuthoringController(Internal) scaleDurationsInEffectContainers:withOptions:]
00007ffa06de3e31 (__TEXT,__text) non-external -[MPAuthoringController(Internal) scaleDurationsInLayer:withMutableOptions:]
00007ffa06de3cc2 (__TEXT,__text) non-external -[MPAuthoringController(Internal) scaleDurationsInLayer:withOptions:]
00007ffa06de77c9 (__TEXT,__text) non-external -[MPAuthoringController(Internal) scaleLayerToMatchAudio:withBeats:withOptions:]
00007ffa06de6047 (__TEXT,__text) non-external -[MPAuthoringController(Internal) scaleLayerToMatchAudio:withOptions:]
00007ffa06ddd3a3 (__TEXT,__text) non-external -[MPAuthoringController(Internal) setAuthoredDocument:]
00007ffa06ddcf2e (__TEXT,__text) non-external -[MPAuthoringController(Internal) setTitleTextToColor:forLayerGroup:inDocument:withOptions:]
00007ffa06ddced7 (__TEXT,__text) non-external -[MPAuthoringController(Internal) setTitleTextToColor:inDocument:withOptions:]
00007ffa06ddd91f (__TEXT,__text) non-external -[MPAuthoringController(Internal) shuffleImagesByRating:withOptions:]
00007ffa06deb110 (__TEXT,__text) non-external -[MPAuthoringController(Internal) slidesWithImages:andOptions:]
00007ffa06def9c3 (__TEXT,__text) non-external -[MPAuthoringController(Internal) sortImagePaths:toAspectRatiosInEffectPresetID:withOptions:]
00007ffa06deba38 (__TEXT,__text) non-external -[MPAuthoringController(Internal) titleEffectsForImages:withOptions:]
00007ffa06df2133 (__TEXT,__text) non-external -[MPAuthoringController(Internal) transitionFromOptions:firstEffectContainer:nextEffectContainer:]
00007ffa06df5d25 (__TEXT,__text) non-external -[MPAuthoringController(Logging) finishLogging]
00007ffa06df5b5d (__TEXT,__text) non-external -[MPAuthoringController(Logging) startLogging]
00007ffa06dfbdd0 (__TEXT,__text) non-external -[MPAuthoringController(Manipulation) addStyledCaptionToSlide:inDocument:withOptions:]
00007ffa06dfda3a (__TEXT,__text) non-external -[MPAuthoringController(Manipulation) combineSlides:inDocument:withOptions:]
00007ffa06df7c1b (__TEXT,__text) non-external -[MPAuthoringController(Manipulation) insertVideoPaths:atIndex:inDocument:withOptions:]
00007ffa06df738c (__TEXT,__text) non-external -[MPAuthoringController(Manipulation) moveSlidesFromIndicies:toIndex:inDocument:withOptions:]
00007ffa06df93aa (__TEXT,__text) non-external -[MPAuthoringController(Manipulation) removeSlidesAtIndicies:inDocument:withOptions:]
00007ffa06dfccb7 (__TEXT,__text) non-external -[MPAuthoringController(Manipulation) removeStyledCaptionFromSlide:inDocument:withOptions:]
00007ffa06dffbc6 (__TEXT,__text) non-external -[MPAuthoringController(Manipulation_Internal) _addVideoPaths:toEndOfLayer:inDocument:withOptions:]
00007ffa06e00521 (__TEXT,__text) non-external -[MPAuthoringController(Manipulation_Internal) _checkForEmptyLayersInDocument:]
00007ffa06e0077b (__TEXT,__text) non-external -[MPAuthoringController(Manipulation_Internal) _countOfEmptyContainersInIntroOfLayer:withOptions:]
00007ffa06e00192 (__TEXT,__text) non-external -[MPAuthoringController(Manipulation_Internal) _grabAndRemoveTitleEffectFromDocument:withOptions:]
00007ffa06e0060d (__TEXT,__text) non-external -[MPAuthoringController(Manipulation_Internal) _numberOfSlidesForOutroInLayer:withOptions:]
00007ffa06e00465 (__TEXT,__text) non-external -[MPAuthoringController(Manipulation_Internal) _readdTitleEffect:toDocument:withOptions:]
00007ffa06dfe84c (__TEXT,__text) non-external -[MPAuthoringController(Manipulation_Internal) _reorderImagesInDocument:withOptions:]
00007ffa06dfdd8e (__TEXT,__text) non-external -[MPAuthoringController(Manipulation_Internal) combineEffectsNearSlide:inDocument:withOptions:]
00007ffa06e10a0a (__TEXT,__text) non-external -[MPAuthoringController(Places) recreateMapsInDocument:]
00007ffa06e1071b (__TEXT,__text) non-external -[MPAuthoringController(Places) removeAllMapsInDocument:]
00007ffa06e0090b (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) _createMapsWithImages:withOptions:]
00007ffa06e03493 (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) _gatherLocationInfoForMaps:]
00007ffa06e040e9 (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) _mapsSortedByCity:hasCities:]
00007ffa06e05247 (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) _mapsSortedByState:]
00007ffa06e0fd50 (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) _placeEffectContainersForPhotos:options:]
00007ffa06e060b9 (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) _renameMapsAndPins:withOptions:]
00007ffa06e03bec (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) _tryAndCollapseMaps:]
00007ffa06e09121 (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) createLayersForPlacesForImages:forDocument:withOptions:]
00007ffa06e0ed5f (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) mapTypeForPoint0:point1:point2:map:flight:]
00007ffa06e0ebb3 (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) rect:intersectsRects:index:]
00007ffa06e0f1ac (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) scaleDurationsInPlacesForDocument:withOptions:]
00007ffa06e0f135 (__TEXT,__text) non-external -[MPAuthoringController(PlacesInternal) tileSetForMap1:map2:needsWater:]
00007ffa06e153f1 (__TEXT,__text) non-external -[MPCluster addSlide:]
00007ffa06e1543d (__TEXT,__text) non-external -[MPCluster allSlidesSortedByUser]
00007ffa06e15464 (__TEXT,__text) non-external -[MPCluster allSlidesSortedChronologically]
00007ffa06e15433 (__TEXT,__text) non-external -[MPCluster allSlides]
00007ffa06e1545c (__TEXT,__text) non-external -[MPCluster clusterContainsSlideAtPath:]
00007ffa06e1538d (__TEXT,__text) non-external -[MPCluster dealloc]
00007ffa06e15d3f (__TEXT,__text) non-external -[MPCluster description]
00007ffa06e15b31 (__TEXT,__text) non-external -[MPCluster detailedDescription]
00007ffa06e1533a (__TEXT,__text) non-external -[MPCluster init]
00007ffa06e15dbf (__TEXT,__text) non-external -[MPCluster items]
00007ffa06e15de2 (__TEXT,__text) non-external -[MPCluster name]
00007ffa06e15e05 (__TEXT,__text) non-external -[MPCluster rating]
00007ffa06e15407 (__TEXT,__text) non-external -[MPCluster removeAllSlides]
00007ffa06e15833 (__TEXT,__text) non-external -[MPCluster resetAllUsageCounters]
00007ffa06e15dd3 (__TEXT,__text) non-external -[MPCluster setItems:]
00007ffa06e15df6 (__TEXT,__text) non-external -[MPCluster setName:]
00007ffa06e15e10 (__TEXT,__text) non-external -[MPCluster setRating:]
00007ffa06e1549b (__TEXT,__text) non-external -[MPCluster setUsageCountForLayer:to:]
00007ffa06e15e2f (__TEXT,__text) non-external -[MPCluster setUsageCounterPerLayer:]
00007ffa06e1541d (__TEXT,__text) non-external -[MPCluster slideCount]
00007ffa06e1594b (__TEXT,__text) non-external -[MPCluster usageCountDescription]
00007ffa06e1564e (__TEXT,__text) non-external -[MPCluster usageCountForLayer:]
00007ffa06e15e1b (__TEXT,__text) non-external -[MPCluster usageCounterPerLayer]
00007ffa06e16898 (__TEXT,__text) non-external -[MPClusterController addKeywords:forSlide:]
